scheduled_date,emp_id,full_name,first_name,last_name,scheduled
1/6/2022,3,Maressa Dearell,Maressa,Dearell,False
1/6/2022,4,Micheil Manklow,Micheil,Manklow,False
1/6/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/6/2022,6,Graig Colvin,Graig,Colvin,False
1/6/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/6/2022,5,Burtie Connar,Burtie,Connar,False
1/6/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/6/2022,2,Curtis Utterson,Curtis,Utterson,False
1/6/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/6/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/7/2022,3,Maressa Dearell,Maressa,Dearell,False
1/7/2022,4,Micheil Manklow,Micheil,Manklow,False
1/7/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/7/2022,6,Graig Colvin,Graig,Colvin,False
1/7/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/7/2022,5,Burtie Connar,Burtie,Connar,False
1/7/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/7/2022,2,Curtis Utterson,Curtis,Utterson,False
1/7/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/7/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/8/2022,3,Maressa Dearell,Maressa,Dearell,False
1/8/2022,4,Micheil Manklow,Micheil,Manklow,False
1/8/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/8/2022,6,Graig Colvin,Graig,Colvin,False
1/8/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/8/2022,5,Burtie Connar,Burtie,Connar,False
1/8/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/8/2022,2,Curtis Utterson,Curtis,Utterson,False
1/8/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/8/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/9/2022,3,Maressa Dearell,Maressa,Dearell,False
1/9/2022,4,Micheil Manklow,Micheil,Manklow,False
1/9/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/9/2022,6,Graig Colvin,Graig,Colvin,False
1/9/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/9/2022,5,Burtie Connar,Burtie,Connar,False
1/9/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/9/2022,2,Curtis Utterson,Curtis,Utterson,False
1/9/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/9/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/10/2022,3,Maressa Dearell,Maressa,Dearell,False
1/10/2022,4,Micheil Manklow,Micheil,Manklow,False
1/10/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/10/2022,6,Graig Colvin,Graig,Colvin,False
1/10/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/10/2022,5,Burtie Connar,Burtie,Connar,False
1/10/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/10/2022,2,Curtis Utterson,Curtis,Utterson,False
1/10/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/10/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/11/2022,3,Maressa Dearell,Maressa,Dearell,False
1/11/2022,4,Micheil Manklow,Micheil,Manklow,False
1/11/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/11/2022,6,Graig Colvin,Graig,Colvin,False
1/11/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/11/2022,5,Burtie Connar,Burtie,Connar,False
1/11/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/11/2022,2,Curtis Utterson,Curtis,Utterson,False
1/11/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/11/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/12/2022,3,Maressa Dearell,Maressa,Dearell,False
1/12/2022,4,Micheil Manklow,Micheil,Manklow,False
1/12/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/12/2022,6,Graig Colvin,Graig,Colvin,False
1/12/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/12/2022,5,Burtie Connar,Burtie,Connar,False
1/12/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/12/2022,2,Curtis Utterson,Curtis,Utterson,False
1/12/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/12/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/13/2022,3,Maressa Dearell,Maressa,Dearell,False
1/13/2022,4,Micheil Manklow,Micheil,Manklow,False
1/13/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/13/2022,6,Graig Colvin,Graig,Colvin,False
1/13/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/13/2022,5,Burtie Connar,Burtie,Connar,False
1/13/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/13/2022,2,Curtis Utterson,Curtis,Utterson,False
1/13/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/13/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/14/2022,3,Maressa Dearell,Maressa,Dearell,False
1/14/2022,4,Micheil Manklow,Micheil,Manklow,False
1/14/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/14/2022,6,Graig Colvin,Graig,Colvin,False
1/14/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/14/2022,5,Burtie Connar,Burtie,Connar,False
1/14/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/14/2022,2,Curtis Utterson,Curtis,Utterson,False
1/14/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/14/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/15/2022,3,Maressa Dearell,Maressa,Dearell,False
1/15/2022,4,Micheil Manklow,Micheil,Manklow,False
1/15/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/15/2022,6,Graig Colvin,Graig,Colvin,False
1/15/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/15/2022,5,Burtie Connar,Burtie,Connar,False
1/15/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/15/2022,2,Curtis Utterson,Curtis,Utterson,False
1/15/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/15/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/16/2022,3,Maressa Dearell,Maressa,Dearell,False
1/16/2022,4,Micheil Manklow,Micheil,Manklow,False
1/16/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/16/2022,6,Graig Colvin,Graig,Colvin,False
1/16/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/16/2022,5,Burtie Connar,Burtie,Connar,False
1/16/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/16/2022,2,Curtis Utterson,Curtis,Utterson,False
1/16/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/16/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/17/2022,3,Maressa Dearell,Maressa,Dearell,False
1/17/2022,4,Micheil Manklow,Micheil,Manklow,False
1/17/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/17/2022,6,Graig Colvin,Graig,Colvin,False
1/17/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/17/2022,5,Burtie Connar,Burtie,Connar,False
1/17/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/17/2022,2,Curtis Utterson,Curtis,Utterson,False
1/17/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/17/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/18/2022,3,Maressa Dearell,Maressa,Dearell,False
1/18/2022,4,Micheil Manklow,Micheil,Manklow,False
1/18/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/18/2022,6,Graig Colvin,Graig,Colvin,False
1/18/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/18/2022,5,Burtie Connar,Burtie,Connar,False
1/18/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/18/2022,2,Curtis Utterson,Curtis,Utterson,False
1/18/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/18/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/19/2022,3,Maressa Dearell,Maressa,Dearell,False
1/19/2022,4,Micheil Manklow,Micheil,Manklow,False
1/19/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/19/2022,6,Graig Colvin,Graig,Colvin,False
1/19/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/19/2022,5,Burtie Connar,Burtie,Connar,False
1/19/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/19/2022,2,Curtis Utterson,Curtis,Utterson,False
1/19/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/19/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/20/2022,3,Maressa Dearell,Maressa,Dearell,False
1/20/2022,4,Micheil Manklow,Micheil,Manklow,False
1/20/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/20/2022,6,Graig Colvin,Graig,Colvin,False
1/20/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/20/2022,5,Burtie Connar,Burtie,Connar,False
1/20/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/20/2022,2,Curtis Utterson,Curtis,Utterson,False
1/20/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/20/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/21/2022,3,Maressa Dearell,Maressa,Dearell,False
1/21/2022,4,Micheil Manklow,Micheil,Manklow,False
1/21/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/21/2022,6,Graig Colvin,Graig,Colvin,False
1/21/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/21/2022,5,Burtie Connar,Burtie,Connar,False
1/21/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/21/2022,2,Curtis Utterson,Curtis,Utterson,False
1/21/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/21/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/22/2022,3,Maressa Dearell,Maressa,Dearell,False
1/22/2022,4,Micheil Manklow,Micheil,Manklow,False
1/22/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/22/2022,6,Graig Colvin,Graig,Colvin,False
1/22/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/22/2022,5,Burtie Connar,Burtie,Connar,False
1/22/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/22/2022,2,Curtis Utterson,Curtis,Utterson,False
1/22/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/22/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/23/2022,3,Maressa Dearell,Maressa,Dearell,False
1/23/2022,4,Micheil Manklow,Micheil,Manklow,False
1/23/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/23/2022,6,Graig Colvin,Graig,Colvin,False
1/23/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/23/2022,5,Burtie Connar,Burtie,Connar,False
1/23/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/23/2022,2,Curtis Utterson,Curtis,Utterson,False
1/23/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/23/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/24/2022,3,Maressa Dearell,Maressa,Dearell,False
1/24/2022,4,Micheil Manklow,Micheil,Manklow,False
1/24/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/24/2022,6,Graig Colvin,Graig,Colvin,False
1/24/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/24/2022,5,Burtie Connar,Burtie,Connar,False
1/24/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/24/2022,2,Curtis Utterson,Curtis,Utterson,False
1/24/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/24/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/25/2022,3,Maressa Dearell,Maressa,Dearell,False
1/25/2022,4,Micheil Manklow,Micheil,Manklow,False
1/25/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/25/2022,6,Graig Colvin,Graig,Colvin,False
1/25/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/25/2022,5,Burtie Connar,Burtie,Connar,False
1/25/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/25/2022,2,Curtis Utterson,Curtis,Utterson,False
1/25/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/25/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/26/2022,3,Maressa Dearell,Maressa,Dearell,False
1/26/2022,4,Micheil Manklow,Micheil,Manklow,False
1/26/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/26/2022,6,Graig Colvin,Graig,Colvin,False
1/26/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/26/2022,5,Burtie Connar,Burtie,Connar,False
1/26/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/26/2022,2,Curtis Utterson,Curtis,Utterson,False
1/26/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/26/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/27/2022,3,Maressa Dearell,Maressa,Dearell,False
1/27/2022,4,Micheil Manklow,Micheil,Manklow,False
1/27/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/27/2022,6,Graig Colvin,Graig,Colvin,False
1/27/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/27/2022,5,Burtie Connar,Burtie,Connar,False
1/27/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/27/2022,2,Curtis Utterson,Curtis,Utterson,False
1/27/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/27/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/28/2022,3,Maressa Dearell,Maressa,Dearell,False
1/28/2022,4,Micheil Manklow,Micheil,Manklow,False
1/28/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/28/2022,6,Graig Colvin,Graig,Colvin,False
1/28/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/28/2022,5,Burtie Connar,Burtie,Connar,False
1/28/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/28/2022,2,Curtis Utterson,Curtis,Utterson,False
1/28/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/28/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/29/2022,3,Maressa Dearell,Maressa,Dearell,False
1/29/2022,4,Micheil Manklow,Micheil,Manklow,False
1/29/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/29/2022,6,Graig Colvin,Graig,Colvin,False
1/29/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/29/2022,5,Burtie Connar,Burtie,Connar,False
1/29/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/29/2022,2,Curtis Utterson,Curtis,Utterson,False
1/29/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/29/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/30/2022,3,Maressa Dearell,Maressa,Dearell,False
1/30/2022,4,Micheil Manklow,Micheil,Manklow,False
1/30/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/30/2022,6,Graig Colvin,Graig,Colvin,False
1/30/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/30/2022,5,Burtie Connar,Burtie,Connar,False
1/30/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/30/2022,2,Curtis Utterson,Curtis,Utterson,False
1/30/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/30/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
1/31/2022,3,Maressa Dearell,Maressa,Dearell,False
1/31/2022,4,Micheil Manklow,Micheil,Manklow,False
1/31/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
1/31/2022,6,Graig Colvin,Graig,Colvin,False
1/31/2022,7,Jennilee Brimson,Jennilee,Brimson,False
1/31/2022,5,Burtie Connar,Burtie,Connar,False
1/31/2022,9,Chet Fitzharris,Chet,Fitzharris,False
1/31/2022,2,Curtis Utterson,Curtis,Utterson,False
1/31/2022,10,Aile Antonazzi,Aile,Antonazzi,False
1/31/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
2/1/2022,3,Maressa Dearell,Maressa,Dearell,False
2/1/2022,4,Micheil Manklow,Micheil,Manklow,False
2/1/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
2/1/2022,6,Graig Colvin,Graig,Colvin,False
2/1/2022,7,Jennilee Brimson,Jennilee,Brimson,False
2/1/2022,5,Burtie Connar,Burtie,Connar,False
2/1/2022,9,Chet Fitzharris,Chet,Fitzharris,False
2/1/2022,2,Curtis Utterson,Curtis,Utterson,False
2/1/2022,10,Aile Antonazzi,Aile,Antonazzi,False
2/1/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
2/2/2022,3,Maressa Dearell,Maressa,Dearell,False
2/2/2022,4,Micheil Manklow,Micheil,Manklow,False
2/2/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
2/2/2022,6,Graig Colvin,Graig,Colvin,False
2/2/2022,7,Jennilee Brimson,Jennilee,Brimson,False
2/2/2022,5,Burtie Connar,Burtie,Connar,False
2/2/2022,9,Chet Fitzharris,Chet,Fitzharris,False
2/2/2022,2,Curtis Utterson,Curtis,Utterson,False
2/2/2022,10,Aile Antonazzi,Aile,Antonazzi,False
2/2/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
2/3/2022,3,Maressa Dearell,Maressa,Dearell,False
2/3/2022,4,Micheil Manklow,Micheil,Manklow,False
2/3/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
2/3/2022,6,Graig Colvin,Graig,Colvin,False
2/3/2022,7,Jennilee Brimson,Jennilee,Brimson,False
2/3/2022,5,Burtie Connar,Burtie,Connar,False
2/3/2022,9,Chet Fitzharris,Chet,Fitzharris,False
2/3/2022,2,Curtis Utterson,Curtis,Utterson,False
2/3/2022,10,Aile Antonazzi,Aile,Antonazzi,False
2/3/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
2/4/2022,3,Maressa Dearell,Maressa,Dearell,False
2/4/2022,4,Micheil Manklow,Micheil,Manklow,False
2/4/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
2/4/2022,6,Graig Colvin,Graig,Colvin,False
2/4/2022,7,Jennilee Brimson,Jennilee,Brimson,False
2/4/2022,5,Burtie Connar,Burtie,Connar,False
2/4/2022,9,Chet Fitzharris,Chet,Fitzharris,False
2/4/2022,2,Curtis Utterson,Curtis,Utterson,False
2/4/2022,10,Aile Antonazzi,Aile,Antonazzi,False
2/4/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
2/5/2022,3,Maressa Dearell,Maressa,Dearell,False
2/5/2022,4,Micheil Manklow,Micheil,Manklow,False
2/5/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
2/5/2022,6,Graig Colvin,Graig,Colvin,False
2/5/2022,7,Jennilee Brimson,Jennilee,Brimson,False
2/5/2022,5,Burtie Connar,Burtie,Connar,False
2/5/2022,9,Chet Fitzharris,Chet,Fitzharris,False
2/5/2022,2,Curtis Utterson,Curtis,Utterson,False
2/5/2022,10,Aile Antonazzi,Aile,Antonazzi,False
2/5/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
2/6/2022,3,Maressa Dearell,Maressa,Dearell,False
2/6/2022,4,Micheil Manklow,Micheil,Manklow,False
2/6/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
2/6/2022,6,Graig Colvin,Graig,Colvin,False
2/6/2022,7,Jennilee Brimson,Jennilee,Brimson,False
2/6/2022,5,Burtie Connar,Burtie,Connar,False
2/6/2022,9,Chet Fitzharris,Chet,Fitzharris,False
2/6/2022,2,Curtis Utterson,Curtis,Utterson,False
2/6/2022,10,Aile Antonazzi,Aile,Antonazzi,False
2/6/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
2/7/2022,3,Maressa Dearell,Maressa,Dearell,False
2/7/2022,4,Micheil Manklow,Micheil,Manklow,False
2/7/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
2/7/2022,6,Graig Colvin,Graig,Colvin,False
2/7/2022,7,Jennilee Brimson,Jennilee,Brimson,False
2/7/2022,5,Burtie Connar,Burtie,Connar,False
2/7/2022,9,Chet Fitzharris,Chet,Fitzharris,False
2/7/2022,2,Curtis Utterson,Curtis,Utterson,False
2/7/2022,10,Aile Antonazzi,Aile,Antonazzi,False
2/7/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
2/8/2022,3,Maressa Dearell,Maressa,Dearell,False
2/8/2022,4,Micheil Manklow,Micheil,Manklow,False
2/8/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
2/8/2022,6,Graig Colvin,Graig,Colvin,False
2/8/2022,7,Jennilee Brimson,Jennilee,Brimson,False
2/8/2022,5,Burtie Connar,Burtie,Connar,False
2/8/2022,9,Chet Fitzharris,Chet,Fitzharris,False
2/8/2022,2,Curtis Utterson,Curtis,Utterson,False
2/8/2022,10,Aile Antonazzi,Aile,Antonazzi,False
2/8/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
2/9/2022,3,Maressa Dearell,Maressa,Dearell,False
2/9/2022,4,Micheil Manklow,Micheil,Manklow,False
2/9/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
2/9/2022,6,Graig Colvin,Graig,Colvin,False
2/9/2022,7,Jennilee Brimson,Jennilee,Brimson,False
2/9/2022,5,Burtie Connar,Burtie,Connar,False
2/9/2022,9,Chet Fitzharris,Chet,Fitzharris,False
2/9/2022,2,Curtis Utterson,Curtis,Utterson,False
2/9/2022,10,Aile Antonazzi,Aile,Antonazzi,False
2/9/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
2/10/2022,3,Maressa Dearell,Maressa,Dearell,False
2/10/2022,4,Micheil Manklow,Micheil,Manklow,False
2/10/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
2/10/2022,6,Graig Colvin,Graig,Colvin,False
2/10/2022,7,Jennilee Brimson,Jennilee,Brimson,False
2/10/2022,5,Burtie Connar,Burtie,Connar,False
2/10/2022,9,Chet Fitzharris,Chet,Fitzharris,False
2/10/2022,2,Curtis Utterson,Curtis,Utterson,False
2/10/2022,10,Aile Antonazzi,Aile,Antonazzi,False
2/10/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
2/11/2022,3,Maressa Dearell,Maressa,Dearell,False
2/11/2022,4,Micheil Manklow,Micheil,Manklow,False
2/11/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
2/11/2022,6,Graig Colvin,Graig,Colvin,False
2/11/2022,7,Jennilee Brimson,Jennilee,Brimson,False
2/11/2022,5,Burtie Connar,Burtie,Connar,False
2/11/2022,9,Chet Fitzharris,Chet,Fitzharris,False
2/11/2022,2,Curtis Utterson,Curtis,Utterson,False
2/11/2022,10,Aile Antonazzi,Aile,Antonazzi,False
2/11/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
2/12/2022,3,Maressa Dearell,Maressa,Dearell,False
2/12/2022,4,Micheil Manklow,Micheil,Manklow,False
2/12/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
2/12/2022,6,Graig Colvin,Graig,Colvin,False
2/12/2022,7,Jennilee Brimson,Jennilee,Brimson,False
2/12/2022,5,Burtie Connar,Burtie,Connar,False
2/12/2022,9,Chet Fitzharris,Chet,Fitzharris,False
2/12/2022,2,Curtis Utterson,Curtis,Utterson,False
2/12/2022,10,Aile Antonazzi,Aile,Antonazzi,False
2/12/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
2/13/2022,3,Maressa Dearell,Maressa,Dearell,False
2/13/2022,4,Micheil Manklow,Micheil,Manklow,False
2/13/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
2/13/2022,6,Graig Colvin,Graig,Colvin,False
2/13/2022,7,Jennilee Brimson,Jennilee,Brimson,False
2/13/2022,5,Burtie Connar,Burtie,Connar,False
2/13/2022,9,Chet Fitzharris,Chet,Fitzharris,False
2/13/2022,2,Curtis Utterson,Curtis,Utterson,False
2/13/2022,10,Aile Antonazzi,Aile,Antonazzi,False
2/13/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
2/14/2022,3,Maressa Dearell,Maressa,Dearell,False
2/14/2022,4,Micheil Manklow,Micheil,Manklow,False
2/14/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
2/14/2022,6,Graig Colvin,Graig,Colvin,False
