id,first_name,last_name,Ticker,Sector,Market,Stock Name,Market Cap,Purchase Price
21,Ruby,Asling,TNC,Technology,NYSE,Tennant Company,$1.33B,$12416.14
22,Davin,Rusling,LINK,Technology,NASDAQ,"Interlink Electronics, Inc.",$60.66M,$23502.42
23,Gilbert,Garfield,ANIP,Health Care,NASDAQ,"ANI Pharmaceuticals, Inc.",$527.44M,$43663.05
24,Vivian,Hunt,IBKC,Finance,NASDAQ,IBERIABANK Corporation,$4.16B,$13718.04
25,Robenia,Noirel,KELYA,Technology,NASDAQ,"Kelly Services, Inc.",$848.46M,$93573.79
26,Irvine,Pasterfield,NEOT,Health Care,NASDAQ,"Neothetics, Inc.",$26.56M,$6000.57
27,Veronique,Maddrah,DX^B,n/a,NYSE,"Dynex Capital, Inc.",n/a,$96199.22
28,Jane,Lark,MB,Technology,NASDAQ,"MINDBODY, Inc.",$1.14B,$53624.86
29,Malinda,Stanier,HAFC,Finance,NASDAQ,Hanmi Financial Corporation,$947.69M,$72191.89
30,Calli,Yesenev,HDNG,Capital Goods,NASDAQ,Hardinge Inc.,$162.72M,$26549.26
31,Craggy,Klemenz,ATO,Public Utilities,NYSE,Atmos Energy Corporation,$9.01B,$98689.11
32,Cam,Tithacott,AHL^C,n/a,NYSE,Aspen Insurance Holdings Limited,n/a,$38355.30
33,Biron,Blanket,FMK,n/a,NASDAQ,First Trust Mega Cap AlphaDEX Fund,$14.95M,$32089.72
34,Berget,Dewsbury,MDLX,Finance,NYSE,Medley LLC,n/a,$65387.77
35,Abel,Degoey,CTZ,Public Utilities,NYSE,Qwest Corporation,n/a,$59015.86
36,Dredi,Ferrey,TRCO,Consumer Services,NYSE,Tribune Media Company,$3.57B,$13766.76
37,Albertine,Derisly,MTD,Capital Goods,NYSE,"Mettler-Toledo International, Inc.",$15.17B,$40069.49
38,Ruthi,Kob,NYNY,Consumer Services,NASDAQ,"Empire Resorts, Inc.",$757.6M,$63066.11
39,La verne,Walhedd,ADHD,Health Care,NASDAQ,Alcobra Ltd.,$30.87M,$54864.47
40,Marlon,Aloway,HIBB,Consumer Services,NASDAQ,"Hibbett Sports, Inc.",$463.09M,$91628.68
41,Layne,De Vile,PICO,Finance,NASDAQ,PICO Holdings Inc.,$386.6M,$88436.60
42,Mack,Mouland,NSR,Consumer Services,NYSE,"Neustar, Inc.",$1.87B,$66944.63
43,Taddeusz,Baston,ENIC,Public Utilities,NYSE,Enel Chile S.A.,$5.43B,$54642.02
44,Theresa,Clift,IBKCP,Finance,NASDAQ,IBERIABANK Corporation,n/a,$87774.22
45,Bartie,Carbery,GMLP,Consumer Services,NASDAQ,Golar LNG Partners LP,$1.38B,$69841.88
46,Rosana,Alejo,KEYS,Capital Goods,NYSE,Keysight Technologies Inc.,$7.04B,$52286.05
47,Winslow,Allibon,WMIH,Finance,NASDAQ,WMIH Corp.,$247.66M,$38416.78
48,Denice,Ebbings,ATR,Consumer Non-Durables,NYSE,"AptarGroup, Inc.",$5.37B,$94342.64
49,Dita,Dallimore,UNM,Finance,NYSE,Unum Group,$10.84B,$33087.19
50,Nell,Hounsham,ORAN,Public Utilities,NYSE,Orange,$43.94B,$18435.21
51,Catherina,Brewster,RAS^C,n/a,NYSE,RAIT Financial Trust,n/a,$45270.46
52,Fran,Chadwin,SALM,Consumer Services,NASDAQ,"Salem Media Group, Inc.",$187.36M,$53477.90
53,Care,Beardsell,HCSG,Health Care,NASDAQ,"Healthcare Services Group, Inc.",$3.5B,$10054.60
54,Jany,Hancke,CSOD,Technology,NASDAQ,"Cornerstone OnDemand, Inc.",$2.09B,$74079.42
55,Marquita,Garron,MTU,Finance,NYSE,Mitsubishi UFJ Financial Group Inc,$87.97B,$81552.91
56,Cortney,Trapp,SRDX,Health Care,NASDAQ,"Surmodics, Inc.",$333.24M,$79570.51
57,Jozef,Newton,SJR,Consumer Services,NYSE,Shaw Communications Inc.,$10.72B,$75539.56
58,Walsh,Lanfere,BCS,Finance,NYSE,Barclays PLC,$44.14B,$89764.37
59,Corrina,Dumbarton,TKR,Capital Goods,NYSE,Timken Company (The),$3.55B,$51562.95
60,Asher,Fordham,EARS,Health Care,NASDAQ,Auris Medical Holding AG,$30.59M,$84857.18
61,Jacklin,Beale,VNCE,Consumer Services,NYSE,Vince Holding Corp.,$22.24M,$75256.62
62,Alfons,Lewerenz,CZZ,Consumer Non-Durables,NYSE,Cosan Limited,$1.63B,$17499.27
63,Darsey,Wollaston,PIRS,Health Care,NASDAQ,"Pieris Pharmaceuticals, Inc.",$184.33M,$26959.08
64,Phillis,Davidge,EXPO,Consumer Services,NASDAQ,"Exponent, Inc.",$1.53B,$817.67
65,Early,Janson,WLFC,Consumer Durables,NASDAQ,Willis Lease Finance Corporation,$170.65M,$73096.75
66,Morrie,Meineking,GTLS,Capital Goods,NASDAQ,"Chart Industries, Inc.",$1.07B,$36999.97
67,Abram,McAmish,SCHW,Finance,NYSE,The Charles Schwab Corporation,$56.05B,$34805.03
68,Burk,Hearle,JBN,Finance,NYSE,Select Asset Inc.,n/a,$1605.15
69,Vallie,Neate,CSGP,Miscellaneous,NASDAQ,"CoStar Group, Inc.",$8.39B,$79678.59
70,Sanford,Kissock,RFEM,n/a,NASDAQ,First Trust RiverFront Dynamic Emerging Markets ETF,$31.03M,$39555.99
71,Clare,Bucknell,DLPH,Capital Goods,NYSE,Delphi Automotive plc,$22.77B,$56883.17
72,Lek,Kulis,EDD,n/a,NYSE,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",$544.39M,$9699.45
73,Jens,Reolfi,HSTM,Technology,NASDAQ,"HealthStream, Inc.",$952.64M,$12305.79
74,Alfonse,Broadey,OBSV,Health Care,NASDAQ,ObsEva SA,$161.49M,$5069.60
75,Elsi,Ladley,CBMG,Health Care,NASDAQ,"Cellular Biomedicine Group, Inc.",$102.18M,$28040.01
76,Nerita,Wannell,IRL,n/a,NYSE,"New Ireland Fund, Inc. (The)",$52.1M,$20272.44
77,Rosita,Goodger,CBG,Finance,NYSE,"CBRE Group, Inc.",$11.84B,$92646.83
78,Bard,d'Escoffier,ABC,Health Care,NYSE,AmerisourceBergen Corporation (Holding Co),$20.2B,$85139.26
79,Augustine,Stavers,SSW^E,n/a,NYSE,Seaspan Corporation,n/a,$78389.86
80,Nichols,Elsey,NAO,Transportation,NYSE,Nordic American Offshore Ltd,$73.14M,$19310.22
81,Yance,Chaplain,CMRE,Transportation,NYSE,Costamare Inc.,$710.19M,$67512.41
82,Bess,Defont,ALEX,Finance,NYSE,"Alexander & Baldwin Holdings, Inc.",$2.05B,$76702.38
83,Rossie,Grigoliis,CMRE^D,n/a,NYSE,Costamare Inc.,n/a,$91496.69
84,Julianna,Verriour,ATW,Energy,NYSE,"Atwood Oceanics, Inc.",$725.48M,$86811.12
85,Desiri,Burgwyn,FCPT,Consumer Services,NYSE,"Four Corners Property Trust, Inc.",$1.53B,$31909.35
86,Gus,Silverstone,LDL,Capital Goods,NYSE,"Lydall, Inc.",$907.09M,$27008.17
87,Celina,Forsythe,LEN.B,Basic Industries,NYSE,Lennar Corporation,n/a,$33893.47
88,Agnes,Dearle-Palser,AFST,Finance,NYSE,"AmTrust Financial Services, Inc.",n/a,$47664.55
89,Sergent,Sullivan,GCV^B,n/a,NYSE,"Gabelli Convertible and Income Securities Fund, Inc. (The)",n/a,$55641.89
90,Corbet,Izat,SGYP,Health Care,NASDAQ,"Synergy Pharmaceuticals, Inc.",$915.55M,$43877.63
91,Terrill,Dovidian,BOFIL,Finance,NASDAQ,"BofI Holding, Inc.",n/a,$11183.57
92,Sibylla,Van Brug,IBKCP,Finance,NASDAQ,IBERIABANK Corporation,n/a,$16616.40
93,Ingunna,Stuttman,WPG,Consumer Services,NYSE,Washington Prime Group Inc.,$1.51B,$52180.31
94,Odelle,Jaycocks,FCVT,n/a,NASDAQ,First Trust SSI Strategic Convertible Securities ETF,$38.77M,$10028.54
95,Hartwell,Sedgeman,LORL,Technology,NASDAQ,"Loral Space and Communications, Inc.",$1.29B,$48717.52
96,Lyell,Hartness,BLIN          ,Technology,NASDAQ,"Bridgeline Digital, Inc.",$12.16M,$81186.10
97,Sadella,MacIlory,CYS^B,n/a,NYSE,"CYS Investments, Inc.",n/a,$31646.16
98,Gerry,Toxell,AWF,n/a,NYSE,Alliance World Dollar Government Fund II,$1.11B,$62966.72
99,Elihu,Chennells,CORR^A,n/a,NYSE,"CorEnergy Infrastructure Trust, Inc.",n/a,$95101.35
100,Hewitt,Rollinshaw,NEWM,Consumer Services,NYSE,New Media Investment Group Inc.,$724.86M,$88652.88
101,Kaycee,Pasque,JHG,Finance,NYSE,Janus Henderson Group plc,$367.06M,$98081.26
102,Jennilee,Saunders,IMI,Technology,NASDAQ,"Intermolecular, Inc.",$47.58M,$90042.14
103,Harriette,Aucourte,FSCFL,n/a,NASDAQ,Fifth Street Finance Corp.,n/a,$71678.27
104,Georgeanna,Peak,SREV,Miscellaneous,NASDAQ,"ServiceSource International, Inc.",$317.23M,$34143.40
105,Basile,Trehearne,ADI,Technology,NASDAQ,"Analog Devices, Inc.",$29.38B,$55990.12
106,Carlye,Kimpton,POOL,Consumer Durables,NASDAQ,Pool Corporation,$5.02B,$15615.50
107,Chico,De Maria,CBA           ,n/a,NYSE,ClearBridge American Energy MLP Fund Inc.,$508.59M,$48507.84
108,Isidore,Newlove,ATTO,Public Utilities,NYSE,Atento S.A.,$772.35M,$78271.85
109,Clemence,Lamblot,WKHS,Capital Goods,NASDAQ,"Workhorse Group, Inc.",$145.67M,$12408.89
110,Rosalinda,Vannini,ARNC,Capital Goods,NYSE,Arconic Inc.,$11.65B,$45396.81
111,Quintus,Clausen-Thue,CAE,Miscellaneous,NYSE,CAE Inc,$4.46B,$36265.06
112,Joseito,Ayres,NEE^K,n/a,NYSE,"NextEra Energy, Inc.",n/a,$49269.52
113,Christina,Karpman,NXEOW,Consumer Durables,NASDAQ,"Nexeo Solutions, Inc.",n/a,$20387.14
114,Fraze,Hillaby,HQY,Miscellaneous,NASDAQ,"HealthEquity, Inc.",$3.07B,$43388.38
115,Lauritz,Dunstan,NCSM,n/a,NASDAQ,"NCS Multistage Holdings, Inc.",$1.01B,$7744.74
116,Cassy,Wick,FPXI,n/a,NASDAQ,First Trust International IPO ETF,$4.77M,$36611.16
117,Celine,Gilroy,CHN,n/a,NYSE,"China Fund, Inc. (The)",$284.89M,$5193.36
118,Mattie,Arnaudin,SNHNI,Consumer Services,NASDAQ,Senior Housing Properties Trust,n/a,$16648.61
119,Orly,Tremethack,ALGT,Transportation,NASDAQ,Allegiant Travel Company,$2.38B,$75147.15
120,Nealson,Hosburn,VSTM,Health Care,NASDAQ,"Verastem, Inc.",$74.72M,$74416.07
121,Carmella,Buttle,DX^A,n/a,NYSE,"Dynex Capital, Inc.",n/a,$78254.84
122,Shadow,Gommery,LTEA,Consumer Non-Durables,NASDAQ,Long Island Iced Tea Corp.,$48.2M,$68934.72
123,Sholom,Elia,CRT,Energy,NYSE,Cross Timbers Royalty Trust,$92.4M,$17141.31
124,Holly,Snary,CLPR,Consumer Services,NYSE,Clipper Realty Inc.,$229.43M,$30060.59
125,Margret,Harry,SHOP,Technology,NYSE,Shopify Inc.,$7.35B,$49796.86
126,Albina,Whyborne,PFD,n/a,NYSE,Flaherty & Crumrine Preferred Income Fund Incorporated,$173.59M,$46583.82
127,Smitty,Kiddy,PLCE,Consumer Services,NASDAQ,"Children's Place, Inc. (The)",$1.91B,$77379.83
128,Edin,Walding,PRU,Finance,NYSE,"Prudential Financial, Inc.",$46.21B,$58234.41
129,George,Debrett,ASTC,Capital Goods,NASDAQ,Astrotech Corporation,$21.18M,$16044.54
130,Gifford,Kuhnwald,AMTD,Finance,NASDAQ,TD Ameritrade Holding Corporation,$21.48B,$92706.22
131,Vivian,Jewis,PBIP,Finance,NASDAQ,"Prudential Bancorp, Inc.",$165.3M,$95672.39
132,Alyss,Rylatt,CLNE,Public Utilities,NASDAQ,Clean Energy Fuels Corp.,$380.76M,$66962.00
133,Susy,Feria,MSG,Consumer Services,NASDAQ,MSG Networks Inc.,$4.6B,$80358.22
134,Taddeo,Ruddock,AGZD,n/a,NASDAQ,WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond F,$23.97M,$76492.83
135,Angus,Beevors,TRNO,Finance,NYSE,Terreno Realty Corporation,$1.63B,$38147.58
136,Ivan,Stanlake,ALOT,Technology,NASDAQ,"AstroNova, Inc.",$90.18M,$1837.84
137,Isaak,Lidgate,JTA,n/a,NYSE,Nuveen Tax-Advantaged Total Return Strategy Fund,$174.98M,$20828.75
138,Luciano,Girauld,PANL,Transportation,NASDAQ,Pangaea Logistics Solutions Ltd.,$99.12M,$24071.47
139,Clyde,Clutram,MDWD,Consumer Durables,NASDAQ,MediWound Ltd.,$150.22M,$44463.27
140,Vicky,Pipet,IDTI,Technology,NASDAQ,"Integrated Device Technology, Inc.",$3.26B,$77889.51
141,Cheslie,McKeaveney,VONG,n/a,NASDAQ,Vanguard Russell 1000 Growth ETF,$1.18B,$69567.26
142,Ave,Krammer,TCBK,Finance,NASDAQ,TriCo Bancshares,$821.61M,$76532.32
143,Justine,McKain,ZNWAA,Energy,NASDAQ,Zion Oil & Gas Inc,n/a,$23827.01
144,Shalom,Ferreiro,FE,Public Utilities,NYSE,FirstEnergy Corporation,$13.28B,$51889.81
145,Nettle,Jilkes,MN,Finance,NYSE,"Manning & Napier, Inc.",$63.23M,$1508.53
146,Briny,Maginn,CBT,Basic Industries,NYSE,Cabot Corporation,$3.38B,$27640.91
147,Klarrisa,Romero,EXAS,Health Care,NASDAQ,Exact Sciences Corporation,$3.59B,$25133.92
148,Mickie,Brack,AR,Energy,NYSE,Antero Resources Corporation,$7.13B,$49504.15
149,Agnesse,Mulcock,RELX,Consumer Services,NYSE,RELX PLC,$45.23B,$72197.77
150,Nonnah,Forsaith,SB,Transportation,NYSE,"Safe Bulkers, Inc",$236.5M,$46076.78
151,Maryjo,Gurnell,KGC,Basic Industries,NYSE,Kinross Gold Corporation,$5.1B,$69034.08
152,Tammara,Cleyburn,AMAT,Technology,NASDAQ,"Applied Materials, Inc.",$46.33B,$36714.29
153,Carmelina,Cazereau,CDNA,Health Care,NASDAQ,"CareDx, Inc.",$23.56M,$52792.83
154,Sherline,Vowels,IZEA,Consumer Services,NASDAQ,IZEA Inc.,$12.38M,$48496.19
155,Powell,Durie,TENX,Health Care,NASDAQ,"Tenax Therapeutics, Inc.",$14.89M,$29813.69
156,Lanita,Heintze,CMO,Consumer Services,NYSE,Capstead Mortgage Corporation,$1.06B,$35054.93
157,Ingunna,Delieu,HY,Capital Goods,NYSE,"Hyster-Yale Materials Handling, Inc.",$1.23B,$24089.59
158,Michaella,Duly,DFT,Finance,NYSE,"Dupont Fabros Technology, Inc.",$4.93B,$37685.96
159,Sean,Epine,LCNB,Finance,NASDAQ,LCNB Corporation,$204.58M,$80167.00
160,Ryann,Ferronier,FTXO,n/a,NASDAQ,First Trust Nasdaq Bank ETF,$1.03B,$96161.66
161,Rudiger,Mathieson,FLKS,Health Care,NASDAQ,"Flex Pharma, Inc.",$64.33M,$96663.47
162,Riannon,Bendixen,ZNH,Transportation,NYSE,China Southern Airlines Company Limited,$8.07B,$2068.25
163,Matilda,Horsey,RAIL,Capital Goods,NASDAQ,"Freightcar America, Inc.",$212.14M,$52207.59
164,Almeta,Kelsell,GSOL,Consumer Services,NASDAQ,Global Sources Ltd.,$488.08M,$58021.41
165,Skipp,Frowd,LBRDK,Consumer Services,NASDAQ,Liberty Broadband Corporation,$16B,$44066.36
166,Vidovik,Gibbens,SPGI,Finance,NYSE,S&P Global Inc.,$38.28B,$58413.32
167,Minne,Dreng,CMI,Energy,NYSE,Cummins Inc.,$27.14B,$28145.17
168,Minette,Gedney,FVC,n/a,NASDAQ,First Trust Dorsey Wright Dynamic Focus 5 ETF,$318.66M,$68366.15
169,Rupert,Hultberg,INWK,Consumer Durables,NASDAQ,"InnerWorkings, Inc.",$583.72M,$64755.51
170,Marci,Larvor,MGPI,Consumer Non-Durables,NASDAQ,"MGP Ingredients, Inc.",$865.57M,$2377.28
171,Pieter,Lawton,OPGNW,Health Care,NASDAQ,"OpGen, Inc.",n/a,$17364.63
172,Jamima,Morrid,LGIH,Capital Goods,NASDAQ,"LGI Homes, Inc.",$803.3M,$22254.41
173,Mariya,Moulsdall,CGBD,n/a,NASDAQ,"TCG BDC, Inc.",n/a,$59770.45
174,Culley,Boam,RAIL,Capital Goods,NASDAQ,"Freightcar America, Inc.",$212.14M,$64702.40
175,Haley,Armitage,OTIV,Technology,NASDAQ,On Track Innovations Ltd,$51.37M,$14734.88
176,Kordula,Hillin,AFW.CL,n/a,NYSE,"American Financial Group, Inc.",n/a,$89776.53
177,Sabina,Stiven,KRNY,Finance,NASDAQ,Kearny Financial,$1.27B,$92186.69
178,Neala,Bentall,ELECW,Finance,NASDAQ,Electrum Special Acquisition Corporation,n/a,$74296.41
179,Rosella,Matzen,FBC,Finance,NYSE,"Flagstar Bancorp, Inc.",$1.78B,$14419.86
180,Lanae,De la Barre,CSL,Basic Industries,NYSE,Carlisle Companies Incorporated,$6.19B,$94327.04
181,Julee,Wasiel,NICK,Finance,NASDAQ,"Nicholas Financial, Inc.",$61M,$63120.00
182,Laney,Doddridge,IMKTA,Consumer Services,NASDAQ,"Ingles Markets, Incorporated",$687.82M,$26200.54
183,Lyman,Lapping,PII,Capital Goods,NYSE,Polaris Industries Inc.,$5.46B,$63222.04
184,Glen,Altree,DST,Technology,NYSE,"DST Systems, Inc.",$7.32B,$5676.15
185,Ward,Petroulis,CLAC,Finance,NASDAQ,Capitol Acquisition Corp. III,$414.38M,$72675.42
186,Dur,Presnall,BP,Energy,NYSE,BP p.l.c.,$117.99B,$86921.67
187,Celie,McGrill,HDB,Finance,NYSE,HDFC Bank Limited,$75.19B,$25933.31
188,Cherey,Tollemache,BA,Capital Goods,NYSE,Boeing Company (The),$118.57B,$15340.41
189,Flossie,Maddick,BUR,Consumer Non-Durables,NASDAQ,Burcon NutraScience Corp,$41.23M,$82747.05
190,Kendrick,Kalinsky,KNOP,Consumer Services,NYSE,KNOT Offshore Partners LP,$702.27M,$26166.21
191,Evie,Rustidge,TCBIL,Finance,NASDAQ,"Texas Capital Bancshares, Inc.",n/a,$3558.32
192,Ara,Bruff,NW^C,Finance,NYSE,Natl Westminster Pfd,n/a,$26869.75
193,Sibley,Toffel,APPS,Miscellaneous,NASDAQ,"Digital Turbine, Inc.",$69.3M,$7931.38
194,Joachim,Keough,GEF.B,n/a,NYSE,Greif Bros. Corporation,n/a,$98065.46
195,Alvie,Hills,APC,Energy,NYSE,Anadarko Petroleum Corporation,$26.36B,$70530.32
196,Elroy,Harrisson,BNJ,n/a,NYSE,BlackRock New Jersey Municipal Income Trust,$117.7M,$37472.39
197,Norris,Germann,VWR,Consumer Durables,NASDAQ,VWR Corporation,$4.34B,$97305.49
198,Kellby,Natt,CEL,Public Utilities,NYSE,"Cellcom Israel, Ltd.",$933.63M,$65354.61
199,Giuditta,Wooler,WWW,Consumer Non-Durables,NYSE,"Wolverine World Wide, Inc.",$2.57B,$42456.86
200,Deloris,Sealey,AC,Finance,NYSE,"Associated Capital Group, Inc.",$804.39M,$20125.50
201,Stormy,Hunnable,ABC,Health Care,NYSE,AmerisourceBergen Corporation (Holding Co),$20.2B,$68003.64
202,Hannie,Seals,WNS,Miscellaneous,NYSE,WNS (Holdings) Limited,$1.63B,$14181.32
203,Bucky,Healks,HOME,Consumer Services,NYSE,At Home Group Inc.,$1.32B,$84763.22
204,Augustina,Pyser,ATRA,Health Care,NASDAQ,"Atara Biotherapeutics, Inc.",$371.14M,$9045.58
205,Thornie,Lomis,GVA,Basic Industries,NYSE,Granite Construction Incorporated,$1.97B,$5840.25
206,Jimmy,Ryton,BHE,Technology,NYSE,"Benchmark Electronics, Inc.",$1.65B,$70726.79
207,Dyanna,Buckthorp,HLS,Health Care,NYSE,HealthSouth Corporation,$4.24B,$99572.76
208,Jammal,Eckery,OHI,Consumer Services,NYSE,"Omega Healthcare Investors, Inc.",$6.48B,$65376.32
209,Haze,Mobberley,GAM^B,n/a,NYSE,"General American Investors, Inc.",n/a,$84378.97
210,Darnall,Bardnam,EFR,n/a,NYSE,Eaton Vance Senior Floating-Rate Fund,$548.94M,$37357.41
211,Audre,Jelphs,COLL,Health Care,NASDAQ,"Collegium Pharmaceutical, Inc.",$312.26M,$17813.95
212,Fran,O'Rodane,RTNB,Consumer Services,NASDAQ,"root9B Holdings, Inc. ",$40.93M,$36309.27
213,Rockey,Derisly,NBHC,Finance,NYSE,National Bank Holdings Corporation,$878.18M,$43639.35
214,Gayel,Teenan,ASCMA,Consumer Services,NASDAQ,"Ascent Capital Group, Inc.",$183.57M,$98172.98
215,Tabina,Dudding,ACP,n/a,NYSE,Avenue Income Credit Strategies Fund,$185.39M,$23996.86
216,Isabel,Whichelow,PAAS,Basic Industries,NASDAQ,Pan American Silver Corp.,$2.49B,$43917.25
217,Barty,Betje,OCLR,Technology,NASDAQ,"Oclaro, Inc.",$1.62B,$6426.50
218,Charyl,Laraway,CTSO,Health Care,NASDAQ,Cytosorbents Corporation,$102.6M,$79607.68
219,Emmott,Surgenor,RMD,Health Care,NYSE,ResMed Inc.,$10.93B,$83131.83
220,Abelard,Bignell,TSLX,n/a,NYSE,"TPG Specialty Lending, Inc.",$1.23B,$22409.21
221,Jenna,Licciardiello,MPV,n/a,NYSE,Barings Participation Investors,$146.29M,$39725.17
222,Robin,Northbridge,TLP,Energy,NYSE,TransMontaigne Partners L.P.,$664.71M,$15385.41
223,Gratia,Robet,CKH,Transportation,NYSE,"SEACOR Holdings, Inc.",$600.56M,$25282.79
224,Vasilis,Yannoni,ESNT,Finance,NYSE,Essent Group Ltd.,$3.4B,$73817.06
225,Gerda,Schettini,PCM,n/a,NYSE,"PIMCO Commercial Mortgage Securities Trust, Inc.",$126.72M,$18246.42
226,Ania,Wilsher,TWI,Basic Industries,NYSE,"Titan International, Inc.",$698.59M,$55729.24
227,Zachary,Greenlies,ES,Public Utilities,NYSE,Eversource Energy,$20.04B,$70188.95
228,Barney,Gurge,NXJ,n/a,NYSE,Nuveen New Jersey Quality Municipal Income Fund,$589.8M,$39899.63
229,Bird,Henrichs,MRCY,Capital Goods,NASDAQ,Mercury Systems Inc,$1.84B,$46678.63
230,Shel,Clemenzo,USATP,Miscellaneous,NASDAQ,"USA Technologies, Inc.",$10.91M,$28887.86
231,Marty,Kettle,RBS^S,n/a,NYSE,Royal Bank Scotland plc (The),n/a,$73766.93
232,Rollins,Desbrow,SPPI,Health Care,NASDAQ,"Spectrum Pharmaceuticals, Inc.",$522.68M,$36239.26
233,Venita,Ferrolli,SPLP,Capital Goods,NYSE,Steel Partners Holdings LP,$500.28M,$15090.50
234,Sharyl,Pretor,SLF,Finance,NYSE,Sun Life Financial Inc.,$20.99B,$99652.96
235,Mada,Lumsdon,PSET,n/a,NASDAQ,Principal Price Setters Index ETF,$7.24M,$84847.38
236,Dallis,Nicholson,ASIX,Basic Industries,NYSE,AdvanSix Inc.,$897.42M,$60686.82
237,Rickey,Haizelden,EQM,Public Utilities,NYSE,"EQT Midstream Partners, LP",$5.64B,$62015.69
238,Amble,McHaffy,ADRU,n/a,NASDAQ,BLDRS Europe 100 ADR Index Fund,$13.85M,$32496.50
239,Courtnay,Whittingham,RELV,Health Care,NASDAQ,"Reliv' International, Inc.",$14.65M,$53525.38
240,Verney,Colqueran,JHY,n/a,NYSE,Nuveen High Income 2020 Target Term Fund,$145.49M,$68208.72
241,Otha,Mussington,AEK,Finance,NYSE,Aegon NV,n/a,$35991.26
242,Britta,Hourican,MOMO,Technology,NASDAQ,Momo Inc.,$7.27B,$47310.69
243,Benjamen,Awcoate,EIG,Finance,NYSE,Employers Holdings Inc,$1.37B,$25592.50
244,Blair,Trace,SON,Consumer Durables,NYSE,Sonoco Products Company,$5.11B,$57109.02
245,Roobbie,Baxster,MTB^C,n/a,NYSE,M&T Bank Corporation,n/a,$34036.95
246,Karine,Dally,ECOM          ,Technology,NYSE,ChannelAdvisor Corporation,$305.43M,$53539.64
247,Rodolph,McCay,OMI,Health Care,NYSE,"Owens & Minor, Inc.",$1.93B,$56451.69
248,Bondie,Donovin,HL^B,Basic Industries,NYSE,Hecla Mining Company,n/a,$24329.45
249,Karlis,Lyndon,COST,Consumer Services,NASDAQ,Costco Wholesale Corporation,$73.29B,$32332.42
250,Jody,Woodard,CGG,Energy,NYSE,CGG,$117.97M,$18893.85
251,Celestyna,Volet,NNI,Finance,NYSE,"Nelnet, Inc.",$1.91B,$94734.51
252,Laurianne,Paulson,INSE,Technology,NASDAQ,"Inspired Entertainment, Inc.",$251.09M,$30978.97
253,Teodoor,Billows,ARR,Consumer Services,NYSE,"ARMOUR Residential REIT, Inc.",$1B,$46667.72
254,Ulises,Padgham,HDP,Technology,NASDAQ,"Hortonworks, Inc.",$842.24M,$94638.58
255,Piggy,Playfair,SCZ,n/a,NASDAQ,iShares MSCI EAFE Small-Cap ETF,$8.4B,$30746.00
256,Torrie,Chanders,CLDR,Technology,NYSE,"Cloudera, Inc.",$2.28B,$52641.41
257,Zenia,Pomfret,ESV,Energy,NYSE,ENSCO plc,$1.74B,$64711.74
258,Sabra,Windrus,KCAP,n/a,NASDAQ,"KCAP Financial, Inc.",$128.8M,$99956.14
259,Ranique,Bilton,ALR,Health Care,NYSE,Alere Inc.,$4.39B,$84030.52
