id,first_name,last_name,Ticker,Sector,Market,Stock Name,Market Cap,Purchase Price
137,Doyle,Dowyer,CHU,Public Utilities,NYSE,China Unicom (Hong Kong) Ltd,$34.75B,$62249.85
138,Kerwin,Circuit,FCN,Consumer Services,NYSE,"FTI Consulting, Inc.",$1.34B,$73375.47
139,Ashleigh,Skelhorn,NVTR,Health Care,NASDAQ,Nuvectra Corporation,$132.49M,$24963.74
140,Johannah,Dickerline,WMK,Consumer Services,NYSE,"Weis Markets, Inc.",$1.3B,$60797.82
141,Torin,Ivatt,SAMG,Finance,NASDAQ,Silvercrest Asset Management Group Inc.,$172.77M,$2366.71
142,Raven,Galle,VRNT,Technology,NASDAQ,Verint Systems Inc.,$2.54B,$2245.07
143,Brett,Cato,CGI,Transportation,NYSE,"Celadon Group, Inc.",$86.31M,$67797.57
144,Albie,Addams,TCF^C,n/a,NYSE,TCF Financial Corporation,n/a,$99940.00
145,Brant,Crowter,DRA,n/a,NYSE,Diversified Real Asset Income Fund,$311.58M,$25860.79
146,Brit,Bliss,FIVE,Consumer Services,NASDAQ,"Five Below, Inc.",$2.65B,$71096.01
147,Feliza,Morratt,GBLIL,Finance,NASDAQ,Global Indemnity Limited,n/a,$60703.08
148,Sylvester,Chapleo,OCRX,Health Care,NASDAQ,"Ocera Therapeutics, Inc.",$25.45M,$48633.57
149,Gorden,Rasell,SPLS,Consumer Services,NASDAQ,"Staples, Inc.",$5.75B,$60947.79
150,Pauly,Hardway,MS^A,n/a,NYSE,Morgan Stanley,n/a,$3718.36
151,Tiffany,Breckon,EVRI,Finance,NYSE,Everi Holdings Inc.,$467.31M,$59068.11
152,Biddie,Vedyasov,COR,Consumer Services,NYSE,CoreSite Realty Corporation,$3.73B,$15218.85
153,Alex,Hooban,TATT,Capital Goods,NASDAQ,TAT Technologies Ltd.,$95.35M,$2861.39
154,Annetta,Hrishchenko,MOXC,Technology,NASDAQ,"Moxian, Inc.",$221.12M,$3298.36
155,Bordy,Beetles,GPT,Consumer Services,NYSE,Gramercy Property Trust,$4.59B,$60647.60
156,Bone,Rigolle,CBL^D,n/a,NYSE,"CBL & Associates Properties, Inc.",n/a,$3027.22
157,Essy,Deverille,BBDO,Finance,NYSE,Banco Bradesco Sa,$49.29B,$13028.91
158,Gillie,Kenion,EYESW,Health Care,NASDAQ,"Second Sight Medical Products, Inc.",n/a,$42881.62
159,Osborne,Bigadike,MSDI,Technology,NASDAQ,"Monster Digital, Inc.",$4.11M,$20964.05
160,Dennis,Tremelling,DCUC,Public Utilities,NYSE,"Dominion Energy, Inc.",$32.02B,$65069.38
161,Dela,Brockington,PVBC,Finance,NASDAQ,"Provident Bancorp, Inc.",$231.87M,$38131.84
162,Lynnea,Gringley,DTV,Public Utilities,NYSE,DTE Energy Company,n/a,$72537.14
163,Gerhardine,Kirdsch,SF,Finance,NYSE,Stifel Financial Corporation,$3.11B,$57439.62
164,Nicolai,Gioan,CUZ,Consumer Services,NYSE,Cousins Properties Incorporated,$3.77B,$67364.11
165,Kirstin,Smullin,FTC,n/a,NASDAQ,First Trust Large Cap Growth AlphaDEX Fund,$646.76M,$44126.43
166,Mair,Biggen,ERII,Technology,NASDAQ,"Energy Recovery, Inc.",$417.85M,$89645.32
167,Dona,De Dantesie,SXT,Basic Industries,NYSE,Sensient Technologies Corporation,$3.62B,$18495.77
168,Trace,Olivello,ESND,Consumer Services,NASDAQ,Essendant Inc.,$560.24M,$79520.43
169,Korney,Labba,DHF,n/a,NYSE,Dreyfus High Yield Strategies Fund,$255.93M,$64946.64
170,Alanah,Ivakhnov,GJR,n/a,NYSE,"Synthetic Fixed-Income Securities, Inc.",n/a,$8143.66
171,Lurlene,Gorrie,AMBC,Finance,NASDAQ,"Ambac Financial Group, Inc.",$721.4M,$14136.87
172,Brooke,Ormond,CUDA,Technology,NYSE,"Barracuda Networks, Inc.",$1.17B,$71053.94
173,Carleen,Goodred,BNTCW,Health Care,NASDAQ,Benitec Biopharma Limited,n/a,$71606.67
174,Rhodia,Delagnes,BDE,Consumer Non-Durables,NASDAQ,"Black Diamond, Inc.",$195.09M,$90910.03
175,Sylvester,Birdis,CBD,Consumer Services,NYSE,Companhia Brasileira de Distribuicao,$5.41B,$80977.02
176,Rolf,Orring,EPC,Consumer Non-Durables,NYSE,"Energizer Holdings, Inc.",$4.34B,$16111.18
177,Margy,Scholey,SAFT,Finance,NASDAQ,"Safety Insurance Group, Inc.",$1.06B,$61390.08
178,Nataniel,Buttery,CFBK,Finance,NASDAQ,Central Federal Corporation,$35.67M,$30789.79
179,Boy,Yeabsley,LTC,Consumer Services,NYSE,"LTC Properties, Inc.",$1.98B,$4041.33
180,Adela,Preshaw,EFOI,Consumer Durables,NASDAQ,"Energy Focus, Inc.",$33.57M,$57355.67
181,Greg,Sigg,CX,Capital Goods,NYSE,Cemex S.A.B. de C.V.,$4.5B,$61677.73
182,Wayne,La Batie,VRSK,Technology,NASDAQ,"Verisk Analytics, Inc.",$13.75B,$91606.38
183,Lief,Ferri,CHSCN,Consumer Services,NASDAQ,CHS Inc,$497.62M,$65559.76
184,Pryce,Blythe,Y,Finance,NYSE,Alleghany Corporation,$9.37B,$39620.58
185,Nestor,Tarbett,TMHC,Capital Goods,NYSE,Taylor Morrison Home Corporation,$2.88B,$55931.22
186,Ely,Bafford,ACTG,Miscellaneous,NASDAQ,Acacia Research Corporation,$192.23M,$33538.50
187,Luciana,Shillaker,DVA,Health Care,NYSE,DaVita Inc.,$12.88B,$83895.37
188,Henrieta,Stennard,ETM,Consumer Services,NYSE,Entercom Communications Corporation,$415.27M,$95751.45
189,Marjie,Buffin,DNB,Finance,NYSE,Dun & Bradstreet Corporation (The),$3.91B,$68277.50
190,Bethanne,Fowle,YRD,Finance,NYSE,Yirendai Ltd.,$1.41B,$9054.49
191,Jard,Barford,VSDA,n/a,NASDAQ,VictoryShares Dividend Accelerator ETF,n/a,$25557.08
192,Fania,Ahern,GILT,Technology,NASDAQ,Gilat Satellite Networks Ltd.,$228.44M,$77400.96
193,Lev,Gallienne,FSTR,Basic Industries,NASDAQ,L.B. Foster Company,$202.5M,$50422.43
194,Gabie,Asple,ABIL,Finance,NASDAQ,Ability Inc.,$31.94M,$50818.24
195,Ripley,Ruddiman,CDR,Consumer Services,NYSE,"Cedar Realty Trust, Inc.",$440.65M,$34075.02
196,Derwin,Williams,CYRN,Technology,NASDAQ,CYREN Ltd.,$80.33M,$7927.81
197,Tera,Applebee,KEY,Finance,NYSE,KeyCorp,$20.32B,$52914.77
198,Arabele,Galliver,EVHC,Health Care,NYSE,Envision Healthcare Corporation,$6.89B,$40397.04
199,Fina,Glavis,PLW,n/a,NASDAQ,PowerShares 1-30 Laddered Treasury Portfolio,$183.15M,$59478.40
200,Kelly,Byrd,SLIM,n/a,NASDAQ,The Obesity ETF,$2.61M,$1902.76
201,Terrell,Claffey,QBAK,Technology,NASDAQ,Qualstar Corporation,$11.21M,$32744.50
202,Lisle,Ping,DS^C,n/a,NYSE,Drive Shack Inc.,n/a,$76898.15
203,Gennie,Heineken,ITRN,Consumer Non-Durables,NASDAQ,Ituran Location and Control Ltd.,$731.26M,$52525.37
204,Ginnifer,Swindells,ABMD,Health Care,NASDAQ,"ABIOMED, Inc.",$6.28B,$64541.43
205,Wynn,Acors,TPC,Basic Industries,NYSE,Tutor Perini Corporation,$1.32B,$82780.44
206,Jo,Bellringer,FMK,n/a,NASDAQ,First Trust Mega Cap AlphaDEX Fund,$14.95M,$88646.95
207,Fey,Rubartelli,TRIP,Technology,NASDAQ,"TripAdvisor, Inc.",$5.35B,$76014.45
208,Warren,Aven,MINDP,Technology,NASDAQ,"Mitcham Industries, Inc.",n/a,$72033.40
209,Goddart,Canner,ICFI,Consumer Services,NASDAQ,"ICF International, Inc.",$882.65M,$48226.04
210,Mar,Alchin,WU,Miscellaneous,NYSE,Western Union Company (The),$8.99B,$69885.14
211,Jordain,Markussen,CAAS,Capital Goods,NASDAQ,"China Automotive Systems, Inc.",$152.21M,$35198.67
212,Brita,Doring,NOV,Energy,NYSE,"National Oilwell Varco, Inc.",$12.79B,$45657.10
213,Evangelin,Bruford,LB,Consumer Services,NYSE,"L Brands, Inc.",$14.79B,$71998.88
214,Leigh,Razzell,IDRA,Health Care,NASDAQ,"Idera Pharmaceuticals, Inc.",$237.15M,$49278.33
215,Elwira,Dellar,MYOK,Health Care,NASDAQ,"MyoKardia, Inc.",$445.1M,$66137.52
216,Vittoria,Krauze,DRIOW,Health Care,NASDAQ,DarioHealth Corp.,n/a,$47958.24
217,Ariana,Sulman,PN,Finance,NYSE,"Patriot National, Inc.",$64.46M,$49231.68
218,Stanleigh,Le Batteur,MCHP,Technology,NASDAQ,Microchip Technology Incorporated,$18.63B,$3495.86
219,Jacquenette,Osinin,KEYW,Technology,NASDAQ,The KEYW Holding Corporation,$447.05M,$68970.31
220,Crichton,Scrowston,CVBF,Finance,NASDAQ,CVB Financial Corporation,$2.45B,$87978.23
221,Eryn,Purkis,FIX,Capital Goods,NYSE,"Comfort Systems USA, Inc.",$1.33B,$1372.46
222,Jacinda,Gramer,RICE,Energy,NYSE,Rice Energy Inc.,$4.04B,$97984.82
223,Nanine,Dudgeon,BHACU,Finance,NASDAQ,Barington/Hilco Acquisition Corp.,n/a,$70341.50
224,Betta,Lago,CPRX,Health Care,NASDAQ,"Catalyst Pharmaceuticals, Inc.",$193.55M,$38981.73
225,Crin,McIlvenny,PVH,Consumer Non-Durables,NYSE,PVH Corp.,$8.18B,$51881.11
226,Florencia,Brahm,CETX,Capital Goods,NASDAQ,Cemtrex Inc.,$32.63M,$82765.11
227,Keriann,Wittey,ETJ,n/a,NYSE,Eaton Vance Risk-Managed Diversified Equity Income Fund,$601.02M,$65563.21
228,Thelma,Cowdry,KIO,n/a,NYSE,KKR Income Opportunities Fund,$271.7M,$97757.18
229,Chandal,Kimbrey,SID,Capital Goods,NYSE,National Steel Company,$2.51B,$33271.41
230,Gleda,Priddie,THFF,Finance,NASDAQ,First Financial Corporation Indiana,$587.96M,$78488.12
231,Erin,Fortman,RDUS,Health Care,NASDAQ,"Radius Health, Inc.",$1.77B,$39427.51
232,Raffaello,Verring,GRIF,Finance,NASDAQ,"Griffin Industrial Realty, Inc.",$157.67M,$79465.66
233,Maribelle,Carvil,BHE,Technology,NYSE,"Benchmark Electronics, Inc.",$1.65B,$64752.53
234,Karil,Hacker,DSPG,Technology,NASDAQ,"DSP Group, Inc.",$258.27M,$52655.44
235,Frederik,Hellings,HTBX,Health Care,NASDAQ,"Heat Biologics, Inc.",$21.55M,$43215.08
236,Geoffrey,Haining,JAZZ,Health Care,NASDAQ,Jazz Pharmaceuticals plc,$9B,$57718.22
237,Haven,Pridie,WES,Public Utilities,NYSE,"Western Gas Partners, LP",$8.39B,$61478.84
238,Jan,Bretton,MUI,n/a,NYSE,Blackrock Muni Intermediate Duration Fund Inc,$539.98M,$4507.54
239,Nessi,Hugnet,APOP,n/a,NASDAQ,Cellect Biotechnology Ltd.,$43.5M,$30442.19
240,Lionel,Carreyette,MRTN,Transportation,NASDAQ,"Marten Transport, Ltd.",$905.46M,$73840.42
241,Korella,Danels,RDVY,n/a,NASDAQ,First Trust Rising Dividend Achievers ETF,$200.93M,$95647.27
242,Gearard,Kinzel,TPIC,Energy,NASDAQ,"TPI Composites, Inc.",$590.4M,$32679.21
243,Roxine,D'Elias,PG,Basic Industries,NYSE,Procter & Gamble Company (The),$229.32B,$68764.33
244,Verene,Matterdace,ZYNE,Health Care,NASDAQ,"Zynerba Pharmaceuticals, Inc.",$225.51M,$98806.49
245,Padraic,Doerling,RELY,Consumer Non-Durables,NASDAQ,"Real Industry, Inc. ",$90.88M,$99981.80
246,Eartha,Jennings,GLBL,Public Utilities,NASDAQ,"TerraForm Global, Inc.",$871.78M,$21885.44
247,Farris,Rizon,ADBE,Technology,NASDAQ,Adobe Systems Incorporated,$68.19B,$85647.93
248,Cele,Cripin,RAIL,Capital Goods,NASDAQ,"Freightcar America, Inc.",$212.14M,$15719.41
249,Tomlin,Skull,AHT^D,n/a,NYSE,Ashford Hospitality Trust Inc,n/a,$8148.10
250,Florry,Caisley,SUI,Consumer Services,NYSE,"Sun Communities, Inc.",$7.17B,$77692.48
251,Zea,Passo,DFS,Finance,NYSE,Discover Financial Services,$23.23B,$84688.40
252,Cassaundra,McLarens,VBIV,Health Care,NASDAQ,"VBI Vaccines, Inc.",$180.27M,$21714.70
253,Nicolai,Axelbey,SSW,Transportation,NYSE,Seaspan Corporation,$649.92M,$61303.41
254,Tore,Artindale,HAL,Energy,NYSE,Halliburton Company,$38.42B,$2448.01
255,Sibyl,Upston,CHKR,Energy,NYSE,Chesapeake Granite Wash Trust,$112.2M,$53742.49
256,Debor,Gooke,CFCO,Finance,NASDAQ,CF Corporation,$966M,$75049.38
257,Curr,Cossam,RYAAY,Transportation,NASDAQ,Ryanair Holdings plc,$26.42B,$86215.18
258,Berti,Le Batteur,AVEO,Health Care,NASDAQ,"AVEO Pharmaceuticals, Inc.",$84.3M,$89182.45
259,Dorena,Peppard,ABT,Health Care,NYSE,Abbott Laboratories,$83.66B,$71371.62
260,Simone,Gravey,EDUC,Consumer Durables,NASDAQ,Educational Development Corporation,$42.15M,$95258.35
