Customer ID,First Name,Surname,Order ID,Sales
201,Junette,Puttock,1177,144.36
38,Daphne,Boydon,1178,310.88
94,Karim,Woolforde,1179,475.944
233,Maegan,French,1180,180.96
316,Prent,"O'Dyvoy",1181,46.26
194,Katrinka,Slocumb,1182,117.136
107,Caprice,Shoobridge,1183,30.246
634,Con,Risely,1184,124.2
442,Talia,Cleator,1185,47.76
585,Suzi,Ashlin,1186,23.472
259,Faye,Verheyden,1187,79.56
719,Tedd,Lutsch,1188,16.176
151,Mord,Fossitt,1189,115.36
112,Dolf,Dighton,1190,257.98
448,Catriona,Petford,1191,661.504
487,Selina,Keddie,1192,1771.52
400,Addie,Orht,1193,25.952
631,Beverie,Lechelle,1194,1745.36
220,Georgine,Marland,1195,8.952
279,Lazar,Challicum,1196,598.144
264,Filia,Duggan,1197,92.856
525,Gerald,Pischof,1200,136.96
228,Florencia,Welch,1201,212.952
177,Constantine,Sharphurst,1202,243.6
347,Ludovico,Florez,1203,17.28
203,Ketty,Domonkos,1204,20.04
51,Carmita,Heinzel,1205,32.4
559,Abdul,Goss,1206,545.94
175,Raquel,Jinkins,1207,196.21
784,Terrie,Elmer,1209,386.34
462,Isiahi,Ebbetts,1210,380.744
592,Vitia,Raitt,1211,35.98
120,Drake,Ben-Aharon,1212,891.776
79,Lonnie,Ketteringham,1213,17.94
471,Rockey,Zmitrovich,1214,131.84
784,Terrie,Elmer,1215,247.784
460,Britt,Boyn,1216,23.976
709,Krissy,Fulmen,1217,151.95
504,Vilma,Nare,1218,93.888
452,Cyndi,Mylchreest,1219,302.376
83,Nobe,Twentyman,1220,505.686
250,Herschel,Lewing,1221,127.869
256,Sherilyn,Forryan,1222,23.68
55,Damon,Treuge,1223,2216.8
738,Lane,Shakespeare,1224,25.248
256,Sherilyn,Forryan,1225,20.88
351,Caye,Larmett,1227,83.92
643,Othella,Beloe,1228,71.84
38,Daphne,Boydon,1229,1365.63
388,Flint,Wilcocke,1230,323.458
168,Reena,Karpenko,1231,334.68
738,Lane,Shakespeare,1232,97.112
662,Magdalene,Seger,1233,77.21
566,Janean,Richen,1234,154.624
766,Marten,Caunter,1235,1367.84
59,Tomi,Alenichev,1236,5.742
434,Fawnia,Baden,1237,855.272
379,Cordula,Squier,1239,13.92
569,Forrest,Rummery,1240,48.91
266,Lyndsey,MacAiline,1241,1198.33
555,Manolo,Elford,1242,43.312
297,Gerrard,Shrubsall,1243,47.32
254,Gus,Pidgen,1244,817.798
232,Mirelle,Hackinge,1245,1050.6
427,Miof mela,Yablsley,1246,233.45
606,Marcie,Lavallie,1247,288.06
441,Emelda,April,1249,1.167
481,Winston,Canby,1250,127.95
575,Lauretta,Revelle,1251,182.94
45,Shellysheldon,Newberry,1252,11.85
460,Britt,Boyn,1253,9.568
673,Selie,Kennet,1254,328.592
236,Booth,Everix,1255,172.097
464,Mia,Lettuce,1256,30.72
685,Tommie,Garvan,1258,336.82
28,Bernie,Samways,1260,287.456
67,Aundrea,Cutford,1261,340.116
778,Cort,Domerc,1262,651.588
753,Katya,Worsnup,1263,55.48
148,Cyrus,Vreede,1264,115.952
402,Sara-ann,Copner,1265,18.464
299,Malcolm,Petroff,1266,68.704
18,Gabriello,Lydon,1267,372.285
246,Mirabelle,Shergill,1268,94.264
496,Olag,Dittson,1269,1476.834
197,Gaile,Lassells,1270,16.23
557,Julianna,Altimas,1271,1417.35
789,Alidia,Hall-Gough,1272,337.088
571,Daniella,Stiggles,1273,149.97
360,Reta,Dodson,1274,280.276
287,Ines,Brader,1276,14.52
287,Ines,Brader,1277,782.63
526,Bonny,Bortolutti,1278,153.824
474,Mariquilla,Proske,1280,605.34
188,Jammal,Dutt,1281,52.752
455,Brittan,Eisold,1282,290.666
630,Jason,Beaten,1283,199.256
11,Cati,MacNucator,1284,14.48
641,Korie,MacLardie,1285,62.91
220,Georgine,Marland,1286,299.964
89,Kelsy,Stansell,1287,3714.304
693,Keefer,Dies,1288,409.304
565,Ewan,Felgate,1289,2.624
787,Holmes,Yakebovitch,1290,9.51
689,Doralynne,Beentjes,1291,256.48
153,Madelene,Serle,1292,354.9
482,Merla,Renol,1293,3785.292
359,Lawton,Gosnold,1294,362.176
94,Karim,Woolforde,1295,186.304
445,Ileane,Schollick,1296,1799.97
510,Nikita,Saywood,1299,34
670,Hayes,Treharne,1301,9900.19
500,Fina,Berkeley,1302,1173.616
670,Hayes,Treharne,1303,15.552
363,Suzie,Attril,1304,13.44
79,Lonnie,Ketteringham,1305,202.896
536,Etheline,Dooler,1306,129.92
571,Daniella,Stiggles,1307,1136.092
461,Julietta,Tutill,1308,6.57
548,Guinna,Boame,1309,3333.9
600,Vivi,Welfair,1310,46.8
624,Quinn,Schonfelder,1311,643.78
526,Bonny,Bortolutti,1312,40.846
507,Crin,Crolly,1313,8.736
430,Maura,Heggadon,1314,19.98
96,Hillard,Fowles,1315,249.92
174,Corabel,Clever,1316,472.044
550,Elita,Paolillo,1317,526.96
540,Leda,Caldecot,1318,3.76
353,Hermann,Chanter,1319,730.8525
535,Lucais,Edgecombe,1320,1393.872
319,Ginevra,Murfill,1321,122.052
790,Conni,Coatham,1322,3116.49
225,Onida,Woollhead,1324,5.76
427,Miof mela,Yablsley,1326,209.968
59,Tomi,Alenichev,1327,11.56
537,Delora,Dangl,1328,317.48
666,Gertruda,Faherty,1329,504.55
243,Nicolina,Whannel,1330,25.5
714,Jewel,Rainger,1332,46.088
383,Nathanil,Jinkins,1333,799.92
339,Evania,Burnup,1334,1979.89
637,Maurice,Issacoff,1335,57.908
604,Ingaberg,Totman,1336,935.152
788,Malissa,Keech,1337,84.872
763,Fannie,Station,1338,87.54
668,Konstanze,"O'Clery",1340,1194.87
530,Dinny,Cubbin,1341,17.248
580,Jake,Mohring,1342,66.616
690,Cal,Witherup,1343,840.712
116,Eleanore,"D'Enrico",1344,998.85
331,Hamish,Hedge,1345,140.736
379,Cordula,Squier,1346,10.72
408,Sly,Patterfield,1348,172.11
28,Bernie,Samways,1349,257.752
331,Hamish,Hedge,1350,111.15
350,Anders,Gerhts,1351,630.746
529,Isabelle,Verling,1352,9.04
49,Cash,Ziems,1353,52.96
230,Berky,Deane,1354,153.112
10,Romeo,Botterman,1355,19.68
565,Ewan,Felgate,1356,479.96
667,Rabi,Face,1357,539.074
703,Eugene,Benkhe,1358,2358.672
619,Deena,Frossell,1359,5.248
708,Jamal,Castagnaro,1360,16.78
529,Isabelle,Verling,1361,586.336
203,Ketty,Domonkos,1362,3.912
288,Dawna,Ree,1363,176.8
30,Andros,Edens,1364,259.136
707,Kennedy,Stead,1365,7.752
462,Isiahi,Ebbetts,1366,123.144
352,Maurita,Ganforthe,1367,211.96
251,Armand,Snelman,1368,199.296
240,Yoshiko,Dosedale,1369,64.864
742,Boniface,Deboo,1370,100.398
494,Zacharia,Preist,1371,139.8
642,Maxie,Gateshill,1372,40.05
596,Debera,Wombwell,1373,8.96
640,Norbert,Castangia,1374,93.174
694,Lorie,Lamb,1375,1403.92
739,Alfy,Osan,1376,130.756
514,Cybil,Chestney,1377,926.44
716,Winnie,Brewster,1378,39.48
483,Neil,Dobrovolski,1379,1109.725
699,Matt,Garrud,1380,66.03
172,Reine,Donoghue,1381,479.984
239,Urbanus,Niece,1382,663.75
136,Krishnah,Beyne,1383,1812.01
514,Cybil,Chestney,1384,867.74
314,Verine,Derrington,1385,238
315,Holly,Furnival,1386,489.23
476,Adora,Deniscke,1387,414.63
45,Shellysheldon,Newberry,1388,424.376
499,Alessandra,Trineman,1389,59.696
458,Idelle,Dickerson,1390,1609.32
425,Robin,Goley,1391,106.944
614,Jamil,Ankers,1392,232.88
22,Vally,Binnall,1393,14.4
93,Aubert,Tiley,1394,68.71
554,Carolann,Ortas,1395,521.224
521,Easter,Nicely,1396,876.73
90,Diarmid,Lauchlan,1397,163.62
626,Sidnee,Canby,1398,9.96
153,Madelene,Serle,1399,1508.768
569,Forrest,Rummery,1400,14.56
788,Malissa,Keech,1401,1729.416
547,Collie,Riolfo,1402,3519.37
715,Shannon,Eliassen,1404,321.978
356,Amberly,Markwell,1405,38.064
462,Isiahi,Ebbetts,1406,2.502
500,Fina,Berkeley,1407,5.184
777,Samaria,Ettles,1408,2126.034
657,Dyane,Crus,1409,2304.37
323,Ev,Kale,1410,8.56
477,Esma,Haylands,1411,53.94
439,Kelsey,Fardo,1413,1891.316
703,Eugene,Benkhe,1415,15.696
609,Binnie,Clemetts,1416,36.544
307,Bentley,Coils,1417,76.28
333,Harriot,Melendez,1418,721.476
328,Patty,Tomaselli,1419,34.79
430,Maura,Heggadon,1420,186.908
165,Emalia,McCutheon,1421,129.98
388,Flint,Wilcocke,1422,2692.329
490,Bonny,Duerden,1424,1273.623
537,Delora,Dangl,1425,4.608
87,Gipsy,Lefort,1426,35.91
715,Shannon,Eliassen,1427,803.04
178,Christine,Whittles,1428,310.12
561,Mariya,Thorneley,1429,1508.13
271,Renaud,Moseby,1430,165.94
616,Nil,Poncet,1431,126.624
350,Anders,Gerhts,1432,602.43
153,Madelene,Serle,1433,21.24
44,Cariotta,Gotter,1434,161.07
1,Thurston,Thresher,1435,726.548
16,Salem,Gerriets,1436,5.88
191,Matthias,Vidineev,1437,1326.69
312,Lyssa,Dodle,1438,6160.616
123,Bastian,Ivakin,1439,92.36
552,Dario,Colt,1440,2158.694
56,Dita,Trengrouse,1441,7.64
672,Jude,Edensor,1442,10.95
770,Ruthann,Thaine,1443,254.97
659,Horatio,Boost,1444,752.92
584,Ashlee,Blackway,1445,604.656
299,Malcolm,Petroff,1446,93.024
618,Darline,Pechell,1447,1022.61
455,Brittan,Eisold,1448,609.438
329,Morgen,Wapplington,1450,751.886
12,Bradney,Blincow,1454,706.064
247,Kevina,Teresse,1455,445.802
721,Hayden,Boylin,1456,9.94
409,Britteny,Knobell,1458,21.56
668,Konstanze,"O'Clery",1459,176.772
784,Terrie,Elmer,1461,100.36
171,Leanora,Scholtz,1462,9.264
736,Beau,Pears,1463,697.32
490,Bonny,Duerden,1464,108.444
2,Gaile,Kemitt,1465,34.272
475,Floris,Bruyns,1466,19.44
126,Victoir,Quiddinton,1467,7.08
401,Florina,Illes,1468,7.632
419,Mareah,Hutcheons,1469,9.84
738,Lane,Shakespeare,1470,1040.19
674,Daffi,Stachini,1471,574.194
760,Jase,Deare,1472,58.2
153,Madelene,Serle,1474,134.4
36,Lizabeth,Marcq,1475,1679.96
470,Elizabeth,Badham,1476,2049.816
736,Beau,Pears,1477,95.968
148,Cyrus,Vreede,1478,193.152
560,Elinor,Nutting,1480,321.56
241,Brod,Kuschke,1481,3745.63
340,Giulietta,Issacson,1482,318.293
484,Alisander,Askwith,1483,389.74
730,Gawain,Chesshyre,1484,52.064
315,Holly,Furnival,1486,49.98
41,Liliane,Silbert,1487,15.36
290,Raven,Wharin,1488,1441.3
495,Bebe,Capnerhurst,1489,92.52
440,Vinita,Holhouse,1491,119.8
53,Stanislaw,Spon,1492,13.97
392,Zacharia,Bangiard,1493,267.552
237,Derry,Reinhart,1494,159.98
240,Yoshiko,Dosedale,1495,358.696
539,Dusty,Stebbin,1496,84.83
94,Karim,Woolforde,1497,13.36
512,Goldina,Mynett,1498,67.4
664,Rey,Bee,1499,19.44
736,Beau,Pears,1500,8.226
244,Debby,Gard,1501,60.24
438,Marie,Watford,1502,11.76
437,Kaitlin,Weatherhill,1503,2846.22
713,Franky,Brims,1504,47.79
109,Lorilee,Howey,1505,221.35
484,Alisander,Askwith,1506,64.152
185,Peta,McGilvary,1507,142.344
538,Frederico,Bergen,1508,21.396
648,Abbie,Petrulis,1509,90.58
162,Ferdinand,Rudge,1510,30.46
465,Henriette,Aymeric,1512,17.46
546,Roz,Tuxwell,1513,240.5
619,Deena,Frossell,1516,2027.144
767,Bourke,McClenaghan,1517,732.312
721,Hayden,Boylin,1518,1190.53
233,Maegan,French,1519,18.24
789,Alidia,Hall-Gough,1520,9.09
729,Michelina,Hastler,1521,94.732
711,Stormy,Brundrett,1522,53.82
541,Jasen,LLelweln,1523,40.544
379,Cordula,Squier,1524,649.6
679,Welby,Splevings,1525,515.88
325,Cordell,Kynsey,1526,123.28
556,Bryon,Python,1527,51.072
595,Liesa,Gostall,1528,85.008
187,Catlaina,Whoston,1529,5.04
197,Gaile,Lassells,1530,828.84
129,Kathrine,Eunson,1531,1308.196
611,Sylvan,Janse,1532,2884.37
309,Cassius,McKune,1534,44.91
608,Esmaria,Button,1535,31.984
473,Danie,Kreber,1536,862.202
508,Adan,Greasley,1537,890.841
198,Gilberte,Andreoletti,1538,43.176
540,Leda,Caldecot,1540,286.344
100,Pepito,Allaway,1541,88.768
431,Tommie,Guiot,1542,30.96
1,Thurston,Thresher,1544,29.5
291,Martica,Liddall,1545,1110.648
560,Elinor,Nutting,1546,73.915
384,Casper,Milnes,1547,13.904
697,Solomon,Lardnar,1548,160.592
629,Arlin,Bales,1549,24.56
429,Case,Pabst,1551,73.2
350,Anders,Gerhts,1552,66.3
258,King,Sidon,1553,249.472
260,Klara,Liversidge,1554,12.96
182,Johna,Prettyjohn,1556,596.664
540,Leda,Caldecot,1557,37.44
291,Martica,Liddall,1558,8.64
305,Bailey,Domenici,1559,758.352
649,Davita,Curle,1560,46.864
452,Cyndi,Mylchreest,1561,1213.494
113,Broddy,Yarrell,1562,14.67
205,Myles,Escale,1563,76.12
263,Goddart,Carman,1565,54.474
505,Dulci,Simonian,1566,361.608
255,Aubree,Sigge,1567,5.484
126,Victoir,Quiddinton,1570,13.456
580,Jake,Mohring,1572,79.4
261,Weider,Chazette,1573,405.456
295,Garvin,Grelka,1574,211.576
429,Case,Pabst,1575,907.56
756,Sibylla,Lorkins,1576,137.632
488,Andrei,Celand,1577,719.976
763,Fannie,Station,1579,1075.37
483,Neil,Dobrovolski,1580,707.628
69,Barnard,Dormer,1581,468.9
744,Sydney,Ferris,1582,447.944
125,Karissa,Dyble,1583,1639.711
447,Ronda,Josilevich,1584,69.216
177,Constantine,Sharphurst,1585,62.94
474,Mariquilla,Proske,1586,67.112
640,Norbert,Castangia,1587,33.552
649,Davita,Curle,1589,21.4
628,Sheri,Nester,1590,15.28
80,Kitti,Gawler,1592,14.576
788,Malissa,Keech,1593,43.31
223,Chloette,Riglar,1594,795.408
130,Luise,Thame,1595,176.494
366,Armand,Beevis,1596,1214.85
486,Alisha,Walsh,1597,19.536
211,Talia,Rushbrook,1598,60.08
306,Renie,Kalderon,1599,5.98
357,Maridel,Tolerton,1600,196.752
574,Haley,Dimmne,1602,274.096
739,Alfy,Osan,1603,531.382
322,Esme,De Giovanni,1604,69.9
768,Thelma,Danielian,1606,853.092
365,Elnar,Lowdwell,1607,23.472
725,Daveen,Kochl,1608,53.344
258,King,Sidon,1609,39.68
336,Bordie,Obell,1610,63.304
218,Penrod,Siddele,1611,15.384
793,Corty,Seckom,1613,244.76
496,Olag,Dittson,1614,1049.97
697,Solomon,Lardnar,1615,92.52
539,Dusty,Stebbin,1617,40.48
263,Goddart,Carman,1618,180.93
437,Kaitlin,Weatherhill,1619,1340.976
435,Stormi,Langman,1620,8319.29
208,Janeczka,Houdhury,1622,119.32
327,Tammie,Dudden,1623,491.55
537,Delora,Dangl,1624,103.6
395,Tate,Harvie,1626,4548.81
401,Florina,Illes,1627,1517.574
164,Giles,Quigley,1628,68.53
200,Fredric,Dalgarno,1629,5.46
557,Julianna,Altimas,1630,992.828
701,Burnaby,Fruish,1631,23661.228
42,Jeni,Gawkes,1632,2116.506
738,Lane,Shakespeare,1633,6999.96
125,Karissa,Dyble,1634,26.128
715,Shannon,Eliassen,1635,355.455
533,Melania,Galletly,1636,479.9
444,Keenan,MacHostie,1637,1166.716
60,Gilberto,Blench,1638,121.24
778,Cort,Domerc,1639,22
317,Kevan,Tabor,1641,334.768
604,Ingaberg,Totman,1642,211.96
60,Gilberto,Blench,1643,147.344
585,Suzi,Ashlin,1645,150.232
115,Valeda,Keasley,1646,216.4
249,Glen,Ramage,1647,13.62
45,Shellysheldon,Newberry,1648,968.3
100,Pepito,Allaway,1649,36.1
690,Cal,Witherup,1650,5.94
139,Miguel,Brandenburg,1651,24.9
67,Aundrea,Cutford,1653,478.48
380,Selena,Mattielli,1654,28.8
533,Melania,Galletly,1655,16.224
85,Leshia,Overland,1656,388.704
635,Ainsley,Dawtrey,1657,22.32
640,Norbert,Castangia,1660,6.642
64,Milka,Schumacher,1662,366.786
545,Dorie,Ainscough,1663,38.66
582,Kendal,Bidwell,1664,91.68
603,Merola,Emson,1665,88.776
559,Abdul,Goss,1666,599.896
351,Caye,Larmett,1667,43.016
586,Annamarie,Kinson,1669,62.808
636,Lloyd,Eddleston,1670,770.61
538,Frederico,Bergen,1671,35.34
107,Caprice,Shoobridge,1672,61.96
502,Roderich,Lathaye,1674,103.936
644,Cathie,Wynn,1675,273.96
56,Dita,Trengrouse,1676,370.782
342,Melloney,Nannoni,1677,250.26
587,Danya,Mancktelow,1678,1573.488
515,Maxy,Dadge,1679,63.882
683,Fabian,Maddin,1680,46.872
717,Christy,Pummery,1681,78.12
547,Collie,Riolfo,1682,503.13
569,Forrest,Rummery,1683,499.552
381,Emmalynne,Sleeny,1684,1614.124
642,Maxie,Gateshill,1686,49.632
246,Mirabelle,Shergill,1687,362.466
340,Giulietta,Issacson,1688,641.024
744,Sydney,Ferris,1689,1885.27
678,Davidson,Sparway,1690,114.2
485,Gilly,Petroulis,1692,217.352
183,Alikee,Cowhig,1693,239.976
786,Clerc,Paolini,1694,100.24
113,Broddy,Yarrell,1695,440.048
197,Gaile,Lassells,1696,2.816
553,Editha,Peever,1697,129.92
787,Holmes,Yakebovitch,1699,1212.96
431,Tommie,Guiot,1700,99.98
72,Jervis,Plain,1701,310.688
670,Hayes,Treharne,1702,1793.98
337,Thorin,Kale,1703,19.752
719,Tedd,Lutsch,1704,57.266
73,Don,Fobidge,1705,91.92
283,Koren,Plenderleith,1706,711.68
397,Bronnie,Earland,1707,75.16
624,Quinn,Schonfelder,1708,583.358
240,Yoshiko,Dosedale,1709,4.368
5,Baudoin,Smeaton,1710,12.624
742,Boniface,Deboo,1711,521.92
244,Debby,Gard,1712,19.92
204,Rois,Prattin,1713,110.098
746,Tim,Clint,1714,6.72
284,Al,Bannard,1715,436.488
465,Henriette,Aymeric,1718,286.65
321,Dennie,Keford,1719,451.284
104,Merline,Munsey,1720,258.279
32,Tobey,Draysey,1721,606.32
580,Jake,Mohring,1722,463.04
137,Asia,Vamplers,1723,619.848
220,Georgine,Marland,1724,54.208
617,Jaye,Lindup,1725,2.92
261,Weider,Chazette,1726,164.88
441,Emelda,April,1727,1840.043
664,Rey,Bee,1728,2735.952
435,Stormi,Langman,1729,375.34
754,Frasco,Cadwaladr,1730,423.28
626,Sidnee,Canby,1732,49.568
304,Etta,Glenton,1733,1897.92
709,Krissy,Fulmen,1735,39.072
653,Ophelie,Harm,1736,306.112
3,Konstantin,Devaney,1737,27.46
86,Devan,Souten,1738,42.208
766,Marten,Caunter,1740,545.928
445,Ileane,Schollick,1742,700.056
754,Frasco,Cadwaladr,1743,47.79
53,Stanislaw,Spon,1744,693.992
207,Rowland,Ferrari,1745,457.744
362,Orelia,Allonby,1747,62.016
278,April,de Zamora,1749,31.68
410,Marion,Samme,1750,19.456
5,Baudoin,Smeaton,1751,309.592
493,Aluin,Lukovic,1752,694.534
280,Bren,Fitkin,1753,7.16
779,Noll,Burdin,1754,155.456
662,Magdalene,Seger,1755,6.08
71,Erasmus,Sambals,1756,1679.749
634,Con,Risely,1757,112.542
442,Talia,Cleator,1758,471.92
216,Goldy,Digman,1759,13.94
28,Bernie,Samways,1760,53.67
493,Aluin,Lukovic,1762,514.03
47,Jess,Praill,1763,265.784
318,Milka,Wadlow,1764,465.488
321,Dennie,Keford,1765,225.296
2,Gaile,Kemitt,1766,16.52
684,Merci,Wills,1767,210.13
650,Niki,Talmadge,1768,682.91
24,Alie,Grovier,1769,559.71
414,Yance,Petzolt,1770,108.92
636,Lloyd,Eddleston,1771,807.686
64,Milka,Schumacher,1772,25.184
22,Vally,Binnall,1773,129.33
779,Noll,Burdin,1774,151.72
667,Rabi,Face,1775,158.71
397,Bronnie,Earland,1776,111.93
347,Ludovico,Florez,1777,149.56
679,Welby,Splevings,1778,725.332
577,Latia,Arlidge,1779,447.84
514,Cybil,Chestney,1780,15.24
311,Joyan,Baitey,1781,1158.448
603,Merola,Emson,1783,105.52
36,Lizabeth,Marcq,1784,201.73
689,Doralynne,Beentjes,1785,183.61
468,Hal,Wederell,1786,4.272
621,Isidore,Eldrid,1787,670.378
380,Selena,Mattielli,1788,5.67
29,Lammond,Brazel,1789,5.22
512,Goldina,Mynett,1791,190.848
763,Fannie,Station,1792,134.6
35,Odie,Fortman,1793,177.68
429,Case,Pabst,1794,45.248
224,Lucina,Milne,1795,4283.792
518,Emlynne,Lawday,1797,392.94
634,Con,Risely,1798,13.809
613,Haywood,Niese,1799,554.166
131,Saul,Tofanelli,1800,32.4
533,Melania,Galletly,1801,714.966
387,Babara,Kedge,1803,24.24
58,Brockie,Holdworth,1804,5.68
176,Rosa,Lars,1805,1287.26
187,Catlaina,Whoston,1806,62.968
100,Pepito,Allaway,1807,832.138
213,Donna,Banaszczyk,1809,646.2
703,Eugene,Benkhe,1812,192.186
775,Jacki,Skiplorne,1813,1167.296
381,Emmalynne,Sleeny,1815,1109.372
448,Catriona,Petford,1816,1368.62
719,Tedd,Lutsch,1817,139.44
771,Murray,Shippam,1818,44.34
639,Marti,MacDuff,1820,210.176
719,Tedd,Lutsch,1821,111.05
615,Gwyneth,Belison,1822,181.788
770,Ruthann,Thaine,1823,165.168
553,Editha,Peever,1826,143.952
303,Ferdy,Speek,1827,344.92
88,Tierney,Langstrath,1830,9.912
492,Earl,Franciskiewicz,1831,25.92
713,Franky,Brims,1832,12.96
225,Onida,Woollhead,1833,7.872
569,Forrest,Rummery,1834,4807.372
93,Aubert,Tiley,1836,24.72
556,Bryon,Python,1837,4.984
384,Casper,Milnes,1838,34.752
754,Frasco,Cadwaladr,1840,8.85
81,Retha,Slight,1841,21.36
693,Keefer,Dies,1842,1395.673
781,Aylmar,Gallant,1843,259.29
218,Penrod,Siddele,1844,32.76
379,Cordula,Squier,1845,773.7
182,Johna,Prettyjohn,1846,1091.35
215,Thomasine,Tilley,1847,433.56
589,Aldridge,Conibeer,1848,40.54
503,Brendan,Ausiello,1849,1310.336
376,Finlay,Hillum,1850,164.85
558,Ethelyn,Farfolomeev,1851,77.86
169,Astrid,Seckington,1852,421.372
202,Poppy,Ruseworth,1853,39.128
668,Konstanze,"O'Clery",1855,1353.5296
148,Cyrus,Vreede,1856,18.784
131,Saul,Tofanelli,1857,589.41
650,Niki,Talmadge,1860,80.624
19,Fowler,Mattholie,1861,55.5
498,Caresse,Cuolahan,1862,4374.88
623,Mavra,Toffolo,1863,111.79
397,Bronnie,Earland,1864,199.9
83,Nobe,Twentyman,1865,7.83
24,Alie,Grovier,1866,193.936
789,Alidia,Hall-Gough,1867,708.616
121,Gretta,Palffy,1868,152.64
105,Mikel,Trusler,1869,887.103
273,Astra,Stovell,1870,6.096
599,Susannah,Yve,1871,65.8
314,Verine,Derrington,1872,513.861
739,Alfy,Osan,1874,191.88
574,Haley,Dimmne,1875,4630.5105
233,Maegan,French,1876,75.64
483,Neil,Dobrovolski,1877,32.16
460,Britt,Boyn,1879,2656.716
439,Kelsey,Fardo,1880,49.65
722,Alika,Cavil,1882,63.381
690,Cal,Witherup,1883,372.12
563,Maryjane,Lanigan,1884,76.14
65,Gena,de Broke,1885,276.28
763,Fannie,Station,1886,28.836
286,Kristal,Bearne,1887,426.942
372,Katy,Rushbrook,1888,2060.744
620,Antonio,Stonier,1889,709.0425
672,Jude,Edensor,1890,687.45
687,Franchot,Kabsch,1891,36.36
128,Sholom,Keech,1892,1452.7875
326,Free,Mance,1893,85.92
239,Urbanus,Niece,1894,87.1
93,Aubert,Tiley,1895,258.018
339,Evania,Burnup,1896,11.61
42,Jeni,Gawkes,1897,17.48
725,Daveen,Kochl,1898,109.764
703,Eugene,Benkhe,1899,128.36
14,Turner,Grattan,1900,150.76
753,Katya,Worsnup,1901,255.968
391,Dell,Pietraszek,1902,234.516
512,Goldina,Mynett,1903,47.952
336,Bordie,Obell,1904,370.14
725,Daveen,Kochl,1906,74.048
554,Carolann,Ortas,1907,77.24
590,Pavel,Fairfoul,1909,150.22
517,Tamas,Purshouse,1910,175.32
139,Miguel,Brandenburg,1912,283.92
754,Frasco,Cadwaladr,1914,193.26
