id,first_name,last_name,Ticker,Sector,Market,Stock Name,Market Cap,Purchase Price
30,Ellerey,Pelman,HBAN,Finance,NASDAQ,Huntington Bancshares Incorporated,$14.37B,$43948.17
31,Davy,Brason,SFS,Consumer Services,NYSE,Smart,$666.23M,$63473.57
32,Etienne,Mitham,BBT^F,n/a,NYSE,BB&T Corporation,n/a,$65451.66
33,Dewitt,Arthars,TWTR,Technology,NYSE,"Twitter, Inc.",$12.18B,$34383.12
34,Cammy,Dunican,YEXT,Technology,NYSE,"Yext, Inc.",$1.2B,$85196.26
35,Ransell,Iannetti,BAC^I,n/a,NYSE,Bank of America Corporation,n/a,$26833.96
36,Lebbie,Freiberg,TOWN,n/a,NASDAQ,Towne Bank,$1.92B,$96137.34
37,Clementia,Walduck,LTRX,Technology,NASDAQ,"Lantronix, Inc.",$40.45M,$96750.42
38,Denney,McIlwrath,SRV,n/a,NYSE,The Cushing MLP Total Return Fund,$79.8M,$37207.36
39,Trumann,Bason,JHA,n/a,NYSE,Nuveen High Income 2020 Target Term Fund,$296.92M,$58585.31
40,Eben,Salt,GTYHU,n/a,NASDAQ,"GTY Technology Holdings, Inc.",n/a,$85819.32
41,Linoel,Hame,SFS,Consumer Services,NYSE,Smart,$666.23M,$854.03
42,Maxy,Crocetti,SOV^C,n/a,NYSE,"Santander Holdings USA, Inc.",n/a,$68581.87
43,Persis,Charley,PSA^V,Consumer Services,NYSE,Public Storage,n/a,$30973.89
44,Olag,Gerding,VOD,Public Utilities,NASDAQ,Vodafone Group Plc,$76.73B,$78412.30
45,Francklyn,Willes,CLI,Consumer Services,NYSE,Mack-Cali Realty Corporation,$2.54B,$44774.66
46,Miranda,Spatari,MPO,Energy,NYSE,"MIDSTATES PETROLEUM COMPANY, INC.",$364.19M,$75098.16
47,Joelie,Aphale,DNBF,Finance,NASDAQ,DNB Financial Corp,$147.96M,$37648.85
48,Kari,Nehls,CEE,n/a,NYSE,"Central Europe, Russia and Turkey Fund, Inc. (The)",$164.46M,$81375.27
49,Cahra,Keatley,FBIO,Health Care,NASDAQ,"Fortress Biotech, Inc.",$222.97M,$97961.94
50,Chanda,Hacker,AIR,Capital Goods,NYSE,AAR Corp.,$1.21B,$70108.05
51,Gardener,Sterland,JHA,n/a,NYSE,Nuveen High Income 2020 Target Term Fund,$296.92M,$23582.79
52,Karol,Burgan,JCO,n/a,NYSE,Nuveen Credit Opportunities 2022 Target Term Fund,n/a,$79507.46
53,Kalie,Sherwen,ANIP,Health Care,NASDAQ,"ANI Pharmaceuticals, Inc.",$527.44M,$76424.81
54,Prudence,Ferreli,NIE,n/a,NYSE,AllianzGI Equity & Convertible Income Fund,$543.65M,$29108.70
55,Jewel,Skyrm,DOX,Technology,NASDAQ,Amdocs Limited,$9.48B,$96777.81
56,Maurits,O' Cuolahan,FOMX,Consumer Durables,NASDAQ,Foamix Pharmaceuticals Ltd.,$164.16M,$59325.21
57,Meredithe,Rigge,ATOM,Technology,NASDAQ,Atomera Incorporated,$52.17M,$38280.45
58,Wendie,Baldin,ACTA,Technology,NASDAQ,Actua Corporation,$468.65M,$39246.19
59,Margarete,Done,RFTA,Consumer Services,NYSE,RAIT Financial Trust,n/a,$81947.73
60,Inge,Hyde-Chambers,CRD.B,n/a,NYSE,Crawford & Company,n/a,$46278.21
61,Gabbi,Nussgen,STAG^C,n/a,NYSE,"Stag Industrial, Inc.",n/a,$43280.37
62,Trixi,Huddart,MDU,Basic Industries,NYSE,"MDU Resources Group, Inc.",$5.37B,$19284.60
63,Lian,Venmore,GLW,Basic Industries,NYSE,Corning Incorporated,$27.06B,$28030.40
64,Kellby,Antonovic,BBT^D,n/a,NYSE,BB&T Corporation,n/a,$6309.37
65,Arlen,Maudling,LIVN,Health Care,NASDAQ,LivaNova PLC,$2.97B,$37997.83
66,Roi,Christiensen,VKTXW,Health Care,NASDAQ,"Viking Therapeutics, Inc.",n/a,$46397.15
67,Corrinne,Fawdry,CATH,n/a,NASDAQ,Global X S&P 500 Catholic Values ETF,n/a,$90772.09
68,Cassandre,Grout,SAP,Technology,NYSE,SAP SE,$126.8B,$82246.47
69,Tori,Calvard,TMUSP,Public Utilities,NASDAQ,"T-Mobile US, Inc.",n/a,$63246.95
70,Kailey,McKmurrie,EEFT,Finance,NASDAQ,"Euronet Worldwide, Inc.",$4.59B,$70053.47
71,Sarine,Grimshaw,NBIX,Health Care,NASDAQ,"Neurocrine Biosciences, Inc.",$3.87B,$46900.44
72,Leila,Stops,TKC,Public Utilities,NYSE,Turkcell Iletisim Hizmetleri AS,$7.2B,$12540.60
73,Siffre,Wilber,ACTG,Miscellaneous,NASDAQ,Acacia Research Corporation,$192.23M,$67529.36
74,Patsy,Sired,ALTY,n/a,NASDAQ,Global X SuperDividend Alternatives ETF,n/a,$10389.53
75,Geoffrey,Burdekin,NEE^J,n/a,NYSE,"NextEra Energy, Inc.",n/a,$45762.87
76,Isidore,Cronchey,ARRS,Technology,NASDAQ,ARRIS International plc,$5.44B,$65975.47
77,Giffard,Cane,CLB,Energy,NYSE,Core Laboratories N.V.,$4.72B,$97947.35
78,Delmer,de Copeman,SNOAW,Health Care,NASDAQ,"Sonoma Pharmaceuticals, Inc.",n/a,$68613.99
79,Felice,Dawson,DTV,Public Utilities,NYSE,DTE Energy Company,n/a,$32688.33
80,Courtney,Mayo,DAVE,Consumer Services,NASDAQ,"Famous Dave's of America, Inc.",$24.35M,$49427.98
81,Waiter,Brennenstuhl,BPL,Energy,NYSE,Buckeye Partners L.P.,$8.62B,$44965.31
82,Vere,Rosenblum,AVH,Transportation,NYSE,Avianca Holdings S.A.,$828.75M,$78825.71
83,Aubine,Burgyn,PFPT,Technology,NASDAQ,"Proofpoint, Inc.",$3.82B,$43816.45
84,Junina,Apark,GLYC,Health Care,NASDAQ,"GlycoMimetics, Inc.",$396.21M,$52311.32
85,Riccardo,Railton,INFY,Technology,NYSE,Infosys Limited,$33.53B,$42302.74
86,Helen-elizabeth,Kiggel,KIM,Consumer Services,NYSE,Kimco Realty Corporation,$7.87B,$33498.89
87,Jarret,O'Lennane,SXC,Basic Industries,NYSE,"SunCoke Energy, Inc.",$614.25M,$33346.17
88,Charline,Fowls,FSTR,Basic Industries,NASDAQ,L.B. Foster Company,$202.5M,$4301.21
89,Johny,Tweddle,XRX,Miscellaneous,NYSE,Xerox Corporation,$1.81B,$52135.50
90,Lexie,Sealey,BOFIL,Finance,NASDAQ,"BofI Holding, Inc.",n/a,$53068.35
91,Craggie,Batchelour,STT^D,n/a,NYSE,State Street Corporation,n/a,$8550.07
92,Dorry,Jzak,NNBR,Capital Goods,NASDAQ,"NN, Inc.",$796.49M,$29924.51
93,Derk,Mushawe,NLY^A,n/a,NYSE,Annaly Capital Management Inc,n/a,$19765.67
94,Leonore,Gadney,AHT,Consumer Services,NYSE,Ashford Hospitality Trust Inc,$628.48M,$26387.20
95,Sibella,Riordan,GHL,Finance,NYSE,"Greenhill & Co., Inc.",$607.83M,$58524.62
96,Lowe,Caines,ZBRA,Technology,NASDAQ,Zebra Technologies Corporation,$5.5B,$43450.23
97,Dulci,Leahair,MDVX,Health Care,NASDAQ,Medovex Corp.,$18.22M,$21651.12
98,Morna,Micheau,KEY^I,n/a,NYSE,KeyCorp,n/a,$46183.67
99,Clifford,Tebbit,WFC^R,n/a,NYSE,Wells Fargo & Company,n/a,$95230.14
100,Beulah,Rebanks,STT^G,n/a,NYSE,State Street Corporation,n/a,$98586.28
101,Ariel,Organer,FRPT,Consumer Non-Durables,NASDAQ,"Freshpet, Inc.",$542.42M,$62728.04
102,Gherardo,Hanby,PCK,n/a,NYSE,Pimco California Municipal Income Fund II,$324.29M,$15239.45
103,Kathrine,Jentges,FCEL,Miscellaneous,NASDAQ,"FuelCell Energy, Inc.",$65.53M,$99071.00
104,Vera,Fransewich,CPB,Consumer Non-Durables,NYSE,Campbell Soup Company,$16.68B,$23135.55
105,Reynard,McBoyle,CSIQ,Technology,NASDAQ,Canadian Solar Inc.,$740.26M,$27880.53
106,Zarla,Luckman,CNXN,Consumer Services,NASDAQ,"PC Connection, Inc.",$700.07M,$64889.80
107,Lacee,Willimont,GSM,Capital Goods,NASDAQ,Ferroglobe PLC,$1.8B,$7225.18
108,Rosette,Knott,AKBA,Health Care,NASDAQ,"Akebia Therapeutics, Inc.",$548.36M,$63836.69
109,Tamiko,Heavens,NXRT,Consumer Services,NYSE,"NexPoint Residential Trust, Inc.",$536.19M,$84109.37
110,Torrie,Teape,THRM,Capital Goods,NASDAQ,Gentherm Inc,$1.39B,$52025.27
111,Erny,Sabberton,NNY,n/a,NYSE,"Nuveen New York Municipal Value Fund, Inc.",$156.44M,$34062.06
112,Burl,Rubinsohn,MSP,n/a,NYSE,Madison Strategic Sector Premium Fund,$69.05M,$45400.07
113,Amara,Irnys,VNO^I,n/a,NYSE,Vornado Realty Trust,n/a,$83677.88
114,Killian,Kaplan,SYKE,Technology,NASDAQ,"Sykes Enterprises, Incorporated",$1.43B,$57431.83
115,Osmond,Forge,FCAP,Finance,NASDAQ,"First Capital, Inc.",$103.8M,$96738.97
116,Gerty,Kendle,COST,Consumer Services,NASDAQ,Costco Wholesale Corporation,$73.29B,$35007.59
117,Pen,Childers,PLXP,Health Care,NASDAQ,PLx Pharma Inc.,$1.04M,$38083.64
118,Hew,Fettes,MANH,Technology,NASDAQ,"Manhattan Associates, Inc.",$3.27B,$29469.43
119,Verina,Sliman,LFC,Finance,NYSE,China Life Insurance Company Limited,$87.34B,$54118.58
120,Dora,Kopke,AFGH,Finance,NYSE,"American Financial Group, Inc.",n/a,$94292.37
121,Koenraad,Shard,KTH,Finance,NYSE,Lehman ABS Corporation,n/a,$36713.70
122,Herold,Bray,NVET,Health Care,NASDAQ,Nexvet Biopharma plc,$79.27M,$8030.70
123,Brandea,Foreman,COTY,Consumer Non-Durables,NYSE,Coty Inc.,$14.24B,$80329.41
124,Hattie,Ormonde,OXBR,Finance,NASDAQ,Oxbridge Re Holdings Limited,$34.73M,$6388.21
125,Fergus,Wixon,ORA,Public Utilities,NYSE,"Ormat Technologies, Inc.",$3.02B,$72741.52
126,Belita,Phillpot,MGIC,Technology,NASDAQ,Magic Software Enterprises Ltd.,$349.22M,$26344.12
127,Danella,Seabrooke,HMSY,Miscellaneous,NASDAQ,HMS Holdings Corp,$1.59B,$10452.27
128,Peyton,MacElane,DEI,Consumer Services,NYSE,"Douglas Emmett, Inc.",$6.03B,$39847.63
129,Celestina,Dymick,ATI,Basic Industries,NYSE,Allegheny Technologies Incorporated,$1.77B,$1815.69
130,Rafa,Worsom,AMRK,Basic Industries,NASDAQ,"A-Mark Precious Metals, Inc.",$112.5M,$48678.25
131,Mycah,MacNeil,MZF,n/a,NYSE,Managed Duration Investment Grade Municipal Fund,$94.05M,$10657.42
132,Boycie,Eppson,FGB,n/a,NYSE,First Trust Specialty Finance and Financial Opportunities Fund,$103.46M,$40193.62
133,Carlota,Lamberteschi,PSCU,n/a,NASDAQ,PowerShares S&P SmallCap Utilities Portfolio,$45.09M,$55407.32
134,Lou,Parnall,PAACU,Finance,NASDAQ,Pacific Special Acquisition Corp.,n/a,$3397.69
135,Maximilian,Bellany,GWRE,Technology,NYSE,"Guidewire Software, Inc.",$5B,$57580.68
136,Freedman,Turnell,BLK,Finance,NYSE,"BlackRock, Inc.",$67.98B,$26792.24
137,Juditha,McManus,FLN,n/a,NASDAQ,First Trust Latin America AlphaDEX Fund,$35.14M,$55309.30
138,Feliks,Astley,CBB^B,n/a,NYSE,Cincinnati Bell Inc,n/a,$11170.02
139,Deanne,Skouling,HBM.WS,n/a,NYSE,Hudbay Minerals Inc.,n/a,$46141.54
140,Evey,Lambden,PVTBP,Finance,NASDAQ,"PrivateBancorp, Inc.",n/a,$94879.68
141,Cornall,Iwanowicz,RCI,Consumer Services,NYSE,"Rogers Communication, Inc.",$18.93B,$13832.47
142,Rik,Beardshall,BRT,Consumer Services,NYSE,BRT Apartments Corp.,$109.52M,$24670.25
143,Augustine,Pocock,SMP,Capital Goods,NYSE,"Standard Motor Products, Inc.",$1.15B,$86570.49
144,Claudianus,Hollington,ECT,Energy,NYSE,ECA Marcellus Trust I,$37.85M,$6030.21
145,Arlin,Rahill,ONCS,Health Care,NASDAQ,OncoSec Medical Incorporated,$21.8M,$96102.70
146,Tanny,Saye,AIB,n/a,NYSE,Apollo Investment Corporation,n/a,$10079.04
147,Ashton,Bohin,RST,Technology,NYSE,Rosetta Stone,$234.41M,$622.94
148,Weber,Jays,GAB^H,n/a,NYSE,"Gabelli Equity Trust, Inc. (The)",n/a,$98651.98
149,Honey,Bettenay,MATX,Consumer Services,NYSE,"Matson, Inc.",$1.3B,$25305.48
150,Cthrine,Saunders,GGZ,n/a,NYSE,Gabelli Global Small and Mid Cap Value Trust (The),$95.4M,$46238.79
151,Wang,Jenkin,CBL,Consumer Services,NYSE,"CBL & Associates Properties, Inc.",$1.45B,$13794.71
152,Darryl,Scandrett,III,Consumer Services,NASDAQ,"Information Services Group, Inc.",$167.89M,$89981.05
153,Stefan,Tenant,PVG,Basic Industries,NYSE,"Pretium Resources, Inc.",$1.61B,$92273.76
154,Bethanne,Mouncher,BPOPM,Finance,NASDAQ,"Popular, Inc.",n/a,$32222.48
155,Ailey,Hackleton,CY,Technology,NASDAQ,Cypress Semiconductor Corporation,$4.33B,$82088.52
156,Romain,McCandie,PHI,Public Utilities,NYSE,PLDT Inc.,$8.11B,$40271.37
157,Pansy,Brokenshire,EXP,Capital Goods,NYSE,Eagle Materials Inc,$4.55B,$27409.19
158,Goldy,Billsberry,IGD,n/a,NYSE,Voya Global Equity Dividend and Premium Opportunity Fund,$729.05M,$67005.81
159,Kylila,Povele,CBA           ,n/a,NYSE,ClearBridge American Energy MLP Fund Inc.,$508.59M,$94178.74
160,Pietro,Trevino,OVAS,Health Care,NASDAQ,OvaScience Inc.,$48.5M,$1142.38
161,Zachery,Skinn,PFK,Finance,NYSE,"Prudential Financial, Inc.",n/a,$35179.99
162,Kenon,Exter,CLRBW,Health Care,NASDAQ,"Cellectar Biosciences, Inc.",n/a,$63992.15
163,Evangelia,Westhoff,SVBI,Finance,NASDAQ,Severn Bancorp Inc,$86.11M,$1576.61
164,Ag,Peerman,VDSI,Technology,NASDAQ,"VASCO Data Security International, Inc.",$526.59M,$12381.53
165,Agnes,Rosenfarb,CYAD,Health Care,NASDAQ,Celyad SA,$445M,$8412.02
166,Cyndi,Ciraldo,IX,Finance,NYSE,Orix Corp Ads,$20.83B,$72460.18
167,Sargent,Chadderton,BRSS,Capital Goods,NYSE,"Global Brass and Copper Holdings, Inc.",$675.15M,$93599.19
168,Simonette,Trustrie,ESTE,Energy,NYSE,"Earthstone Energy, Inc.",$608.38M,$46598.12
169,Gabriel,Quarlis,DAN,Capital Goods,NYSE,Dana Incorporated,$3.18B,$50046.33
170,Fonsie,Lievesley,PRIM,Basic Industries,NASDAQ,Primoris Services Corporation,$1.27B,$33504.69
171,Purcell,Cervantes,PTCT,Health Care,NASDAQ,"PTC Therapeutics, Inc.",$700.74M,$37469.89
172,Zerk,Jankin,BKT,n/a,NYSE,BlackRock Income Trust Inc. (The),$402.84M,$47520.20
173,Fawne,Hudd,JAZZ,Health Care,NASDAQ,Jazz Pharmaceuticals plc,$9B,$17638.43
174,Eveleen,Caldero,BBVA,Finance,NYSE,Banco Bilbao Viscaya Argentaria S.A.,$53.98B,$47636.22
175,Sherlock,Dedden,SNLN,n/a,NASDAQ,Highland/iBoxx Senior Loan ETF,$481.23M,$65268.42
176,Booth,Ginn,DST,Technology,NYSE,"DST Systems, Inc.",$7.32B,$65343.62
177,Jareb,Pittle,GTHX,Health Care,NASDAQ,"G1 Therapeutics, Inc.",$602.55M,$30213.92
178,Etan,Harlock,VIA,Consumer Services,NASDAQ,Viacom Inc.,$15.55B,$19182.11
179,Robinetta,Faltin,CEN,n/a,NYSE,Center Coast MLP & Infrastructure Fund,$218.49M,$72182.79
180,Vasily,Stiell,FOE,Basic Industries,NYSE,Ferro Corporation,$1.52B,$80802.03
181,Clywd,Abotson,BAH,Consumer Services,NYSE,Booz Allen Hamilton Holding Corporation,$4.72B,$73532.51
182,Creighton,Bromfield,ADRU,n/a,NASDAQ,BLDRS Europe 100 ADR Index Fund,$13.85M,$13666.27
183,Betta,MacConnechie,BV,Technology,NASDAQ,"Bazaarvoice, Inc.",$397.33M,$96324.63
184,Terrell,Barmadier,YHOO,Technology,NASDAQ,Yahoo! Inc.,$50.38B,$45692.63
185,Nehemiah,Ronald,NTEST.B,n/a,NYSE,NASDAQ TEST STOCK,n/a,$32460.97
186,Asa,Coskerry,CLVS,Health Care,NASDAQ,"Clovis Oncology, Inc.",$2.69B,$35504.60
187,Nora,de Guise,MOSY,Technology,NASDAQ,"MoSys, Inc.",$14.15M,$74191.57
188,Thomasina,Odde,SF^A,Finance,NYSE,Stifel Financial Corporation,n/a,$16526.78
189,Terese,Piwell,ESV,Energy,NYSE,ENSCO plc,$1.74B,$49296.37
190,Sayres,Gill,SITE,Consumer Non-Durables,NYSE,"SiteOne Landscape Supply, Inc.",$1.97B,$52068.25
191,Shalna,Keedwell,PAHC,Health Care,NASDAQ,Phibro Animal Health Corporation,$1.43B,$27210.66
192,Daffy,Stoneham,GGT,n/a,NYSE,Gabelli Multi-Media Trust Inc. (The),$212.45M,$7596.71
193,Bryanty,Luipold,FPA,n/a,NASDAQ,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,$45.77M,$23996.29
194,Hershel,Rotter,FC,Consumer Services,NYSE,Franklin Covey Company,$279.93M,$65241.15
195,Wildon,Hucke,CVRR,Energy,NYSE,"CVR Refining, LP",$1.39B,$56493.59
196,Rebekah,Chadd,DHT,Transportation,NYSE,"DHT Holdings, Inc.",$490.61M,$9627.21
197,Babs,Passler,DOOR,Basic Industries,NYSE,Masonite International Corporation,$2.24B,$69240.02
198,Darrell,Cornu,RUTH,Consumer Services,NASDAQ,"Ruth's Hospitality Group, Inc.",$708.87M,$34126.95
199,Vittorio,Farrell,SNX,Technology,NYSE,Synnex Corporation,$4.72B,$86981.96
200,Wernher,Saunt,SSI,Consumer Services,NYSE,"Stage Stores, Inc.",$66.96M,$87132.71
201,Glyn,Drewes,TSS,Miscellaneous,NYSE,"Total System Services, Inc.",$10.85B,$84802.47
202,Dorelle,Calendar,PLNT,Consumer Services,NYSE,"Planet Fitness, Inc.",$2.24B,$96512.39
203,Codi,Gainsbury,WPT,Energy,NYSE,"World Point Terminals, LP",$603.44M,$56316.66
204,Mechelle,Jouanny,JHD,n/a,NYSE,Nuveen High Income December 2019 Target Term Fund,$277.1M,$64720.52
205,Diandra,Rate,DHR,Capital Goods,NYSE,Danaher Corporation,$58.64B,$96225.78
206,Octavia,Shirt,INT,Energy,NYSE,World Fuel Services Corporation,$2.49B,$43627.26
207,Maryanne,Morling,PJT,Finance,NYSE,PJT Partners Inc.,$718.32M,$88878.25
208,Geordie,Fancourt,WSBC,Finance,NASDAQ,"WesBanco, Inc.",$1.75B,$25654.60
209,Rab,Witterick,AFSS,Finance,NYSE,"AmTrust Financial Services, Inc.",n/a,$63640.19
210,Cacilie,Heiner,TFSL,Finance,NASDAQ,TFS Financial Corporation,$4.45B,$20790.17
211,Arie,Allmen,COVS,Technology,NASDAQ,Covisint Corporation,$99.1M,$64991.78
212,Jeffrey,Luetkemeyer,COH,Consumer Non-Durables,NYSE,"Coach, Inc.",$13B,$24157.07
213,Morie,Bloxholm,SRI,Capital Goods,NYSE,"Stoneridge, Inc.",$411.46M,$11146.62
214,Emmey,McCrie,GAINM,n/a,NASDAQ,Gladstone Investment Corporation,n/a,$96724.96
215,Iolanthe,Prazor,CLCT,Miscellaneous,NASDAQ,"Collectors Universe, Inc.",$225.7M,$76231.20
216,Lotty,Burbank,ABMD,Health Care,NASDAQ,"ABIOMED, Inc.",$6.28B,$3995.61
217,Lynna,Cuerdale,CMG,Consumer Services,NYSE,"Chipotle Mexican Grill, Inc.",$12.93B,$69471.64
218,Andros,Legges,TGI,Capital Goods,NYSE,"Triumph Group, Inc.",$1.58B,$74520.13
219,Yule,Dolle,XGTIW,Consumer Durables,NASDAQ,"XG Technology, Inc",n/a,$64102.78
220,Maria,Ince,CRCM,Consumer Services,NYSE,"Care.com, Inc.",$437.24M,$65215.27
221,Kathe,Tingly,ABIL,Finance,NASDAQ,Ability Inc.,$31.94M,$80117.41
222,Jennie,Bremner,HMNF,Finance,NASDAQ,"HMN Financial, Inc.",$77.99M,$65542.90
223,Christalle,Vreiberg,CFR^A,n/a,NYSE,"Cullen/Frost Bankers, Inc.",n/a,$1859.10
224,Vivyanne,Derycot,JPM^B,n/a,NYSE,J P Morgan Chase & Co,n/a,$31351.54
225,Dallis,Albertson,MCX,n/a,NYSE,Medley Capital Corporation,n/a,$16378.76
226,Almeda,Rand,BDXA,Health Care,NYSE,"Becton, Dickinson and Company",n/a,$59562.05
227,Toby,Neubigin,MASI,Health Care,NASDAQ,Masimo Corporation,$4.69B,$209.13
228,Waldemar,Glantz,SIEB,Finance,NASDAQ,Siebert Financial Corp.,$83.04M,$39507.22
229,Helaina,Brain,PRU,Finance,NYSE,"Prudential Financial, Inc.",$46.21B,$30509.33
230,Hildy,Yacob,UBOH,Finance,NASDAQ,"United Bancshares, Inc.",$69.91M,$44941.01
231,Kalina,Kennford,INDY,n/a,NASDAQ,iShares S&P India Nifty 50 Index Fund,$904.29M,$50236.22
232,Carolan,Braunlein,VCLT,n/a,NASDAQ,Vanguard Long-Term Corporate Bond ETF,$1.91B,$57205.52
233,Teodora,Craster,BANFP,Finance,NASDAQ,BancFirst Corporation,$27.34M,$11113.88
234,Vitia,Von Der Empten,CDTI,Capital Goods,NASDAQ,"Clean Diesel Technologies, Inc.",$44.44M,$46822.15
235,Lina,Piercey,EGAN,Technology,NASDAQ,eGain Corporation,$42.01M,$46866.23
236,Gaynor,Robard,PAG,Consumer Durables,NYSE,"Penske Automotive Group, Inc.",$3.56B,$12906.92
237,Quintin,Edelheit,UIHC,Finance,NASDAQ,United Insurance Holdings Corp.,$702.78M,$62481.69
238,Glynn,Hawken,ACFC,Finance,NASDAQ,Atlantic Coast Financial Corporation,$119.14M,$98337.86
239,Ericka,Wilshire,OIIM,Technology,NASDAQ,O2Micro International Limited,$47.92M,$16649.73
240,Winthrop,Le Provest,SMFG,Finance,NYSE,Sumitomo Mitsui Financial Group Inc,$54.22B,$42746.34
241,Marlo,Gulliman,BBY,Consumer Services,NYSE,"Best Buy Co., Inc.",$16.97B,$18845.82
242,Hodge,Bettis,SATS,Technology,NASDAQ,EchoStar Corporation,$5.8B,$6164.05
243,Giordano,Postlethwaite,BBC,n/a,NASDAQ,BioShares Biotechnology Clinical Trials Fund,$23.35M,$15657.92
244,Maggi,Brill,EHTH,Finance,NASDAQ,"eHealth, Inc.",$347.43M,$26505.23
245,Kellie,Terran,MSG,Consumer Services,NASDAQ,MSG Networks Inc.,$4.6B,$59114.23
246,Alica,Glencros,MVT,n/a,NYSE,"Blackrock MuniVest Fund II, Inc.",$337.68M,$7793.09
247,Uriah,Yakhin,NAC,n/a,NYSE,Nuveen California Quality Municipal Income Fund,$2.18B,$92004.38
248,Essy,Kaysor,SNY,Health Care,NYSE,Sanofi,$123.34B,$62990.84
249,Tana,Nilges,TKF,n/a,NYSE,"Turkish Investment Fund, Inc. (The)",$42.8M,$69405.15
250,Henka,Gebbie,CATH,n/a,NASDAQ,Global X S&P 500 Catholic Values ETF,n/a,$67538.44
251,Hatty,Aronov,PBIP,Finance,NASDAQ,"Prudential Bancorp, Inc.",$165.3M,$32409.37
252,Nertie,Clewer,CNO,Finance,NYSE,"CNO Financial Group, Inc.",$3.53B,$98661.40
253,Lester,Gornal,AGND,n/a,NASDAQ,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,$12.99M,$16540.10
254,Catrina,Levett,MTSC,Capital Goods,NASDAQ,MTS Systems Corporation,$896.52M,$54824.91
255,Reade,Rosewall,TUES,Consumer Services,NASDAQ,Tuesday Morning Corp.,$83.44M,$97735.51
256,Hollie,Bradberry,ULH,Transportation,NASDAQ,"Universal Logistics Holdings, Inc.",$436.6M,$6145.71
257,Sebastiano,Kendall,OFG^A,Finance,NYSE,OFG Bancorp,n/a,$62821.69
258,Ingemar,Gianuzzi,OI,Consumer Durables,NYSE,"Owens-Illinois, Inc.",$3.72B,$20605.64
259,Rosaline,Fabbri,EMP,Public Utilities,NYSE,"Entergy Mississippi, Inc.",n/a,$92177.44
