id,first_name,last_name,Ticker,Sector,Market,Stock Name,Market Cap,Purchase Price
27,Shannon,Perton,AVDL,Health Care,NASDAQ,Avadel Pharmaceuticals plc,$439.45M,$90084.19
28,Milissent,Giddens,ANTX,Health Care,NYSE,"Anthem, Inc.",$13.93B,$91511.04
29,Georgie,Lyptrit,BABY,Health Care,NASDAQ,Natus Medical Incorporated,$1.16B,$2161.39
30,Joela,Anten,CGEN,Health Care,NASDAQ,Compugen Ltd.,$189.19M,$43600.34
31,Amara,Pally,NATR,Health Care,NASDAQ,"Nature's Sunshine Products, Inc.",$249.94M,$43286.89
32,Francesco,Siebart,MDR,Capital Goods,NYSE,"McDermott International, Inc.",$1.78B,$8211.21
33,Rivalee,O'Kenny,TCPC,n/a,NASDAQ,TCP Capital Corp.,$985.94M,$81788.73
34,Celene,Croysdale,PETS,Health Care,NASDAQ,"PetMed Express, Inc.",$785.51M,$16347.11
35,Hewe,Murray,BML^G,n/a,NYSE,Bank of America Corporation,n/a,$16935.31
36,Sisely,McGeagh,BME,n/a,NYSE,Blackrock Health Sciences Trust,$305.71M,$71141.56
37,Mariquilla,Bellefonte,BKK,n/a,NYSE,Blackrock Municipal 2020 Term Trust,$320.35M,$37672.42
38,Nicolette,Kennford,RZB,Finance,NYSE,"Reinsurance Group of America, Incorporated",n/a,$51854.43
39,Valentijn,Duckham,CBA           ,n/a,NYSE,ClearBridge American Energy MLP Fund Inc.,$508.59M,$65258.74
40,Dare,Tousey,PXD,Energy,NYSE,Pioneer Natural Resources Company,$27.01B,$49057.30
41,Murdock,Fillingham,AHT^G,n/a,NYSE,Ashford Hospitality Trust Inc,n/a,$27407.52
42,Rosaline,Kleinstern,FBNC,Finance,NASDAQ,First Bancorp,$768.07M,$28781.17
43,Bev,Puvia,GLDI,Finance,NASDAQ,X-Links Gold Shares Covered Call ETN,$126.29M,$84202.63
44,Berton,Raffles,MYRG,Basic Industries,NASDAQ,"MYR Group, Inc.",$514M,$82388.73
45,Nicolais,Cavill,NEE^H,n/a,NYSE,"NextEra Energy, Inc.",n/a,$30351.10
46,Brina,Hares,IMRNW,Health Care,NASDAQ,Immuron Limited,n/a,$27191.69
47,Sharleen,Rosenfelder,MDVXW,Health Care,NASDAQ,Medovex Corp.,n/a,$62798.23
48,Meade,Swaton,FOANC,n/a,NASDAQ,Gabelli NextShares Trust,n/a,$53653.67
49,Christophe,Mance,CMC,Basic Industries,NYSE,Commercial Metals Company,$2.17B,$86329.51
50,Bev,Barrable,SBH,Consumer Services,NYSE,"Sally Beauty Holdings, Inc.",$2.64B,$87050.54
51,Saleem,Danielut,FOXF,Consumer Non-Durables,NASDAQ,Fox Factory Holding Corp.,$1.22B,$20746.00
52,Amy,Matuszynski,CSS,Consumer Services,NYSE,"CSS Industries, Inc.",$242.37M,$52682.69
53,Josepha,Byles,ICLN,n/a,NASDAQ,iShares S&P Global Clean Energy Index Fund,$85.5M,$75350.34
54,Carolann,Roobottom,AMH^C,n/a,NYSE,American Homes 4 Rent,n/a,$67717.99
55,Ula,Rice,EIGR,Health Care,NASDAQ,"Eiger BioPharmaceuticals, Inc.",$54.39M,$29550.20
56,Meggi,Bungey,GGAL,Finance,NASDAQ,Grupo Financiero Galicia S.A.,$5.47B,$48814.42
57,Nicola,Weadick,TCF.WS,n/a,NYSE,TCF Financial Corporation,n/a,$30096.10
58,Betsey,Crecy,EDN,Public Utilities,NYSE,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),$1.41B,$88373.08
59,Art,Balfre,MLR,Capital Goods,NYSE,"Miller Industries, Inc.",$289.48M,$17728.38
60,Elna,Hunnybun,SAIC,Technology,NYSE,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,$3.1B,$51379.91
61,Casandra,Lamden,EVLV,Consumer Services,NASDAQ,EVINE Live Inc.,$67.58M,$95187.21
62,Ryun,Kinnoch,MTL,Basic Industries,NYSE,Mechel PAO,$884.58M,$1394.73
63,Maureene,Barkworth,QINC,n/a,NASDAQ,First Trust RBA Quality Income ETF,$28.13M,$93010.86
64,Laurianne,Ambrogioni,BHACU,Finance,NASDAQ,Barington/Hilco Acquisition Corp.,n/a,$42082.38
65,Quentin,Girdlestone,TMHC,Capital Goods,NYSE,Taylor Morrison Home Corporation,$2.88B,$79398.44
66,Dalt,Shearston,CSTE,Capital Goods,NASDAQ,Caesarstone Ltd.,$1.17B,$95479.84
67,Rachel,Adey,KELYB,Technology,NASDAQ,"Kelly Services, Inc.",$772.65M,$53613.59
68,Vivi,Fergusson,DYN,Public Utilities,NYSE,Dynegy Inc.,$1.06B,$52650.85
69,Marc,Speck,LAD,Consumer Durables,NYSE,"Lithia Motors, Inc.",$2.22B,$40983.14
70,Amandie,Polden,BIOA,Basic Industries,NYSE,BioAmber Inc.,$89.35M,$10367.01
71,Hamlen,Chasles,PRFT,Technology,NASDAQ,"Perficient, Inc.",$612.6M,$53775.53
72,Miner,Soans,RXN,Technology,NYSE,Rexnord Corporation,$2.44B,$16606.04
73,Evelina,Westhofer,AM,Public Utilities,NYSE,Antero Midstream Partners LP,$6.02B,$69073.40
74,Neille,McKerton,MYD,n/a,NYSE,"Blackrock MuniYield Fund, Inc.",$703.23M,$48754.97
75,Lynna,Stockoe,JHD,n/a,NYSE,Nuveen High Income December 2019 Target Term Fund,$277.1M,$27663.05
76,Aila,Grovier,PCK,n/a,NYSE,Pimco California Municipal Income Fund II,$324.29M,$67947.95
77,Gerti,Oxenbury,PZZA,Consumer Services,NASDAQ,"Papa John's International, Inc.",$2.89B,$51352.07
78,Elysee,Southouse,MX,Technology,NYSE,MagnaChip Semiconductor Corporation,$305.6M,$69967.56
79,Aloysius,Catt,FTRPR,Public Utilities,NASDAQ,Frontier Communications Corporation,n/a,$33518.90
80,Juli,Verheyden,STAR^E,n/a,NYSE,iStar Financial Inc.,n/a,$35113.74
81,Quinta,Wethered,DRYS,Transportation,NASDAQ,DryShips Inc.,$1.97M,$51031.22
82,Danice,Gauche,CBIO,Health Care,NASDAQ,"Catalyst Biosciences, Inc. ",$18.83M,$83167.31
83,Fabiano,Farnsworth,ABCD,Consumer Services,NASDAQ,"Cambium Learning Group, Inc.",$226.43M,$36210.03
84,Budd,Meecher,WMB,Public Utilities,NYSE,"Williams Companies, Inc. (The)",$24.06B,$7260.03
85,Von,Hune,RUN,Capital Goods,NASDAQ,Sunrun Inc.,$605.25M,$10475.58
86,Keene,Stert,DUSA,n/a,NASDAQ,Davis Select U.S. Equity ETF,n/a,$39872.13
87,Jessa,Meaker,DWAS,n/a,NASDAQ,PowerShares DWA SmallCap Momentum Portfolio,$182.87M,$22716.57
88,Aigneis,Oakton,EVTC,Technology,NYSE,"Evertec, Inc.",$1.21B,$85998.85
89,Eleanora,Minihan,HBAN,Finance,NASDAQ,Huntington Bancshares Incorporated,$14.37B,$62439.71
90,Julietta,Jerosch,HRTG,Finance,NYSE,"Heritage Insurance Holdings, Inc.",$389.62M,$61817.56
91,Boothe,Joyson,CINR,Basic Industries,NYSE,Ciner Resources LP,$570.42M,$81109.46
92,Sherm,Coskerry,DSU,n/a,NYSE,"Blackrock Debt Strategies Fund, Inc.",$717.08M,$19692.41
93,Emera,Gready,AMG,Finance,NYSE,"Affiliated Managers Group, Inc.",$9.3B,$61050.24
94,Auroora,Wakefield,AGFSW,Finance,NASDAQ,"AgroFresh Solutions, Inc.",n/a,$12632.51
95,Borg,Broek,TPH,Capital Goods,NYSE,"TRI Pointe Group, Inc.",$1.98B,$48946.23
96,Man,Murdoch,VBTX,Finance,NASDAQ,"Veritex Holdings, Inc.",$425.82M,$74509.82
97,Avril,Halden,ENZ,Health Care,NYSE,"Enzo Biochem, Inc.",$487.74M,$22955.50
98,Louise,Kondratovich,NZF,n/a,NYSE,Nuveen Municipal Credit Income Fund,$2.13B,$54354.32
99,Chan,Northcote,STE,Health Care,NYSE,STERIS plc,$6.96B,$1289.64
100,Jasmin,Siemon,PBIB,Finance,NASDAQ,"Porter Bancorp, Inc.",$62.59M,$27246.30
101,Hill,Newbold,PLT,Public Utilities,NYSE,"Plantronics, Inc.",$1.8B,$30192.18
102,Cathlene,Verney,FL,Consumer Services,NYSE,"Foot Locker, Inc.",$6.83B,$26949.78
103,Edmund,Vakhlov,BSM,Energy,NYSE,"Black Stone Minerals, L.P.",$3B,$66890.16
104,Pieter,Cissell,IMMY,Health Care,NASDAQ,"Imprimis Pharmaceuticals, Inc.",$60.4M,$14970.41
105,Regan,Daye,HAYN,Capital Goods,NASDAQ,"Haynes International, Inc.",$443.65M,$43938.70
106,Bobinette,Aicheson,EDN,Public Utilities,NYSE,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),$1.41B,$23851.25
107,Persis,Kellick,CMTL,Technology,NASDAQ,Comtech Telecommunications Corp.,$448.07M,$51949.10
108,Cahra,Tranckle,PPIH,Capital Goods,NASDAQ,"Perma-Pipe International Holdings, Inc.",$59.07M,$30960.70
109,Ava,O'Hdirscoll,ECHO,Transportation,NASDAQ,"Echo Global Logistics, Inc.",$594.58M,$32360.79
110,Guenna,Tonks,BKMU,Finance,NASDAQ,Bank Mutual Corporation,$431.76M,$60926.51
111,Pryce,Gomery,KAACW,Finance,NASDAQ,Kayne Anderson Acquisition Corp.,n/a,$62331.60
112,Morrie,Parkman,SBR,Energy,NYSE,Sabine Royalty Trust,$541.62M,$33502.21
113,Carlye,Do,SPWR,Technology,NASDAQ,SunPower Corporation,$1.06B,$55349.42
114,Herbert,Beckson,PMPT,n/a,NASDAQ,iSectors Post-MPT Growth ETF,$11.34M,$80315.22
115,Margaux,Buesnel,CACC,Finance,NASDAQ,Credit Acceptance Corporation,$4.64B,$87854.15
116,Sebastien,Ebbotts,GRP.U,n/a,NYSE,Granite Real Estate Inc.,n/a,$99124.29
117,Catherina,Birkby,AROW,Finance,NASDAQ,Arrow Financial Corporation,$442.96M,$8254.29
118,Christabel,Daubeny,EIGR,Health Care,NASDAQ,"Eiger BioPharmaceuticals, Inc.",$54.39M,$94458.84
119,Ingamar,Archibald,TPZ,n/a,NYSE,"Tortoise Power and Energy Infrastructure Fund, Inc",$145.93M,$26732.08
120,Davina,Checo,AHT^G,n/a,NYSE,Ashford Hospitality Trust Inc,n/a,$16313.19
121,Jane,Sallows,OCFC,Finance,NASDAQ,OceanFirst Financial Corp.,$912.14M,$30241.95
122,Brandea,Venturoli,BK^C,n/a,NYSE,Bank Of New York Mellon Corporation (The),n/a,$44865.94
123,Cynthia,Bauckham,NDP,n/a,NYSE,"Tortoise Energy Independence Fund, Inc.",$197.71M,$6195.08
124,Claribel,Morfield,MCRN,Technology,NYSE,Milacron Holdings Corp.,$1.32B,$14413.33
125,Sharona,Frentz,WNEB,Finance,NASDAQ,"Western New England Bancorp, Inc.",$332.53M,$49422.93
126,Raven,Trounce,ESND,Consumer Services,NASDAQ,Essendant Inc.,$560.24M,$25469.71
127,Elie,Simonin,WINS,Finance,NASDAQ,Wins Finance Holdings Inc.,$4.11B,$53767.69
128,Kattie,Petto,FBZ,n/a,NASDAQ,First Trust Brazil AlphaDEX Fund,$25.39M,$43518.71
129,Teena,Frohock,KODK,Miscellaneous,NYSE,Eastman Kodak Company,$394.9M,$94296.99
130,Ede,Woodroff,MHO^A,n/a,NYSE,"M/I Homes, Inc.",n/a,$73136.02
131,Lyell,Cornillot,BMCH,Consumer Services,NASDAQ,"BMC Stock Holdings, Inc.",$1.48B,$64555.16
132,Cherish,Tomek,RNST,Finance,NASDAQ,Renasant Corporation,$1.94B,$75660.65
133,Elsy,Tailby,MXIM,Technology,NASDAQ,"Maxim Integrated Products, Inc.",$13.07B,$56007.10
134,Esme,Antonin,FFHL,Capital Goods,NASDAQ,"Fuwei Films (Holdings) Co., Ltd.",$10.06M,$19856.35
135,Juliane,McTerrelly,PACW,Finance,NASDAQ,PacWest Bancorp,$5.87B,$40447.05
136,Leicester,Pickervance,CHMG,Finance,NASDAQ,Chemung Financial Corp,$185.56M,$89025.40
137,Federica,Dowell,ITGR,Miscellaneous,NYSE,Integer Holdings Corporation,$1.31B,$90447.18
138,Bambi,Spaice,AREX,Energy,NASDAQ,Approach Resources Inc.,$233.83M,$78284.72
139,Saraann,Stuttard,FWONA,Consumer Services,NASDAQ,Liberty Media Corporation,n/a,$9504.20
140,Thorny,Stuehmeier,BRX,Consumer Services,NYSE,Brixmor Property Group Inc.,$5.63B,$15613.53
141,Pamelina,Tomasoni,SBBC,Transportation,NYSE,Scorpio Tankers Inc.,n/a,$90871.45
142,Abagail,Aldie,BMS,Consumer Durables,NYSE,"Bemis Company, Inc.",$4.19B,$39993.10
143,Den,Giddings,PHM,Capital Goods,NYSE,"PulteGroup, Inc.",$7.58B,$72275.47
144,Harrietta,Shippey,PNW,Public Utilities,NYSE,Pinnacle West Capital Corporation,$9.92B,$52858.04
145,Andris,Mohan,OME,Consumer Non-Durables,NYSE,Omega Protein Corporation,$390.47M,$97151.46
146,Gerhard,Gregoretti,MFM,n/a,NYSE,MFS Municipal Income Trust,$294.49M,$53200.54
147,Jameson,Petrashkov,ICCH,Finance,NASDAQ,"ICC Holdings, Inc.",$53.83M,$38094.78
148,Shalom,Jonas,OCRX,Health Care,NASDAQ,"Ocera Therapeutics, Inc.",$25.45M,$27954.60
149,Ryon,Scroggins,PEBO,Finance,NASDAQ,Peoples Bancorp Inc.,$600.74M,$91967.78
150,Had,Zecchetti,HUN,Basic Industries,NYSE,Huntsman Corporation,$6.06B,$78198.08
151,Byron,Reisenstein,MIME,Technology,NASDAQ,Mimecast Limited,$1.4B,$7034.52
152,Natasha,Millward,ZION,Finance,NASDAQ,Zions Bancorporation,$8.73B,$50490.18
153,Sabine,Thewlis,TRNC,Consumer Services,NASDAQ,"tronc, Inc.",$422.69M,$48881.18
154,Lyndell,Aukland,GPRE,Basic Industries,NASDAQ,"Green Plains, Inc.",$868.22M,$51990.94
155,Freemon,Boustead,AREX,Energy,NASDAQ,Approach Resources Inc.,$233.83M,$64275.86
156,Stefanie,Guisler,CLIRW,Capital Goods,NASDAQ,ClearSign Combustion Corporation,n/a,$2350.69
157,Davon,Sexti,BLCM,Health Care,NASDAQ,"Bellicum Pharmaceuticals, Inc.",$375.06M,$86501.10
158,Maurie,Skirvin,AZRE,Public Utilities,NYSE,Azure Power Global Limited,$408.18M,$21534.95
159,Monro,Vel,ADRD,n/a,NASDAQ,BLDRS Developed Markets 100 ADR Index Fund,$60.17M,$36337.32
160,Bartholomeus,Wallhead,FTEO,n/a,NASDAQ,"FRONTEO, Inc.",$254.84M,$19611.55
161,Maxie,Desport,BVXVW,Health Care,NASDAQ,BiondVax Pharmaceuticals Ltd.,n/a,$96043.96
162,Hale,Dominici,VALE,Basic Industries,NYSE,VALE S.A.,$40.61B,$44772.96
163,Maurene,Blueman,SFE,Finance,NYSE,"Safeguard Scientifics, Inc.",$228.02M,$69290.41
164,Gallagher,Benit,AMFW,Consumer Services,NYSE,Amec Plc Ord,$2.41B,$63283.42
165,Michail,Dimberline,TPIV,Health Care,NASDAQ,TapImmune Inc.,$33.54M,$37759.10
166,Brande,Kiffin,SEAS,Consumer Services,NYSE,"SeaWorld Entertainment, Inc.",$1.49B,$98133.71
167,Bartolemo,Dunbobin,IPAS,Technology,NASDAQ,iPass Inc.,$94.73M,$91555.38
168,Mack,Epton,KSU,Transportation,NYSE,Kansas City Southern,$11.01B,$18500.64
169,Laurel,Mayhou,DTUL,Finance,NASDAQ,iPath US Treasury 2-year Bull ETN,$5.01M,$56397.13
170,Bel,Leahy,HSKA,Health Care,NASDAQ,Heska Corporation,$658.44M,$22247.15
171,Seka,Heaker,NYV,n/a,NYSE,Nuveen New York Municipal Value Fund 2,$35.5M,$83664.57
172,Monica,Halt,WTW,Consumer Services,NYSE,Weight Watchers International Inc,$1.84B,$18312.64
173,Lydia,Drinkhall,MLNX,Technology,NASDAQ,"Mellanox Technologies, Ltd.",$2.16B,$85356.58
174,Madonna,Jobes,NVR,Capital Goods,NYSE,"NVR, Inc.",$9.16B,$17519.18
175,Rufe,Iacovozzo,CVO,Consumer Durables,NYSE,Cenveo Inc,$52.17M,$42812.97
176,Patrica,Yard,TCBIL,Finance,NASDAQ,"Texas Capital Bancshares, Inc.",n/a,$86031.56
177,Talya,Borrett,CCU,Consumer Non-Durables,NYSE,"Compania Cervecerias Unidas, S.A.",$4.88B,$64523.37
178,Jase,Castellino,PFK,Finance,NYSE,"Prudential Financial, Inc.",n/a,$32909.89
179,Redford,Willerton,FCAU,Capital Goods,NYSE,Fiat Chrysler Automobiles N.V.,$20.65B,$17424.77
180,Maximo,Tinklin,BMA,Finance,NYSE,Macro Bank Inc.,$5.07B,$98512.95
181,Shanda,Thickpenny,CASC,Health Care,NASDAQ,"Cascadian Therapeutics, Inc.",$168.88M,$88673.29
182,Murial,Alldridge,DDC,Basic Industries,NYSE,Dominion Diamond Corporation,$1.03B,$24592.57
183,Celina,Silverwood,UIHC,Finance,NASDAQ,United Insurance Holdings Corp.,$702.78M,$94055.34
184,Corry,Surmeyers,BPFHW,Finance,NASDAQ,"Boston Private Financial Holdings, Inc.",n/a,$64748.79
185,Tabbie,Bodicam,LRGE,n/a,NASDAQ,ClearBridge Large Cap Growth ESG ETF,n/a,$31935.67
186,Engelbert,Wallsam,HSII,Technology,NASDAQ,"Heidrick & Struggles International, Inc.",$407.51M,$50914.70
187,Stefania,Moreinis,TLF,Consumer Non-Durables,NASDAQ,"Tandy Leather Factory, Inc.",$76.52M,$98740.90
188,Laurence,Ottery,OA,Capital Goods,NYSE,"Orbital ATK, Inc.",$5.74B,$97218.96
189,Evanne,Impey,ANF,Consumer Services,NYSE,Abercrombie & Fitch Company,$852.24M,$7591.25
190,Sonny,Elward,CTAS,Consumer Non-Durables,NASDAQ,Cintas Corporation,$13.74B,$50116.58
191,Corrianne,Churches,SCHW^C,n/a,NYSE,The Charles Schwab Corporation,n/a,$43434.11
192,Tessie,Bowman,BGS,Consumer Non-Durables,NYSE,"B&G Foods, Inc.",$2.45B,$22604.98
193,Madlin,Levings,VRS,Basic Industries,NYSE,Verso Corporation,$130.34M,$32287.69
194,Rebecca,Roake,CYH,Health Care,NYSE,"Community Health Systems, Inc.",$1.03B,$74297.45
195,Xerxes,Matterdace,SELB,Health Care,NASDAQ,"Selecta Biosciences, Inc.",$330.28M,$61287.95
196,Jane,Fancott,NODK,Finance,NASDAQ,"NI Holdings, Inc.",$417.19M,$3169.43
197,Sheba,Peppard,VRSK,Technology,NASDAQ,"Verisk Analytics, Inc.",$13.75B,$238.76
198,Anabal,Rollo,KPTI,Health Care,NASDAQ,Karyopharm Therapeutics Inc.,$427.83M,$54514.22
199,Carlin,Jalland,FKU,n/a,NASDAQ,First Trust United Kingdom AlphaDEX Fund,$27.49M,$93144.99
200,Ase,Cinderey,NICK,Finance,NASDAQ,"Nicholas Financial, Inc.",$61M,$54924.47
201,Vonnie,Layborn,FBP,Finance,NYSE,First BanCorp.,$1.26B,$13186.45
202,Bette-ann,Harmar,STON,Consumer Services,NYSE,StoneMor Partners L.P.,$345.32M,$99845.03
203,Melli,Tranter,LANC,Consumer Non-Durables,NASDAQ,Lancaster Colony Corporation,$3.43B,$70273.33
204,Shaylah,Hrus,LINC,Consumer Services,NASDAQ,Lincoln Educational Services Corporation,$80.58M,$64331.49
205,Corine,Beausang,TANH,Basic Industries,NASDAQ,Tantech Holdings Ltd.,$65.89M,$33398.76
206,Ignace,Kiefer,FI,Energy,NYSE,Frank's International N.V.,$1.9B,$6571.80
207,Sondra,Gorden,VGR,Consumer Non-Durables,NYSE,Vector Group Ltd.,$2.79B,$25340.46
208,Jannelle,MacDermott,ONS,Health Care,NASDAQ,"Oncobiologics, Inc.",$34.48M,$39141.83
209,Mattias,Osboldstone,BOCH,Finance,NASDAQ,Bank of Commerce Holdings (CA),$182.92M,$45127.98
210,Farrell,Gullyes,BBDO,Finance,NYSE,Banco Bradesco Sa,$49.29B,$61133.80
211,Mozes,Besset,CTRL,Capital Goods,NASDAQ,Control4 Corporation,$471M,$17767.22
212,Kelci,Wolfenden,WCFB,Finance,NASDAQ,"WCF Bancorp, Inc.",$26.13M,$13962.11
213,Catharine,Wolfart,BOKF,Finance,NASDAQ,BOK Financial Corporation,$5.54B,$81334.07
214,Llewellyn,Crosskill,WHLRP,Consumer Services,NASDAQ,"Wheeler Real Estate Investment Trust, Inc.",$16.13M,$12466.58
215,Felicia,Najara,RESN,Technology,NASDAQ,Resonant Inc.,$57.73M,$61017.55
216,Johannah,Medmore,JELD,Basic Industries,NYSE,"JELD-WEN Holding, Inc.",$3.6B,$99030.70
217,Jeannine,Bubbins,JWN,Consumer Services,NYSE,"Nordstrom, Inc.",$7.89B,$73219.08
218,Maxim,Counsell,BRSS,Capital Goods,NYSE,"Global Brass and Copper Holdings, Inc.",$675.15M,$98376.42
219,Briano,Jarrard,NUAN,Technology,NASDAQ,"Nuance Communications, Inc.",$5.24B,$38101.67
220,Oberon,Husbands,HGV,Consumer Services,NYSE,Hilton Grand Vacations Inc.,$3.62B,$90463.83
221,Polly,Sunnex,UBIO,n/a,NASDAQ,Proshares UltraPro Nasdaq Biotechnology,$35.1M,$65690.60
222,Leon,Pynner,JBN,Finance,NYSE,Select Asset Inc.,n/a,$74612.70
223,Kacie,Middis,RNDB,Finance,NASDAQ,"Randolph Bancorp, Inc.",$91.85M,$5727.20
224,Moll,Pendrich,SF^A,Finance,NYSE,Stifel Financial Corporation,n/a,$36420.60
225,Sumner,Rubertelli,BSX,Health Care,NYSE,Boston Scientific Corporation,$38B,$10113.90
226,Morissa,Heyworth,LGIH,Capital Goods,NASDAQ,"LGI Homes, Inc.",$803.3M,$4483.30
227,Grove,Garatty,MEDP,Health Care,NASDAQ,"Medpace Holdings, Inc.",$1.16B,$12973.55
228,Marigold,Vockings,PANL,Transportation,NASDAQ,Pangaea Logistics Solutions Ltd.,$99.12M,$63353.23
229,Steven,Grimes,HT^C,n/a,NYSE,Hersha Hospitality Trust,n/a,$56806.65
230,Stillman,Wadmore,CERS,Health Care,NASDAQ,Cerus Corporation,$233.83M,$72587.06
231,Vonnie,Standeven,ACM,Consumer Services,NYSE,AECOM,$5.08B,$58703.94
232,Kain,Surr,FGM,n/a,NASDAQ,First Trust Germany AlphaDEX Fund,$180.9M,$81349.21
233,Corri,Conniam,ALOT,Technology,NASDAQ,"AstroNova, Inc.",$90.18M,$72689.82
234,Osmond,Roblett,ALJ,Energy,NYSE,"Alon USA Energy, Inc.",$970.48M,$28449.09
235,Carmelia,Wozencraft,NXEOU,Consumer Durables,NASDAQ,"Nexeo Solutions, Inc.",n/a,$37928.67
236,Mano,Stubbs,FOF,n/a,NYSE,"Cohen & Steers Closed-End Opportunity Fund, Inc.",$351M,$25335.56
237,Welch,Hindmoor,EPAM,Technology,NYSE,"EPAM Systems, Inc.",$4.28B,$92498.14
238,Clayborne,Main,GENE,Health Care,NASDAQ,Genetic Technologies Ltd,$12.31M,$82321.51
239,Lesya,Esposito,OLD,n/a,NASDAQ,The Long-Term Care ETF,$2.7M,$80596.24
240,Rriocard,Daal,MOD,Capital Goods,NYSE,Modine Manufacturing Company,$833.83M,$56888.92
241,Lexis,Petriello,PGC,Finance,NASDAQ,Peapack-Gladstone Financial Corporation,$531.92M,$73357.90
242,Burke,Janusik,BSD,n/a,NYSE,BlackRock Strategic Municipal Trust Inc. (The),$101.12M,$11701.98
243,Cordi,Roch,BLH,n/a,NYSE,Blackrock New York Municipal 2018 Term Trust,$53.99M,$29859.38
244,Davidde,Stebbin,ASB,Finance,NYSE,Associated Banc-Corp,$3.82B,$90424.61
245,Tripp,Grose,ADS,Miscellaneous,NYSE,Alliance Data Systems Corporation,$14.19B,$53194.47
246,Geri,Berre,AMMA,Consumer Services,NASDAQ,"Alliance MMA, Inc.",$10.91M,$79203.60
247,Lennard,Gehring,LND,n/a,NYSE,Brasilagro Cia Brasileira De Propriedades Agricolas,$218.35M,$8776.48
248,Durant,Landsman,AHC,Consumer Services,NYSE,A.H. Belo Corporation,$120.61M,$89245.55
249,Kathi,Cushworth,MHO^A,n/a,NYSE,"M/I Homes, Inc.",n/a,$81076.76
250,Kathleen,Betteriss,NPK,Capital Goods,NYSE,"National Presto Industries, Inc.",$776.78M,$12194.59
251,Morse,Mineghelli,FGP,Consumer Services,NYSE,"Ferrellgas Partners, L.P.",$508.11M,$3647.55
252,Dannie,Cleall,OZM,Finance,NYSE,Och-Ziff Capital Management Group LLC,$1.07B,$92686.91
253,Aileen,Skiplorne,KEM,Capital Goods,NYSE,Kemet Corporation,$651.31M,$85457.45
254,Donny,Hepher,GGZ^A,n/a,NYSE,Gabelli Global Small and Mid Cap Value Trust (The),n/a,$19950.31
255,Pearl,Lefever,GPRO,Miscellaneous,NASDAQ,"GoPro, Inc.",$1.12B,$92504.76
