id,first_name,last_name,Ticker,Sector,Market,Stock Name,Market Cap,Purchase Price
30,Enrika,Campa,EQCO,Consumer Services,NYSE,Equity Commonwealth,n/a,$8264.69
31,Leonidas,Coil,TMK^B,n/a,NYSE,Torchmark Corporation,n/a,$95837.43
32,Kare,Gonet,EAGLW,Finance,NASDAQ,Double Eagle Acquisition Corp.,n/a,$79316.13
33,Sawyer,Rentoll,HHS,Technology,NYSE,"Harte-Hanks, Inc.",$68.38M,$10075.76
34,Zondra,Chasemoore,PSXP,Energy,NYSE,Phillips 66 Partners LP,$5.04B,$82987.62
35,Care,Hurdwell,UMC,Technology,NYSE,United Microelectronics Corporation,$4.95B,$59014.79
36,Bidget,Josephi,AIMC,Capital Goods,NASDAQ,Altra Industrial Motion Corp.,$1.25B,$11105.44
37,Ernesta,Jeandillou,LUX,Health Care,NYSE,"Luxottica Group, S.p.A.",$29.05B,$36914.32
38,Claudia,Bexon,ISG,Finance,NYSE,"ING Group, N.V.",n/a,$54580.74
39,Monte,De Nisco,PBBI,Finance,NASDAQ,"PB Bancorp, Inc.",$81.84M,$79618.85
40,Payton,Boerderman,ACOR,Health Care,NASDAQ,"Acorda Therapeutics, Inc.",$804.88M,$37064.59
41,Marge,Quittonden,UNT,Energy,NYSE,Unit Corporation,$967.2M,$1315.73
42,Kessia,Vlasenkov,TTF,n/a,NYSE,"Thai Fund, Inc. (The)",$106.14M,$56523.50
43,Gerick,Maslen,ALLY^A,n/a,NYSE,Ally Financial Inc.,n/a,$62095.78
44,Pia,Spandley,MS^F,n/a,NYSE,Morgan Stanley,n/a,$38974.68
45,Carmon,Brotherheed,BIG,Consumer Services,NYSE,"Big Lots, Inc.",$2.12B,$92976.47
46,Star,Cahen,MTRX,Basic Industries,NASDAQ,Matrix Service Company,$231.47M,$68208.87
47,Faustina,Wear,PTGX,Health Care,NASDAQ,"Protagonist Therapeutics, Inc.",$177.84M,$98986.78
48,Everett,McSorley,WBMD,Miscellaneous,NASDAQ,WebMD Health Corp,$2.21B,$83853.36
49,Mikaela,Baumadier,GCV,n/a,NYSE,"Gabelli Convertible and Income Securities Fund, Inc. (The)",$71.34M,$15875.39
50,Malvina,Gorges,FLAG,n/a,NASDAQ,WeatherStorm Forensic Accounting Long Short ETF,$15.38M,$9873.70
51,Sharl,Tottem,MTOR,Capital Goods,NYSE,"Meritor, Inc.",$1.41B,$55604.10
52,Marietta,Tillman,NURO,Health Care,NASDAQ,"NeuroMetrix, Inc.",$3.64M,$33579.43
53,Gisela,Killough,KT,Public Utilities,NYSE,KT Corporation,$7.89B,$81354.81
54,Luz,Inns,ATHX,Health Care,NASDAQ,"Athersys, Inc.",$158.07M,$32301.97
55,Yardley,Petrie,PNC^Q,n/a,NYSE,"PNC Financial Services Group, Inc. (The)",n/a,$72861.36
56,Rosaline,Roubay,RFEU,n/a,NASDAQ,First Trust RiverFront Dynamic Europe ETF,$52.66M,$14592.02
57,Aldwin,Colvill,PEB^D,n/a,NYSE,Pebblebrook Hotel Trust,n/a,$38584.60
58,Hamlin,Symmers,CMA,Finance,NYSE,Comerica Incorporated,$13.11B,$14823.79
59,Correy,Lathwood,MYN,n/a,NYSE,"Blackrock MuniYield New York Quality Fund, Inc.",$520.17M,$76139.79
60,Eleen,Leith-Harvey,BPT,Energy,NYSE,BP Prudhoe Bay Royalty Trust,$445.12M,$36528.12
61,Lisa,Janz,MFM,n/a,NYSE,MFS Municipal Income Trust,$294.49M,$9243.72
62,Regine,Colleymore,ABRN,Consumer Services,NYSE,Arbor Realty Trust,n/a,$83913.08
63,Lorine,Simonou,VRA,Consumer Non-Durables,NASDAQ,"Vera Bradley, Inc.",$311.29M,$40516.42
64,Jacobo,Baty,AMRK,Basic Industries,NASDAQ,"A-Mark Precious Metals, Inc.",$112.5M,$54784.42
65,Phillipp,Bonds,PRH,Finance,NYSE,"Prudential Financial, Inc.",n/a,$94362.16
66,Cleon,Caesar,CACC,Finance,NASDAQ,Credit Acceptance Corporation,$4.64B,$13608.40
67,Carmel,Priestnall,EMMS,Consumer Services,NASDAQ,Emmis Communications Corporation,$39.09M,$62202.65
68,Ofilia,Phethean,GIB,Consumer Services,NYSE,"CGI Group, Inc.",$13.16B,$30438.45
69,Maurie,Faulks,PEB^C,n/a,NYSE,Pebblebrook Hotel Trust,n/a,$42050.43
70,Domini,Mannagh,HIO,n/a,NYSE,"Western Asset High Income Opportunity Fund, Inc.",$666.84M,$91768.25
71,Karilynn,Tredinnick,FNY,n/a,NASDAQ,First Trust Mid Cap Growth AlphaDEX Fund,$93.37M,$35170.64
72,Gwen,Vedikhov,ACHC,Health Care,NASDAQ,"Acadia Healthcare Company, Inc.",$3.97B,$41926.65
73,Vevay,Zuann,USM,Public Utilities,NYSE,United States Cellular Corporation,$3.3B,$95089.97
74,Jo-ann,Flipsen,BIIB,Health Care,NASDAQ,Biogen Inc.,$53.4B,$8967.88
75,Joana,Twiddy,BMRC,Finance,NASDAQ,Bank of Marin Bancorp,$391.38M,$65783.95
76,Sheelagh,Cufflin,BK,Finance,NYSE,Bank Of New York Mellon Corporation (The),$51.88B,$20885.61
77,Ferdie,Capinetti,CDK,Miscellaneous,NASDAQ,"CDK Global, Inc.",$8.96B,$17416.93
78,Fidel,Pettican,LION,Finance,NASDAQ,Fidelity Southern Corporation,$610.37M,$69027.24
79,Sauncho,Turpin,ATLO,Finance,NASDAQ,Ames National Corporation,$283.98M,$15993.71
80,Manny,Hockey,MSA,Health Care,NYSE,MSA Safety Incorporporated,$3.16B,$97805.55
81,Lexi,Cubbit,DGICA,Finance,NASDAQ,"Donegal Group, Inc.",$436.92M,$52167.74
82,Robinson,Eliot,SSP,Consumer Services,NYSE,E.W. Scripps Company (The),$1.53B,$87851.79
83,Tabby,Oyley,WFC^Y,n/a,NYSE,Wells Fargo & Company,n/a,$56210.95
84,Sheffie,Kittredge,AFT,n/a,NYSE,Apollo Senior Floating Rate Fund Inc.,$265.68M,$95221.00
85,Dennison,Lakenden,UNB,Finance,NASDAQ,"Union Bankshares, Inc.",$207.26M,$84375.74
86,Bernette,Ness,IRDM,Consumer Durables,NASDAQ,Iridium Communications Inc,$1.11B,$10783.38
87,Ardelia,Pieterick,PSTG,Technology,NYSE,"Pure Storage, Inc. ",$2.77B,$2612.69
88,Godiva,Hadenton,GOV,Finance,NASDAQ,Government Properties Income Trust,$1.61B,$69464.34
89,Myrvyn,Abrami,SIMO,Technology,NASDAQ,Silicon Motion Technology Corporation,$1.82B,$75593.19
90,Melodee,Hughes,SKLN,Health Care,NASDAQ,Skyline Medical Inc.,$9.9M,$35907.82
91,Alika,Giraths,VEEV,Technology,NYSE,Veeva Systems Inc.,$8.33B,$42502.57
92,Levey,Foley,MTBC,Technology,NASDAQ,"Medical Transcription Billing, Corp.",$19.07M,$66056.86
93,Stephana,Lambourn,RKDA,Basic Industries,NASDAQ,"Arcadia Biosciences, Inc.",$26.03M,$93746.74
94,Rosaline,Uzielli,BNED,Consumer Services,NYSE,"Barnes & Noble Education, Inc",$478.88M,$46391.97
95,Mercy,Mitrikhin,SLCT,Finance,NASDAQ,"Select Bancorp, Inc.",$138.19M,$14086.12
96,Guilbert,Osgar,NCV,n/a,NYSE,AllianzGI Convertible & Income Fund,$618.69M,$22735.99
97,Annecorinne,Merman,IBP,Basic Industries,NYSE,"Installed Building Products, Inc.",$1.7B,$30349.94
98,Redd,Millwall,TCCO,Technology,NASDAQ,Technical Communications Corporation,$7.36M,$91473.68
99,Paula,Shufflebotham,OSG,Transportation,NYSE,"Overseas Shipholding Group, Inc.",$192.45M,$70990.07
100,Keriann,McHaffy,SNGXW,Health Care,NASDAQ,"Soligenix, Inc.",n/a,$96353.22
101,Viv,Stonbridge,FOGO,Consumer Services,NASDAQ,"Fogo de Chao, Inc.",$392.16M,$42591.29
102,Jesse,Braune,PES,Energy,NYSE,Pioneer Energy Services Corp.,$158.42M,$58272.25
103,Sidonia,Gannicott,PSA^W,n/a,NYSE,Public Storage,n/a,$16312.68
104,Rudd,Chadburn,ORA,Public Utilities,NYSE,"Ormat Technologies, Inc.",$3.02B,$53494.35
105,Loleta,Goudman,FBP,Finance,NYSE,First BanCorp.,$1.26B,$54659.47
106,Ricky,Dincke,MDGL,Health Care,NASDAQ,"Madrigal Pharmaceuticals, Inc.",$169.37M,$44624.97
107,Gerick,Smallman,TCO,Consumer Services,NYSE,"Taubman Centers, Inc.",$3.51B,$96377.64
108,Trey,Kingdon,HFC,Energy,NYSE,HollyFrontier Corporation,$4.66B,$20492.87
109,Adelheid,Scaice,FNY,n/a,NASDAQ,First Trust Mid Cap Growth AlphaDEX Fund,$93.37M,$91372.80
110,Demetra,Chisolm,ASB^C,n/a,NYSE,Associated Banc-Corp,n/a,$12319.43
111,Gabie,Willes,PJC,Finance,NYSE,Piper Jaffray Companies,$923.44M,$14199.84
112,Melicent,Fidelus,EFX,Finance,NYSE,"Equifax, Inc.",$17.14B,$84486.88
113,Jenifer,Geraldo,HSBC,Finance,NYSE,HSBC Holdings plc,$176.43B,$99014.84
114,Aura,Berrow,SGMA,Technology,NASDAQ,"SigmaTron International, Inc.",$27.63M,$34670.98
115,Merrie,Reskelly,HA,Transportation,NASDAQ,"Hawaiian Holdings, Inc.",$2.49B,$96751.00
116,Dyna,Woodsford,SCAC,Finance,NASDAQ,Saban Capital Acquisition Corp.,$315.63M,$17714.81
117,Kordula,Whimpenny,FNV,Basic Industries,NYSE,Franco-Nevada Corporation,$12.86B,$68258.25
118,Rice,Bentote,QAT,n/a,NASDAQ,iShares MSCI Qatar Capped ETF,$38.96M,$99349.08
119,Skyler,Causey,RIO,Basic Industries,NYSE,Rio Tinto Plc,$71.08B,$19488.14
120,Eugenius,Felix,RF,Finance,NYSE,Regions Financial Corporation,$17.26B,$57548.94
121,Hank,Gubbin,SBOT,Health Care,NASDAQ,"Stellar Biotechnologies, Inc.",$11.35M,$24673.59
122,Barn,MacAnulty,AVAL,Finance,NYSE,Grupo Aval Acciones y Valores S.A.,$9.32B,$54406.88
123,Alanah,Gilbride,OAKS,Consumer Services,NYSE,Five Oaks Investment Corp.,$80.86M,$38130.78
124,Sarine,Garthshore,TAL,Consumer Services,NYSE,TAL Education Group,$9.56B,$73399.53
125,Adelind,Gratten,PAAS,Basic Industries,NASDAQ,Pan American Silver Corp.,$2.49B,$33928.80
126,Udell,Marrian,CAI,Technology,NYSE,"CAI International, Inc.",$403.94M,$15964.78
127,Lynna,Fennelly,XGTI,Consumer Durables,NASDAQ,"XG Technology, Inc",$21.96M,$94637.35
128,Sydney,Fincke,CBX,n/a,NYSE,CBX (Listing Market NYSE Networks AE,n/a,$54877.11
129,Rici,Botger,JASN,Consumer Durables,NASDAQ,"Jason Industries, Inc.",$33.43M,$55884.46
130,Noni,Dimitrescu,NRZ,Consumer Services,NYSE,New Residential Investment Corp.,$5.14B,$62669.54
131,Arleta,Ivanitsa,CEO,Energy,NYSE,CNOOC Limited,$1.11B,$67412.48
132,Bonnibelle,Syddall,ARU.CL,n/a,NYSE,Ares Capital Corporation,n/a,$45083.28
133,Antoine,Leglise,RY^S,n/a,NYSE,Royal Bank Of Canada,n/a,$49504.29
134,Appolonia,Tezure,SALM,Consumer Services,NASDAQ,"Salem Media Group, Inc.",$187.36M,$56608.75
135,Doti,Trengrove,CHUBA,Technology,NASDAQ,"CommerceHub, Inc.",$725.75M,$1979.42
136,Ev,Bushel,LEN.B,Basic Industries,NYSE,Lennar Corporation,n/a,$76957.70
137,Lucho,Gregol,MYL,Health Care,NASDAQ,Mylan N.V.,$19.68B,$35747.98
138,Eliot,Tatton,BLVDU,Finance,NASDAQ,Boulevard Acquisition Corp. II,n/a,$42101.23
139,Pearla,Wedge,UNF,Consumer Services,NYSE,Unifirst Corporation,$2.87B,$25257.68
140,Tamara,Switzer,MAC,Consumer Services,NYSE,Macerich Company (The),$8.19B,$8597.76
141,Lissi,Dirr,SNDR,Transportation,NYSE,"Schneider National, Inc.",$3.74B,$94292.87
142,Karim,Coultas,ZIV,Finance,NASDAQ,VelocityShares Daily Inverse VIX Medium-Term ETN,$112.63M,$88104.67
143,Koralle,Reany,LBIO,Health Care,NASDAQ,"Lion Biotechnologies, Inc.",$374.11M,$56374.52
144,Yalonda,Shelf,GSHT,Finance,NASDAQ,"Gores Holdings II, Inc.",$400.4M,$18818.23
145,Vonni,Saladine,VJET,Capital Goods,NYSE,voxeljet AG,$98.77M,$11367.47
146,Cindelyn,Wegenen,OBAS,Finance,NASDAQ,Optibase Ltd.,$52.14M,$3599.65
147,Issie,Marion,TSO,Energy,NYSE,Tesoro Corporation,$14.78B,$37766.91
148,Sterne,Local,FRGI,Consumer Services,NASDAQ,"Fiesta Restaurant Group, Inc.",$571.04M,$88602.66
149,Hestia,Shalcras,BAM,Consumer Services,NYSE,Brookfield Asset Management Inc,$37.85B,$44612.89
150,Andonis,Coltart,TOCA,Health Care,NASDAQ,Tocagen Inc.,$296.12M,$6659.35
151,Dannie,Cellone,CLDX,Health Care,NASDAQ,"Celldex Therapeutics, Inc.",$290.24M,$29668.81
152,Elisabet,Filshin,MRAM,Technology,NASDAQ,"Everspin Technologies, Inc.",$235.31M,$54270.69
153,Jaye,Tomanek,KTF,n/a,NYSE,Scudder Municiple Income Trust,$532.25M,$40931.76
154,Bertine,Jervoise,OKTA,Technology,NASDAQ,"Okta, Inc.",$2.52B,$362.92
155,Sigismondo,Grigolon,DATA,Technology,NYSE,"Tableau Software, Inc.",$4.84B,$24498.64
156,Byran,Neasam,TCBIL,Finance,NASDAQ,"Texas Capital Bancshares, Inc.",n/a,$20723.30
157,Ashla,Willgrass,MNST,Consumer Non-Durables,NASDAQ,Monster Beverage Corporation,$28.57B,$23825.81
158,Tomas,Durno,FTGC,n/a,NASDAQ,First Trust Global Tactical Commodity Strategy Fund,$148.4M,$23467.21
159,Sherrie,Oblein,AXON          ,Health Care,NYSE,Axovant Sciences Ltd.,$2.26B,$40392.58
160,Gasper,Badsworth,NEPT,Health Care,NASDAQ,Neptune Technologies & Bioresources Inc,$63.65M,$57694.29
161,Micah,Stuck,FLC,n/a,NYSE,Flaherty & Crumrine Total Return Fund Inc,$220.5M,$62640.89
162,Davida,Garbett,AGFS,Finance,NASDAQ,"AgroFresh Solutions, Inc.",$356.99M,$52923.05
163,Gannie,Kensall,KTWO,Health Care,NASDAQ,"K2M Group Holdings, Inc.",$967.38M,$45042.35
164,Clevie,Collyer,GRX,n/a,NYSE,The Gabelli Healthcare & Wellness Trust,$208.41M,$51322.61
165,Christyna,Weigh,CRSP,Health Care,NASDAQ,CRISPR Therapeutics AG,$592.36M,$55624.57
166,Alford,Blay,MSTR,Technology,NASDAQ,MicroStrategy Incorporated,$2.09B,$77582.31
167,Mair,Groneway,IESC,Capital Goods,NASDAQ,"IES Holdings, Inc.",$343.54M,$34401.39
168,Jaquenetta,Pargiter,GPM,n/a,NYSE,Guggenheim Enhanced Equity Income Fund,$392.46M,$98799.27
169,Granger,Driscoll,CUBA,n/a,NASDAQ,"The Herzfeld Caribbean Basin Fund, Inc.",$43.73M,$73570.80
170,Marcelle,Sawden,ISD,n/a,NYSE,"Prudential Short Duration High Yield Fund, Inc.",$509.16M,$85948.89
171,Margalo,Sommerfeld,DEI,Consumer Services,NYSE,"Douglas Emmett, Inc.",$6.03B,$9763.64
172,Colan,Fick,CREG,Miscellaneous,NASDAQ,China Recycling Energy Corporation,$11.63M,$22532.76
173,Pebrook,Lumly,UCBA,Finance,NASDAQ,United Community Bancorp,$79.88M,$39009.18
174,Alanson,Symons,COOL,Technology,NASDAQ,"PolarityTE, Inc.",$107.61M,$45414.28
175,Lazare,Falks,C^L,n/a,NYSE,Citigroup Inc.,n/a,$42058.47
176,Karlens,McDougal,CIA,Finance,NYSE,"Citizens, Inc.",$350.57M,$85245.86
177,Wallace,Greenrde,PNBK,Finance,NASDAQ,Patriot National Bancorp Inc.,$60.36M,$80344.56
178,Gibbie,Lillo,EAGLW,Finance,NASDAQ,Double Eagle Acquisition Corp.,n/a,$33929.04
179,Charil,Dunkerley,SASR,Finance,NASDAQ,"Sandy Spring Bancorp, Inc.",$970.14M,$78736.88
180,Ag,Risley,IMDZ,Health Care,NASDAQ,Immune Design Corp.,$184.11M,$53106.33
181,Kienan,McShane,GFY,n/a,NYSE,Western Asset Variable Rate Strategic Fund Inc.,$79.04M,$88535.80
182,Juieta,Carslake,RMT,n/a,NYSE,"Royce Micro-Cap Trust, Inc.",$323.02M,$57937.55
183,Dionisio,Urquhart,PRKR,Technology,NASDAQ,"ParkerVision, Inc.",$41.59M,$70305.45
184,Armstrong,Mackerel,NEA,n/a,NYSE,Nuveen AMT-Free Quality Municipal Income Fund,$3.61B,$27991.31
185,Andrew,Sandy,FHK,n/a,NASDAQ,First Trust Hong Kong AlphaDEX Fund,$7.71M,$37853.80
186,Hunfredo,Snowman,PSA^Y,n/a,NYSE,Public Storage,n/a,$7062.69
187,Rebekah,Lindell,GPN,Miscellaneous,NYSE,Global Payments Inc.,$13.65B,$25665.11
188,Von,Chomley,TRCO,Consumer Services,NYSE,Tribune Media Company,$3.57B,$45767.86
189,Joana,Bau,SBFG,Finance,NASDAQ,"SB Financial Group, Inc.",$83.18M,$17312.27
190,Ingaborg,Hitcham,AXARW,Finance,NASDAQ,Axar Acquisition Corp.,n/a,$68518.40
191,Phyllys,Levington,LYTS,Consumer Durables,NASDAQ,LSI Industries Inc.,$230.63M,$71721.95
192,Stacia,Haggus,BFO,n/a,NYSE,Blackrock Florida Municipal 2020 Term Trust,$84.27M,$8316.66
193,Munroe,Ingamells,NNDM,Technology,NASDAQ,Nano Dimension Ltd.,$60.98M,$60680.56
194,Ollie,Tittletross,WFC^W,n/a,NYSE,Wells Fargo & Company,n/a,$34623.36
195,Silvanus,Pinnington,ASA,n/a,NYSE,ASA Gold and Precious Metals Limited,$222.22M,$29244.68
196,Viv,Dumbrall,SNX,Technology,NYSE,Synnex Corporation,$4.72B,$48828.29
197,Wood,Dudill,SHO,Consumer Services,NYSE,"Sunstone Hotel Investors, Inc.",$3.65B,$33051.41
198,Charissa,Scoterbosh,CACI,Technology,NYSE,"CACI International, Inc.",$2.97B,$25064.89
199,Ottilie,Dunnett,KBAL,Consumer Durables,NASDAQ,"Kimball International, Inc.",$629.83M,$43238.73
200,Neala,Scandrick,CATO,Consumer Services,NYSE,Cato Corporation (The),$458.45M,$10963.23
201,Manfred,Tavener,LMOS,Public Utilities,NASDAQ,Lumos Networks Corp.,$427.4M,$85396.13
202,Base,Adami,HWKN,Consumer Durables,NASDAQ,"Hawkins, Inc.",$512.92M,$33950.05
203,Florencia,Dabourne,TSM,Technology,NYSE,Taiwan Semiconductor Manufacturing Company Ltd.,$186.02B,$69056.61
204,Agnola,Matyugin,IBKCP,Finance,NASDAQ,IBERIABANK Corporation,n/a,$23584.16
205,Auroora,Ferraraccio,IFGL,n/a,NASDAQ,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,$532.8M,$73090.33
206,Tandie,Arington,PDI,n/a,NYSE,PIMCO Dynamic Income Fund,$1.43B,$90724.96
207,Morty,Baines,CSTE,Capital Goods,NASDAQ,Caesarstone Ltd.,$1.17B,$46681.46
208,Nelli,Haskey,CORE,Consumer Non-Durables,NASDAQ,"Core-Mark Holding Company, Inc.",$1.59B,$50600.80
209,Nolana,Huggill,WKHS,Capital Goods,NASDAQ,"Workhorse Group, Inc.",$145.67M,$86701.02
210,George,Benezet,SNY,Health Care,NYSE,Sanofi,$123.34B,$46333.18
211,Napoleon,Slimings,THRM,Capital Goods,NASDAQ,Gentherm Inc,$1.39B,$85754.06
212,Desiri,Tebbitt,WDR,Finance,NYSE,"Waddell & Reed Financial, Inc.",$1.56B,$49925.01
213,Saunderson,Harrod,CMI,Energy,NYSE,Cummins Inc.,$27.14B,$81526.92
214,Eloise,Malloy,PIE,n/a,NASDAQ,PowerShares DWA Emerging Markets Momentum Portfolio,$176.16M,$19686.51
215,Eolanda,Carbonell,WPG^H,n/a,NYSE,Washington Prime Group Inc.,n/a,$39031.24
216,Merrielle,Phillp,NCB,n/a,NYSE,Nuveen California Municipal Value Fund 2,$58.06M,$57025.62
217,Bordy,Fields,OGS,Public Utilities,NYSE,"ONE Gas, Inc.",$3.79B,$40077.74
218,Andromache,Hunnisett,FCH,Consumer Services,NYSE,FelCor Lodging Trust Incorporated,$1.03B,$43413.40
219,Port,Penrice,BREW,Consumer Non-Durables,NASDAQ,"Craft Brew Alliance, Inc.",$320.72M,$21529.92
220,Rosita,Skittreal,NXN,n/a,NYSE,Nuveen Insured New York Select Tax-Free Income Portfolio,$54.36M,$71672.12
221,Burch,Rockall,CMTL,Technology,NASDAQ,Comtech Telecommunications Corp.,$448.07M,$70083.40
222,Kacy,Kewzick,LITB,Consumer Services,NYSE,"LightInTheBox Holding Co., Ltd.",$170.21M,$87671.93
223,Forster,Boot,FBZ,n/a,NASDAQ,First Trust Brazil AlphaDEX Fund,$25.39M,$55878.10
224,Joeann,Malatalant,MTRN,Capital Goods,NYSE,Materion Corporation,$728.51M,$10580.58
225,Kurtis,Fairtlough,ECCB,n/a,NYSE,Eagle Point Credit Company Inc.,n/a,$40161.74
226,Jaquenetta,Branney,BDGE,Finance,NASDAQ,"Bridge Bancorp, Inc.",$662.05M,$25781.55
227,Zora,Swinford,TTF,n/a,NYSE,"Thai Fund, Inc. (The)",$106.14M,$87720.60
228,Nicko,Fulton,EMCG,n/a,NASDAQ,WisdomTree Emerging Markets Consumer Growth Fund,$25.85M,$62205.45
229,Meghan,Sawnwy,EVGBC,n/a,NASDAQ,Eaton Vance NextShares Trust,n/a,$51568.34
230,Lolly,Jewar,CIL,n/a,NASDAQ,VictoryShares International Volatility Wtd ETF,n/a,$78544.94
231,Stella,Kanzler,NTEC,Health Care,NASDAQ,Intec Pharma Ltd.,$74.19M,$50910.09
232,Denys,Konert,PDLI,Health Care,NASDAQ,"PDL BioPharma, Inc.",$367.04M,$73471.57
233,Daniela,Lavis,CHSP,Consumer Services,NYSE,Chesapeake Lodging Trust,$1.51B,$80424.91
234,Zahara,Salthouse,PLOW,Capital Goods,NYSE,"Douglas Dynamics, Inc.",$689.02M,$65816.72
235,Simona,Hurdidge,ATXI,n/a,NASDAQ,"Avenue Therapeutics, Inc.",n/a,$20102.82
236,Jdavie,Bazell,RVLT,Consumer Durables,NASDAQ,"Revolution Lighting Technologies, Inc.",$146.86M,$39892.81
237,Trish,Bentote,WALA,Finance,NYSE,Western Alliance Bancorporation,n/a,$22389.84
238,Corene,Pothbury,LAD,Consumer Durables,NYSE,"Lithia Motors, Inc.",$2.22B,$42355.25
239,Dorey,Wones,SID,Capital Goods,NYSE,National Steel Company,$2.51B,$25498.97
240,Abie,Zanolli,SNAK,Consumer Non-Durables,NASDAQ,"Inventure Foods, Inc.",$83.67M,$93064.63
241,Rickey,Golde,BSD,n/a,NYSE,BlackRock Strategic Municipal Trust Inc. (The),$101.12M,$23639.18
242,Waring,Kalewe,VCYT,Health Care,NASDAQ,"Veracyte, Inc.",$259.78M,$5593.01
243,Curcio,Kuhndel,DWLD,n/a,NASDAQ,Davis Select Worldwide ETF,n/a,$51543.22
244,Gerrie,Andreuzzi,CADE,Finance,NYSE,Cadence Bancorporation,$1.89B,$81736.35
245,Gusty,McMearty,RILYZ,Miscellaneous,NASDAQ,"B. Riley Financial, Inc.",n/a,$3525.72
246,Edgard,Kupec,ENBL,Public Utilities,NYSE,"Enable Midstream Partners, LP",$6.43B,$49489.54
247,Fitz,Wickstead,MSM,Capital Goods,NYSE,"MSC Industrial Direct Company, Inc.",$4.86B,$26718.29
248,Stuart,Ebbett,NTAP,Technology,NASDAQ,"NetApp, Inc.",$10.29B,$59868.87
249,Claudio,Doy,SSWN,Transportation,NYSE,Seaspan Corporation,n/a,$29885.08
250,Robinett,Dodgshon,NTRP,Health Care,NASDAQ,"Neurotrope, Inc.",$59.88M,$11943.67
251,Gray,Coulston,CRDS,Technology,NASDAQ,"Crossroads Systems, Inc.",$2.32M,$80858.27
252,Silvio,Handscombe,HQL,n/a,NYSE,Tekla Life Sciences Investors,$425.52M,$81888.09
253,Kiri,Chopping,CTIB,Basic Industries,NASDAQ,CTI Industries Corporation,$21.03M,$76885.36
254,Taffy,Wallsworth,IIIN,Capital Goods,NASDAQ,"Insteel Industries, Inc.",$605.76M,$89893.36
255,Thorin,Ludl,WEN,Consumer Services,NASDAQ,Wendy's Company (The),$3.74B,$53873.39
