id,first_name,last_name,Ticker,Sector,Market,Stock Name,Market Cap,Purchase Price
25,Tiertza,Standidge,FET,Energy,NYSE,"Forum Energy Technologies, Inc.",$1.66B,$31675.30
26,Liz,Ricoald,EVGN,Basic Industries,NASDAQ,Evogene Ltd.,$130.67M,$69614.78
27,Adelind,Rohloff,PG,Basic Industries,NYSE,Procter & Gamble Company (The),$229.32B,$55544.98
28,Rollo,Insull,GGP,Consumer Services,NYSE,GGP Inc.,$21.32B,$60847.67
29,Faun,Blackater,WMK,Consumer Services,NYSE,"Weis Markets, Inc.",$1.3B,$8038.98
30,Janek,Mattam,KNOP,Consumer Services,NYSE,KNOT Offshore Partners LP,$702.27M,$96938.10
31,Zarah,Suddards,ZG,Miscellaneous,NASDAQ,"Zillow Group, Inc.",$8.39B,$20065.39
32,Alexine,Withinshaw,MYCC,Consumer Services,NYSE,"ClubCorp Holdings, Inc.",$871.53M,$19846.12
33,Michal,Grishmanov,FLT,Miscellaneous,NYSE,"FleetCor Technologies, Inc.",$13.32B,$58296.79
34,Cassey,Adlam,DKL,Energy,NYSE,"Delek Logistics Partners, L.P.",$800.41M,$82783.97
35,Uri,Papa,T,Public Utilities,NYSE,AT&T Inc.,$239.53B,$59545.82
36,Rosie,MacAdam,OVLY,Finance,NASDAQ,Oak Valley Bancorp (CA),$112.21M,$2158.02
37,Maura,Kieran,CCC,Basic Industries,NYSE,Calgon Carbon Corporation,$748.61M,$58764.03
38,Harli,Berthomier,WES,Public Utilities,NYSE,"Western Gas Partners, LP",$8.39B,$58265.47
39,Rollins,Liversidge,VSAR,Health Care,NASDAQ,"Versartis, Inc.",$577.43M,$90616.50
40,Jordan,Tideswell,EVLV,Consumer Services,NASDAQ,EVINE Live Inc.,$67.58M,$42568.77
41,Adam,Furse,QVCA,Consumer Services,NASDAQ,Liberty Interactive Corporation,$11.08B,$75171.50
42,Hewitt,Mountain,BOTJ,Finance,NASDAQ,"Bank of the James Financial Group, Inc.",$67.87M,$1622.76
43,Armando,Rollingson,WWE,Consumer Services,NYSE,"World Wrestling Entertainment, Inc.",$1.6B,$48620.09
44,Edna,Rother,UBA,Consumer Services,NYSE,Urstadt Biddle Properties Inc.,$788.64M,$37610.88
45,Janie,Mughal,BPFHP,Finance,NASDAQ,"Boston Private Financial Holdings, Inc.",n/a,$32627.10
46,Sadie,Borham,LEN,Basic Industries,NYSE,Lennar Corporation,$12.41B,$87493.99
47,Forest,Prosser,AEG,Finance,NYSE,Aegon NV,$10.51B,$38857.20
48,Charley,Delamaine,RUN,Capital Goods,NASDAQ,Sunrun Inc.,$605.25M,$17084.12
49,Sashenka,Dealtry,OTIV,Technology,NASDAQ,On Track Innovations Ltd,$51.37M,$23968.41
50,Hamish,Solleme,CHFN,Finance,NASDAQ,Charter Financial Corp.,$270.26M,$80768.23
51,Francoise,Daspar,MYJ,n/a,NYSE,"Blackrock MuniYield New Jersey Fund, Inc.",$229.85M,$89468.53
52,Levin,Brocking,AEMD,Capital Goods,NASDAQ,"Aethlon Medical, Inc.",$18.56M,$15545.04
53,Lorine,Gagg,NVCN,Health Care,NASDAQ,Neovasc Inc.,$111.64M,$28320.69
54,Nils,Chamney,JPM,Finance,NYSE,J P Morgan Chase & Co,$306.18B,$25046.55
55,Donia,Jouhandeau,IGI,n/a,NYSE,Western Asset Investment Grade Defined Opportunity Trust Inc.,$225.71M,$21558.40
56,Angele,Bewsey,BTA,n/a,NYSE,BlackRock Long-Term Municipal Advantage Trust,$159.86M,$28159.58
57,Mamie,Akrigg,XBKS,Finance,NASDAQ,"Xenith Bankshares, Inc.",$738.12M,$91201.84
58,Bibby,Loverock,OIS,Energy,NYSE,"Oil States International, Inc.",$1.49B,$59220.30
59,Bengt,Norbury,AAME,Finance,NASDAQ,Atlantic American Corporation,$74.51M,$6480.90
60,Pammi,Omrod,CPF,Finance,NYSE,CPB Inc.,$967.78M,$45861.97
61,Philis,Eddow,FC,Consumer Services,NYSE,Franklin Covey Company,$279.93M,$52965.10
62,Philippa,Callery,VIPS,Consumer Services,NYSE,Vipshop Holdings Limited,$6.96B,$2112.02
63,Kalila,Cosely,BANR,Finance,NASDAQ,Banner Corporation,$1.89B,$96429.98
64,Titos,Judge,AHH,Finance,NYSE,"Armada Hoffler Properties, Inc.",$643.63M,$87084.32
65,Dulce,Stuckes,SSB,Finance,NASDAQ,South State Corporation,$2.55B,$17987.06
66,Verena,Aslie,QINC,n/a,NASDAQ,First Trust RBA Quality Income ETF,$28.13M,$78011.58
67,Horatia,Larose,AC,Finance,NYSE,"Associated Capital Group, Inc.",$804.39M,$61528.39
68,Nichols,Millery,SBCP,Finance,NASDAQ,"Sunshine Bancorp, Inc.",$173.85M,$23644.35
69,Brianna,Loghan,EACQW,Capital Goods,NASDAQ,Easterly Acquisition Corp.,n/a,$24235.68
70,Honoria,Ansty,CPLA,Consumer Services,NASDAQ,Capella Education Company,$1.04B,$88083.57
71,Waneta,Schumacher,PBF,Energy,NYSE,PBF Energy Inc.,$2.39B,$88123.97
72,Corinna,Mackney,C^K,Finance,NYSE,Citigroup Inc.,n/a,$48284.92
73,Job,Eade,PBMD,Health Care,NASDAQ,Prima BioMed Ltd,$49.34M,$15163.22
74,Eugenia,Fairpool,FTD,Consumer Services,NASDAQ,"FTD Companies, Inc.",$505.61M,$44943.00
75,Kylie,Longman,LBRDK,Consumer Services,NASDAQ,Liberty Broadband Corporation,$16B,$92701.77
76,Reinhard,Marchand,AIG,Finance,NYSE,"American International Group, Inc.",$58.82B,$63279.96
77,Kassi,Cureton,BWG,n/a,NYSE,Legg Mason BW Global Income Opportunities Fund Inc.,$283.57M,$46470.55
78,Nap,Oxlade,GALT,Health Care,NASDAQ,Galectin Therapeutics Inc.,$81.48M,$653.25
79,Collen,Brattell,WSBF,Finance,NASDAQ,"Waterstone Financial, Inc.",$568.57M,$57329.60
80,Gaylene,Smyth,PER,Energy,NYSE,SandRidge Permian Trust,$150.94M,$71167.44
81,Harold,Leetham,BELFA,Capital Goods,NASDAQ,Bel Fuse Inc.,$252.29M,$48248.99
82,Lennie,Dower,CNNX,Public Utilities,NYSE,Cone Midstream Partners LP,$1.17B,$98211.51
83,Isis,Macourek,SAN^A,n/a,NYSE,"Banco Santander, S.A.",n/a,$24315.35
84,Leighton,Ciotto,UNVR,Consumer Durables,NYSE,Univar Inc.,$4.11B,$37269.68
85,Kellsie,Lougheid,CG,Finance,NASDAQ,The Carlyle Group L.P.,$5.99B,$97206.62
86,Barrie,Simonian,ELC,Public Utilities,NYSE,"Entergy Louisiana, Inc.",n/a,$23951.50
87,Bettye,MacMearty,SSBI,n/a,NASDAQ,Summit State Bank,$78.86M,$78494.73
88,Ricki,Rolland,TNP^B,n/a,NYSE,Tsakos Energy Navigation Ltd,n/a,$39475.56
89,Haleigh,Hardingham,BEL,Consumer Services,NYSE,Belmond Ltd.,$1.35B,$16406.06
90,Cletus,Errigo,UMPQ,Finance,NASDAQ,Umpqua Holdings Corporation,$4.09B,$2923.67
91,Kirbie,Baradel,DGLY,Technology,NASDAQ,"Digital Ally, Inc.",$21.87M,$20493.09
92,Dave,Gehringer,BXP^B,n/a,NYSE,"Boston Properties, Inc.",n/a,$90716.61
93,Modestia,Dodwell,AGIO,Health Care,NASDAQ,"Agios Pharmaceuticals, Inc.",$2.5B,$11324.87
94,Jarrod,Offin,HWKN,Consumer Durables,NASDAQ,"Hawkins, Inc.",$512.92M,$59034.01
95,Rosina,Jory,EAB,Public Utilities,NYSE,"Entergy Arkansas, Inc.",n/a,$89455.35
96,Ambrosi,Hayesman,PBCT,Finance,NASDAQ,"People's United Financial, Inc.",$6.07B,$38936.01
97,Hashim,Curran,SGBX,n/a,NASDAQ,"SG Blocks, Inc.",$87854.2,$99286.05
98,Land,Marquez,BHE,Technology,NYSE,"Benchmark Electronics, Inc.",$1.65B,$77382.42
99,Gregoor,Karlolak,IPDN,Technology,NASDAQ,"Professional Diversity Network, Inc.",$31.4M,$82882.33
100,Giacopo,Philcott,MO,Consumer Non-Durables,NYSE,Altria Group,$149.28B,$6833.44
101,Elnora,Hartridge,DRD,Basic Industries,NYSE,DRDGOLD Limited,$136.33M,$95356.04
102,Hamish,Swinbourne,SPNE,Health Care,NASDAQ,SeaSpine Holdings Corporation,$116.58M,$78648.94
103,Vilhelmina,Diggell,CONE,Consumer Services,NASDAQ,CyrusOne Inc,$5.08B,$89150.04
104,Cyndi,Fleet,ZB^A,n/a,NYSE,Zions Bancorporation,n/a,$18452.71
105,Dewie,Killwick,Z,Miscellaneous,NASDAQ,"Zillow Group, Inc.",$8.4B,$30154.37
106,Tiphanie,Legges,AVP,Consumer Non-Durables,NYSE,"Avon Products, Inc.",$1.54B,$37593.14
107,Daisy,Wincer,SOHOM,Consumer Services,NASDAQ,Sotherly Hotels LP,n/a,$91000.84
108,Brander,McNerlin,BKS,Consumer Services,NYSE,"Barnes & Noble, Inc.",$492.78M,$77270.39
109,Nealy,Cabena,DNKN,Consumer Services,NASDAQ,"Dunkin' Brands Group, Inc.",$5.17B,$47405.45
110,Ursula,Halgarth,TSRO,Health Care,NASDAQ,"TESARO, Inc.",$7.77B,$13264.62
111,Korie,Ferguson,O,Consumer Services,NYSE,Realty Income Corporation,$15.47B,$25562.90
112,Reed,Danilyak,GFNCP,Technology,NASDAQ,General Finance Corporation,n/a,$70190.55
113,Pernell,Bechley,JGH,n/a,NYSE,Nuveen Global High Income Fund,$386.58M,$26070.26
114,Faustine,Mannie,DSU,n/a,NYSE,"Blackrock Debt Strategies Fund, Inc.",$717.08M,$9337.01
115,Mitzi,Benedite,CTT           ,Consumer Services,NYSE,"CatchMark Timber Trust, Inc.",$452.92M,$23614.49
116,Irvine,Langstaff,TRP,Public Utilities,NYSE,TransCanada Corporation,$41.81B,$95449.82
117,Pierson,Newlands,CPAA,Finance,NASDAQ,Conyers Park Acquisition Corp.,$596.2M,$41495.26
118,Harwilll,Pepler,NEFF,Technology,NYSE,Neff Corporation,$563.71M,$4265.79
119,Rafaela,Hince,THLD,Health Care,NASDAQ,"Threshold Pharmaceuticals, Inc.",$27.59M,$7816.36
120,Elbert,Menichillo,FFBCW,Finance,NASDAQ,First Financial Bancorp.,n/a,$77178.45
121,Flossy,Woollacott,AHH,Finance,NYSE,"Armada Hoffler Properties, Inc.",$643.63M,$55466.90
122,Elbertine,Yepiskopov,FMO,n/a,NYSE,Fiduciary/Claymore MLP Opportunity Fund,$446.85M,$29851.98
123,Raffarty,Hanney,PEI^B,n/a,NYSE,Pennsylvania Real Estate Investment Trust,n/a,$39201.57
124,Silvia,Whylie,SKIS,Consumer Services,NASDAQ,"Peak Resorts, Inc.",$59.43M,$97259.06
125,Sheryl,Tiffany,GLDI,Finance,NASDAQ,X-Links Gold Shares Covered Call ETN,$126.29M,$85696.92
126,Trude,Eatock,BOMN,n/a,NASDAQ,Boston Omaha Corporation,n/a,$14934.95
127,Hartley,Tellesson,ETX           ,n/a,NYSE,Eaton Vance Municipal Income 2028 Term Trust,$222.28M,$64492.65
128,Elyse,Torbett,ELVT,Finance,NYSE,"Elevate Credit, Inc.",$349.39M,$97481.56
129,Maddy,Malmar,BBU,Basic Industries,NYSE,Brookfield Business Partners L.P.,$1.4B,$86026.69
130,Marita,Cotterrill,ADI,Technology,NASDAQ,"Analog Devices, Inc.",$29.38B,$57743.69
131,Dennison,Bram,MCHX,Miscellaneous,NASDAQ,"Marchex, Inc.",$124.92M,$21620.70
132,Liv,Posselow,PRXL,Health Care,NASDAQ,PAREXEL International Corporation,$4.24B,$75865.19
133,Nicolle,Dyball,WFT,Energy,NYSE,Weatherford International plc,$4.03B,$50570.99
134,Elysee,Brunelleschi,VBF,n/a,NYSE,Invesco Bond Fund,$221.63M,$4336.43
135,Jean,Wynett,VIVE,Health Care,NASDAQ,"Viveve Medical, Inc.",$152.9M,$61470.86
136,Bev,Ekell,BMCH,Consumer Services,NASDAQ,"BMC Stock Holdings, Inc.",$1.48B,$10184.14
137,Kathleen,Brenard,ORG,n/a,NASDAQ,The Organics ETF,n/a,$2413.81
138,Dayle,Topley,ETY,n/a,NYSE,Eaton Vance Tax-Managed Diversified Equity Income Fund,$1.73B,$7614.04
139,Alexia,Beatens,OMAM,Finance,NYSE,OM Asset Management plc,$1.64B,$77084.84
140,Gertruda,Swenson,LNC,Finance,NYSE,Lincoln National Corporation,$15.26B,$68272.12
141,Cornie,Izzat,SKT,Consumer Services,NYSE,"Tanger Factory Outlet Centers, Inc.",$2.49B,$55029.45
142,Kilian,Dyott,CCRC,Miscellaneous,NASDAQ,"China Customer Relations Centers, Inc.",$276.59M,$17305.98
143,Gabby,Inkle,MGM,Consumer Services,NYSE,MGM Resorts International,$18.74B,$50349.03
144,Joycelin,Henrie,BMI,Capital Goods,NYSE,"Badger Meter, Inc.",$1.16B,$1498.68
145,Wolfie,Dudderidge,YUMC,Consumer Services,NYSE,"Yum China Holdings, Inc.",$15.33B,$37126.46
146,Norry,Phillimore,IPCI,Health Care,NASDAQ,Intellipharmaceutics International Inc.,$64.12M,$17383.22
147,Teodor,Campana,IMKTA,Consumer Services,NASDAQ,"Ingles Markets, Incorporated",$687.82M,$80135.89
148,Manda,Darracott,ALIM,Health Care,NASDAQ,"Alimera Sciences, Inc.",$86.97M,$5297.12
149,Livia,Rheam,CYRN,Technology,NASDAQ,CYREN Ltd.,$80.33M,$9660.84
150,Ozzy,Aronstam,IVTY,Health Care,NASDAQ,"Invuity, Inc.",$104.39M,$52699.93
151,Juieta,MacNaughton,HA,Transportation,NASDAQ,"Hawaiian Holdings, Inc.",$2.49B,$4465.43
152,Sibby,Emlyn,XBIO,Health Care,NASDAQ,"Xenetic Biosciences, Inc.",$22.67M,$92692.27
153,Natividad,Champniss,GDO,n/a,NYSE,Western Asset Global Corporate Defined Opportunity Fund Inc.,$267.88M,$44073.68
154,Wendall,Wickens,TSRO,Health Care,NASDAQ,"TESARO, Inc.",$7.77B,$38703.26
155,Shelba,Huntress,NGHCO,Finance,NASDAQ,National General Holdings Corp,n/a,$18605.76
156,Conny,Jankovsky,QDEL,Health Care,NASDAQ,Quidel Corporation,$854.72M,$1652.07
157,Magdalen,Antrag,GCO,Consumer Services,NYSE,Genesco Inc.,$677.94M,$35657.33
158,Arabela,Waldram,BFIT,n/a,NASDAQ,Global X Health & Wellness Thematic ETF,n/a,$90722.00
159,Baxy,Guilaem,LM,Finance,NYSE,"Legg Mason, Inc.",$3.81B,$855.68
160,Sileas,Schafer,MSCC,Technology,NASDAQ,Microsemi Corporation,$5.55B,$54511.11
161,Pearle,Wales,ASB^C,n/a,NYSE,Associated Banc-Corp,n/a,$1220.32
162,Sydney,Kondratovich,NAVI,Finance,NASDAQ,Navient Corporation,$4.33B,$16791.63
163,Edgar,Dury,BKS,Consumer Services,NYSE,"Barnes & Noble, Inc.",$492.78M,$21838.25
164,Isak,Demicoli,OGS,Public Utilities,NYSE,"ONE Gas, Inc.",$3.79B,$6490.20
165,Dyanna,McMenamy,EPIX,Health Care,NASDAQ,ESSA Pharma Inc.,$19.79M,$88320.73
166,Kristal,Budd,STPP,Finance,NASDAQ,iPath US Treasury Steepener ETN,$3.25M,$87640.33
167,Jareb,Purveys,SFR,Consumer Services,NYSE,Colony Starwood Homes,$4.37B,$15993.76
168,Julie,Toke,IFON,Consumer Non-Durables,NASDAQ,InfoSonics Corp,$6.33M,$10522.10
169,Rahel,De Carolis,TROX,Basic Industries,NYSE,Tronox Limited,$1.6B,$41170.04
170,Inessa,Milliken,CVLY,Finance,NASDAQ,"Codorus Valley Bancorp, Inc",$225.47M,$61648.41
171,Cornela,Trevance,INFI,Health Care,NASDAQ,"Infinity Pharmaceuticals, Inc.",$85.75M,$43515.73
172,Winfield,Dobrovsky,HRMNU,Public Utilities,NASDAQ,Harmony Merger Corp.,n/a,$52296.30
173,Pinchas,Etheredge,UMC,Technology,NYSE,United Microelectronics Corporation,$4.95B,$85796.85
174,Christel,Bellsham,CYS,Consumer Services,NYSE,"CYS Investments, Inc.",$1.35B,$52384.33
175,Letitia,Jurek,NTRP,Health Care,NASDAQ,"Neurotrope, Inc.",$59.88M,$33358.70
176,Dom,Mayne,BANC^E,n/a,NYSE,"Banc of California, Inc.",n/a,$9488.28
177,Carrissa,Breckenridge,NNC,n/a,NYSE,Nuveen North Carolina Quality Municipal Income Fd,$220.34M,$61794.38
178,Cornela,Hayth,TNP^D,n/a,NYSE,Tsakos Energy Navigation Ltd,n/a,$47625.37
179,Vallie,Creek,BNED,Consumer Services,NYSE,"Barnes & Noble Education, Inc",$478.88M,$20522.23
180,Halimeda,Gegay,JKI,n/a,NASDAQ,iShares Morningstar Mid-Cap ETF,$380.3M,$76997.62
181,Galven,Pluvier,SGOC,Technology,NASDAQ,"SGOCO Group, Ltd",$12.16M,$21592.60
182,Tannie,Del Checolo,USPH,Health Care,NYSE,"U.S. Physical Therapy, Inc.",$787.59M,$41489.61
183,Karyn,Simonnot,CBPO,Health Care,NASDAQ,"China Biologic Products, Inc.",$3B,$18110.63
184,Westley,Phebey,NRIM,Finance,NASDAQ,Northrim BanCorp Inc,$220.8M,$21171.60
185,Abe,Twitching,TTGT,Miscellaneous,NASDAQ,"TechTarget, Inc.",$276.36M,$19949.04
186,Viole,Deverose,LECO,Technology,NASDAQ,"Lincoln Electric Holdings, Inc.",$6.35B,$97403.88
187,Claribel,Kennefick,BSX,Health Care,NYSE,Boston Scientific Corporation,$38B,$42102.92
188,Marietta,Bather,RELL,Consumer Non-Durables,NASDAQ,"Richardson Electronics, Ltd.",$75.94M,$67167.98
189,Pierson,Segebrecht,RATE,Technology,NYSE,"Bankrate, Inc.",$1.01B,$18901.04
190,Florry,Tregoning,FNTEU,Finance,NASDAQ,FinTech Acquisition Corp. II,n/a,$95688.34
191,Flossi,Sprowson,AMBA,Technology,NASDAQ,"Ambarella, Inc.",$1.64B,$45203.25
192,Lynette,Broderick,SFL,Transportation,NYSE,Ship Finance International Limited,$1.29B,$37037.54
193,Milt,Middlehurst,HIIQ,Finance,NASDAQ,"Health Insurance Innovations, Inc.",$392.38M,$61455.06
194,Jolene,Hartil,ICAD,Health Care,NASDAQ,icad inc.,$68.61M,$45976.56
195,Amery,Charpin,GPS,Consumer Services,NYSE,"Gap, Inc. (The)",$9.06B,$53645.89
196,Maribelle,Kieran,MILN,n/a,NASDAQ,Global X Millennials Thematic ETF,$4.36M,$94418.33
197,Rollo,Fitzsimons,DMO,n/a,NYSE,Western Asset Mortgage Defined Opportunity Fund Inc,$274.82M,$89586.39
198,Kellina,Merryweather,QCP,Consumer Services,NYSE,"Quality Care Properties, Inc.",$1.65B,$17829.61
199,Willie,Tickel,FDTS,n/a,NASDAQ,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,$7.7M,$79888.57
200,Matthew,Trevain,EACQW,Capital Goods,NASDAQ,Easterly Acquisition Corp.,n/a,$22752.45
201,Nettle,Nesterov,AEP,Public Utilities,NYSE,"American Electric Power Company, Inc.",$35.61B,$4851.99
202,Augustine,Gaye,BBDO,Finance,NYSE,Banco Bradesco Sa,$49.29B,$7984.14
203,Tallie,Franceschi,CASM,Health Care,NASDAQ,"CAS Medical Systems, Inc.",$28.79M,$7152.32
204,Arabelle,Enticott,OMAM,Finance,NYSE,OM Asset Management plc,$1.64B,$51899.86
205,Ernst,Milesop,MHD,n/a,NYSE,"Blackrock MuniHoldings Fund, Inc.",$243.6M,$283.50
206,Lucho,Towle,FCAU,Capital Goods,NYSE,Fiat Chrysler Automobiles N.V.,$20.65B,$86792.57
207,Maure,Onraet,RPD,Technology,NASDAQ,"Rapid7, Inc.",$739.26M,$20108.59
208,Stace,Nilles,PSA^A,n/a,NYSE,Public Storage,n/a,$54830.39
209,Katerina,Nobbs,SRLP,Energy,NYSE,Sprague Resources LP,$671.8M,$82756.92
210,Cinderella,Routledge,TECH,Health Care,NASDAQ,Bio-Techne Corp,$4.17B,$78059.54
211,Yuma,Bertelsen,TTS,Consumer Services,NASDAQ,"Tile Shop Hldgs, Inc.",$1.12B,$95963.59
212,Hebert,Abbey,PAACW,Finance,NASDAQ,Pacific Special Acquisition Corp.,n/a,$13923.35
213,El,Velasquez,STBA,Finance,NASDAQ,"S&T Bancorp, Inc.",$1.24B,$48425.65
214,Raphael,Dennert,COTY,Consumer Non-Durables,NYSE,Coty Inc.,$14.24B,$66668.28
215,Matthus,Rathmell,PER,Energy,NYSE,SandRidge Permian Trust,$150.94M,$99134.55
216,Francklyn,Gwillim,HMST,Finance,NASDAQ,"HomeStreet, Inc.",$806.79M,$45027.38
217,Rollins,Fer,HCHC,Capital Goods,NYSE,"HC2 Holdings, Inc.",$244.93M,$95100.78
218,Tamma,Ladloe,HIW,Consumer Services,NYSE,"Highwoods Properties, Inc.",$5.33B,$82767.81
219,Nevsa,Blatherwick,CFRX,Health Care,NASDAQ,ContraFect Corporation,$47.9M,$34481.43
220,Rebe,Piccard,BML^L,n/a,NYSE,Bank of America Corporation,n/a,$15117.09
221,Eulalie,Priestner,ADES,Basic Industries,NASDAQ,"Advanced Emissions Solutions, Inc.",$215.37M,$88176.71
222,Silvia,Norquoy,PTHN,Health Care,NYSE,Patheon N.V.,$5.06B,$34429.25
223,Finn,Lebang,REN           ,Energy,NYSE,Resolute Energy Corporation,$684.03M,$98386.09
224,Bentley,Pessolt,EDN,Public Utilities,NYSE,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),$1.41B,$14365.21
225,Kellen,Willard,AFST,Finance,NYSE,"AmTrust Financial Services, Inc.",n/a,$11545.93
226,Clea,Moral,MH^C,n/a,NYSE,"Maiden Holdings, Ltd.",n/a,$64428.82
227,Darcy,Hughman,PBBI,Finance,NASDAQ,"PB Bancorp, Inc.",$81.84M,$55163.49
228,Red,Wilkenson,KBWB,n/a,NASDAQ,PowerShares KBW Bank Portfolio,$833.52M,$12683.69
229,Burr,Paute,WALA,Finance,NYSE,Western Alliance Bancorporation,n/a,$39717.00
230,Angele,Sighard,SMP,Capital Goods,NYSE,"Standard Motor Products, Inc.",$1.15B,$67115.75
231,Bekki,Pinshon,APOG,Capital Goods,NASDAQ,"Apogee Enterprises, Inc.",$1.6B,$27113.74
232,Lotti,Truett,BPOP,Finance,NASDAQ,"Popular, Inc.",$3.98B,$82244.11
233,Filberte,Ordish,CYH,Health Care,NYSE,"Community Health Systems, Inc.",$1.03B,$47454.67
234,Vickie,Colebourne,DGLT,Technology,NASDAQ,"Digiliti Money Group, Inc.",$31.11M,$22258.30
235,Beverley,Werrett,HSNI,Consumer Services,NASDAQ,"HSN, Inc.",$1.68B,$65198.29
236,Jodee,Brundill,VBTX,Finance,NASDAQ,"Veritex Holdings, Inc.",$425.82M,$90380.12
237,Fran,Skittles,MCA,n/a,NYSE,"Blackrock MuniYield California Insured Fund, Inc.",$517.81M,$49401.76
238,Quinlan,Carlett,INTU,Technology,NASDAQ,Intuit Inc.,$35.74B,$51493.77
239,Joel,Besant,FWP,Health Care,NASDAQ,Forward Pharma A/S,$1.04B,$62593.78
240,Zebulen,Geffe,CSOD,Technology,NASDAQ,"Cornerstone OnDemand, Inc.",$2.09B,$44771.01
241,Marilyn,Jirsa,ERJ,Capital Goods,NYSE,Embraer-Empresa Brasileira de Aeronautica,$3.45B,$49000.27
242,Rozanne,Bottlestone,ANDE,Consumer Services,NASDAQ,"The Andersons, Inc.",$1.01B,$12605.63
243,Aggy,Holtum,CMRE,Transportation,NYSE,Costamare Inc.,$710.19M,$29426.64
244,Giana,Woodgate,BELFB,Capital Goods,NASDAQ,Bel Fuse Inc.,$312.96M,$31602.09
245,Buckie,Ivanshintsev,BXE,Energy,NYSE,Bellatrix Exploration Ltd,$152.93M,$10506.73
246,Ellynn,Jerisch,AXDX,Capital Goods,NASDAQ,"Accelerate Diagnostics, Inc.",$1.53B,$37042.22
247,Jayson,Laffoley-Lane,HYXE,n/a,NASDAQ,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,$10.42M,$1240.45
248,Keri,Georgins,BRX,Consumer Services,NYSE,Brixmor Property Group Inc.,$5.63B,$26751.38
249,Brandyn,Brougham,CVRR,Energy,NYSE,"CVR Refining, LP",$1.39B,$39459.11
250,Cherri,Riediger,FAB,n/a,NASDAQ,First Trust Multi Cap Value AlphaDEX Fund,$109.6M,$7350.76
251,Pablo,Jeannot,VECO,Technology,NASDAQ,Veeco Instruments Inc.,$1.17B,$54581.66
252,Gale,Callum,PBSK,Finance,NASDAQ,"Poage Bankshares, Inc.",$70.06M,$96262.87
253,Idalina,Meddemmen,HII,Capital Goods,NYSE,"Huntington Ingalls Industries, Inc.",$8.56B,$82126.26
254,Mireielle,McLaverty,ULTA,Consumer Services,NASDAQ,"Ulta Beauty, Inc.",$18.36B,$82210.34
255,Minor,Woodburn,EAB,Public Utilities,NYSE,"Entergy Arkansas, Inc.",n/a,$43799.49
256,Abba,Brundrett,CDW,Consumer Services,NASDAQ,CDW Corporation,$9.73B,$98113.37
257,Sancho,Serjent,HI,Consumer Durables,NYSE,Hillenbrand Inc,$2.31B,$83089.24
