id,first_name,last_name,Ticker,Sector,Market,Stock Name,Market Cap,Purchase Price
51,Tatum,Marham,FTSL,n/a,NASDAQ,First Trust Senior Loan Fund ETF,$1.28B,$69422.20
52,Patsy,Rylands,KEG,Energy,NYSE,"Key Energy Services, Inc.",$313.91M,$68264.43
53,Egor,Dearing,RBS,Finance,NYSE,Royal Bank Scotland plc (The),$37.92B,$1249.83
54,Wyn,Demeza,UDR,Consumer Services,NYSE,"United Dominion Realty Trust, Inc.",$10.75B,$45441.33
55,Pat,Hewertson,OBSV,Health Care,NASDAQ,ObsEva SA,$161.49M,$64186.95
56,Sena,Lightowler,CIM^A,n/a,NYSE,Chimera Investment Corporation,n/a,$52417.85
57,Ransom,Masters,KONE,Technology,NASDAQ,Kingtone Wirelessinfo Solution Holding Ltd,$5.16M,$74999.62
58,Kalina,Kippie,BAC^A,n/a,NYSE,Bank of America Corporation,n/a,$32849.03
59,Konstance,O' Loughran,FRP,Public Utilities,NASDAQ,"FairPoint Communications, Inc.",$423.98M,$99164.81
60,Odell,Rhys,MHF,n/a,NYSE,"Western Asset Municipal High Income Fund, Inc.",$160.52M,$7823.89
61,Mireille,Lodin,DNR,Energy,NYSE,Denbury Resources Inc.,$569.62M,$55605.61
62,Kaylee,Eddisford,STRS,Consumer Services,NASDAQ,Stratus Properties Inc.,$227.14M,$38230.57
63,Ethan,Whitmell,GOL,Transportation,NYSE,Gol Linhas Aereas Inteligentes S.A.,$6.06B,$8422.81
64,Jerrilee,Westrope,DSU,n/a,NYSE,"Blackrock Debt Strategies Fund, Inc.",$717.08M,$94419.63
65,Agace,Vincent,WHR,Consumer Durables,NYSE,Whirlpool Corporation,$14.49B,$6793.61
66,Yule,Meininking,ZUMZ,Consumer Services,NASDAQ,Zumiez Inc.,$316.23M,$2976.58
67,Kay,Mulrean,LAYN,Basic Industries,NASDAQ,Layne Christensen Company,$173.34M,$84279.65
68,Alexandro,Cohani,CWT,Public Utilities,NYSE,California Water  Service Group Holding,$1.8B,$63934.18
69,Abigale,Lindermann,USDP,Transportation,NYSE,USD Partners LP,$300.48M,$99437.08
70,Reggis,Alliker,PBBI,Finance,NASDAQ,"PB Bancorp, Inc.",$81.84M,$37752.78
71,Monti,Drew,PMPT,n/a,NASDAQ,iSectors Post-MPT Growth ETF,$11.34M,$74887.30
72,Shadow,Lintot,LW,Consumer Non-Durables,NYSE,"Lamb Weston Holdings, Inc.",$6.58B,$73947.71
73,Olivero,Churchill,BBC,n/a,NASDAQ,BioShares Biotechnology Clinical Trials Fund,$23.35M,$14211.44
74,Norrie,Lampart,BCPC,Basic Industries,NASDAQ,Balchem Corporation,$2.56B,$73459.27
75,Sloane,Hackwell,DLBS,Finance,NASDAQ,iPath US Treasury Long Bond Bear ETN,$17.07M,$46149.43
76,Orella,Matthessen,LEJU,Finance,NYSE,Leju Holdings Limited,$346.48M,$35756.06
77,Avrom,Prowting,MBCN,Finance,NASDAQ,Middlefield Banc Corp.,$168.26M,$58552.96
78,Emalia,Eeles,SFBC,Finance,NASDAQ,"Sound Financial Bancorp, Inc.",$74.25M,$80013.34
79,Giselle,Daymond,HMTV,Consumer Services,NASDAQ,"Hemisphere Media Group, Inc.",$484.37M,$34670.26
80,Dallas,Polycote,RICK,Consumer Services,NASDAQ,"RCI Hospitality Holdings, Inc.",$210.02M,$47623.16
81,Edithe,Fortye,PFBX,Finance,NASDAQ,Peoples Financial Corporation,$66.09M,$72675.37
82,Elizabet,Carthew,ADES,Basic Industries,NASDAQ,"Advanced Emissions Solutions, Inc.",$215.37M,$57356.03
83,Tannie,Kauscher,ALQA,Health Care,NASDAQ,"Alliqua BioMedical, Inc.",$17.01M,$23084.18
84,Ernaline,Bailes,BUI,n/a,NYSE,BlackRock Utility and Infrastructure Trust,$356.57M,$91961.98
85,Flora,Bride,CZWI,Finance,NASDAQ,"Citizens Community Bancorp, Inc.",$70.95M,$63274.54
86,Thaine,Snarie,KFN^,n/a,NYSE,KKR Financial Holdings LLC,n/a,$29089.31
87,Stu,Liddon,CZNC,Finance,NASDAQ,Citizens & Northern Corp,$287.82M,$74886.85
88,Care,Teasdale-Markie,TSRI,Technology,NASDAQ,"TSR, Inc.",$10.69M,$19010.81
89,Sonia,Mapstone,DGLD,Finance,NASDAQ,VelocityShares 3x Inverse Gold ETN,$18.66M,$48531.32
90,Ree,Jakucewicz,NSYS,Capital Goods,NASDAQ,Nortech Systems Incorporated,$9.15M,$93739.70
91,Sheba,Collis,ANTH,Health Care,NASDAQ,"Anthera Pharmaceuticals, Inc.",$2.31M,$31214.74
92,Kikelia,Moncur,GAINN,n/a,NASDAQ,Gladstone Investment Corporation,n/a,$55350.66
93,Sacha,Kubek,TKF,n/a,NYSE,"Turkish Investment Fund, Inc. (The)",$42.8M,$38691.18
94,Vasili,Autry,SLG,Consumer Services,NYSE,SL Green Realty Corporation,$10.76B,$11567.91
95,Jobyna,Haslum,OHRP,Health Care,NASDAQ,"Ohr Pharmaceuticals, Inc.",$33.73M,$55121.94
96,Meredith,Standbrooke,PLD,Consumer Services,NYSE,"Prologis, Inc.",$30.83B,$7979.40
97,Janek,Polk,DNB,Finance,NYSE,Dun & Bradstreet Corporation (The),$3.91B,$54441.67
98,Hanny,Djurevic,HRTX,Health Care,NASDAQ,"Heron Therapeutics, Inc.  ",$757.13M,$70921.32
99,Oralee,Fagan,GEH,Energy,NYSE,General Electric Capital Corporation,n/a,$86102.20
100,Xylina,Glader,NLST,Technology,NASDAQ,"Netlist, Inc.",$64.31M,$97311.14
101,Michel,Dillon,SSKN,Health Care,NASDAQ,"Strata Skin Sciences, Inc.",$6.36M,$79625.26
102,Nelle,Skeldinge,WMS,Capital Goods,NYSE,"Advanced Drainage Systems, Inc.",$1.13B,$73635.15
103,Danny,Lindeboom,JHB,n/a,NYSE,Nuveen High Income November 2021 Target Term Fund,$568.21M,$350.74
104,Aurelea,Mallall,DVCR,Health Care,NASDAQ,Diversicare Healthcare Services Inc.,$62M,$98059.53
105,Elissa,Crissil,EXA,Technology,NASDAQ,Exa Corporation,$203.27M,$52737.31
106,Janet,Gething,GEH,Energy,NYSE,General Electric Capital Corporation,n/a,$65695.28
107,Wileen,Rulton,USDP,Transportation,NYSE,USD Partners LP,$300.48M,$31414.66
108,Valida,McGurgan,NVGN,Health Care,NASDAQ,Novogen Limited,$16.59M,$63707.99
109,Fabian,Parkman,OVLY,Finance,NASDAQ,Oak Valley Bancorp (CA),$112.21M,$15614.36
110,Aluino,Farloe,SAN^A,n/a,NYSE,"Banco Santander, S.A.",n/a,$51457.49
111,Lukas,Koppen,ACIA,Technology,NASDAQ,"Acacia Communications, Inc.",$1.74B,$72912.39
112,Celestine,Ducker,WBS^E,n/a,NYSE,Webster Financial Corporation,n/a,$98218.60
113,Isa,Beardsley,JHA,n/a,NYSE,Nuveen High Income 2020 Target Term Fund,$296.92M,$34425.63
114,Marisa,Prydden,FPO,Consumer Services,NYSE,First Potomac Realty Trust,$654.69M,$80847.56
115,Annmarie,McReidy,APO^A,n/a,NYSE,"Apollo Global Management, LLC",n/a,$89138.02
116,Joyce,Bentall,IFON,Consumer Non-Durables,NASDAQ,InfoSonics Corp,$6.33M,$33268.83
117,Abrahan,Kondratyuk,WFC^J,n/a,NYSE,Wells Fargo & Company,n/a,$95076.93
118,Suki,Britto,TMK^C,n/a,NYSE,Torchmark Corporation,n/a,$6108.37
119,Adriana,Zuppa,LABL,Miscellaneous,NASDAQ,Multi-Color Corporation,$1.46B,$30162.85
120,Alick,Patry,JHY,n/a,NYSE,Nuveen High Income 2020 Target Term Fund,$145.49M,$24793.17
121,Leland,Coverly,ROST,Consumer Services,NASDAQ,"Ross Stores, Inc.",$23.38B,$28293.88
122,Dannel,Narbett,GPI,Consumer Durables,NYSE,"Group 1 Automotive, Inc.",$1.28B,$4333.91
123,Carver,Killoran,ZBRA,Technology,NASDAQ,Zebra Technologies Corporation,$5.5B,$83403.75
124,Tait,Phettis,HTGM,Capital Goods,NASDAQ,"HTG Molecular Diagnostics, Inc.",$26.86M,$6459.59
125,Sosanna,Parlett,POLA,n/a,NASDAQ,"Polar Power, Inc.",$47.06M,$31923.22
126,Janina,Rakes,PHD,n/a,NYSE,Pioneer Floating Rate Trust,$293.39M,$67719.61
127,Quillan,Blamphin,SNHNL,Consumer Services,NASDAQ,Senior Housing Properties Trust,n/a,$14786.21
128,Kimberli,Gilbanks,JCE,n/a,NYSE,Nuveen Core Equity Alpha Fund,$234.72M,$61687.90
129,Monroe,Granleese,DLNG,Consumer Services,NYSE,Dynagas LNG Partners LP,$517.44M,$3111.83
130,Lief,McConnal,AFI,Consumer Non-Durables,NYSE,"Armstrong Flooring, Inc.",$504.86M,$11121.15
131,Barn,Choake,ESRX,Health Care,NASDAQ,Express Scripts Holding Company,$37.4B,$87404.75
132,Lara,Connechy,LPI,Energy,NYSE,"Laredo Petroleum, Inc.",$2.58B,$25622.90
133,Kitti,Tuer,ATH,Finance,NYSE,Athene Holding Ltd.,$9.79B,$58363.63
134,Helaina,Slyvester,FGL,Finance,NYSE,Fidelity and Guaranty Life,$1.82B,$8208.10
135,Hubey,Clendening,PHD,n/a,NYSE,Pioneer Floating Rate Trust,$293.39M,$58810.18
136,Rosalynd,Bortoluzzi,PX,Basic Industries,NYSE,"Praxair, Inc.",$38.81B,$92018.57
137,Hermann,Bohills,LAND,Consumer Services,NASDAQ,Gladstone Land Corporation,$133.56M,$71876.17
138,Caterina,De la Zenne,OI,Consumer Durables,NYSE,"Owens-Illinois, Inc.",$3.72B,$91248.68
139,Warner,Pacitti,CBIO,Health Care,NASDAQ,"Catalyst Biosciences, Inc. ",$18.83M,$26984.15
140,Corabella,Maylin,IFEU,n/a,NASDAQ,iShares FTSE EPRA/NAREIT Europe Index Fund,$42.37M,$18051.09
141,Silas,Brunsdon,AKAO,Health Care,NASDAQ,"Achaogen, Inc.",$890M,$60629.87
142,Alecia,Mokes,AMT,Consumer Services,NYSE,American Tower Corporation (REIT),$56.08B,$65515.59
143,Alessandra,Bourchier,AME,Consumer Durables,NYSE,"AMTEK, Inc.",$14.34B,$81492.41
144,Laurene,Crickett,HOTR,Consumer Services,NASDAQ,"Chanticleer Holdings, Inc.",$6.31M,$86602.70
145,Devondra,Wittke,WSFS,Finance,NASDAQ,WSFS Financial Corporation,$1.45B,$72722.42
146,Nahum,Idwal Evans,WLK,Basic Industries,NYSE,Westlake Chemical Corporation,$8.21B,$37589.79
147,Bruno,Long,WIW,n/a,NYSE,Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2,$675.47M,$31567.61
148,Lois,Winterson,CEM,n/a,NYSE,ClearBridge Energy MLP Fund Inc.,$1.06B,$53312.14
149,Mauricio,Corbett,PFPT,Technology,NASDAQ,"Proofpoint, Inc.",$3.82B,$41419.57
150,Kariotta,Sawnwy,TDE,Public Utilities,NYSE,"Telephone and Data Systems, Inc.",n/a,$52834.03
151,Dot,Chelsom,TENX,Health Care,NASDAQ,"Tenax Therapeutics, Inc.",$14.89M,$3837.03
152,Udale,O'Brien,USAC,Public Utilities,NYSE,"USA Compression Partners, LP",$1.01B,$73078.24
153,Raquel,Lisle,BNTC,Health Care,NASDAQ,Benitec Biopharma Limited,$21.44M,$31386.68
154,Dannie,McCambrois,CRT,Energy,NYSE,Cross Timbers Royalty Trust,$92.4M,$12801.45
155,Lucita,Cayford,CTXS,Technology,NASDAQ,"Citrix Systems, Inc.",$12.08B,$18854.72
156,Herve,Harman,NAV^D,Capital Goods,NYSE,Navistar International Corporation,n/a,$58947.78
157,Katalin,Bugden,NDRM,Health Care,NASDAQ,NeuroDerm Ltd.,$766.44M,$67200.65
158,Stacey,Hagwood,PIR,Consumer Services,NYSE,"Pier 1 Imports, Inc.",$468.42M,$75896.64
159,Vally,Jaye,LPG,Transportation,NYSE,Dorian LPG Ltd.,$410.61M,$91257.55
160,Franni,Drinkhill,CP,Transportation,NYSE,Canadian Pacific Railway Limited,$22.76B,$29412.06
161,Felix,Giacoboni,KLIC,Technology,NASDAQ,"Kulicke and Soffa Industries, Inc.",$1.46B,$96533.45
162,Bone,Deavall,MTT,n/a,NYSE,Western Asset Municipal Defined Opportunity Trust Inc,$273.41M,$44910.43
163,Hector,Moorrud,CBMG,Health Care,NASDAQ,"Cellular Biomedicine Group, Inc.",$102.18M,$95324.55
164,Benton,Glencorse,CAT,Capital Goods,NYSE,"Caterpillar, Inc.",$63.39B,$45134.67
165,Lilah,Austwick,CEM,n/a,NYSE,ClearBridge Energy MLP Fund Inc.,$1.06B,$64848.85
166,Antonella,Tregien,QQQ,n/a,NASDAQ,"PowerShares QQQ Trust, Series 1",$50.09B,$50543.62
167,Ignacio,Gergely,HFBL,Finance,NASDAQ,"Home Federal Bancorp, Inc. of Louisiana",$48.46M,$46463.37
168,Cherri,Arnold,SONA,Finance,NASDAQ,"Southern National Bancorp of Virginia, Inc.",$211.4M,$22534.19
169,Adlai,Gwyneth,BIT,n/a,NYSE,BlackRock Multi-Sector Income Trust,$685.06M,$68237.80
170,Phebe,Stook,SMM,n/a,NYSE,Salient Midstream & MLP Fund,$199.02M,$56859.44
171,Giralda,Baradel,SLG,Consumer Services,NYSE,SL Green Realty Corporation,$10.76B,$16764.32
172,Artemus,Attryde,WPC,Consumer Services,NYSE,W.P. Carey Inc.,$7.24B,$11796.65
173,Dawn,MacKall,PSB,Consumer Services,NYSE,"PS Business Parks, Inc.",$3.59B,$80741.80
174,Constantia,Trusdale,NIE,n/a,NYSE,AllianzGI Equity & Convertible Income Fund,$543.65M,$22184.59
175,Deb,Gale,HBHCL,Finance,NASDAQ,Hancock Holding Company,n/a,$914.99
176,Aron,Streather,MON,Basic Industries,NYSE,Monsanto Company,$51.73B,$5337.20
177,Margarita,Mulholland,KIRK,Consumer Services,NASDAQ,"Kirkland's, Inc.",$147.55M,$9847.60
178,Cloris,Swaffer,JW.A,n/a,NYSE,"John Wiley & Sons, Inc.",n/a,$60415.54
179,Kevan,Godsil,LULU,Consumer Non-Durables,NASDAQ,lululemon athletica inc.,$7.24B,$46389.03
180,Starlin,Kreber,MTCH,Technology,NASDAQ,"Match Group, Inc.",$4.4B,$40143.25
181,Madelle,Fridd,OSN,Basic Industries,NASDAQ,"Ossen Innovation Co., Ltd.",$14.05M,$96739.13
182,Kym,Retter,AMH^A,Consumer Services,NYSE,American Homes 4 Rent,n/a,$7322.59
183,Vivi,Coughan,INAP,Technology,NASDAQ,Internap Corporation,$273.47M,$33895.85
184,Garrott,Rehm,NYNY,Consumer Services,NASDAQ,"Empire Resorts, Inc.",$757.6M,$75427.23
185,Gustaf,Goffe,RCI,Consumer Services,NYSE,"Rogers Communication, Inc.",$18.93B,$75026.89
186,Jobey,Francais,STBA,Finance,NASDAQ,"S&T Bancorp, Inc.",$1.24B,$22879.98
187,Chucho,Youtead,VRTX,Health Care,NASDAQ,Vertex Pharmaceuticals Incorporated,$30.67B,$20108.26
188,Shelby,Fassum,WTM,Finance,NYSE,"White Mountains Insurance Group, Ltd.",$4B,$97006.89
189,Alta,MacMechan,GPIAW,Consumer Durables,NASDAQ,GP Investments Acquisition Corp.,n/a,$52523.35
190,Theobald,Cornfield,CFI,Basic Industries,NYSE,"Culp, Inc.",$415.62M,$5516.40
191,Stearne,Kobel,BOH,Finance,NYSE,Bank of Hawaii Corporation,$3.51B,$13962.57
192,Ofelia,Silverstone,DCIX,Transportation,NASDAQ,Diana Containerships Inc.,$3.55M,$14534.18
193,Vikki,Cammack,JMU,Technology,NASDAQ,JMU Limited,$178.72M,$55860.28
194,Ellette,Kellogg,HYLS,n/a,NASDAQ,First Trust High Yield Long/Short ETF,$1.23B,$65832.21
195,Gordan,Dencs,FRPH,Finance,NASDAQ,"FRP Holdings, Inc.",$457.29M,$30944.64
196,Shandy,Bartalin,CHSCO,Consumer Services,NASDAQ,CHS Inc,$328.94M,$31031.20
197,Maynard,Gerling,MUC,n/a,NYSE,"Blackrock MuniHoldings California Quality Fund,  Inc.",$594.95M,$42353.93
198,Tam,Boutellier,CHSCP,Consumer Services,NASDAQ,CHS Inc,$222.06M,$88687.79
199,Cecil,Treves,DVD,Consumer Services,NYSE,"Dover Motorsports, Inc.",$86.69M,$62785.96
200,Vivia,Desvignes,MGNX,Health Care,NASDAQ,"MacroGenics, Inc.",$658.69M,$55108.89
201,Astrid,Betteney,CNP,Public Utilities,NYSE,"CenterPoint Energy, Inc.",$12.45B,$69297.35
202,Rob,Adolfsen,BCC,Consumer Services,NYSE,"Boise Cascade, L.L.C.",$1.14B,$15220.82
203,Tallulah,Patterson,MS,Finance,NYSE,Morgan Stanley,$82.28B,$49108.55
204,Denys,Kulis,EMP,Public Utilities,NYSE,"Entergy Mississippi, Inc.",n/a,$3387.99
205,Stacy,Danilyak,VIDI,n/a,NASDAQ,Vident International Equity Fund,n/a,$51723.41
206,Clementia,Sunderland,FGP,Consumer Services,NYSE,"Ferrellgas Partners, L.P.",$508.11M,$51011.20
207,Sybille,Dollin,SPE,n/a,NYSE,Special Opportunities Fund Inc.,$128.56M,$76453.83
208,Hastings,Gras,Z,Miscellaneous,NASDAQ,"Zillow Group, Inc.",$8.4B,$12697.61
209,Judas,Mebes,THO,Consumer Non-Durables,NYSE,"Thor Industries, Inc.",$5.53B,$48034.38
210,Ferdy,Oxford,CC,Basic Industries,NYSE,Chemours Company (The),$6.77B,$38113.38
211,Arlee,Jedrzejewski,VUZI,Technology,NASDAQ,Vuzix Corporation,$123.47M,$45002.97
212,Rebe,Roocroft,BBY,Consumer Services,NYSE,"Best Buy Co., Inc.",$16.97B,$37174.20
213,Shandie,Skoate,POWL,Consumer Durables,NASDAQ,"Powell Industries, Inc.",$375.09M,$38545.79
214,Giovanni,Guess,CBSHP,Finance,NASDAQ,"Commerce Bancshares, Inc.",$2.4B,$61979.51
215,Adora,Chatenier,VGSH,n/a,NASDAQ,Vanguard Short-Term Government ETF,$1.46B,$59340.93
216,Hermon,Quixley,IRMD,Health Care,NASDAQ,iRadimed Corporation,$92.99M,$76443.35
217,Gabriel,Reasce,PTSI,Transportation,NASDAQ,"P.A.M. Transportation Services, Inc.",$129.34M,$3187.50
218,Guntar,Pittway,ING,Finance,NYSE,"ING Group, N.V.",$65.86B,$10341.39
219,Kiri,De Biaggi,PKD,Energy,NYSE,Parker Drilling Company,$179.18M,$56971.98
220,Kelsi,Woolley,AHP^B,n/a,NYSE,"Ashford Hospitality Prime, Inc.",n/a,$69789.29
221,Felicia,Tomlett,ANDAU,Finance,NASDAQ,Andina Acquisition Corp. II,n/a,$96220.61
222,Cyrill,Liggons,PYS,Finance,NYSE,PPlus Trust,n/a,$68185.84
223,Spike,Sneaker,OMAB,Transportation,NASDAQ,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,$2.25B,$55696.12
224,Binny,Bearfoot,TIPT,Finance,NASDAQ,Tiptree Inc.,$264.56M,$59363.50
225,Jewell,Steeden,BGS,Consumer Non-Durables,NYSE,"B&G Foods, Inc.",$2.45B,$61663.04
226,Fedora,Pigrome,MITK,Technology,NASDAQ,"Mitek Systems, Inc.",$280.33M,$9144.40
227,Erasmus,Paradis,AGRO,Consumer Non-Durables,NYSE,Adecoagro S.A.,$1.21B,$4766.21
228,Milty,Milne,EGIF,n/a,NYSE,Eagle Growth and Income Opportunities Fund,$123.2M,$50919.87
229,Caye,Straker,PSA^C,Consumer Services,NYSE,Public Storage,n/a,$82111.53
230,Domini,Mathivat,ELU,Public Utilities,NYSE,"Entergy Louisiana, Inc.",n/a,$89793.65
231,Gawen,Offer,PSCT,n/a,NASDAQ,PowerShares S&P SmallCap Information Technology Portfolio,$534.38M,$97683.00
232,Christos,McClenaghan,ORCL,Technology,NYSE,Oracle Corporation,$185.53B,$90852.97
233,Courtney,Rivenzon,VYMI,n/a,NASDAQ,Vanguard International High Dividend Yield ETF,$371.88M,$28032.38
234,Penny,Cometto,PAVMW,Health Care,NASDAQ,PAVmed Inc.,n/a,$27269.95
235,Patti,Mallabund,CPT,Consumer Services,NYSE,Camden Property Trust,$7.79B,$54167.86
236,Levy,Edmunds,EBTC,Finance,NASDAQ,Enterprise Bancorp Inc,$414.73M,$36977.01
237,Eldredge,Eymer,ONVI,Miscellaneous,NASDAQ,"Onvia, Inc.",$30.65M,$98193.88
238,Orella,Dockreay,RRD,Miscellaneous,NASDAQ,R.R. Donnelley & Sons Company,$864.5M,$99982.79
239,Holly-anne,Edgeler,LMB,Basic Industries,NASDAQ,"Limbach Holdings, Inc.",$88.11M,$83928.99
240,Neala,Gilding,BXC,Capital Goods,NYSE,BlueLinx Holdings Inc.,$99.14M,$11662.74
241,Deana,Simoneau,CDNS,Technology,NASDAQ,"Cadence Design Systems, Inc.",$9.56B,$83582.71
242,Lucian,Coorington,CRCM,Consumer Services,NYSE,"Care.com, Inc.",$437.24M,$52659.50
243,Myriam,Tomczynski,LHO^I,n/a,NYSE,LaSalle Hotel Properties,n/a,$98817.55
244,Desmond,Losebie,NCI,Consumer Services,NYSE,"Navigant Consulting, Inc.",$938.83M,$40096.32
245,Petronia,Moulin,RTTR,Health Care,NASDAQ,"Ritter Pharmaceuticals, Inc.",$9.14M,$98807.33
246,Codi,Maundrell,PIO,n/a,NASDAQ,PowerShares Global Water Portfolio,$191.36M,$72716.92
247,Batsheva,Colum,SBFGP,Finance,NASDAQ,"SB Financial Group, Inc.",n/a,$56372.34
248,Astrix,Shorland,MNK,Health Care,NYSE,Mallinckrodt plc,$4.14B,$57164.35
249,Tove,Mains,ENR,Miscellaneous,NYSE,"Energizer Holdings, Inc.",$3.18B,$63693.32
250,Glynis,Deverille,MTP,Health Care,NASDAQ,Midatech Pharma PLC,$65.99M,$53427.96
251,Francoise,Filipov,MVO,Energy,NYSE,MV Oil Trust,$71.65M,$46133.51
252,Torry,Beaney,ADX,n/a,NYSE,"Adams Diversified Equity Fund, Inc.",$1.42B,$35426.00
253,Edith,D'Enrico,GMLP,Consumer Services,NASDAQ,Golar LNG Partners LP,$1.38B,$88748.85
254,Margi,Leivesley,SGU,Consumer Services,NYSE,"Star Gas Partners, L.P.",$596.88M,$83274.82
255,Catie,Glantz,CHEKW,Health Care,NASDAQ,Check-Cap Ltd.,n/a,$32267.08
256,Latrina,Tschierasche,LYB,Basic Industries,NYSE,LyondellBasell Industries NV,$32.58B,$51290.26
