id,first_name,last_name,Ticker,Sector,Market,Stock Name,Market Cap,Purchase Price
57,Rhona,Cable,CHI,n/a,NASDAQ,Calamos Convertible Opportunities and Income Fund,$786.07M,$18632.01
58,Gunilla,Thaxter,OR,Basic Industries,NYSE,Osisko Gold Royalties Ltd,$1.28B,$892.65
59,Nerti,Dilger,AGO,Finance,NYSE,Assured Guaranty Ltd.,$5.11B,$7848.78
60,Jaymee,Rushton,GEOS,Capital Goods,NASDAQ,Geospace Technologies Corporation,$207.39M,$51482.56
61,Anne-marie,Meckiff,UG,Consumer Non-Durables,NASDAQ,"United-Guardian, Inc.",$70.33M,$59898.73
62,Calvin,Dablin,THFF,Finance,NASDAQ,First Financial Corporation Indiana,$587.96M,$66611.21
63,Annora,Paylor,PGNX,Health Care,NASDAQ,Progenics Pharmaceuticals Inc.,$469.81M,$27965.56
64,Basil,Dimmer,CRH,Capital Goods,NYSE,CRH PLC,$30.09B,$36175.33
65,Karee,Pohls,ANDE,Consumer Services,NASDAQ,"The Andersons, Inc.",$1.01B,$7284.08
66,Fey,Esmonde,FTA,n/a,NASDAQ,First Trust Large Cap Value AlphaDEX Fund,$1.04B,$96881.82
67,John,Crate,WOR,Capital Goods,NYSE,"Worthington Industries, Inc.",$2.78B,$78198.46
68,Simeon,Kliche,PGC,Finance,NASDAQ,Peapack-Gladstone Financial Corporation,$531.92M,$19322.86
69,Neel,Chaffyn,BBDO,Finance,NYSE,Banco Bradesco Sa,$49.29B,$254.35
70,Bo,Scarrott,MCS,Consumer Services,NYSE,Marcus Corporation (The),$909.47M,$61966.63
71,Collete,Hay,FDP,Consumer Non-Durables,NYSE,"Fresh Del Monte Produce, Inc.",$2.51B,$32896.18
72,Tabatha,Ferrari,CACC,Finance,NASDAQ,Credit Acceptance Corporation,$4.64B,$39313.25
73,Tess,Mabee,HTY,n/a,NYSE,John Hancock Tax-Advantaged Global Shareholder Yield Fund,$107.03M,$69039.97
74,Betteann,Musterd,PEB^D,n/a,NYSE,Pebblebrook Hotel Trust,n/a,$73795.16
75,Jared,Boam,DWCH,Technology,NASDAQ,Datawatch Corporation,$96.2M,$72721.30
76,Maddi,Taber,AVNW,Technology,NASDAQ,"Aviat Networks, Inc.",$93.71M,$99898.79
77,Kathlin,Dougharty,FORK,Consumer Non-Durables,NASDAQ,Fuling Global Inc.,$57.51M,$3633.86
78,Vincenz,Shearston,MLCO,Consumer Services,NASDAQ,Melco Resorts & Entertainment Limited,$11.17B,$15100.49
79,Shea,Blenkin,ADNT,Capital Goods,NYSE,Adient plc,$5.8B,$3465.27
80,Jillene,Libby,BRK.A,n/a,NYSE,Berkshire Hathaway Inc.,n/a,$57353.27
81,Sharleen,Carous,PMPT,n/a,NASDAQ,iSectors Post-MPT Growth ETF,$11.34M,$38096.55
82,Charissa,Mountjoy,BMA,Finance,NYSE,Macro Bank Inc.,$5.07B,$68948.74
83,Claudine,Blackaller,LRAD,Consumer Non-Durables,NASDAQ,LRAD Corporation,$51.2M,$22730.57
84,Meggy,Kalberer,RAIL,Capital Goods,NASDAQ,"Freightcar America, Inc.",$212.14M,$81535.84
85,Delora,Manntschke,CTL,Public Utilities,NYSE,"CenturyLink, Inc.",$14.12B,$91011.96
86,Tally,Wolfinger,JPS,n/a,NYSE,Nuveen Quality Preferred Income Fund 2,$2.07B,$45210.22
87,Maurice,Liley,PIY,Finance,NYSE,"Merrill Lynch Depositor, Inc.",n/a,$3445.64
88,Goldina,Levesque,GCI,Consumer Services,NYSE,TEGNA Inc.,$1B,$92530.04
89,Rodolfo,Puddefoot,GIGA,Capital Goods,NASDAQ,Giga-tronics Incorporated,$7.64M,$58077.62
90,Abeu,Nicholes,CERS,Health Care,NASDAQ,Cerus Corporation,$233.83M,$59681.68
91,Caterina,Proudlove,AMCN,Technology,NASDAQ,AirMedia Group Inc,$95.78M,$94811.09
92,Orazio,Childs,TRHC,Miscellaneous,NASDAQ,"Tabula Rasa HealthCare, Inc.",$233.13M,$51458.57
93,Bale,Fitzsymonds,REGN,Health Care,NASDAQ,"Regeneron Pharmaceuticals, Inc.",$48.88B,$68326.56
94,Solly,Dubose,MDGS,Health Care,NASDAQ,Medigus Ltd.,$4.76M,$52753.14
95,Leslie,Ruckert,CTSO,Health Care,NASDAQ,Cytosorbents Corporation,$102.6M,$91201.24
96,Holly,Silverstone,SGRY,Health Care,NASDAQ,"Surgery Partners, Inc.",$1.1B,$78691.49
97,Jeremiah,Reid,QPAC,Miscellaneous,NASDAQ,Quinpario Acquisition Corp. 2,$288.2M,$87911.28
98,Halie,Saenz,NCSM,n/a,NASDAQ,"NCS Multistage Holdings, Inc.",$1.01B,$42116.05
99,Melva,Drynan,BZH,Capital Goods,NYSE,"Beazer Homes USA, Inc.",$428.38M,$78688.97
100,Vic,Luck,JSYNR,Finance,NASDAQ,Jensyn Acquistion Corp.,n/a,$34694.03
101,Pattie,Gook,NWHM,Capital Goods,NYSE,New Home Company Inc. (The),$238.68M,$15118.91
102,Jeri,Quarles,ATRS,Health Care,NASDAQ,"Antares Pharma, Inc.",$452.19M,$46667.78
103,Gwenny,Gander,TUTT,n/a,NASDAQ,Tuttle Tactical Management U.S. Core ETF,$54.07M,$54801.88
104,Valery,Brusle,HTF,n/a,NYSE,Horizon Technology Finance Corporation,$293.68M,$80475.66
105,Blair,Scrimshaw,PMO,n/a,NYSE,Putnam Municipal Opportunities Trust,$481M,$31565.17
106,Hogan,Standering,BFAM,Miscellaneous,NYSE,Bright Horizons Family Solutions Inc.,$4.61B,$89524.45
107,Terrence,Roof,FGBI,Finance,NASDAQ,"First Guaranty Bancshares, Inc.",$203.62M,$65065.52
108,Gabie,Juett,MGYR,Finance,NASDAQ,"Magyar Bancorp, Inc.",$71.3M,$4214.48
109,Flora,Colborn,EBAYL,Miscellaneous,NASDAQ,eBay Inc.,n/a,$74598.42
110,Rahal,Tranfield,GEB,Energy,NYSE,General Electric Company,n/a,$49358.38
111,Odey,Matussov,SSTK,Technology,NYSE,"Shutterstock, Inc.",$1.51B,$21938.78
112,Marlena,Abbots,APEI,Consumer Services,NASDAQ,"American Public Education, Inc.",$387.99M,$1889.09
113,Norbert,Paolillo,NBIX,Health Care,NASDAQ,"Neurocrine Biosciences, Inc.",$3.87B,$87681.97
114,Wilbur,Marmyon,NC,Consumer Durables,NYSE,"NACCO Industries, Inc.",$510.83M,$23482.33
115,Aurea,McAuley,MBII,Basic Industries,NASDAQ,"Marrone Bio Innovations, Inc.",$32.29M,$8724.64
116,Kendall,Routhorn,SLQD,n/a,NASDAQ,iShares 0-5 Year Investment Grade Corporate Bond ETF,$437.26M,$6737.41
117,Will,Schultz,DAL,Transportation,NYSE,"Delta Air Lines, Inc.",$38.27B,$45197.28
118,Fair,Rilston,NEE^R,n/a,NYSE,"NextEra Energy, Inc.",n/a,$50195.19
119,Mallory,Lloyds,PZRX,Health Care,NASDAQ,"PhaseRx, Inc.",$12.16M,$42526.72
120,Candy,Dandison,SPLP^A,n/a,NYSE,Steel Partners Holdings LP,n/a,$44565.27
121,Moe,Le Marchand,NOA,Energy,NYSE,"North American Energy Partners, Inc.",$141.67M,$33122.73
122,Trip,Ventum,NSEC,Finance,NASDAQ,"National Security Group, Inc.",$37M,$30004.50
123,Elspeth,Feldmann,KOF,Consumer Non-Durables,NYSE,Coca Cola Femsa S.A.B. de C.V.,$17.31B,$89446.69
124,Aleta,Fraczkiewicz,MCFT,Capital Goods,NASDAQ,"MCBC Holdings, Inc.",$349.29M,$67260.76
125,Dasie,Warn,KATE,Consumer Non-Durables,NYSE,Kate Spade & Company,$2.38B,$68900.43
126,Jo-anne,Dilrew,RF^B,n/a,NYSE,Regions Financial Corporation,n/a,$1523.38
127,Shari,Fettes,DD^A,Basic Industries,NYSE,E.I. du Pont de Nemours and Company,n/a,$15300.82
128,Dur,Knuckles,CTR,n/a,NYSE,ClearBridge Energy MLP Total Return Fund Inc.,$483.46M,$92750.85
129,Bobine,Eyton,RCS,n/a,NYSE,"PIMCO Strategic Income Fund, Inc.",$421.64M,$65879.11
130,Kriste,Sunter,BLVD,Finance,NASDAQ,Boulevard Acquisition Corp. II,$461.58M,$73559.25
131,Rosita,Cleugher,OFS,n/a,NASDAQ,OFS Capital Corporation,$187.53M,$16187.90
132,Caldwell,Deegan,DD^B,Basic Industries,NYSE,E.I. du Pont de Nemours and Company,n/a,$61247.75
133,Brandie,Bartley,ASH,Consumer Durables,NYSE,Ashland Global Holdings Inc.,$4.13B,$4982.68
134,Wilfred,Newark,BST,n/a,NYSE,BlackRock Science and Technology Trust,$503.27M,$48604.13
135,Nolana,Southard,JRS,n/a,NYSE,Nuveen Real Estate Fund,$328.51M,$81236.96
136,Tedmund,Verty,OTTW,Finance,NASDAQ,"Ottawa Bancorp, Inc.",$48.54M,$83489.95
137,Dunn,Tewes,TREX,Basic Industries,NYSE,"Trex Company, Inc.",$1.99B,$9888.71
138,Aubrey,Possek,PACB,Capital Goods,NASDAQ,"Pacific Biosciences of California, Inc.",$316.2M,$27732.26
139,Warden,Worham,FSV,Finance,NASDAQ,FirstService Corporation,$2.15B,$99263.34
140,Esmaria,Merry,SCMP,Health Care,NASDAQ,"Sucampo Pharmaceuticals, Inc.",$448.39M,$6859.26
141,Michale,Theodoris,NLY^A,n/a,NYSE,Annaly Capital Management Inc,n/a,$22114.02
142,Christoper,Dumbrall,XOMA,Health Care,NASDAQ,XOMA Corporation,$48.4M,$41032.63
143,Terencio,Tellenbroker,GXP^B,n/a,NYSE,Great Plains Energy Inc,n/a,$83065.34
144,Gare,Heaps,GGP^A,Consumer Services,NYSE,GGP Inc.,n/a,$11094.98
145,Georgie,O'Hearn,ESEA,Transportation,NASDAQ,Euroseas Ltd.,$14.2M,$657.53
146,Giordano,Shakesby,VEACU,Finance,NASDAQ,Vantage Energy Acquisition Corp.,n/a,$68117.02
147,Crysta,Loadman,EMD,n/a,NYSE,Western Asset Emerging Markets Debt Fund Inc,$959.79M,$57777.86
148,Thedric,Talman,PHK,n/a,NYSE,Pimco High Income Fund,$1.11B,$87370.54
149,Zachariah,Kitteridge,DCP,Public Utilities,NYSE,DCP Midstream LP,$4.55B,$64251.17
150,Marcus,Stirzaker,TSS,Miscellaneous,NYSE,"Total System Services, Inc.",$10.85B,$27093.72
151,Borden,Larkin,QUAD,Miscellaneous,NYSE,"Quad Graphics, Inc",$1.18B,$3804.54
152,Yvonne,Neilus,INSY,Health Care,NASDAQ,"Insys Therapeutics, Inc.",$816.46M,$81922.65
153,Byram,Caverhill,NM,Transportation,NYSE,Navios Maritime Holdings Inc.,$133.53M,$66222.25
154,Anthea,Melbury,LHCG,Health Care,NASDAQ,LHC Group,$1.2B,$81643.01
155,Symon,Lamond,CPTAL,n/a,NASDAQ,Capitala Finance Corp.,n/a,$23928.08
156,Nestor,Nuccii,EGN,Energy,NYSE,Energen Corporation,$5.04B,$27388.25
157,Hubey,Yeend,JNCE,Health Care,NASDAQ,"Jounce Therapeutics, Inc.",$498.65M,$63616.86
158,Glen,Worpole,NERV,Health Care,NASDAQ,"Minerva Neurosciences, Inc",$356.04M,$77545.60
159,Amble,Iannini,ERA,Transportation,NYSE,"Era Group, Inc.",$187.18M,$83875.63
160,Laura,Staunton,CTB,Consumer Durables,NYSE,Cooper Tire & Rubber Company,$1.9B,$63888.32
161,Valentina,Connold,CSFL,Finance,NASDAQ,"CenterState Banks, Inc.",$1.39B,$22986.52
162,Aloysia,Zelland,SBGI,Consumer Services,NASDAQ,"Sinclair Broadcast Group, Inc.",$3.6B,$78183.98
163,Giulia,Hebson,BAC^I,n/a,NYSE,Bank of America Corporation,n/a,$61680.83
164,Arlinda,Monnelly,TCAP,n/a,NYSE,Triangle Capital Corporation,$842.05M,$14323.72
165,Vi,Camillo,BYD,Consumer Services,NYSE,Boyd Gaming Corporation,$2.85B,$29078.78
166,Harmonia,Cavanaugh,STAR^D,n/a,NYSE,iStar Financial Inc.,n/a,$46038.50
167,Erda,Grishukhin,UNP,Transportation,NYSE,Union Pacific Corporation,$89.93B,$21819.58
168,Gina,Mendes,SRCLP,Basic Industries,NASDAQ,"Stericycle, Inc.",n/a,$37405.75
169,Amaleta,MacCurtain,XTLY,Technology,NYSE,Xactly Corporation,$499.79M,$30098.05
170,Lewiss,Sonier,INGR,Consumer Non-Durables,NYSE,Ingredion Incorporated,$8.52B,$23822.65
171,Bertina,Sivorn,NQ,Technology,NYSE,NQ Mobile Inc.,$330.29M,$23205.64
172,Ollie,Lowers,PAC,Transportation,NYSE,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",$5.93B,$48934.53
173,Daune,Stoakley,GCV^B,n/a,NYSE,"Gabelli Convertible and Income Securities Fund, Inc. (The)",n/a,$66227.27
174,Kermie,Poynter,ITEK,Health Care,NASDAQ,Inotek Pharmaceuticals Corporation,$50.6M,$95209.33
175,Hube,Commin,OBCI,Consumer Durables,NASDAQ,"Ocean Bio-Chem, Inc.",$37.26M,$88700.90
176,Daniella,Witt,OGE,Public Utilities,NYSE,OGE Energy Corporation,$7.28B,$95989.88
177,Ferrel,Brogi,BH,Consumer Services,NYSE,Biglari Holdings Inc.,$842.99M,$42754.97
178,Jessie,Iliff,FLXS,Consumer Durables,NASDAQ,"Flexsteel Industries, Inc.",$413.03M,$13597.57
179,Kelli,Plows,PLPM,Miscellaneous,NASDAQ,"Planet Payment, Inc.",$164.19M,$86483.61
180,Fey,Heyworth,MDC,Capital Goods,NYSE,"M.D.C. Holdings, Inc.",$1.77B,$94120.69
181,Jedediah,Jakab,FRT,Consumer Services,NYSE,Federal Realty Investment Trust,$9.06B,$76999.12
182,Fionnula,Von Gladbach,MITT^B,n/a,NYSE,"AG Mortgage Investment Trust, Inc.",n/a,$62400.42
183,Bellanca,Birdwhistell,SLTB,Transportation,NYSE,Scorpio Bulkers Inc.,n/a,$12650.61
184,Alexine,Voelker,PTEN,Energy,NASDAQ,"Patterson-UTI Energy, Inc.",$4.33B,$5547.21
185,Daria,Pulbrook,RDIB,Consumer Services,NASDAQ,Reading International Inc,$404.69M,$2747.82
186,Ryley,Stave,BNY,n/a,NYSE,BlackRock New York Investment Quality Municipal Trust Inc. (Th,$191.02M,$77459.54
187,Hanna,Marquot,SRUNU,Finance,NASDAQ,Silver Run Acquisition Corporation II,n/a,$25245.48
188,Drugi,Bramich,AGCO,Capital Goods,NYSE,AGCO Corporation,$5.35B,$51974.99
189,Alysia,Selley,PNC^P,n/a,NYSE,"PNC Financial Services Group, Inc. (The)",n/a,$46271.37
190,Zackariah,Michurin,ZAGG,Consumer Services,NASDAQ,ZAGG Inc,$233.48M,$56765.66
191,Torrance,Yarrell,JBLU,Transportation,NASDAQ,JetBlue Airways Corporation,$7.6B,$69642.19
192,Asher,Haking,IDA,Public Utilities,NYSE,"IDACORP, Inc.",$4.51B,$19771.22
193,Ike,Parlot,KLIC,Technology,NASDAQ,"Kulicke and Soffa Industries, Inc.",$1.46B,$99897.54
194,Albie,Tetla,RZB,Finance,NYSE,"Reinsurance Group of America, Incorporated",n/a,$21450.18
195,Muriel,Craik,AZRX,n/a,NASDAQ,"AzurRx BioPharma, Inc.",$38.27M,$2871.28
196,Husain,O'Duilleain,LOPE,Consumer Services,NASDAQ,"Grand Canyon Education, Inc.",$3.9B,$13665.22
197,Trescha,Cortnay,LADR,Consumer Services,NYSE,Ladder Capital Corp,$1.56B,$93656.50
198,Batholomew,Rosa,NXTM,Health Care,NASDAQ,"NxStage Medical, Inc.",$1.54B,$57869.13
199,Daryle,Stoile,OLD,n/a,NASDAQ,The Long-Term Care ETF,$2.7M,$24207.47
200,Spike,Housbie,FBP,Finance,NYSE,First BanCorp.,$1.26B,$17235.96
201,Ralina,Maciunas,KAR,Consumer Durables,NYSE,"KAR Auction Services, Inc",$5.84B,$32407.77
202,Lawry,Charlotte,FBNC,Finance,NASDAQ,First Bancorp,$768.07M,$9516.02
203,Kimberlee,Condict,VRAY,Health Care,NASDAQ,"ViewRay, Inc.",$370.12M,$74986.67
204,Laurens,Ferryn,MCO,Finance,NYSE,Moody's Corporation,$23.39B,$32613.27
205,Bridgette,Wernham,PDI,n/a,NYSE,PIMCO Dynamic Income Fund,$1.43B,$14478.14
206,Sioux,Weinmann,EVLV,Consumer Services,NASDAQ,EVINE Live Inc.,$67.58M,$62131.05
207,Ted,Kubicek,MZF,n/a,NYSE,Managed Duration Investment Grade Municipal Fund,$94.05M,$96273.62
208,Keith,Bouette,NZF,n/a,NYSE,Nuveen Municipal Credit Income Fund,$2.13B,$39027.82
209,Alexei,Fotitt,ICPT,Health Care,NASDAQ,"Intercept Pharmaceuticals, Inc.",$2.96B,$50770.65
210,Giovanni,Rubinowicz,MTH,Capital Goods,NYSE,Meritage Corporation,$1.62B,$30210.09
211,Early,Lune,QDEL,Health Care,NASDAQ,Quidel Corporation,$854.72M,$53770.53
212,Merilee,McMillian,IOSP,Basic Industries,NASDAQ,Innospec Inc.,$1.6B,$47852.22
213,Julita,Dilnot,MTZ,Basic Industries,NYSE,"MasTec, Inc.",$3.69B,$26020.02
214,Maisie,Buzza,KAI,Technology,NYSE,Kadant Inc,$852.55M,$68533.37
215,Ilysa,Juliano,VOC,Energy,NYSE,VOC Energy Trust,$79.22M,$26030.08
216,Deny,Hirtz,TWIN,Technology,NASDAQ,"Twin Disc, Incorporated",$194.79M,$66978.71
217,Danella,Kintish,PRSS,Consumer Services,NASDAQ,CafePress Inc.,$41.88M,$32801.14
218,Sheffield,Mumm,CMD,Health Care,NYSE,Cantel Medical Corp.,$3.17B,$9419.56
219,Jakob,Byrnes,PII,Capital Goods,NYSE,Polaris Industries Inc.,$5.46B,$93065.63
220,Zabrina,Casper,EMR,Energy,NYSE,Emerson Electric Company,$39.11B,$49494.66
221,Kath,Burnes,CHK,Energy,NYSE,Chesapeake Energy Corporation,$4.63B,$87460.51
222,Ethelred,Tidy,FMCIR,Finance,NASDAQ,Forum Merger Corporation,n/a,$1354.26
223,Lucretia,Isakovic,VCYT,Health Care,NASDAQ,"Veracyte, Inc.",$259.78M,$15084.73
224,Flemming,Melbourn,FBM,Consumer Services,NYSE,"Foundation Building Materials, Inc.",$589.4M,$23229.57
225,Zachariah,Burree,DTEA,Consumer Non-Durables,NASDAQ,DAVIDsTEA Inc.,$166.11M,$78620.79
226,Leesa,Liddel,EEQ,Energy,NYSE,Enbridge Energy Management LLC,$1.27B,$48995.54
227,Clayborn,Jahan,KEX,Consumer Services,NYSE,Kirby Corporation,$3.48B,$96154.96
228,Charlton,Dimanche,HRMNW,Public Utilities,NASDAQ,Harmony Merger Corp.,n/a,$87973.76
229,Culley,Ciccarello,SAGE,Health Care,NASDAQ,"Sage Therapeutics, Inc.",$2.98B,$46119.14
230,Trenton,Dayne,CSS,Consumer Services,NYSE,"CSS Industries, Inc.",$242.37M,$17950.03
231,Fernandina,Monroe,AKRX,Health Care,NASDAQ,"Akorn, Inc.",$4.17B,$88167.54
232,Ahmad,Box,NXQ,n/a,NYSE,Nuveen Select Tax Free Income Portfolio II,$246.04M,$85463.96
233,Raul,Okenden,EMIF,n/a,NASDAQ,iShares S&P Emerging Markets Infrastructure Index Fund,$47.7M,$89955.66
234,Caralie,Carleton,KDMN,Health Care,NYSE,"Kadmon Holdings, Inc.",$142.06M,$5521.79
235,Herrick,Carmel,SVBI,Finance,NASDAQ,Severn Bancorp Inc,$86.11M,$80076.72
236,Buddie,Maynard,WAC,Finance,NYSE,Walter Investment Management Corp.,$34.2M,$89691.58
237,Lulita,Albrook,EBTC,Finance,NASDAQ,Enterprise Bancorp Inc,$414.73M,$27633.34
238,Vivie,Boyle,CALX,Consumer Services,NYSE,"Calix, Inc",$359.11M,$45994.72
239,Marie-jeanne,Widdecombe,GRR,n/a,NYSE,"Asia Tigers Fund, Inc. (The)",$42.55M,$96565.52
240,Idette,Matusovsky,HTLF,Finance,NASDAQ,"Heartland Financial USA, Inc.",$1.25B,$76623.36
241,Hesther,Gheorghe,FULLL,n/a,NASDAQ,Great Elm Capital Corp.,n/a,$6312.05
242,Harriott,Czapla,BWINA,Finance,NASDAQ,"Baldwin & Lyons, Inc.",$355.85M,$83452.89
243,Matt,Creak,MEET,Consumer Services,NASDAQ,"The Meet Group, Inc.",$323.94M,$56637.16
244,Nike,Kincaid,SNH,Consumer Services,NASDAQ,Senior Housing Properties Trust,$5.12B,$28276.39
245,Gregoor,Birts,MRTN,Transportation,NASDAQ,"Marten Transport, Ltd.",$905.46M,$15601.67
246,Cleopatra,Burless,QPACU,Miscellaneous,NASDAQ,Quinpario Acquisition Corp. 2,n/a,$8180.15
247,Graehme,Ingman,SNGXW,Health Care,NASDAQ,"Soligenix, Inc.",n/a,$686.45
248,Farlay,Dursley,SCWX,Technology,NASDAQ,SecureWorks Corp.,$749.12M,$12153.86
249,Kristoffer,Dignall,CHU,Public Utilities,NYSE,China Unicom (Hong Kong) Ltd,$34.75B,$84536.75
250,Darby,Eisikowitch,NBN,Finance,NASDAQ,Northeast Bancorp,$180.4M,$9159.06
251,Marrilee,Trueman,FSB,Finance,NYSE,"Franklin Financial Network, Inc.",$541.39M,$37965.99
252,Elli,Poynter,LCAHW,Finance,NASDAQ,"Landcadia Holdings, Inc.",n/a,$68522.21
253,Jocko,Broadey,C^S,n/a,NYSE,Citigroup Inc.,n/a,$92549.56
254,Sansone,Imms,RICK,Consumer Services,NASDAQ,"RCI Hospitality Holdings, Inc.",$210.02M,$66219.45
255,Liza,Bellenie,HALL,Finance,NASDAQ,"Hallmark Financial Services, Inc.",$208.13M,$20251.56
