id,first_name,last_name,Ticker,Sector,Market,Stock Name,Market Cap,Purchase Price
35,Jonell,Klemenz,ISTR,Finance,NASDAQ,Investar Holding Corporation,$202.44M,$67072.08
36,Mike,Bettaney,NEE^J,n/a,NYSE,"NextEra Energy, Inc.",n/a,$21588.75
37,Bobbee,Ainge,FTXD,n/a,NASDAQ,First Trust Nasdaq Retail ETF,$1.93M,$30291.08
38,Griffie,Paolino,ADMA,Health Care,NASDAQ,ADMA Biologics Inc,$39.24M,$37887.37
39,Fabien,Martlew,CIBR,n/a,NASDAQ,First Trust NASDAQ Cybersecurity ETF,$255.47M,$86219.57
40,Damita,Fryett,MTB.WS,n/a,NYSE,M&T Bank Corporation,n/a,$50778.31
41,Penn,Zanazzi,INTC,Technology,NASDAQ,Intel Corporation,$165.8B,$63780.91
42,Lorita,Rown,MBVX,Health Care,NASDAQ,"MabVax Therapeutics Holdings, Inc.",$12.19M,$53448.17
43,Binky,Bohey,KRO,Basic Industries,NYSE,Kronos Worldwide Inc,$2.05B,$32101.49
44,Bartholemy,Pendleton,DSL,n/a,NYSE,DoubleLine Income Solutions Fund,$2.09B,$54591.51
45,Valencia,Janik,KE,Technology,NASDAQ,"Kimball Electronics, Inc.",$496.43M,$90364.91
46,Kaleb,Holston,PL^C,n/a,NYSE,Protective Life Corporation,n/a,$67418.13
47,Ricky,Pudden,HDNG,Capital Goods,NASDAQ,Hardinge Inc.,$162.72M,$94266.75
48,Lazaro,Ostler,AXARW,Finance,NASDAQ,Axar Acquisition Corp.,n/a,$47611.68
49,Dallas,Godsal,FLIC,Finance,NASDAQ,The First of Long Island Corporation,$665.88M,$1025.89
50,Bail,Sheerman,GRC,Capital Goods,NYSE,Gorman-Rupp Company (The),$708.43M,$66946.22
51,Rosalyn,MacLardie,GEN           ,Health Care,NYSE,"Genesis Healthcare, Inc.",$282.79M,$41910.36
52,Felix,Ambrose,BDXA,Health Care,NYSE,"Becton, Dickinson and Company",n/a,$29688.88
53,Nessi,Griston,CIR,Capital Goods,NYSE,"CIRCOR International, Inc.",$1.08B,$26717.34
54,Ingrim,Abbate,NRE,Consumer Services,NYSE,NorthStar Realty Europe Corp.,$703.42M,$27397.46
55,Delaney,Aizic,ESCA,Consumer Non-Durables,NASDAQ,"Escalade, Incorporated",$182.92M,$36056.20
56,Jessica,Mordy,NTRS,Finance,NASDAQ,Northern Trust Corporation,$21.71B,$21524.27
57,Verine,Hrinishin,KIRK,Consumer Services,NASDAQ,"Kirkland's, Inc.",$147.55M,$66794.84
58,Erasmus,MacSween,SGRY,Health Care,NASDAQ,"Surgery Partners, Inc.",$1.1B,$93660.26
59,Teddie,Trewhella,LMNR,Consumer Non-Durables,NASDAQ,Limoneira Co,$310.86M,$79609.23
60,Irita,Carff,SCYX,Health Care,NASDAQ,"SCYNEXIS, Inc.",$42.31M,$31026.95
61,Waldemar,Aves,TWOU,Technology,NASDAQ,"2U, Inc.",$2.11B,$39486.31
62,Virgina,Butterworth,TACO,Consumer Services,NASDAQ,"Del Taco Restaurants, Inc.",$524.24M,$93413.84
63,Cathe,Deare,FEYE,Technology,NASDAQ,"FireEye, Inc.",$2.7B,$44843.99
64,Sallyann,Burstow,NWLI,Finance,NASDAQ,"National Western Life Group, Inc.",$1.18B,$2097.04
65,Christin,Ethelstone,AMBR,Technology,NYSE,"Amber Road, Inc.",$217.53M,$98726.44
66,Ave,Dye,FSB,Finance,NYSE,"Franklin Financial Network, Inc.",$541.39M,$64238.20
67,Saxon,Nutkins,FTRPR,Public Utilities,NASDAQ,Frontier Communications Corporation,n/a,$54206.65
68,Travis,Mannakee,CTB,Consumer Durables,NYSE,Cooper Tire & Rubber Company,$1.9B,$69029.86
69,Bartholomeo,Bloggett,TLP,Energy,NYSE,TransMontaigne Partners L.P.,$664.71M,$60502.11
70,Jillene,Dawltrey,FIV,n/a,NYSE,First Trust Senior Floating Rate 2022 Target Term Fund,$324.21M,$26022.86
71,Claudio,Reboulet,WFC^Y,n/a,NYSE,Wells Fargo & Company,n/a,$52171.76
72,Ingram,Rodell,EVGN,Basic Industries,NASDAQ,Evogene Ltd.,$130.67M,$57152.40
73,Darrick,Bugden,NEWS,Finance,NASDAQ,"NewStar Financial, Inc.",$438.82M,$92194.68
74,Genevra,Maulkin,MCFT,Capital Goods,NASDAQ,"MCBC Holdings, Inc.",$349.29M,$89059.81
75,Corina,Sibthorp,BEBE,Consumer Non-Durables,NASDAQ,"bebe stores, inc.",$40.31M,$65725.58
76,Tedie,Arsey,BRKL,Finance,NASDAQ,"Brookline Bancorp, Inc.",$1.12B,$78691.38
77,Hartwell,Elloy,WTM,Finance,NYSE,"White Mountains Insurance Group, Ltd.",$4B,$26780.37
78,Erasmus,Saltmarshe,KBWP,n/a,NASDAQ,PowerShares KBW Property & Casualty Insurance Portfolio,$105.89M,$47345.48
79,Bartie,Worham,CHFC,Finance,NASDAQ,Chemical Financial Corporation,$3.46B,$95534.43
80,Roxanne,Carverhill,EVGBC,n/a,NASDAQ,Eaton Vance NextShares Trust,n/a,$8026.24
81,Torrence,Solon,SAGE,Health Care,NASDAQ,"Sage Therapeutics, Inc.",$2.98B,$40577.75
82,Merrili,Anslow,LDR,Capital Goods,NYSE,"Landauer, Inc.",$513.32M,$30770.19
83,Bee,Chasson,PEB^C,n/a,NYSE,Pebblebrook Hotel Trust,n/a,$20362.06
84,Adoree,Craske,BOOT,Consumer Services,NYSE,"Boot Barn Holdings, Inc.",$184.25M,$63880.59
85,Helene,Carmichael,AFI,Consumer Non-Durables,NYSE,"Armstrong Flooring, Inc.",$504.86M,$11494.76
86,Jennie,Vido,NEE^J,n/a,NYSE,"NextEra Energy, Inc.",n/a,$58242.12
87,Merna,Snugg,APOG,Capital Goods,NASDAQ,"Apogee Enterprises, Inc.",$1.6B,$24671.93
88,Evan,Wem,DRRX,Health Care,NASDAQ,DURECT Corporation,$185.98M,$37416.85
89,Jilly,Hulkes,LXRX,Health Care,NASDAQ,"Lexicon Pharmaceuticals, Inc.",$1.77B,$43170.68
90,Ode,Rabjohns,DEA,Consumer Services,NYSE,"Easterly Government Properties, Inc.",$779.29M,$10806.69
91,Derrek,Tapley,TCCA,n/a,NYSE,Triangle Capital Corporation,n/a,$2680.87
92,Monika,Carass,EAI,Public Utilities,NYSE,"Entergy Arkansas, Inc.",n/a,$14099.02
93,Tiffi,Maidstone,IPAS,Technology,NASDAQ,iPass Inc.,$94.73M,$27651.85
94,Hewett,Olivia,KTOV,Health Care,NASDAQ,Kitov Pharmaceuticals Holdings Ltd.,$13.99M,$82709.79
95,Cayla,Yerrington,ONSIW,Health Care,NASDAQ,"Oncobiologics, Inc.",n/a,$31793.17
96,Luz,Minogue,XRAY,Health Care,NASDAQ,DENTSPLY SIRONA Inc.,$14.6B,$65180.26
97,Chicky,Quarterman,JBK,Finance,NYSE,Lehman ABS Corporation,n/a,$71531.24
98,Hamish,Pantling,LMT,Capital Goods,NYSE,Lockheed Martin Corporation,$81.37B,$85057.96
99,Mireielle,Morford,MASI,Health Care,NASDAQ,Masimo Corporation,$4.69B,$58083.86
100,Athena,Haynes,ETR,Public Utilities,NYSE,Entergy Corporation,$14.36B,$60329.76
101,Stanfield,Wolverson,MUX,Basic Industries,NYSE,McEwen Mining Inc.,$804.63M,$81896.24
102,Bancroft,Colthurst,PEN,Health Care,NYSE,"Penumbra, Inc.",$2.84B,$55846.88
103,Lorant,Castells,GNTX,Capital Goods,NASDAQ,Gentex Corporation,$5.21B,$60681.83
104,Georgetta,Kobisch,CNK,Consumer Services,NYSE,Cinemark Holdings Inc,$4.82B,$25187.78
105,Nicko,Pedracci,TCX,Technology,NASDAQ,Tucows Inc.,$600.46M,$85428.78
106,Ash,Phear,AVX,Capital Goods,NYSE,AVX Corporation,$2.71B,$35461.00
107,Konstantine,Goater,TK,Transportation,NYSE,Teekay Corporation,$475.29M,$30884.28
108,Fernando,Heintz,GSHT,Finance,NASDAQ,"Gores Holdings II, Inc.",$400.4M,$8520.11
109,Aldo,Hamberston,RQI,n/a,NYSE,Cohen & Steers Quality Income Realty Fund Inc,$1.4B,$59759.97
110,Allyson,Cunah,CHH,Consumer Services,NYSE,"Choice Hotels International, Inc.",$3.75B,$41575.50
111,Fancie,Lumb,BMRN,Health Care,NASDAQ,BioMarin Pharmaceutical Inc.,$15.44B,$75785.20
112,Lula,Oldcote,ETO,n/a,NYSE,Eaton Vance Tax-Advantage Global Dividend Opp,$352.51M,$80780.74
113,Constantine,Gurko,AMDA,Health Care,NASDAQ,Amedica Corporation,$11.24M,$31890.52
114,Adolf,Ravel,DD^A,Basic Industries,NYSE,E.I. du Pont de Nemours and Company,n/a,$52295.28
115,Hervey,Moyes,TLLP,Energy,NYSE,Tesoro Logistics LP,$5.26B,$9638.11
116,Emily,Hosten,CCNE,Finance,NASDAQ,CNB Financial Corporation,$357.95M,$77525.71
117,Cesya,MacRory,HSII,Technology,NASDAQ,"Heidrick & Struggles International, Inc.",$407.51M,$34881.47
118,Quinlan,Gamage,BLVDW,Finance,NASDAQ,Boulevard Acquisition Corp. II,n/a,$92900.26
119,Eberto,MacKintosh,LGF.A,n/a,NYSE,Lions Gate Entertainment Corporation,n/a,$48636.39
120,Adriana,Mitrovic,KEY^I,n/a,NYSE,KeyCorp,n/a,$76995.15
121,Sampson,Heine,SPXX,n/a,NYSE,Nuveen S&P 500 Dynamic Overwrite Fund,$250.2M,$7857.34
122,Fawn,Mesant,GIMO,Technology,NYSE,Gigamon Inc.,$1.46B,$25053.83
123,Corbie,Dog,CCNE,Finance,NASDAQ,CNB Financial Corporation,$357.95M,$34090.39
124,Emery,Avey,USB^M,n/a,NYSE,U.S. Bancorp,n/a,$14515.26
125,Ardys,Swiggs,TECH,Health Care,NASDAQ,Bio-Techne Corp,$4.17B,$1008.61
126,Patrice,Bolderstone,EXA,Technology,NASDAQ,Exa Corporation,$203.27M,$91733.40
127,Allister,Stansbury,KSS,Consumer Services,NYSE,Kohl's Corporation,$6.37B,$65987.15
128,Lenore,Moffatt,MNST,Consumer Non-Durables,NASDAQ,Monster Beverage Corporation,$28.57B,$93537.84
129,Krispin,Batey,AMCN,Technology,NASDAQ,AirMedia Group Inc,$95.78M,$3021.00
130,Karia,Livesey,LNCE,Consumer Non-Durables,NASDAQ,"Snyder's-Lance, Inc.",$3.44B,$7485.70
131,Desiree,Conaghan,RVEN,Consumer Services,NASDAQ,"Reven Housing REIT, Inc.",$61.72M,$46634.48
132,Hilton,Lloyds,AGO^F,n/a,NYSE,Assured Guaranty Ltd.,n/a,$19549.81
133,Jacques,Bowra,TR,Consumer Non-Durables,NYSE,"Tootsie Roll Industries, Inc.",$1.38B,$19647.34
134,Jerrome,Sailes,ECHO,Transportation,NASDAQ,"Echo Global Logistics, Inc.",$594.58M,$49856.99
135,Raymund,Luis,SIFY,Technology,NASDAQ,Sify Technologies Limited,$137.47M,$68119.25
136,Paco,Dinsell,PLD,Consumer Services,NYSE,"Prologis, Inc.",$30.83B,$24629.79
137,Tabby,Attyeo,MINI,Capital Goods,NASDAQ,"Mobile Mini, Inc.",$1.29B,$56642.33
138,Noel,Iddins,BWLD,Consumer Services,NASDAQ,"Buffalo Wild Wings, Inc.",$2.24B,$33539.58
139,Kay,Farnfield,FONE,n/a,NASDAQ,First Trust NASDAQ Smartphone Index Fund,$14.95M,$65249.09
140,Jordanna,Klampt,AXP,Finance,NYSE,American Express Company,$72.8B,$79941.55
141,Stanley,Irnis,NEOS,Health Care,NASDAQ,"Neos Therapeutics, Inc.",$195.15M,$75087.42
142,Karlie,Bailles,NTAP,Technology,NASDAQ,"NetApp, Inc.",$10.29B,$52380.31
143,Elizabeth,Trenbey,QTNA,Technology,NASDAQ,"Quantenna Communications, Inc.",$650.38M,$15852.56
144,Lila,Lathey,MNP,n/a,NYSE,"Western Asset Municipal Partners Fund, Inc.",$153.37M,$51752.64
145,Cindelyn,Diamond,CIBR,n/a,NASDAQ,First Trust NASDAQ Cybersecurity ETF,$255.47M,$42640.55
146,Rhodia,Bercevelo,PLXS,Technology,NASDAQ,Plexus Corp.,$1.74B,$88775.13
147,Teddy,Stoakley,BML^G,n/a,NYSE,Bank of America Corporation,n/a,$41175.42
148,Arline,Croce,MAV,n/a,NYSE,Pioneer Municipal High Income Advantage Trust,$278.18M,$9352.18
149,Hewett,Beincken,CERC,Health Care,NASDAQ,Cerecor Inc.,$7.18M,$76531.63
150,Vannie,Bidewel,MDLQ,Finance,NYSE,Medley LLC,n/a,$58932.00
151,Winny,Marvell,RGS,Consumer Services,NYSE,Regis Corporation,$485.31M,$89690.09
152,Erminie,MacMaster,CLBS,Health Care,NASDAQ,"Caladrius Biosciences, Inc.",$40.32M,$42206.98
153,Etty,Qualtrough,JBR,Finance,NYSE,Select Asset Inc.,n/a,$34373.33
154,Brynne,Sewards,MTX,Basic Industries,NYSE,Minerals Technologies Inc.,$2.5B,$41935.95
155,Tamas,Reicharz,RBPAA,Finance,NASDAQ,"Royal Bancshares of Pennsylvania, Inc.",$126.83M,$32350.48
156,Reg,Dunnan,PYDS,Finance,NASDAQ,"Payment Data Systems, Inc.",$15.38M,$84405.93
157,Nadine,De Paepe,SGLB,Consumer Durables,NASDAQ,"Sigma Labs, Inc.",$11.29M,$50359.58
158,Ethelind,Blogg,ICD,Energy,NYSE,"Independence Contract Drilling, Inc.",$144.44M,$93447.59
159,Matelda,Gosdin,UHS,Health Care,NYSE,"Universal Health Services, Inc.",$11.13B,$35801.46
160,Maudie,Tayspell,OMAB,Transportation,NASDAQ,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,$2.25B,$23558.19
161,Bettye,Woolam,TM,Capital Goods,NYSE,Toyota Motor Corp Ltd Ord,$156.02B,$32917.59
162,Barnebas,Sapshed,SNY,Health Care,NYSE,Sanofi,$123.34B,$71475.09
163,Siusan,Pluvier,HCKT,Consumer Services,NASDAQ,"The Hackett Group, Inc.",$452.03M,$94805.38
164,Kirbee,Arnot,QRVO,Technology,NASDAQ,"Qorvo, Inc.",$9.12B,$64687.01
165,Leonelle,Dessaur,VMO,n/a,NYSE,Invesco Municipal Opportunity Trust,$885.83M,$84040.66
166,Dorolice,Cathenod,BAS,Energy,NYSE,"Basic Energy Services, Inc.",$595.41M,$23713.82
167,Angelique,Sabathe,NQP,n/a,NYSE,Nuveen Pennsylvania Quality Municipal Income Fund,$507.8M,$51149.35
168,Angeli,Kalker,IFN,n/a,NYSE,"India Fund, Inc. (The)",$774.33M,$27016.65
169,Patric,O'Hannigan,SSNT,Miscellaneous,NASDAQ,"SilverSun Technologies, Inc.",$16.12M,$18605.99
170,Sib,Pannaman,RCS,n/a,NYSE,"PIMCO Strategic Income Fund, Inc.",$421.64M,$825.11
171,Sheppard,Eighteen,DWLV,n/a,NASDAQ,PowerShares DWA Momentum & Low Volatility Rotation Portfolio,$4.2M,$22170.33
172,Glen,Oneal,LEN.B,Basic Industries,NYSE,Lennar Corporation,n/a,$6075.50
173,Maribelle,Jambrozek,XCO,Energy,NYSE,EXCO Resources NL,$79.36M,$7924.78
174,Angie,Biffin,EGN,Energy,NYSE,Energen Corporation,$5.04B,$77006.90
175,Lulu,Dutnall,SJM,Consumer Non-Durables,NYSE,J.M. Smucker Company (The),$14.17B,$2813.20
176,Helli,Tremaine,COMT,n/a,NASDAQ,iShares Commodities Select Strategy ETF,$195.63M,$31383.56
177,Almeta,Halahan,ROYT,Energy,NYSE,Pacific Coast Oil Trust,$61.73M,$99754.65
178,Uta,Phalp,OPHT,Health Care,NASDAQ,Ophthotech Corporation,$93.93M,$92559.92
179,Tasia,Brundale,CMO,Consumer Services,NYSE,Capstead Mortgage Corporation,$1.06B,$83807.48
180,Annice,Geistmann,IMOS,Technology,NASDAQ,ChipMOS TECHNOLOGIES INC.,$899.86M,$26829.76
181,Griffy,Towlson,CTRE,Consumer Services,NASDAQ,"CareTrust REIT, Inc.",$1.4B,$50523.26
182,Heather,St Clair,RZB,Finance,NYSE,"Reinsurance Group of America, Incorporated",n/a,$21054.22
183,Deina,Gradley,CIO^A,n/a,NYSE,"City Office REIT, Inc.",n/a,$40331.16
184,Darryl,Newcomen,BSD,n/a,NYSE,BlackRock Strategic Municipal Trust Inc. (The),$101.12M,$72270.62
185,Agatha,Steel,HBM.WS,n/a,NYSE,Hudbay Minerals Inc.,n/a,$29922.28
186,Christalle,Roycroft,ABAC,Consumer Non-Durables,NASDAQ,"Aoxin Tianli Group, Inc.",$16.29M,$94611.37
187,Latrena,Celier,PKBK,Finance,NASDAQ,"Parke Bancorp, Inc.",$161.78M,$71634.30
188,Rosetta,Lantiff,FAD,n/a,NASDAQ,First Trust Multi Cap Growth AlphaDEX Fund,$98.94M,$7643.54
189,Meredithe,Slade,AIR,Capital Goods,NYSE,AAR Corp.,$1.21B,$24811.85
190,Kristi,Fayerman,MUJ,n/a,NYSE,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",$438.74M,$89950.29
191,Padgett,Shorland,KBAL,Consumer Durables,NASDAQ,"Kimball International, Inc.",$629.83M,$20863.14
192,Izabel,Towlson,SPLS,Consumer Services,NASDAQ,"Staples, Inc.",$5.75B,$25095.06
193,Auberta,Kunzelmann,SGLBW,Consumer Durables,NASDAQ,"Sigma Labs, Inc.",n/a,$32176.82
194,Lion,Hamlington,TTOO,Health Care,NASDAQ,"T2 Biosystems, Inc.",$106.47M,$1013.61
195,Bev,Malthouse,DXTR,Health Care,NASDAQ,Dextera Surgical Inc.,$2.97M,$18882.80
196,Gretal,Brinkley,SNFCA,Finance,NASDAQ,Security National Financial Corporation,$101.28M,$16232.21
197,Maritsa,Dossantos,PATK,Basic Industries,NASDAQ,"Patrick Industries, Inc.",$1.27B,$49182.58
198,Lita,Nolder,NETS,Consumer Services,NYSE,Netshoes (Cayman) Limited,$588.87M,$62341.96
199,Elbertina,Whitby,CHFS,Health Care,NASDAQ,"CHF Solutions, Inc.",$5.22M,$14646.29
200,Stephi,Girdler,KEYS,Capital Goods,NYSE,Keysight Technologies Inc.,$7.04B,$73202.42
201,Pepi,Caughan,MLAB,Capital Goods,NASDAQ,"Mesa Laboratories, Inc.",$529.59M,$26186.77
202,Rani,Courtliff,EXPD,Transportation,NASDAQ,"Expeditors International of Washington, Inc.",$10.27B,$98027.76
203,Tobe,Josskowitz,HOPE,Finance,NASDAQ,"Hope Bancorp, Inc.",$2.6B,$95136.61
204,Marshal,Marcham,AFT,n/a,NYSE,Apollo Senior Floating Rate Fund Inc.,$265.68M,$80228.69
205,Taylor,Bogie,LDR,Capital Goods,NYSE,"Landauer, Inc.",$513.32M,$90793.41
206,Cheston,Price,STAR^E,n/a,NYSE,iStar Financial Inc.,n/a,$37039.05
207,Tarrance,Loncaster,TVIX,Finance,NASDAQ,VelocityShares Daily 2x VIX Short-Term ETN,$198.29M,$42469.57
208,Shep,Straniero,PLXS,Technology,NASDAQ,Plexus Corp.,$1.74B,$69393.88
209,Payton,Hawk,NBB,n/a,NYSE,Nuveen Build America Bond Fund,$555.7M,$64411.58
210,Bourke,Tarbard,SPAN,Health Care,NASDAQ,"Span-America Medical Systems, Inc.",$82.91M,$30111.10
211,Leslie,Galvan,XEC,Energy,NYSE,Cimarex Energy Co,$8.92B,$92994.95
212,Noble,Gosden,LILA,Consumer Services,NASDAQ,Liberty Global plc,$3.5B,$34200.95
213,Phyllis,Myford,MCFT,Capital Goods,NASDAQ,"MCBC Holdings, Inc.",$349.29M,$95660.75
214,Artur,Feldhuhn,CBS,Consumer Services,NYSE,CBS Corporation,$25.26B,$807.85
215,Hayley,Gowans,PATK,Basic Industries,NASDAQ,"Patrick Industries, Inc.",$1.27B,$22231.88
216,Lorine,Draper,EME,Capital Goods,NYSE,"EMCOR Group, Inc.",$3.87B,$17291.50
217,Donetta,Levermore,JVA,Consumer Non-Durables,NASDAQ,"Coffee Holding Co., Inc.",$25.61M,$60499.37
218,Chet,Picopp,UL,Basic Industries,NYSE,Unilever PLC,$157.69B,$55931.48
219,Delphine,McGaughey,SPNC,Health Care,NASDAQ,The Spectranetics Corporation,$1.3B,$93929.99
220,Michaeline,McIvor,NEE^Q,n/a,NYSE,"NextEra Energy, Inc.",n/a,$99563.89
221,Putnam,Gowdridge,EGRX,Health Care,NASDAQ,"Eagle Pharmaceuticals, Inc.",$1.12B,$35953.82
222,Seumas,Condy,FTXH,n/a,NASDAQ,First Trust Nasdaq Pharmaceuticals ETF,$2.01M,$62087.88
223,Jeanelle,Blucher,POR,Public Utilities,NYSE,Portland General Electric Company,$4.25B,$78046.83
224,Janene,Crock,DCI,Capital Goods,NYSE,"Donaldson Company, Inc.",$6.19B,$78734.25
225,Blake,Sleightholme,DOOR,Basic Industries,NYSE,Masonite International Corporation,$2.24B,$13205.02
226,Marijo,Frake,MEIP,Health Care,NASDAQ,"MEI Pharma, Inc.",$73.91M,$4442.29
227,Flss,Simakov,UNH,Health Care,NYSE,UnitedHealth Group Incorporated,$175.03B,$17656.83
228,Arlen,Sheivels,TGLS,Consumer Durables,NASDAQ,Tecnoglass Inc.,$308.09M,$37932.99
229,Lynde,Bisseker,TSU,Public Utilities,NYSE,TIM Participacoes S.A.,$6.97B,$27618.60
230,Egan,Hinckes,MEET,Consumer Services,NASDAQ,"The Meet Group, Inc.",$323.94M,$30713.62
231,Desdemona,Lukes,MTB.WS,n/a,NYSE,M&T Bank Corporation,n/a,$2987.60
232,Monte,Sappson,CVBF,Finance,NASDAQ,CVB Financial Corporation,$2.45B,$64647.56
233,Drugi,Thurner,RLJ,Consumer Services,NYSE,RLJ Lodging Trust,$2.63B,$504.65
234,Bentley,Maharg,CCRC,Miscellaneous,NASDAQ,"China Customer Relations Centers, Inc.",$276.59M,$16410.85
235,Marius,Hebburn,POPE,Consumer Non-Durables,NASDAQ,Pope Resources,$320.19M,$82119.56
236,Gwyneth,Sokill,BAC^E,n/a,NYSE,Bank of America Corporation,n/a,$92496.46
237,Grissel,Shakesbye,OPK,Health Care,NASDAQ,"Opko Health, Inc.",$3.65B,$65014.77
238,Sylvan,O'Doherty,MTX,Basic Industries,NYSE,Minerals Technologies Inc.,$2.5B,$43299.76
239,Rosemarie,McDool,EDIT,Health Care,NASDAQ,"Editas Medicine, Inc.",$673.15M,$67076.89
240,Far,Jakubovits,MNR^C,n/a,NYSE,Monmouth Real Estate Investment Corporation,n/a,$72844.39
241,Franciskus,Ocheltree,RCKY,Consumer Non-Durables,NASDAQ,"Rocky Brands, Inc.",$101.19M,$85271.78
242,Durant,Simione,XGTIW,Consumer Durables,NASDAQ,"XG Technology, Inc",n/a,$44921.24
243,Jerome,Beagley,MTN,Consumer Services,NYSE,"Vail Resorts, Inc.",$8.37B,$94808.68
244,Pyotr,Godley,CREE,Technology,NASDAQ,"Cree, Inc.",$2.35B,$45328.46
245,Reggi,Halfacre,TYHT,Consumer Non-Durables,NASDAQ,"Shineco, Inc.",$77.2M,$25512.58
246,Clint,Gobel,SPN,Energy,NYSE,"Superior Energy Services, Inc.",$1.59B,$83923.05
247,Faydra,Lawday,FSBW,Finance,NASDAQ,"FS Bancorp, Inc.",$139.32M,$49918.12
248,Jillian,Bydaway,JE^A,n/a,NYSE,"Just Energy Group, Inc.",n/a,$55251.67
249,Therine,Till,O,Consumer Services,NYSE,Realty Income Corporation,$15.47B,$45990.23
250,Kingsley,Beeston,CLNS^I,n/a,NYSE,"Colony NorthStar, Inc.",n/a,$43090.81
251,Vera,Jellett,BREW,Consumer Non-Durables,NASDAQ,"Craft Brew Alliance, Inc.",$320.72M,$24027.44
252,Claus,Domney,AIRG,Technology,NASDAQ,"Airgain, Inc.",$136.04M,$56510.65
253,Mufi,Novotni,RPRX,Health Care,NASDAQ,Repros Therapeutics Inc.,$9.14M,$88571.07
254,Dougie,Divis,FLXN,Health Care,NASDAQ,"Flexion Therapeutics, Inc.",$546.87M,$48000.52
255,Leonidas,Ruffli,STAR^F,n/a,NYSE,iStar Financial Inc.,n/a,$13934.21
