Account Number,Balance Date,Transaction Value,Balance
90203948,13/02/2023,63.14,2591.75
18052851,31/01/2023,,672.09
95527674,03/02/2023,-145.97,707.34
98070849,01/02/2023,-106.8,1207.53
15428008,09/02/2023,-548.3,-617.14
79771974,03/02/2023,613,963.67
58874842,14/02/2023,86.86,516.44
42813808,31/01/2023,,633.08
19524427,06/02/2023,151.44,-42.2
27625709,14/02/2023,128.39,761.73
37017424,13/02/2023,71.51,-1400.67
77847751,13/02/2023,26,605.96
10232603,07/02/2023,-185.47,-1318.82
21750371,06/02/2023,131.96,372.6
80596699,13/02/2023,-26.24,691.73
22137086,08/02/2023,-69.06,2399.53
21749252,08/02/2023,-110.15,693.03
40548885,04/02/2023,-25.82,134.5
49253709,01/02/2023,-120.88,417.6
30279114,01/02/2023,144.31,1095.44
83128544,13/02/2023,-132.3,-184.47
30279114,31/01/2023,,951.13
88568543,01/02/2023,-168.34,304.49
38957380,07/02/2023,-112.51,-27.97
47266645,06/02/2023,122.69,1015.56
71280775,03/02/2023,-124.88,368.36
95759022,02/02/2023,-28.18,126.23
13537427,11/02/2023,246.42,1020.66
28553155,01/02/2023,-131.36,15.73
18563743,12/02/2023,-58.63,601.72
73275714,11/02/2023,135.38,763.42
62470872,14/02/2023,-140.8,454.85
72008772,03/02/2023,1791.6,2405.92
90480183,05/02/2023,94.53,596.9
26979446,14/02/2023,-70.4,411.12
16977372,31/01/2023,,675.5
15100785,31/01/2023,,934.1
73512834,01/02/2023,103.58,528.17
82930132,04/02/2023,69.05,568.68
48625559,14/02/2023,-53.72,1032.34
77880852,07/02/2023,81.45,2263.65
70409852,09/02/2023,-67.33,651.26
22833010,06/02/2023,110.76,426.32
21844651,03/02/2023,104.89,630.05
92563438,01/02/2023,-164.94,908.43
77026279,13/02/2023,101.58,1862.37
26675311,07/02/2023,-15.66,858.59
87533652,07/02/2023,-67.88,134.87
42268900,31/01/2023,,521.35
98849007,12/02/2023,183.53,349.65
94716844,14/02/2023,198.2,823.14
98336782,11/02/2023,128.1,157.78
27596004,01/02/2023,989.3,1495.03
39160879,01/02/2023,-186.89,257.26
26953669,03/02/2023,-100.42,1322.91
50122119,12/02/2023,-970.8,54.23
34017695,14/02/2023,-2002.7,-3249.31
75394177,01/02/2023,-189.07,214.23
32109414,31/01/2023,,967.31
68928221,12/02/2023,99.99,906.17
46322903,31/01/2023,,873.01
93446276,01/02/2023,89.8,461.69
89406032,05/02/2023,-176.37,153.15
44075619,09/02/2023,97.39,1101.07
62158499,13/02/2023,-17.92,68.45
29489865,31/01/2023,,854.53
28553155,03/02/2023,-106.67,-90.94
54300071,12/02/2023,-134.97,2465.53
62362650,08/02/2023,-85.01,769.5
22799719,13/02/2023,-180.81,428.81
21001872,10/02/2023,-106.72,-62.73
51079213,11/02/2023,-26.87,565.01
35726421,13/02/2023,32.01,453.78
29958061,07/02/2023,183.11,652.08
42181728,06/02/2023,-98.86,-105.64
40813783,06/02/2023,32.2,451.07
87261106,31/01/2023,,203.16
36171568,14/02/2023,151.47,325.44
70331285,08/02/2023,-74.39,462.95
26643616,09/02/2023,74.6,126.86
81646873,09/02/2023,10.45,291.54
29705419,03/02/2023,-749.7,202.14
62862427,31/01/2023,,545.14
26863880,14/02/2023,76.32,1528.69
46792863,06/02/2023,159.47,1009.26
49400211,09/02/2023,67.33,1088.61
33771855,01/02/2023,153.65,1040.43
31026801,11/02/2023,-62.33,-172.96
44759468,31/01/2023,,962.91
22412680,14/02/2023,104.53,879.49
38157078,07/02/2023,-86.52,1334.63
33381880,12/02/2023,131.34,509.46
93009261,08/02/2023,1169.6,3715.64
45067158,10/02/2023,177.19,217.09
77017650,04/02/2023,-92.05,625.3
60138058,09/02/2023,45,1068.05
41778536,08/02/2023,-42.43,717.42
99937043,04/02/2023,123.12,917.82
52756904,04/02/2023,-118.08,310.69
14448009,08/02/2023,-1779.2,-2132.07
38606148,12/02/2023,131.58,813.79
86106528,06/02/2023,11.94,371.21
88657589,05/02/2023,98.03,807.64
59737910,31/01/2023,,523.19
86489618,09/02/2023,166.16,687.45
17983851,01/02/2023,160.4,1009.64
81145048,05/02/2023,859.9,903.33
58873428,31/01/2023,,191.58
31367758,10/02/2023,835.9,1557.65
75551521,31/01/2023,,538.64
71082437,13/02/2023,-76.11,786.82
68798691,11/02/2023,-36.07,681.12
33259781,07/02/2023,66.88,962.2
65724980,31/01/2023,,307.93
59128512,31/01/2023,,305.71
21142911,10/02/2023,160.6,695.92
51398784,07/02/2023,313.5,1222.7
76629706,31/01/2023,,962.66
26101648,03/02/2023,76.87,86.71
65926576,10/02/2023,82.23,253.18
60996794,13/02/2023,-1525.2,-2403.68
46643937,07/02/2023,-1348.3,-540.88
28781155,02/02/2023,99.34,654.89
28659160,07/02/2023,98.93,-420.52
44331942,03/02/2023,60.47,674.94
77010964,05/02/2023,91.81,990.92
66667727,04/02/2023,146.82,723.9
53887772,11/02/2023,-42.19,148.63
88968006,04/02/2023,-89.95,919.75
65579734,07/02/2023,97.26,1025.34
15768459,03/02/2023,-44,799.34
63556863,01/02/2023,-0.5,633.9
12859818,10/02/2023,-131.38,-354.94
92390334,31/01/2023,,602.62
36114551,03/02/2023,-1488,-624.31
71381278,12/02/2023,-245.7,1415.34
45706674,04/02/2023,-150.84,-974.58
31978646,10/02/2023,89.99,450.04
67635951,01/02/2023,77.61,937.09
77980498,31/01/2023,,893.87
81384411,11/02/2023,67.21,-1007.49
85501046,08/02/2023,-57.32,303.64
21844651,04/02/2023,73.5,666.53
27388260,09/02/2023,30.61,128.13
77504884,12/02/2023,-51.05,1145
17434670,12/02/2023,139.56,-792.71
63381038,08/02/2023,69.06,610.97
22099256,06/02/2023,-127.87,176.98
92145159,12/02/2023,-2208.4,-1915.93
39749381,04/02/2023,91.7,406.22
57027965,10/02/2023,-210.62,300.76
43064169,03/02/2023,-141.26,1403.14
24516638,31/01/2023,,426.16
11662506,09/02/2023,-38.09,560.63
52125171,01/02/2023,112.77,1085.94
64331821,31/01/2023,,519.62
26863880,14/02/2023,101.53,1452.37
42322494,12/02/2023,110.14,612.99
21515934,31/01/2023,,543.38
91834926,14/02/2023,89.16,737.22
64979248,10/02/2023,15.31,96.14
80787776,10/02/2023,-112.36,-857.89
77722115,06/02/2023,134.96,743.44
51504474,31/01/2023,,153.25
94200289,12/02/2023,153.75,303.08
50837270,31/01/2023,,613.53
48350476,04/02/2023,-152.03,126.82
44711172,04/02/2023,150.01,358.09
20425065,31/01/2023,,866.77
33470885,03/02/2023,-107.9,529.96
80877479,09/02/2023,203.24,-1071.77
98237008,13/02/2023,199.57,751.77
38316158,07/02/2023,35.98,568.81
97843608,31/01/2023,,19.05
76257915,31/01/2023,,795.66
48831634,06/02/2023,141.38,-1396.39
18447548,12/02/2023,44.09,581.74
36126802,31/01/2023,,617.04
43387803,05/02/2023,23.02,906.58
48075275,01/02/2023,-77.94,803.37
24519138,14/02/2023,126.36,339.87
87456121,09/02/2023,-82.14,163.39
53089607,11/02/2023,161.33,861.63
80168427,31/01/2023,,19.01
67502738,10/02/2023,-104.93,251.29
44007497,08/02/2023,61.39,341.77
85562851,08/02/2023,-19.11,87.12
39875057,09/02/2023,-115.89,-139.27
17228160,02/02/2023,-54.57,1183.69
50219545,14/02/2023,1209,2070.37
66914990,09/02/2023,-125.11,679.29
99553778,13/02/2023,-47.54,-58.65
52146995,05/02/2023,-49.2,778.3
50547726,31/01/2023,,675.06
13537427,07/02/2023,164.7,774.24
15265700,12/02/2023,91.07,36.21
49961732,09/02/2023,22.93,759.65
65380590,07/02/2023,73.26,795.7
44243236,04/02/2023,51.81,904.36
59405362,08/02/2023,-195.9,376.61
60866500,11/02/2023,-79.43,349.59
97988499,08/02/2023,1026.8,1218.49
68793483,31/01/2023,,581.36
40813783,07/02/2023,119.18,570.25
38780970,31/01/2023,,846.59
60138058,04/02/2023,59.13,859.05
32474004,31/01/2023,,509.41
26102798,12/02/2023,108.99,-656.34
10295384,31/01/2023,,153.85
39504855,11/02/2023,1000.2,1940.32
50219545,31/01/2023,,548.12
72925782,11/02/2023,-149.84,973.94
74770758,07/02/2023,27.88,1085.95
75762044,05/02/2023,617.7,1480.31
57886631,13/02/2023,-143.14,639.97
43032836,04/02/2023,-49.53,896.19
82461559,31/01/2023,,652.26
45790907,05/02/2023,58.28,2198.98
78392456,12/02/2023,108.51,1013.08
16030234,09/02/2023,-97.62,-245.64
93840154,31/01/2023,,159.7
94729530,01/02/2023,58.96,894.42
64683004,05/02/2023,-183.09,1086.75
93569124,31/01/2023,,221.11
34403979,01/02/2023,181.06,282.2
58216756,13/02/2023,-167.82,-474.91
20129535,10/02/2023,-99.74,714.18
19574610,10/02/2023,-28.58,849.78
86268635,03/02/2023,84.12,840.98
72208029,31/01/2023,,11.37
16229373,05/02/2023,161.01,-809.96
46597215,31/01/2023,,455.5
51401655,31/01/2023,,877.47
36725272,06/02/2023,161.37,396.24
98849007,31/01/2023,,58.26
73700087,08/02/2023,70.5,310.43
91184544,07/02/2023,-91.56,-15.16
87817645,01/02/2023,181.11,1164.47
81336389,09/02/2023,83.99,86.38
77342574,02/02/2023,-1774.7,-2757.36
41085190,14/02/2023,884.5,64.77
46067647,08/02/2023,-43.9,456.39
46854962,14/02/2023,-544,84.22
97521278,08/02/2023,-165.57,581.26
10819898,08/02/2023,123.29,865.59
55714753,03/02/2023,-64.43,639.16
76869201,05/02/2023,-84.35,183.68
39123048,01/02/2023,-92.64,678.36
17749893,12/02/2023,-1267.9,-585.49
52442629,12/02/2023,90.28,-703.32
62362650,01/02/2023,129.83,780.62
19160862,31/01/2023,,211.53
96200049,31/01/2023,,959.58
21047777,05/02/2023,-128.94,641.8
72971287,11/02/2023,-87.08,-111.16
77377150,01/02/2023,-8.07,664.96
58254002,31/01/2023,,94.53
94732589,04/02/2023,102.44,388.6
34908905,04/02/2023,-102.31,785.18
19789505,04/02/2023,44.55,1980.35
79169988,31/01/2023,,354.01
29473763,05/02/2023,-80.66,644.16
10437896,04/02/2023,-51.84,664.48
55552232,06/02/2023,51.75,1158.21
95674888,31/01/2023,,838.92
36596942,13/02/2023,50.68,732.87
89225677,06/02/2023,-141.06,410.38
46215382,03/02/2023,-76.11,473.66
45111669,10/02/2023,-116.33,481.29
79181666,09/02/2023,123.84,689.74
50880352,08/02/2023,19.59,-160.64
35405748,03/02/2023,-171.99,1513.5
90851200,14/02/2023,-86.1,-183.69
96200049,02/02/2023,94.5,1115.31
39620163,12/02/2023,122.43,-103.58
73604500,06/02/2023,193.27,696.6
66704269,04/02/2023,124.72,1150.61
32386770,06/02/2023,72.25,2601.36
16984772,05/02/2023,-179.34,1805.76
38429514,11/02/2023,47.32,235.15
51102699,12/02/2023,-66.33,429.95
24577383,08/02/2023,-152.99,847.07
22403299,09/02/2023,735.1,2215.13
41778536,02/02/2023,132.64,854.67
81445756,31/01/2023,,267.66
45238909,08/02/2023,-38.91,1738.67
99657974,03/02/2023,-157.43,-8.58
50150279,06/02/2023,106.53,599.25
35321469,02/02/2023,-119.36,151.47
72176895,09/02/2023,160.54,335.23
43772330,10/02/2023,98.76,454.76
84928531,06/02/2023,-87.2,398.4
34374766,31/01/2023,,916.09
53538823,08/02/2023,-57.77,231.21
31774984,09/02/2023,127.38,1505.71
60966485,06/02/2023,-193.24,564.35
49031379,08/02/2023,-119.48,599.25
25698177,03/02/2023,131.18,1054.56
49520335,14/02/2023,-88.67,1952.54
83067540,11/02/2023,133.67,1188.2
21314767,07/02/2023,-143.04,130.86
22035411,11/02/2023,-85.02,1110.69
95527674,09/02/2023,123.88,744.71
15793232,02/02/2023,-120.7,-74.82
27117946,05/02/2023,20.31,362.34
15830962,31/01/2023,,570.89
46073044,31/01/2023,,957.36
20632572,02/02/2023,-20.11,266.33
37642787,06/02/2023,-48.31,111.57
14183437,11/02/2023,43.17,2832.24
69617552,14/02/2023,-188.3,526.75
31957459,01/02/2023,98.52,857.21
15044055,14/02/2023,52.78,-1181.98
97762952,09/02/2023,-101.53,286.33
68275028,31/01/2023,,918.44
64034275,11/02/2023,135.48,575.91
24308337,09/02/2023,148.45,-1829.73
81590655,09/02/2023,-54.35,845.16
38969279,06/02/2023,1037.3,972.14
17191420,02/02/2023,-98.15,749.91
75925793,04/02/2023,-87.65,395.61
81590655,05/02/2023,103,899.51
24113784,10/02/2023,98.69,-1500.84
15732629,08/02/2023,143.15,1171.3
24178466,31/01/2023,,330.91
70989002,03/02/2023,-134.37,85.69
43892675,14/02/2023,-53.35,777.29
26874415,04/02/2023,523.6,-1837.82
63977699,31/01/2023,,140.44
74255305,11/02/2023,-1672.7,-1387.7
85902834,06/02/2023,178.37,648.41
83693383,31/01/2023,,138.05
10079965,08/02/2023,-132.2,759.52
76122310,13/02/2023,148.74,550.44
24462859,12/02/2023,-20.21,-978.02
93981472,08/02/2023,114.16,1766.72
39590347,31/01/2023,,180.22
65429379,31/01/2023,,232.83
46255563,14/02/2023,-89.67,387
60459342,07/02/2023,103.43,692.16
97555037,14/02/2023,175.06,788.71
11026937,06/02/2023,-85.44,261.19
48029032,09/02/2023,15.37,633.44
10024680,31/01/2023,,567.46
44066457,03/02/2023,-92.94,1183.07
26751921,31/01/2023,,800.07
36192947,11/02/2023,-69.7,869.92
81994568,10/02/2023,-75.99,3593.77
81087182,14/02/2023,153.66,462.44
83639740,11/02/2023,200.58,1327.06
90338454,31/01/2023,,748.63
29705419,09/02/2023,-99.59,385.17
80787776,01/02/2023,142.26,602.72
79380893,12/02/2023,-160.14,190.04
62362650,13/02/2023,80.64,802.43
10232603,04/02/2023,-888.9,-1221.57
70719064,31/01/2023,,752.97
53240505,31/01/2023,,188.87
26432558,03/02/2023,169.95,847.9
58400012,11/02/2023,59.1,737.62
83124388,02/02/2023,101.47,606.06
48940493,08/02/2023,-66.57,1172.43
71014167,12/02/2023,-84.75,658.01
91939298,12/02/2023,-91.62,-298.69
55341552,02/02/2023,48.35,1572.59
42726928,14/02/2023,-163.23,388.83
67862200,06/02/2023,-7.07,815.47
86737119,14/02/2023,73.77,195.98
58874842,31/01/2023,,347.73
32888555,14/02/2023,207.36,2003.09
26528251,31/01/2023,,539.97
54910290,31/01/2023,,11.12
77026279,08/02/2023,36.78,225.03
58265755,08/02/2023,-173.81,289.21
52264506,09/02/2023,139.7,1227.53
84187157,14/02/2023,-178.46,1630.37
81191580,14/02/2023,-135.36,509.15
86339899,06/02/2023,1792.7,2311.68
91834926,03/02/2023,53.42,846.61
26953669,01/02/2023,81.22,894.43
93932516,08/02/2023,217.58,-80.19
86339899,04/02/2023,-127.8,518.98
28380949,04/02/2023,-1412.5,-665.22
39298122,01/02/2023,135,742.25
60730902,10/02/2023,-88.33,63.54
21694967,02/02/2023,133.67,1243.3
10011977,04/02/2023,58.05,804.47
48429255,11/02/2023,99.36,68.16
54852109,31/01/2023,,521.7
99685765,06/02/2023,-120.6,23.62
73059951,12/02/2023,206.28,1607.53
33771855,11/02/2023,-203.67,105.48
24051672,08/02/2023,13.16,-896.44
38291062,01/02/2023,-82.42,404.26
77668890,14/02/2023,18.83,798.24
76343783,31/01/2023,,42.36
37062632,01/02/2023,119.45,486.17
82558079,13/02/2023,-54.59,394.13
58258401,31/01/2023,,873.05
12035637,02/02/2023,-1138,-1456.55
30929422,01/02/2023,-159.64,-119.04
60819695,09/02/2023,-96.94,-295.11
46643937,12/02/2023,76.94,804.88
72771982,06/02/2023,-94.32,237.37
58822254,03/02/2023,-436.5,-1916
84366763,05/02/2023,76.24,700.29
73512834,10/02/2023,123.35,167.57
43140934,05/02/2023,160.91,981.72
53234515,01/02/2023,-70.5,784.17
93981472,08/02/2023,-597.4,1169.32
11228111,11/02/2023,69.11,-1017.37
29074095,02/02/2023,-924,-324.71
28976546,09/02/2023,-48.6,264.48
16093178,05/02/2023,57.87,132.68
45974864,10/02/2023,120.81,969.48
68294645,02/02/2023,83.72,423.41
68051701,12/02/2023,128.28,122.72
87010556,07/02/2023,112.22,328.59
