Transaction ID,Account To,Transaction Date,Value,Name,Date of Birth,Contact Number,First Line of Address,Account Number,Account Type,Balance Date,Balance
5736260077,69468071,06/02/2023,1791.9,Maggi Huard,01/08/1935,07487245589,51 7th Place,11882775,Basic,31/01/2023,299.41
6023397263,93009261,08/02/2023,1169.6,Tomasine Treend,17/01/1942,07674822587,906 Vera Street,12035637,Gold,31/01/2023,461.35
7509646162,29631870,02/02/2023,1138,Tomasine Treend,17/01/1942,07674822587,906 Vera Street,12035637,Gold,31/01/2023,461.35
5723530860,47356348,03/02/2023,1223.8,Rozele Chippindale,30/11/1994,07849008825,128 Sommers Trail,12420291,Gold,31/01/2023,578.47
5914208858,85924719,11/02/2023,1010.6,Edithe Griggs,18/10/1993,07400436640,19659 Tony Lane,12680102,Basic,31/01/2023,674.64
9770577936,66681692,09/02/2023,1246.4,Bastian Lunam,02/10/1995,07726925518,33 Loomis Road,13058003,Gold,31/01/2023,218
3959126042,38969279,06/02/2023,1037.3,Carissa Mulliss,09/05/1933,07154915911,4601 Canary Terrace,13277127,Basic,31/01/2023,793.22
9389881641,97571696,01/02/2023,1361,Crystal Jeacock,24/03/1956,07564586293,762 Mosinee Circle,13551717,Basic,31/01/2023,26.95
1019649690,67862200,11/02/2023,1655.3,Vincents Speare,25/07/1934,07910043558,82 Delaware Street,13965360,Basic,31/01/2023,299.46
8770709343,54824933,09/02/2023,1549.1,Clement Gant,09/10/1958,07595178757,13 Barnett Lane,14014401,Basic,31/01/2023,554.46
3203866781,86339899,06/02/2023,1792.7,Em Willicott,25/11/1943,07460992733,7776 Parkside Way,14337606,Basic,31/01/2023,561.8
8396185328,69315008,01/02/2023,1052.6,Shana Twentyman,06/11/1959,07257069800,859 Springs Park,14355869,Gold,31/01/2023,329.16
319483649,98377332,08/02/2023,1779.2,Brinn Attkins,13/10/1993,07538141937,70105 Hayes Way,14448009,Joint,31/01/2023,958.46
3101879213,21392412,04/02/2023,1367.4,Brinn Attkins,13/10/1993,07538141937,70105 Hayes Way,14448009,Joint,31/01/2023,958.46
7466187412,37503622,09/02/2023,1300.7,Brinn Attkins,13/10/1993,07538141937,70105 Hayes Way,14448009,Joint,31/01/2023,958.46
319483649,98377332,08/02/2023,1779.2,Grayce Patel,07/03/2000,07935804352,70105 Hayes Way,14448009,Joint,31/01/2023,958.46
3101879213,21392412,04/02/2023,1367.4,Grayce Patel,07/03/2000,07935804352,70105 Hayes Way,14448009,Joint,31/01/2023,958.46
7466187412,37503622,09/02/2023,1300.7,Grayce Patel,07/03/2000,07935804352,70105 Hayes Way,14448009,Joint,31/01/2023,958.46
5514302946,95081571,08/02/2023,1330.7,Leila Peter,15/11/1979,07911895533,28102 Nobel Crossing,14648004,Gold,31/01/2023,236.67
7080051630,77797288,12/02/2023,1808.9,Leila Peter,15/11/1979,07911895533,28102 Nobel Crossing,14648004,Gold,31/01/2023,236.67
9059693922,40082477,09/02/2023,1434.1,Ruprecht Jessel,21/05/1944,07143621889,6761 Toban Circle,15044055,Gold,31/01/2023,204.3
8191592274,91305080,14/02/2023,1288,Emmott Sharvill,16/12/1967,07762043089,2 Eagan Circle,15052808,Gold,31/01/2023,786.05
3764045884,88538200,12/02/2023,1077.3,Pearl Tradewell,20/05/2004,07238864294,7 Mariners Cove Way,15428008,Gold,31/01/2023,131.02
7250445162,87967388,13/02/2023,1393.1,Wyatan Stenbridge,27/01/1934,07112036766,9 Waxwing Lane,15732629,Basic,31/01/2023,975.81
4595593104,94342965,09/02/2023,1208,Kathy Naden,01/07/1951,07409895649,29316 Monterey Drive,15914466,Gold,31/01/2023,436.62
7577450812,81932657,08/02/2023,1044.7,Georgette Tamplin,30/10/1962,07734687967,712 Gulseth Way,16067516,Gold,31/01/2023,494.33
3588310436,33632099,11/02/2023,1991.3,Madelon Jerrolt,17/05/1964,07786860214,39 Lindbergh Terrace,16334793,Gold,31/01/2023,297.75
1244052175,16013218,06/02/2023,1436.4,Byrle Bianco,12/07/1997,07766660402,5 Acker Street,16676577,Gold,31/01/2023,407.24
3873340968,91971494,06/02/2023,1053.5,Agna Blenkiron,04/05/1980,07407748492,57 Harbort Trail,17039422,Basic,31/01/2023,941.44
784603499,39744047,14/02/2023,1583.4,Otho Kelinge,03/06/1958,07524597284,22 Kennedy Trail,17085651,Gold,31/01/2023,945.51
4606990570,39542358,11/02/2023,1168.2,Otho Kelinge,03/06/1958,07524597284,22 Kennedy Trail,17085651,Gold,31/01/2023,945.51
8864200932,54067346,11/02/2023,1635.6,Otho Kelinge,03/06/1958,07524597284,22 Kennedy Trail,17085651,Gold,31/01/2023,945.51
9013221270,19559937,01/02/2023,1500.7,Booth Vertigan,04/07/1934,07359490161,29 Valley Edge Junction,17138963,Basic,31/01/2023,131.95
6328472633,49216581,07/02/2023,1147.4,Cherey Edwardes,03/09/1985,07279335181,8 Old Shore Hill,17301178,Gold,31/01/2023,311.47
8782463611,15944303,12/02/2023,1267.9,Klemens Gagan,25/04/1957,07404841393,4 Green Way,17749893,Basic,31/01/2023,889.45
176916326,33632099,12/02/2023,1955.6,Agace Sporle,28/02/1999,07182359874,96 Emmet Pass,18185362,Basic,31/01/2023,609.36
2926917953,96121732,11/02/2023,1669.7,Colene Rastrick,24/03/1946,07955897701,8 Macpherson Terrace,18348734,Basic,31/01/2023,579.93
9128693981,45015534,08/02/2023,1032.4,Colene Rastrick,24/03/1946,07955897701,8 Macpherson Terrace,18348734,Basic,31/01/2023,579.93
4000808907,92145159,13/02/2023,1370.8,Amalle Townsend,06/01/1959,07564656009,3526 Sutherland Alley,18447548,Basic,31/01/2023,574.24
4265537685,93009261,06/02/2023,1695,Tom Twell,11/08/1940,07512644141,995 Debs Lane,19094015,Basic,31/01/2023,548.65
1013772741,48271608,13/02/2023,1665.4,Blanch Kinforth,12/07/1949,07628210281,94115 Clemons Alley,19789505,Basic,31/01/2023,893.9
3525710887,44019515,07/02/2023,1159.5,Madelle Attril,14/07/1996,07589616818,32 Morrow Drive,19836996,Basic,31/01/2023,245.14
4140747293,85156953,14/02/2023,2134.6,Farrah Bernasek,04/03/1995,07324300770,839 Bluestem Crossing,20425065,Basic,31/01/2023,866.77
2488904619,35126236,14/02/2023,2138,Johnnie Exeter,31/07/1981,07670500402,53 Algoma Road,20908067,Basic,31/01/2023,607.53
1931218919,34482885,11/02/2023,1161.1,Miguelita Gutsell,08/01/1956,07885021967,2732 Mcbride Drive,21032760,Gold,31/01/2023,541.33
2113578247,22696687,12/02/2023,1061.5,Leontine Boatswain,17/05/1959,07838565712,65 Dryden Point,21475060,Gold,31/01/2023,354.98
7972782466,73642628,06/02/2023,1042,Hadleigh Dabling,28/09/1951,07756723892,4438 Cherokee Terrace,21694967,Basic,31/01/2023,90.13
8434042169,23815822,03/02/2023,1882.4,Marcelo Gebby,01/01/1957,07749225564,4 Artisan Alley,21711501,Basic,31/01/2023,126.63
634472038,98568929,13/02/2023,1121.3,Codi Pattison,28/10/1988,07220586650,7 Messerschmidt Alley,21719977,Gold,31/01/2023,758.81
4359027095,52835507,10/02/2023,1098.2,Mufinella Hamor,24/12/1969,07554653747,7833 Alpine Alley,21749252,Gold,31/01/2023,646.27
8063078454,43499771,06/02/2023,1003.2,Mikael Poulney,10/09/1947,07929745585,27867 Bartillon Hill,22099256,Basic,31/01/2023,523.78
213599996,84448752,08/02/2023,1368.6,Kerry Gaze,29/06/1992,07903643984,3 Esker Place,22137086,Basic,31/01/2023,410.35
4025712466,72784766,09/02/2023,1288.6,Kerry Gaze,29/06/1992,07903643984,3 Esker Place,22137086,Basic,31/01/2023,410.35
1097057445,21293955,05/02/2023,1110.7,Eleonore Raphael,09/06/1987,07100932184,2 Farragut Terrace,22374612,Gold,31/01/2023,554.31
3435734426,28738041,07/02/2023,1806.9,Toinette Dight,30/07/1951,07661260409,8 Bluejay Avenue,22393008,Gold,31/01/2023,753.5
4504569876,64228624,12/02/2023,1153.9,Elli Cater,04/11/1942,07563267406,401 Summerview Terrace,22830156,Basic,31/01/2023,596.06
6420230608,97258853,02/02/2023,1157.4,Sheff Crowder,15/07/1950,07657988807,979 Londonderry Pass,23045208,Gold,31/01/2023,359.49
5891700549,40189934,02/02/2023,1824.3,Minne Sandeman,22/12/1985,07239963827,49 Pond Pass,23141588,Joint,31/01/2023,281.28
5891700549,40189934,02/02/2023,1824.3,Constanta Kellar,28/05/1951,07362058039,49 Pond Pass,23141588,Joint,31/01/2023,281.28
184329213,79033058,04/02/2023,1454.9,Fee Moore,05/04/1944,07116175185,30 Aberg Way,23231848,Gold,31/01/2023,27.12
6709818918,33470885,07/02/2023,1676.4,Alika Daspar,22/07/1997,07720985909,30 Meadow Ridge Lane,23962863,Basic,31/01/2023,307.07
9463323708,64683004,09/02/2023,1658,Shanon Howie,14/01/1960,07672808451,17746 Comanche Center,23971753,Basic,31/01/2023,170.77
5946791915,57446648,06/02/2023,1201.1,Neda Sleaford,03/11/2003,07410547442,351 Division Street,24149353,Joint,31/01/2023,487.27
5946791915,57446648,06/02/2023,1201.1,Roddy Tackell,14/04/1976,07240230684,351 Division Street,24149353,Joint,31/01/2023,487.27
6282069041,63298193,08/02/2023,1360.9,Gates Slevin,10/12/1972,07334338009,9 Holmberg Alley,24184530,Joint,31/01/2023,37.87
6282069041,63298193,08/02/2023,1360.9,Westbrook Lisle,03/02/1938,07609148463,9 Holmberg Alley,24184530,Joint,31/01/2023,37.87
520100581,84964879,07/02/2023,1653.3,Salvador Faichnie,25/11/1990,07898984641,4832 Claremont Pass,24308337,Basic,31/01/2023,764.57
8680634573,35633136,09/02/2023,1855.5,Kittie Heakins,10/07/1957,07641727085,9 Village Green Point,24462859,Basic,31/01/2023,646
9859809917,25678043,08/02/2023,2283.2,Coralie Knellen,28/09/1968,07134906360,682 Morning Pass,24529850,Basic,31/01/2023,800.79
9300490451,83187508,10/02/2023,1048.2,Emmie Kealey,09/01/1953,07785042771,703 Upham Crossing,25636885,Gold,31/01/2023,755.58
4309240577,25941557,12/02/2023,1601.3,Ivy Kiera,27/05/1982,07492070482,6703 Arkansas Parkway,25677428,Basic,31/01/2023,307.44
1716788439,37945317,10/02/2023,1524.4,Rivkah Iacapucci,30/08/1954,07516033062,14 Weeping Birch Terrace,25746852,Gold,31/01/2023,320.7
4023198668,84187157,14/02/2023,1485.7,Rivkah Iacapucci,30/08/1954,07516033062,14 Weeping Birch Terrace,25746852,Gold,31/01/2023,320.7
6855294456,88732093,06/02/2023,1502.6,Lilly Sullens,14/10/1951,07249501650,323 5th Point,25768265,Gold,31/01/2023,702.22
8219618701,51793205,02/02/2023,1902.2,Lilly Sullens,14/10/1951,07249501650,323 5th Point,25768265,Gold,31/01/2023,702.22
8176605085,58547184,02/02/2023,1586.6,Sheffie Domelow,20/10/1963,07436094644,9 Scofield Alley,26109213,Gold,31/01/2023,698.97
752935623,99514298,07/02/2023,1121.9,Ruperto Durrand,29/04/1984,07475777928,8 Straubel Pass,26432558,Gold,31/01/2023,465.32
3488111660,88568543,11/02/2023,1215.8,Morton Heggs,09/07/1949,07505844255,327 Caliangt Road,26506201,Basic,31/01/2023,592.7
3960597703,46913859,08/02/2023,1127.1,Tessa Rosenthaler,22/01/1972,07859434217,317 Kinsman Lane,26522255,Gold,31/01/2023,283.67
6467222474,65579734,13/02/2023,1085.6,Tessa Rosenthaler,22/01/1972,07859434217,317 Kinsman Lane,26522255,Gold,31/01/2023,283.67
3107514675,33240853,11/02/2023,1318.1,Dot Yarker,27/10/2001,07411567799,3693 Tennyson Way,26669001,Basic,31/01/2023,70.04
8063200519,20705548,02/02/2023,2269.2,Darnall Wreath,23/12/1934,07873449517,51 Paget Terrace,26874415,Basic,31/01/2023,19.62
7413234025,28822117,05/02/2023,1022.3,Arlie Bruneton,23/03/1942,07453783238,981 Bay Alley,26888158,Basic,31/01/2023,473.02
3717091964,47091705,05/02/2023,1195,Aleta Ruvel,25/12/1942,07856477700,12 Carioca Point,26907311,Basic,31/01/2023,842.69
6309655094,50276595,06/02/2023,1107.9,Amber Reicharz,08/02/1988,07425560370,33 Saint Paul Crossing,27415805,Basic,31/01/2023,902.28
1857908597,41542689,12/02/2023,1255.7,Garald Venny,27/07/1965,07535383868,9 Buell Hill,27596004,Gold,31/01/2023,505.73
8410567636,76847816,12/02/2023,1268.1,Roxana Kolushev,24/07/1936,07903584842,3038 Roth Hill,27600956,Basic,31/01/2023,84.39
2573182568,35210460,01/02/2023,1821.2,Donalt Sumbler,24/12/2001,07619027892,4408 Forest Park,28053942,Gold,31/01/2023,70.94
6227762334,66175264,10/02/2023,1134.6,Brnaby Mackrill,01/08/1983,07620870297,5177 Kropf Way,28142099,Gold,31/01/2023,420.86
9640473553,69796371,04/02/2023,1412.5,Gherardo Leng,05/10/1988,07754173276,1968 Graedel Park,28380949,Basic,31/01/2023,937.24
1542635829,63845700,09/02/2023,1606.6,Karmen Hunnybun,04/12/1937,07261375925,40 Comanche Crossing,28595197,Basic,31/01/2023,897.68
9847562024,84778718,12/02/2023,1183.8,Joice Lufkin,01/08/1962,07943159313,6033 Dunning Center,29358670,Gold,31/01/2023,874.94
4167488191,75569387,01/02/2023,1775.6,Barbaraanne Fredi,01/04/1963,07544564107,104 Dawn Drive,29638033,Gold,31/01/2023,537.95
8738045222,45558696,02/02/2023,1890,Barbaraanne Fredi,01/04/1963,07544564107,104 Dawn Drive,29638033,Gold,31/01/2023,537.95
9756301309,98221133,08/02/2023,1002,Marve Broodes,17/10/1941,07292034852,9 Blue Bill Park Court,30093672,Gold,31/01/2023,939.77
7273869791,19686460,08/02/2023,1379.8,Flynn Largen,30/09/1993,07888467488,9 Magdeline Alley,30112323,Joint,31/01/2023,519.73
7273869791,19686460,08/02/2023,1379.8,Noreen Severwright,18/07/1997,07418460321,9 Magdeline Alley,30112323,Joint,31/01/2023,519.73
3008338488,77797288,05/02/2023,1852.7,Kennan Roomes,22/05/1969,07376999770,1 Magdeline Road,30312615,Gold,31/01/2023,659.36
252031857,91829198,10/02/2023,1585,Devlen Rous,25/07/1986,07351387322,4 Hudson Crossing,30374840,Basic,31/01/2023,564.42
2041596503,76146870,03/02/2023,1278.2,Devlen Rous,25/07/1986,07351387322,4 Hudson Crossing,30374840,Basic,31/01/2023,564.42
9767173250,35330225,09/02/2023,1169.4,Hedwig Lehrer,01/12/2003,07707692226,848 Northview Center,30623117,Gold,31/01/2023,266.92
8776816028,63556863,08/02/2023,1127.4,Suzette Guilford,16/06/1936,07820102363,23519 Lerdahl Point,30718836,Gold,31/01/2023,360.78
4200359480,63556863,06/02/2023,1124.1,Danica Feldhammer,26/09/1937,07497290764,16 Ryan Center,31131351,Basic,31/01/2023,278.94
5508208399,79090076,02/02/2023,1520.8,Arda Wofenden,15/09/1964,07656245152,212 Park Meadow Plaza,31670977,Basic,31/01/2023,385.42
879871237,58668564,11/02/2023,1125,Germain Clubb,23/02/1999,07336434478,3 Leroy Way,31680976,Gold,31/01/2023,327.79
8263650534,68275028,07/02/2023,1002.5,Maddy Thatcher,15/12/1933,07617883129,7156 Rowland Hill,31770323,Gold,31/01/2023,666.66
3364251460,92155262,09/02/2023,1060,Alley Hazeman,13/07/1932,07104529577,9991 Heffernan Court,32308270,Gold,31/01/2023,976.53
9394994130,50520009,08/02/2023,1808.4,Van Barritt,26/10/1995,07622614912,5 Emmet Junction,32400822,Gold,31/01/2023,987.34
3138077927,66416254,06/02/2023,1095.4,Kristos Mitchelmore,07/04/1986,07392923109,54 Loftsgordon Point,33116647,Basic,31/01/2023,391.76
7747292902,85559926,12/02/2023,1071.4,Saunderson Torrance,11/05/1975,07196424619,68959 Banding Drive,33470885,Basic,31/01/2023,531.96
393779424,88040274,06/02/2023,1743.5,Currie Venditto,27/09/1930,07134154463,65851 Lakewood Drive,33832864,Joint,31/01/2023,46.85
393779424,88040274,06/02/2023,1743.5,Miof mela Yurasov,02/08/1952,07801189448,65851 Lakewood Drive,33832864,Joint,31/01/2023,46.85
2862721220,69796371,14/02/2023,2002.7,Herbie Matresse,12/06/1986,07915593923,5417 Iowa Avenue,34017695,Basic,31/01/2023,672.46
4363519207,62862427,13/02/2023,1756,Herbie Matresse,12/06/1986,07915593923,5417 Iowa Avenue,34017695,Basic,31/01/2023,672.46
7547139418,45688415,01/02/2023,1393.7,Joscelin Ferraresi,13/03/2003,07127250410,715 Bay Circle,34400277,Gold,31/01/2023,207.59
5258873692,69561077,05/02/2023,1917.1,Moina Farnfield,19/12/1999,07235956284,86 Banding Point,34921262,Gold,31/01/2023,971.82
7917784223,24123707,09/02/2023,1386.8,Adrianne Pree,26/02/1995,07549505592,939 Sugar Hill,35506101,Gold,31/01/2023,713.65
4348426260,60522190,08/02/2023,1589,Rora Couldwell,19/02/1985,07573728535,8 Golf View Way,35633136,Gold,31/01/2023,603.11
9323740667,51313899,03/02/2023,1488,Verile Briggs,25/11/1996,07476103800,220 Bonner Road,36114551,Joint,31/01/2023,876.22
9323740667,51313899,03/02/2023,1488,Janey Stag,08/07/1944,07710907490,220 Bonner Road,36114551,Joint,31/01/2023,876.22
6095910323,43338400,14/02/2023,2197.2,Hatti Bilverstone,18/07/1939,07443848042,47934 East Road,36551112,Joint,31/01/2023,976.02
7096571558,40507682,14/02/2023,1514.1,Hatti Bilverstone,18/07/1939,07443848042,47934 East Road,36551112,Joint,31/01/2023,976.02
6095910323,43338400,14/02/2023,2197.2,Bryn Chevin,30/01/1971,07581957205,47934 East Road,36551112,Joint,31/01/2023,976.02
7096571558,40507682,14/02/2023,1514.1,Bryn Chevin,30/01/1971,07581957205,47934 East Road,36551112,Joint,31/01/2023,976.02
1369012101,13274987,08/02/2023,1290.2,Sid Tinsey,20/03/1969,07762739943,7586 7th Avenue,37004975,Basic,31/01/2023,635.77
9632604202,27203821,07/02/2023,1679.8,Sid Tinsey,20/03/1969,07762739943,7586 7th Avenue,37004975,Basic,31/01/2023,635.77
9171513191,74252410,10/02/2023,1531,Joshia Pole,04/05/1969,07377565104,3752 Annamark Place,37017424,Basic,31/01/2023,71.34
4754885082,75164598,03/02/2023,1529.4,Geneva Stovin,18/04/2000,07417143574,7 Straubel Hill,37256412,Gold,31/01/2023,24.43
3724174004,84448752,06/02/2023,1409.6,Antonia Storrie,29/07/1985,07360930651,1733 Bunting Lane,37319261,Basic,31/01/2023,574.42
5394880565,19242274,10/02/2023,1324.9,Ian Armin,06/11/1978,07315779675,46128 Paget Way,37369245,Gold,31/01/2023,446.65
4895409996,29017229,04/02/2023,1246.9,Judah Shemwell,25/10/1996,07704105958,293 Monument Junction,37503622,Gold,31/01/2023,630.18
9166816564,68558850,04/02/2023,1395.3,Judah Shemwell,25/10/1996,07704105958,293 Monument Junction,37503622,Gold,31/01/2023,630.18
2285320620,89645445,09/02/2023,1726.4,Conni Horry,22/01/1989,07395966131,4145 Sloan Drive,37789180,Gold,31/01/2023,854.05
9772705354,83443439,03/02/2023,1218,Lenci Bacon,31/10/1979,07802296799,61470 Weeping Birch Parkway,37878074,Basic,31/01/2023,647.56
1160194041,26432558,06/02/2023,1543,Aubrey Jamieson,13/02/1971,07569932617,3 Tony Lane,38487215,Gold,31/01/2023,780.01
1858273145,43597919,12/02/2023,1323.4,Sibelle Fryd,17/04/1955,07447580226,3 Nova Lane,38606148,Gold,31/01/2023,956.59
1492043389,50959802,02/02/2023,1436.3,Sileas Dogg,31/05/1999,07827162599,17502 Vahlen Way,38749064,Gold,31/01/2023,569.98
1912023679,50959802,14/02/2023,1157.1,Noellyn Scotney,28/08/1985,07760234692,24 Nancy Terrace,38903150,Basic,31/01/2023,263.28
768678234,30565855,05/02/2023,1292.8,Everett Beazer,04/11/1933,07197761533,83244 Veith Avenue,38921478,Gold,31/01/2023,641.48
8603111812,21558805,05/02/2023,2160.7,Ambros Fitzgerald,11/06/1998,07326699118,88 Sugar Crossing,38969279,Gold,31/01/2023,195.74
973381515,36871984,12/02/2023,1663,Nance Swalwel,02/05/2003,07599679728,84 Wayridge Avenue,39013360,Joint,31/01/2023,987.76
973381515,36871984,12/02/2023,1663,Eartha Brouncker,04/08/1938,07352327545,84 Wayridge Avenue,39013360,Joint,31/01/2023,987.76
9337783533,85924719,08/02/2023,1872.8,Reinaldos Pottberry,16/07/1991,07206025405,84585 Anderson Alley,39093565,Basic,31/01/2023,107.2
9813247657,73668192,02/02/2023,1495.8,Penny Bartolommeo,08/05/1993,07674320345,423 Cascade Lane,39267013,Basic,31/01/2023,516.74
6719011871,30672740,11/02/2023,1949.6,Sauncho Moland,29/07/1984,07279287444,56 Vermont Park,39402264,Gold,31/01/2023,993.04
3493101317,95467370,02/02/2023,1273.1,Christalle Mitchel,23/08/1956,07445614911,641 Banding Drive,39516154,Gold,31/01/2023,620.87
4941311604,10847941,11/02/2023,1094,Christalle Mitchel,23/08/1956,07445614911,641 Banding Drive,39516154,Gold,31/01/2023,620.87
9791706700,86218347,07/02/2023,1581.8,Oralla Plumm,21/04/1940,07901713079,91 Washington Terrace,40039031,Gold,31/01/2023,124.72
7180602892,64769583,04/02/2023,1705.8,Jaquelyn Cortin,25/10/1976,07933791829,9 Roth Junction,40189934,Gold,31/01/2023,804.21
5596420425,45790907,01/02/2023,1264.3,Josepha Grattage,03/11/1980,07151819613,59658 Crescent Oaks Street,40745965,Gold,31/01/2023,654.15
5402673276,71266283,04/02/2023,1218,Ewell Ducker,02/11/1978,07276923375,8 Morrow Court,40872555,Gold,31/01/2023,115.88
4025620235,45543867,07/02/2023,1522,Drucie Adamkiewicz,18/01/1933,07956341732,533 Steensland Road,41085190,Basic,31/01/2023,78.73
7559132731,79570236,08/02/2023,1168.1,Drucie Adamkiewicz,18/01/1933,07956341732,533 Steensland Road,41085190,Basic,31/01/2023,78.73
6199332598,89905732,10/02/2023,1147.5,Dana Kenrack,09/10/1944,07102797795,35 Drewry Avenue,41170515,Basic,31/01/2023,713.46
9822470290,37443706,13/02/2023,1088,Asia Wyld,21/05/1993,07247421402,820 Petterle Drive,41245288,Gold,31/01/2023,540.61
3592959115,15563919,14/02/2023,1083,Normy Ebbers,12/08/1964,07758113429,10 Dahle Point,41561470,Gold,31/01/2023,750.8
9309396490,44228646,08/02/2023,1244.2,Gilburt Sedgefield,09/07/1961,07833801224,1587 Bunting Crossing,42235537,Basic,31/01/2023,165.2
6590433992,16026987,13/02/2023,1678.8,Adorne Petworth,24/03/1945,07461742489,45955 Darwin Lane,42340050,Basic,31/01/2023,935.61
703305565,89438779,13/02/2023,1062.5,Armstrong Conklin,19/03/1982,07615074864,91 Algoma Way,42652193,Gold,31/01/2023,566.53
4758584850,78501355,04/02/2023,1610.8,Tadio Pettersen,06/04/1986,07437806282,9 Del Mar Avenue,42746180,Gold,31/01/2023,12.15
8011320084,51198722,07/02/2023,1035.2,Gannie Mustill,23/06/1959,07701932569,9 Schlimgen Terrace,42783101,Gold,31/01/2023,289.82
2733294954,15899774,08/02/2023,1382.5,Shurlock Siviter,11/01/1989,07401023617,11082 Cottonwood Street,42838186,Gold,31/01/2023,466.48
5059383865,37642787,10/02/2023,1289.6,Estelle Lemerie,15/03/1953,07800404494,5497 Mesta Park,43064169,Basic,31/01/2023,555.44
9369412115,78076137,04/02/2023,1231.2,Cornelle Maytom,12/02/2001,07869160177,10 Raven Trail,43329727,Gold,31/01/2023,477.69
9426131787,44228646,05/02/2023,1144.8,Simonette Westoll,16/08/1967,07595149901,28455 Truax Trail,43541008,Gold,31/01/2023,413.2
6474019611,63746530,09/02/2023,1705.6,Jean Arthur,10/11/1957,07521843952,64 Duke Terrace,43616790,Gold,31/01/2023,365.67
3858103926,76869201,09/02/2023,1485,Tremain Eilert,06/01/1951,07881749686,29401 Sachtjen Trail,43811112,Gold,31/01/2023,99.92
5451548633,53831793,13/02/2023,1226.1,Anjanette Thridgould,03/08/1949,07277983085,8 Twin Pines Lane,44066457,Basic,31/01/2023,18.09
7178801352,44242297,12/02/2023,1003.7,Meier Kerfut,13/02/1998,07282817564,2587 Rieder Parkway,44145489,Gold,31/01/2023,635.75
9718945814,97581232,09/02/2023,1166.4,Rhys De Vuyst,12/05/1986,07323880621,13313 Lerdahl Avenue,44626164,Basic,31/01/2023,915.14
8699896069,76847816,03/02/2023,1259.6,Elsi Payton,22/03/1935,07588400660,54091 Surrey Alley,44902994,Basic,31/01/2023,790.34
9153064143,23295106,14/02/2023,1338.4,Jerri McCrohon,04/07/2003,07696895888,95 Vernon Park,45029598,Gold,31/01/2023,558.87
1716564794,11333185,13/02/2023,1582.4,Stanley Hayball,26/02/1998,07152885450,7834 Messerschmidt Pass,45089475,Gold,31/01/2023,676.92
9837530847,31335654,12/02/2023,1192.7,Briny Birckmann,08/01/1932,07545560274,722 Russell Circle,45196342,Gold,31/01/2023,402.48
4635802795,60184250,05/02/2023,1526.1,Joannes Walczak,01/07/1981,07197765679,9702 Pierstorff Street,45558696,Basic,31/01/2023,760.19
973893052,51266306,01/02/2023,1187.7,Hertha Shuker,27/01/1964,07873638393,693 Kings Way,45706674,Basic,31/01/2023,390.73
