Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,First Purchase,Order?,Customer Classification,YoY Difference
7704.0,CA-2020-114601,26/08/2020,02/09/2020,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Detroit,Michigan,48234.0,Central,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.96999999999997,3.0,0.0,58.7916,2020,2018,1,Returning,48
7705.0,CA-2020-114601,26/08/2020,02/09/2020,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Detroit,Michigan,48234.0,Central,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,447.84,4.0,0.0,98.52479999999997,2020,2018,1,Returning,48
7706.0,CA-2020-114601,26/08/2020,02/09/2020,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Detroit,Michigan,48234.0,Central,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3.0,0.0,163.1898,2020,2018,1,Returning,48
7707.0,CA-2020-114601,26/08/2020,02/09/2020,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Detroit,Michigan,48234.0,Central,OFF-AR-10002578,Office Supplies,Art,Newell 335,8.64,3.0,0.0,2.5056,2020,2018,1,Returning,48
13.0,CA-2021-114412,15/04/2021,20/04/2021,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Concord,North Carolina,28027.0,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,15.552000000000003,3.0,0.2,5.4432,2021,2018,1,Consistent,32
4021.0,CA-2018-154963,22/06/2018,27/06/2018,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013.0,East,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",170.058,3.0,0.3,-4.858799999999988,2018,2018,1,New,
4022.0,CA-2018-154963,22/06/2018,27/06/2018,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013.0,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,82.78200000000001,3.0,0.4,-15.176700000000004,2018,2018,1,New,
4023.0,CA-2018-154963,22/06/2018,27/06/2018,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013.0,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",853.9299999999998,5.0,0.3,0.0,2018,2018,1,New,
8004.0,CA-2018-143210,01/12/2018,03/12/2018,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,Massachusetts,1852.0,East,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,271.9,2.0,0.0,78.85099999999997,2018,2018,1,New,
8005.0,CA-2018-143210,01/12/2018,03/12/2018,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,Massachusetts,1852.0,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",45.839999999999996,3.0,0.0,15.5856,2018,2018,1,New,
8006.0,CA-2018-143210,01/12/2018,03/12/2018,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,Massachusetts,1852.0,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,9.82,2.0,0.0,3.2405999999999997,2018,2018,1,New,
8008.0,CA-2019-110863,17/11/2019,24/11/2019,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120.0,Central,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,4.0,0.0,5.412400000000048,2019,2018,1,Consistent,-158
8009.0,CA-2019-110863,17/11/2019,24/11/2019,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120.0,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3.0,0.0,49.97039999999999,2019,2018,1,Consistent,-158
8010.0,CA-2019-110863,17/11/2019,24/11/2019,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120.0,Central,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,1323.8999999999999,5.0,0.0,383.9309999999999,2019,2018,1,Consistent,-158
4452.0,CA-2020-147137,04/07/2020,06/07/2020,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109.0,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5.0,0.0,8.636,2020,2018,1,Consistent,48
4453.0,CA-2020-147137,04/07/2020,06/07/2020,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109.0,West,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",43.96,2.0,0.0,20.6612,2020,2018,1,Consistent,48
4454.0,CA-2020-147137,04/07/2020,06/07/2020,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109.0,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.165,5.0,0.15,225.73499999999993,2020,2018,1,Consistent,48
4455.0,CA-2020-147137,04/07/2020,06/07/2020,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109.0,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4.0,0.0,0.5583999999999989,2020,2018,1,Consistent,48
6037.0,CA-2020-131205,04/09/2020,08/09/2020,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324.0,South,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.599999999999994,3.0,0.0,16.614,2020,2018,1,Consistent,48
6038.0,CA-2020-131205,04/09/2020,08/09/2020,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324.0,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6.0,0.0,54.691199999999995,2020,2018,1,Consistent,48
6039.0,CA-2020-131205,04/09/2020,08/09/2020,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324.0,South,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92,4.0,0.0,5.196799999999996,2020,2018,1,Consistent,48
6040.0,CA-2020-131205,04/09/2020,08/09/2020,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324.0,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,5.28,3.0,0.0,2.5343999999999998,2020,2018,1,Consistent,48
7490.0,CA-2021-157196,05/11/2021,09/11/2021,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,San Diego,California,92105.0,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.96,2.0,0.0,6.2208000000000006,2021,2018,1,Consistent,32
4962.0,CA-2018-156587,07/03/2018,08/03/2018,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103.0,West,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",48.712,1.0,0.2,5.480099999999997,2018,2018,1,New,
4963.0,CA-2018-156587,07/03/2018,08/03/2018,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103.0,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,17.94,3.0,0.0,4.6644000000000005,2018,2018,1,New,
4964.0,CA-2018-156587,07/03/2018,08/03/2018,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103.0,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3.0,0.0,4.858800000000016,2018,2018,1,New,
8223.0,CA-2018-152905,18/02/2018,24/02/2018,Standard Class,AB-10015,Aaron Bergman,Consumer,United States,Arlington,Texas,76017.0,Central,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,12.624,2.0,0.2,-2.524800000000002,2018,2018,1,New,
,,,,,AB-10015,Aaron Bergman,,,,,,,,,,,,,,,2019,2018,0,Sleeping,-158
8802.0,CA-2020-140935,10/11/2020,12/11/2020,First Class,AB-10015,Aaron Bergman,Consumer,United States,Oklahoma City,Oklahoma,73120.0,Central,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3,221.98,2.0,0.0,62.15440000000001,2020,2018,1,Returning,48
8803.0,CA-2020-140935,10/11/2020,12/11/2020,First Class,AB-10015,Aaron Bergman,Consumer,United States,Oklahoma City,Oklahoma,73120.0,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",341.96,2.0,0.0,54.713599999999985,2020,2018,1,Returning,48
,,,,,AB-10015,Aaron Bergman,,,,,,,,,,,,,,,2021,2018,0,Sleeping,32
5051.0,CA-2019-150511,18/09/2019,24/09/2019,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Des Moines,Washington,98198.0,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2.0,0.0,8.713799999999999,2019,2019,1,New,
350.0,CA-2020-129714,01/09/2020,03/09/2020,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009.0,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1.0,0.0,2.3086,2020,2019,1,Consistent,-34
351.0,CA-2020-129714,01/09/2020,03/09/2020,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009.0,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2.0,0.0,11.543199999999999,2020,2019,1,Consistent,-34
352.0,CA-2020-129714,01/09/2020,03/09/2020,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009.0,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1.0,0.2,1.0668,2020,2019,1,Consistent,-34
353.0,CA-2020-129714,01/09/2020,03/09/2020,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009.0,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,4.0,0.0,23.086399999999998,2020,2019,1,Consistent,-34
354.0,CA-2020-129714,01/09/2020,03/09/2020,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009.0,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168000000001,4.0,0.2,1415.4295999999997,2020,2019,1,Consistent,-34
1176.0,CA-2020-161207,29/08/2020,03/09/2020,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Concord,New Hampshire,3301.0,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3.0,0.0,8.099699999999999,2020,2019,1,Consistent,-34
2364.0,US-2020-108637,13/03/2020,18/03/2020,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980.0,South,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88,2.0,0.0,40.9216,2020,2019,1,Consistent,-34
2365.0,US-2020-108637,13/03/2020,18/03/2020,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980.0,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2.0,0.0,44.8896,2020,2019,1,Consistent,-34
2366.0,US-2020-108637,13/03/2020,18/03/2020,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980.0,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,46.0,4.0,0.0,20.7,2020,2019,1,Consistent,-34
3034.0,CA-2021-134173,16/09/2021,21/09/2021,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,20.736000000000004,4.0,0.2,7.2576,2021,2019,1,Consistent,18
5001.0,CA-2021-159688,07/05/2021,12/05/2021,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Los Angeles,California,90004.0,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,79.99,1.0,0.0,28.7964,2021,2019,1,Consistent,18
8169.0,CA-2021-107174,06/11/2021,13/11/2021,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Seattle,Washington,98105.0,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,2036.8600000000001,7.0,0.0,366.6347999999999,2021,2019,1,Consistent,18
8170.0,CA-2021-107174,06/11/2021,13/11/2021,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Seattle,Washington,98105.0,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,449.56800000000004,2.0,0.2,-73.05480000000007,2021,2019,1,Consistent,18
8171.0,CA-2021-107174,06/11/2021,13/11/2021,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Seattle,Washington,98105.0,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,108.96000000000001,3.0,0.0,32.68799999999999,2021,2019,1,Consistent,18
9498.0,CA-2021-118213,05/11/2021,07/11/2021,First Class,AB-10060,Adam Bellavance,Home Office,United States,Greenwood,Indiana,46142.0,Central,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4.41,1.0,0.0,2.0286,2021,2019,1,Consistent,18
9499.0,CA-2021-118213,05/11/2021,07/11/2021,First Class,AB-10060,Adam Bellavance,Home Office,United States,Greenwood,Indiana,46142.0,Central,OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,167.94,3.0,0.0,82.2906,2021,2019,1,Consistent,18
9500.0,CA-2021-118213,05/11/2021,07/11/2021,First Class,AB-10060,Adam Bellavance,Home Office,United States,Greenwood,Indiana,46142.0,Central,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,67.8,10.0,0.0,31.188,2021,2019,1,Consistent,18
4283.0,CA-2018-103100,20/12/2018,23/12/2018,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203.0,Central,OFF-LA-10003720,Office Supplies,Labels,Avery 487,3.69,1.0,0.0,1.7343,2018,2018,1,New,
4284.0,CA-2018-103100,20/12/2018,23/12/2018,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203.0,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1103.97,3.0,0.0,496.78649999999993,2018,2018,1,New,
9102.0,CA-2019-163181,07/11/2019,12/11/2019,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041.0,Central,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,23.64,3.0,0.2,5.319000000000001,2019,2018,1,Consistent,-158
9103.0,CA-2019-163181,07/11/2019,12/11/2019,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041.0,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,2.0,0.2,-16.956800000000005,2019,2018,1,Consistent,-158
9104.0,CA-2019-163181,07/11/2019,12/11/2019,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041.0,Central,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,64.96,5.0,0.6,-84.448,2019,2018,1,Consistent,-158
9105.0,CA-2019-163181,07/11/2019,12/11/2019,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,32.059999999999995,10.0,0.8,-51.29600000000001,2019,2018,1,Consistent,-158
9106.0,CA-2019-163181,07/11/2019,12/11/2019,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041.0,Central,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,177.64800000000002,2.0,0.2,-28.867800000000017,2019,2018,1,Consistent,-158
9107.0,CA-2019-163181,07/11/2019,12/11/2019,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041.0,Central,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,287.90999999999997,3.0,0.4,33.58949999999999,2019,2018,1,Consistent,-158
1410.0,US-2020-122245,25/09/2020,30/09/2020,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023.0,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,3.0,0.5,-204.44580000000005,2020,2018,1,Consistent,48
5614.0,CA-2020-147431,02/02/2020,07/02/2020,Standard Class,AB-10105,Adrian Barton,Consumer,United States,New York City,New York,10011.0,East,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",117.96,2.0,0.0,5.897999999999996,2020,2018,1,Consistent,48
9040.0,CA-2020-117121,17/12/2020,21/12/2020,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Detroit,Michigan,48205.0,Central,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,9892.74,13.0,0.0,4946.37,2020,2018,1,Consistent,48
