Party,Adults in Party,Children in Party,Double/Twin,Requires Accessible Room?,Additional Requests,Request Satisfaction %,Room,Adults,Children,Features
Fallens,1,0,Twin,N,,100,301,2,0,"Near to lift, Twin"
Sumers,2,0,Double,N,,100,508,2,0,"High Floor, Double"
Sumers,2,0,Double,N,,100,505,2,0,"High Floor, Bath, Double"
Sumers,2,0,Double,N,,100,502,2,0,"High Floor, Bath, Double"
Sumers,2,0,Double,N,,100,308,2,0,"Bath, Double"
Sumers,2,0,Double,N,,100,305,2,0,Double
Sumers,2,0,Double,N,,100,207,2,0,"Bath, Double"
Sumers,2,0,Double,N,,100,205,2,0,Double
Sumers,2,0,Double,N,,100,204,2,0,"Bath, Double"
Sumers,2,0,Double,N,,100,202,2,0,"Bath,Double"
Sumers,2,0,Double,N,,100,201,2,0,"Near to lift, Double"
Sumers,2,0,Double,N,,100,104,2,0,"Accessible, Double"
Sumers,2,0,Double,N,,100,103,2,0,"Accessible, Double"
Sumers,2,0,Double,N,,100,102,2,0,"Accessible, Double"
Sumers,2,0,Double,N,,100,101,2,0,"Accessible, Near to lift, Double"
Segeswoeth,4,0,Double,N,"High Floor, NOT Near to lift",100,604,4,0,"High Floor, Bath, Double"
Segeswoeth,4,0,Double,N,"High Floor, NOT Near to lift",100,603,4,0,"High Floor, Bath, Double"
Segeswoeth,4,0,Double,N,"High Floor, NOT Near to lift",100,602,4,0,"High Floor, Bath, Double"
Iczokvitz,2,0,Double,Y,Bath,0,104,2,0,"Accessible, Double"
Iczokvitz,2,0,Double,Y,Bath,0,103,2,0,"Accessible, Double"
Iczokvitz,2,0,Double,Y,Bath,0,102,2,0,"Accessible, Double"
Iczokvitz,2,0,Double,Y,Bath,0,101,2,0,"Accessible, Near to lift, Double"
Gendrich,3,0,Double,N,"Bath, High Floor",100,601,4,0,"High Floor, Bath, Near to lift, Double"
Jeannel,1,0,Twin,N,"High Floor, NOT Near to lift",100,408,2,0,"High Floor, Twin"
Jeannel,1,0,Twin,N,"High Floor, NOT Near to lift",100,407,2,0,"High Floor, Bath, Twin"
Jeannel,1,0,Twin,N,"High Floor, NOT Near to lift",100,406,2,0,"High Floor, Twin"
Jeannel,1,0,Twin,N,"High Floor, NOT Near to lift",100,405,2,0,"High Floor, Bath, Twin"
Cullum,2,0,Twin,N,,100,408,2,0,"High Floor, Twin"
Cullum,2,0,Twin,N,,100,407,2,0,"High Floor, Bath, Twin"
Cullum,2,0,Twin,N,,100,406,2,0,"High Floor, Twin"
Cullum,2,0,Twin,N,,100,405,2,0,"High Floor, Bath, Twin"
Cullum,2,0,Twin,N,,100,401,2,0,"High Floor, Bath, Near to lift, Twin"
Cullum,2,0,Twin,N,,100,303,2,0,"Bath, Twin"
Cullum,2,0,Twin,N,,100,301,2,0,"Near to lift, Twin"
Rozzier,2,0,Double,N,Bath,100,505,2,0,"High Floor, Bath, Double"
Rozzier,2,0,Double,N,Bath,100,502,2,0,"High Floor, Bath, Double"
Rozzier,2,0,Double,N,Bath,100,308,2,0,"Bath, Double"
Rozzier,2,0,Double,N,Bath,100,207,2,0,"Bath, Double"
Rozzier,2,0,Double,N,Bath,100,204,2,0,"Bath, Double"
Rozzier,2,0,Double,N,Bath,100,202,2,0,"Bath,Double"
Londer,1,0,Twin,N,"High Floor, NOT Near to lift",100,408,2,0,"High Floor, Twin"
Londer,1,0,Twin,N,"High Floor, NOT Near to lift",100,407,2,0,"High Floor, Bath, Twin"
Londer,1,0,Twin,N,"High Floor, NOT Near to lift",100,406,2,0,"High Floor, Twin"
Londer,1,0,Twin,N,"High Floor, NOT Near to lift",100,405,2,0,"High Floor, Bath, Twin"
Jirousek,2,0,Double,N,"High Floor, NOT Near to lift",100,508,2,0,"High Floor, Double"
Jirousek,2,0,Double,N,"High Floor, NOT Near to lift",100,505,2,0,"High Floor, Bath, Double"
Jirousek,2,0,Double,N,"High Floor, NOT Near to lift",100,502,2,0,"High Floor, Bath, Double"
Norcutt,2,0,Double,Y,NOT Near to lift,100,104,2,0,"Accessible, Double"
Norcutt,2,0,Double,Y,NOT Near to lift,100,103,2,0,"Accessible, Double"
Norcutt,2,0,Double,Y,NOT Near to lift,100,102,2,0,"Accessible, Double"
Gubbins,2,0,Twin,N,"Bath, High Floor",100,407,2,0,"High Floor, Bath, Twin"
Gubbins,2,0,Twin,N,"Bath, High Floor",100,405,2,0,"High Floor, Bath, Twin"
Gubbins,2,0,Twin,N,"Bath, High Floor",100,401,2,0,"High Floor, Bath, Near to lift, Twin"
Ghiriardelli,2,0,Double,N,Bath,100,505,2,0,"High Floor, Bath, Double"
Ghiriardelli,2,0,Double,N,Bath,100,502,2,0,"High Floor, Bath, Double"
Ghiriardelli,2,0,Double,N,Bath,100,308,2,0,"Bath, Double"
Ghiriardelli,2,0,Double,N,Bath,100,207,2,0,"Bath, Double"
Ghiriardelli,2,0,Double,N,Bath,100,204,2,0,"Bath, Double"
Ghiriardelli,2,0,Double,N,Bath,100,202,2,0,"Bath,Double"
Chese,2,0,Double,N,"High Floor, NOT Near to lift",100,508,2,0,"High Floor, Double"
Chese,2,0,Double,N,"High Floor, NOT Near to lift",100,505,2,0,"High Floor, Bath, Double"
Chese,2,0,Double,N,"High Floor, NOT Near to lift",100,502,2,0,"High Floor, Bath, Double"
Guisler,1,0,Twin,N,"Bath, High Floor, NOT Near to lift",100,407,2,0,"High Floor, Bath, Twin"
Guisler,1,0,Twin,N,"Bath, High Floor, NOT Near to lift",100,405,2,0,"High Floor, Bath, Twin"
Aarons,2,0,Twin,N,Bath,100,407,2,0,"High Floor, Bath, Twin"
Aarons,2,0,Twin,N,Bath,100,405,2,0,"High Floor, Bath, Twin"
Aarons,2,0,Twin,N,Bath,100,401,2,0,"High Floor, Bath, Near to lift, Twin"
Aarons,2,0,Twin,N,Bath,100,303,2,0,"Bath, Twin"
Krishtopaittis,1,0,Double,N,,100,508,2,0,"High Floor, Double"
Krishtopaittis,1,0,Double,N,,100,505,2,0,"High Floor, Bath, Double"
Krishtopaittis,1,0,Double,N,,100,502,2,0,"High Floor, Bath, Double"
Krishtopaittis,1,0,Double,N,,100,308,2,0,"Bath, Double"
Krishtopaittis,1,0,Double,N,,100,305,2,0,Double
Krishtopaittis,1,0,Double,N,,100,207,2,0,"Bath, Double"
Krishtopaittis,1,0,Double,N,,100,205,2,0,Double
Krishtopaittis,1,0,Double,N,,100,204,2,0,"Bath, Double"
Krishtopaittis,1,0,Double,N,,100,202,2,0,"Bath,Double"
Krishtopaittis,1,0,Double,N,,100,201,2,0,"Near to lift, Double"
Krishtopaittis,1,0,Double,N,,100,104,2,0,"Accessible, Double"
Krishtopaittis,1,0,Double,N,,100,103,2,0,"Accessible, Double"
Krishtopaittis,1,0,Double,N,,100,102,2,0,"Accessible, Double"
Krishtopaittis,1,0,Double,N,,100,101,2,0,"Accessible, Near to lift, Double"
Marusik,1,0,Twin,N,"Bath, High Floor",100,402,2,1,"High Floor, Bath, Twin"
Lansdale,1,0,Twin,N,High Floor,100,404,2,1,"High Floor, Twin"
Lansdale,1,0,Twin,N,High Floor,100,403,2,1,"High Floor, Twin"
Lansdale,1,0,Twin,N,High Floor,100,402,2,1,"High Floor, Bath, Twin"
Josefer,1,1,Double,N,"Bath, NOT Near to lift",100,507,2,1,"High Floor, Bath, Double"
Josefer,1,1,Double,N,"Bath, NOT Near to lift",100,506,2,1,"High Floor, Bath, Double"
Josefer,1,1,Double,N,"Bath, NOT Near to lift",100,504,2,1,"High Floor, Bath, Double"
Josefer,1,1,Double,N,"Bath, NOT Near to lift",100,503,2,1,"High Floor, Bath, Double"
Josefer,1,1,Double,N,"Bath, NOT Near to lift",100,307,2,1,"Bath, Double"
Josefer,1,1,Double,N,"Bath, NOT Near to lift",100,206,2,1,"Bath, Double"
Kelle,1,1,Twin,N,Bath,100,402,2,1,"High Floor, Bath, Twin"
Kelle,1,1,Twin,N,Bath,100,304,2,1,"Bath, Twin"
Kelle,1,1,Twin,N,Bath,100,302,2,1,"Bath, Twin"
Fallens,1,0,Twin,N,,100,404,2,1,"High Floor, Twin"
Fallens,1,0,Twin,N,,100,403,2,1,"High Floor, Twin"
Fallens,1,0,Twin,N,,100,402,2,1,"High Floor, Bath, Twin"
Fallens,1,0,Twin,N,,100,304,2,1,"Bath, Twin"
Fallens,1,0,Twin,N,,100,302,2,1,"Bath, Twin"
Henriquet,2,1,Double,N,"Bath, High Floor",100,507,2,1,"High Floor, Bath, Double"
Henriquet,2,1,Double,N,"Bath, High Floor",100,506,2,1,"High Floor, Bath, Double"
Henriquet,2,1,Double,N,"Bath, High Floor",100,504,2,1,"High Floor, Bath, Double"
Henriquet,2,1,Double,N,"Bath, High Floor",100,503,2,1,"High Floor, Bath, Double"
Henriquet,2,1,Double,N,"Bath, High Floor",100,501,2,1,"High Floor, Bath, Near to lift, Double"
Sumers,2,0,Double,N,,100,507,2,1,"High Floor, Bath, Double"
Sumers,2,0,Double,N,,100,506,2,1,"High Floor, Bath, Double"
Sumers,2,0,Double,N,,100,504,2,1,"High Floor, Bath, Double"
Sumers,2,0,Double,N,,100,503,2,1,"High Floor, Bath, Double"
Sumers,2,0,Double,N,,100,501,2,1,"High Floor, Bath, Near to lift, Double"
Sumers,2,0,Double,N,,100,307,2,1,"Bath, Double"
Sumers,2,0,Double,N,,100,306,2,1,Double
Sumers,2,0,Double,N,,100,208,2,1,Double
Sumers,2,0,Double,N,,100,206,2,1,"Bath, Double"
Sumers,2,0,Double,N,,100,203,2,1,Double
Baxstare,1,1,Double,N,"Bath, High Floor",100,507,2,1,"High Floor, Bath, Double"
Baxstare,1,1,Double,N,"Bath, High Floor",100,506,2,1,"High Floor, Bath, Double"
Baxstare,1,1,Double,N,"Bath, High Floor",100,504,2,1,"High Floor, Bath, Double"
Baxstare,1,1,Double,N,"Bath, High Floor",100,503,2,1,"High Floor, Bath, Double"
Baxstare,1,1,Double,N,"Bath, High Floor",100,501,2,1,"High Floor, Bath, Near to lift, Double"
Abramowitz,2,1,Double,N,"Bath, High Floor",100,507,2,1,"High Floor, Bath, Double"
Abramowitz,2,1,Double,N,"Bath, High Floor",100,506,2,1,"High Floor, Bath, Double"
Abramowitz,2,1,Double,N,"Bath, High Floor",100,504,2,1,"High Floor, Bath, Double"
Abramowitz,2,1,Double,N,"Bath, High Floor",100,503,2,1,"High Floor, Bath, Double"
Abramowitz,2,1,Double,N,"Bath, High Floor",100,501,2,1,"High Floor, Bath, Near to lift, Double"
Saph,2,1,Double,N,"Bath, NOT Near to lift",100,507,2,1,"High Floor, Bath, Double"
Saph,2,1,Double,N,"Bath, NOT Near to lift",100,506,2,1,"High Floor, Bath, Double"
Saph,2,1,Double,N,"Bath, NOT Near to lift",100,504,2,1,"High Floor, Bath, Double"
Saph,2,1,Double,N,"Bath, NOT Near to lift",100,503,2,1,"High Floor, Bath, Double"
Saph,2,1,Double,N,"Bath, NOT Near to lift",100,307,2,1,"Bath, Double"
Saph,2,1,Double,N,"Bath, NOT Near to lift",100,206,2,1,"Bath, Double"
Jeannel,1,0,Twin,N,"High Floor, NOT Near to lift",100,404,2,1,"High Floor, Twin"
Jeannel,1,0,Twin,N,"High Floor, NOT Near to lift",100,403,2,1,"High Floor, Twin"
Jeannel,1,0,Twin,N,"High Floor, NOT Near to lift",100,402,2,1,"High Floor, Bath, Twin"
Cullum,2,0,Twin,N,,100,404,2,1,"High Floor, Twin"
Cullum,2,0,Twin,N,,100,403,2,1,"High Floor, Twin"
Cullum,2,0,Twin,N,,100,402,2,1,"High Floor, Bath, Twin"
Cullum,2,0,Twin,N,,100,304,2,1,"Bath, Twin"
Cullum,2,0,Twin,N,,100,302,2,1,"Bath, Twin"
Rozzier,2,0,Double,N,Bath,100,507,2,1,"High Floor, Bath, Double"
Rozzier,2,0,Double,N,Bath,100,506,2,1,"High Floor, Bath, Double"
Rozzier,2,0,Double,N,Bath,100,504,2,1,"High Floor, Bath, Double"
Rozzier,2,0,Double,N,Bath,100,503,2,1,"High Floor, Bath, Double"
Rozzier,2,0,Double,N,Bath,100,501,2,1,"High Floor, Bath, Near to lift, Double"
Rozzier,2,0,Double,N,Bath,100,307,2,1,"Bath, Double"
Rozzier,2,0,Double,N,Bath,100,206,2,1,"Bath, Double"
O'Hare,1,1,Double,N,,100,507,2,1,"High Floor, Bath, Double"
O'Hare,1,1,Double,N,,100,506,2,1,"High Floor, Bath, Double"
O'Hare,1,1,Double,N,,100,504,2,1,"High Floor, Bath, Double"
O'Hare,1,1,Double,N,,100,503,2,1,"High Floor, Bath, Double"
O'Hare,1,1,Double,N,,100,501,2,1,"High Floor, Bath, Near to lift, Double"
O'Hare,1,1,Double,N,,100,307,2,1,"Bath, Double"
O'Hare,1,1,Double,N,,100,306,2,1,Double
O'Hare,1,1,Double,N,,100,208,2,1,Double
O'Hare,1,1,Double,N,,100,206,2,1,"Bath, Double"
O'Hare,1,1,Double,N,,100,203,2,1,Double
Londer,1,0,Twin,N,"High Floor, NOT Near to lift",100,404,2,1,"High Floor, Twin"
Londer,1,0,Twin,N,"High Floor, NOT Near to lift",100,403,2,1,"High Floor, Twin"
Londer,1,0,Twin,N,"High Floor, NOT Near to lift",100,402,2,1,"High Floor, Bath, Twin"
Jirousek,2,0,Double,N,"High Floor, NOT Near to lift",100,507,2,1,"High Floor, Bath, Double"
Jirousek,2,0,Double,N,"High Floor, NOT Near to lift",100,506,2,1,"High Floor, Bath, Double"
Jirousek,2,0,Double,N,"High Floor, NOT Near to lift",100,504,2,1,"High Floor, Bath, Double"
Jirousek,2,0,Double,N,"High Floor, NOT Near to lift",100,503,2,1,"High Floor, Bath, Double"
Gubbins,2,0,Twin,N,"Bath, High Floor",100,402,2,1,"High Floor, Bath, Twin"
Ghiriardelli,2,0,Double,N,Bath,100,507,2,1,"High Floor, Bath, Double"
Ghiriardelli,2,0,Double,N,Bath,100,506,2,1,"High Floor, Bath, Double"
Ghiriardelli,2,0,Double,N,Bath,100,504,2,1,"High Floor, Bath, Double"
Ghiriardelli,2,0,Double,N,Bath,100,503,2,1,"High Floor, Bath, Double"
Ghiriardelli,2,0,Double,N,Bath,100,501,2,1,"High Floor, Bath, Near to lift, Double"
Ghiriardelli,2,0,Double,N,Bath,100,307,2,1,"Bath, Double"
Ghiriardelli,2,0,Double,N,Bath,100,206,2,1,"Bath, Double"
Winmill,1,1,Double,N,"High Floor, NOT Near to lift",100,507,2,1,"High Floor, Bath, Double"
Winmill,1,1,Double,N,"High Floor, NOT Near to lift",100,506,2,1,"High Floor, Bath, Double"
Winmill,1,1,Double,N,"High Floor, NOT Near to lift",100,504,2,1,"High Floor, Bath, Double"
Winmill,1,1,Double,N,"High Floor, NOT Near to lift",100,503,2,1,"High Floor, Bath, Double"
Chese,2,0,Double,N,"High Floor, NOT Near to lift",100,507,2,1,"High Floor, Bath, Double"
Chese,2,0,Double,N,"High Floor, NOT Near to lift",100,506,2,1,"High Floor, Bath, Double"
Chese,2,0,Double,N,"High Floor, NOT Near to lift",100,504,2,1,"High Floor, Bath, Double"
Chese,2,0,Double,N,"High Floor, NOT Near to lift",100,503,2,1,"High Floor, Bath, Double"
Guisler,1,0,Twin,N,"Bath, High Floor, NOT Near to lift",100,402,2,1,"High Floor, Bath, Twin"
Aarons,2,0,Twin,N,Bath,100,402,2,1,"High Floor, Bath, Twin"
Aarons,2,0,Twin,N,Bath,100,304,2,1,"Bath, Twin"
Aarons,2,0,Twin,N,Bath,100,302,2,1,"Bath, Twin"
Krishtopaittis,1,0,Double,N,,100,507,2,1,"High Floor, Bath, Double"
Krishtopaittis,1,0,Double,N,,100,506,2,1,"High Floor, Bath, Double"
Krishtopaittis,1,0,Double,N,,100,504,2,1,"High Floor, Bath, Double"
Krishtopaittis,1,0,Double,N,,100,503,2,1,"High Floor, Bath, Double"
Krishtopaittis,1,0,Double,N,,100,501,2,1,"High Floor, Bath, Near to lift, Double"
Krishtopaittis,1,0,Double,N,,100,307,2,1,"Bath, Double"
Krishtopaittis,1,0,Double,N,,100,306,2,1,Double
Krishtopaittis,1,0,Double,N,,100,208,2,1,Double
Krishtopaittis,1,0,Double,N,,100,206,2,1,"Bath, Double"
Krishtopaittis,1,0,Double,N,,100,203,2,1,Double
