Transaction ID,Account_To,Account_From
0263214494,80001684,20263437
0265007917,24198488,80360244
0265178347,69446767,48018851
0266272436,65380590,33505838
0267203063,18447548,31525756
0267470541,71264941,51774315
0268051321,83659554,85848442
0270378235,67029298,21368735
0270791329,60238192,43140934
0272587060,48940493,50122119
0272946370,80046304,16628269
0273909142,58930654,85839285
0274107147,19836996,18133554
0275369803,27600956,34461285
0275656446,28911002,81655495
0281575940,55459151,87876065
0285090356,94082779,94645169
0285752618,85423742,37830423
0290653924,11804173,94163785
0291262481,18582171,97970258
0292160992,27600956,78580221
0292692633,85341369,84188877
0294462805,68311266,72230395
0294507167,94096082,59684752
0299965643,61582769,91658755
0302004653,94437482,72771982
0302519556,29473763,34190086
0302829776,65926576,93981472
0304570737,56760248,80355773
0304709484,91184544,74252410
0306023083,95356167,90313378
0307750965,10769769,53107499
0308295765,70163139,40745545
0309867320,50813708,62222306
0311342035,25406407,65009032
0311657737,96291927,99514298
0312198418,23030554,54033811
0312396724,36296704,80046304
0314140549,61178950,14337606
0314308644,61724951,31774984
0317004670,81336468,82589836
0319483649,98377332,14448009
0319697096,64034275,45688415
0320634434,31693244,79213491
0321891155,23479459,28640713
0322124352,95258436,61578713
0323121918,77911836,83668302
0327890509,46790294,46326165
0329040952,76336076,87179572
0329095730,88235115,82233451
0329216244,67157564,14045416
0331367467,35827625,14600288
0331472236,27870202,72526383
0331488027,76206810,51298007
0332048888,45161114,86995846
0332445593,52805510,20992354
0334678455,13388069,96197628
0335895573,10769769,88824263
0336830262,62191488,30970897
0336963939,65225040,46561814
0338193561,97048058,16676577
0338258876,85238291,13788234
0338269827,70163139,12172627
0339202785,38749064,41252281
0339835982,19920990,57043647
0340474769,27600956,81191580
0341105686,79181666,58668564
0341498017,50627436,12185627
0344080757,58176810,16984772
0345313291,81206535,37528735
0347168256,51122335,74822001
0347446345,41706310,78004131
0347510388,12042151,53211412
0347621872,62671957,79570236
0349508089,66168472,72627756
0351574999,85841767,55912413
0351618635,21816770,32888555
0351795286,98882225,10799356
0353129038,74770758,43365633
0356601951,36692647,10783139
0357168801,70920653,35177782
0357493028,30977834,85723355
0359163084,95759022,95213279
0361228120,75946768,95258436
0363398864,49071892,54958587
0364178094,64300289,24122572
0364284501,84778718,66624477
0368606937,58810775,53845615
0369974336,46925211,44239230
0370446437,54673873,29523226
0371181984,81340143,50627436
0371750156,37936898,95412973
0374592721,99244906,17144855
0374920656,73234341,45067158
0375997474,75216128,97970258
0379797577,84366763,52747145
0382689151,62862427,68315462
0385512465,53204515,24184530
0385724918,89369216,26907311
0385744994,62147353,75004471
0387338284,86893452,94615411
0388151749,70505401,70505401
0389763330,57886631,82920281
0389979201,29464742,18348734
0391231618,43616790,57145139
0391419013,35160368,76524911
0392077329,85562851,92015508
0392221446,29489865,15100785
0393779424,88040274,33832864
0394517229,58384131,69665438
0394577531,69446767,74163559
0399317147,54720837,38740782
0399690530,85951663,78716149
0402483308,45611838,74304084
0404383963,15732629,12035637
0405742827,81646873,55552232
0406537062,61578713,33632099
0407619429,89309725,56094156
0407861793,33561341,77980498
0408574860,57096259,24198488
0411236709,24308337,83565726
0411531409,98849007,35827625
0411643479,86496446,14103210
0412866498,78807944,56458213
0414018850,10091076,13322659
0415495172,72176895,65097827
0415501911,59705091,91703213
0416159257,70163139,76454427
0416958001,44902994,42726921
0417119089,30374840,77722115
0417496087,59984692,80005822
0419432701,35391340,36949196
0420600760,66704269,40247376
0421351241,35197451,39974803
0422262781,91576212,63412767
0422804029,86266595,36126802
0423547194,32221529,74163559
0424176262,43329727,38442044
0424686392,35996817,69307050
0426443357,78065026,88837750
0426872576,78392456,20372310
0427145066,77243259,81855175
0427216516,40082477,78268704
0427954665,70652524,54137851
0428975275,13267945,10273387
0431563241,46012936,41584073
0433478942,50231864,24285988
0434739731,27821800,88160468
0436160234,47115177,18305932
0436266598,37062632,59684752
0436336766,84656105,91658755
0437301079,77241606,34264499
0437678342,35762783,71791483
0438507533,24796881,20991411
0439462126,28745450,59450573
0441369197,11764022,32386770
0443301212,47763906,47582488
0444316671,25941557,48906756
0445355115,64168292,38157078
0446406511,48733708,38969279
0446967289,58249518,60966485
0448383039,57071366,44701536
0448496747,37830423,87171530
0449428117,38749064,74441123
0451211340,66257438,15805500
0451918851,57145139,88466448
0453099580,22035411,41038634
0453919863,99553778,50647892
0455248656,14086187,74768567
0455846952,37004975,64168292
0458018422,96291927,14866733
0460636480,94748860,97571696
0460797468,30237685,57395511
0461277204,17138963,72934756
0461688506,45829157,77802960
0462745678,78257880,24826358
0465719783,47172665,66586860
0466559100,46643937,17264146
0466836872,35126236,87817645
0467336342,71934515,69090518
0467686149,25677428,54307382
0467938660,44272912,13182613
0468705376,86737119,95277712
0470757965,10864084,45015534
0471138207,42202867,47133143
0472032380,16628269,85503501
0472324136,94044891,24308337
0472348949,70905083,80812213
0473738538,76257915,33967237
0473884003,17983851,11242986
0474445763,65199307,92684055
0475723619,96200049,41852767
0475727754,67104073,54288062
0476289459,60751083,73762750
0476700663,72934756,91305080
0476764149,38564653,84682032
0477846149,54033811,24533935
0479661642,18447548,57612494
0482503017,32370392,28222331
0482638850,15805500,91062192
0482874554,78667134,25099734
0483858935,24516638,62147353
0485603004,11368995,42726928
0487421590,83852014,66954664
0488566371,17483941,31263913
0488995205,37642787,24010877
0490015301,11836917,88570753
0490257054,32737909,94893604
0490267270,40507682,31183587
0490718582,29061354,97624673
0491790635,39298122,76256026
0492245371,34017695,62191488
0495755869,92155262,70624878
0497024403,63057168,36007496
0499585992,81206535,99553778
0502081473,44140049,64034275
0505945169,50360111,64683004
0506607011,19530097,55916056
0507091914,24370240,86995846
0507350960,11150945,55022533
0507935292,13459523,76720959
0510617514,85140734,89650416
0512345414,13197335,39360799
0512522472,32192958,66341438
0513244301,15044055,15428008
0516305433,81227009,99729369
0517882272,11804173,35321469
0519463323,12388837,16584745
0520100581,84964879,24308337
0523315236,36327122,22730750
0524705267,99685765,64108699
0527115525,86941058,39710099
0527783420,70567557,87171530
0529082381,85057916,50150279
0529847663,95452518,44516940
0530680300,51079213,92750088
0532177533,38921478,18899132
0533777801,29705419,25504032
0534883214,17648252,68798691
0535399251,72289791,43074888
0535719566,82259327,40550712
0536164207,35082945,26101648
0537008675,41194009,45015570
0538992956,81206535,44912164
0541644653,85723355,92340721
0542964198,85496714,43930935
0543180549,24076677,39620163
0543399761,97501557,63863096
0545660777,77207452,62147353
0546288642,53513558,39502821
0548106088,44873253,42311039
0549076565,70652524,16984772
0550963405,45558696,10350324
0551220767,94732589,73983591
0552449458,98886699,58785108
0555179796,42255054,23231848
0556502698,93981472,38124225
0556615999,87297577,94935991
0559773528,88558016,12172627
0560419767,23490922,81994568
0560740182,67147649,78362587
0560775687,59961433,78167719
0563828803,28969443,55353228
0564112097,56458213,19001745
0564230618,96208050,28254911
0566413043,57897038,45029598
0566441187,40098912,47964895
0566751232,69561077,85724829
0567466760,24285988,31026801
0567881229,42340050,54824933
0571693237,93009261,40098771
0573678650,78129803,35726421
0575172061,64108699,39402264
0576673226,62158499,62412215
0578487942,35746207,62276269
0578737132,66930564,88306714
0579848787,70049609,47040996
0581144902,27430568,76256026
0582205891,39662559,72208029
0582997275,74441123,98159348
0586546936,56723864,37878074
0587171170,25628234,79599747
0589802267,10011977,90336689
0590240668,18046225,70049609
0591996626,86339581,44586370
0592579476,35633136,53634705
0593046145,39623640,43064169
0594857503,60189055,52146995
0595460267,82558079,77241606
0597143927,60017511,54154999
0597742677,81075588,30227774
0598622373,14594928,38957380
0600254585,59575867,15290238
0600526046,70375931,46561814
0600840646,60659147,22268314
0601160339,24370240,35574156
0601263790,10005367,11744491
0602170176,44812075,88837750
0603673147,57426365,25006771
0604724802,67635951,56120063
0604735499,85192761,57372684
0604899343,48625559,57687949
0606254315,38957380,95277712
0607078553,23498368,23698615
0612308820,78580221,57790631
0613449479,75954317,83891783
0613537041,91445572,68891568
0616304633,84778718,65429379
0616377061,60138058,31957459
0616963610,31589468,91576212
0618022392,35616763,33749113
0619219254,71264941,11302888
0619634057,60238192,91576212
0620136332,44474369,16030234
0620892870,13474543,85250129
0622737015,57273397,43616790
0623889269,24519138,91943555
0624329356,82589836,39749381
0625073428,26506201,92319358
0627827675,68798691,35510004
0628085745,79566627,46215382
0631775838,34461285,14840078
0632467614,46231176,11061291
0632666838,10799356,34374766
0633149810,38157078,92423759
0633227412,32312381,65280102
0634007513,43257373,59705091
0634472038,98568929,21719977
0634577484,37561049,85192761
0634711865,62191488,22483300
0634727354,89225677,75762044
0634818198,29523226,81527490
0635064782,10783139,86785126
0635438364,80787776,44272912
0636126609,97762952,46064017
0636737705,98070849,47226769
0638524695,79380893,83668302
0638965578,97405607,47115177
0639347479,29464742,69307050
0640283616,20117480,96121732
0643038329,66449974,22268314
0643780505,50031425,88676459
0644525770,89720252,44537960
0644641908,35549277,71562080
0645918423,68311266,38921478
0646111787,86624158,20248053
0646215280,39529729,80596699
0646247956,31670977,90824896
0646248715,73015538,98221133
0646428918,20413037,90932350
0647352168,23333877,22035411
0649477413,36596942,81740267
0651657946,71394875,92437489
0651886686,76146870,30970897
0652262031,72986897,65200379
0653243006,91859090,41706310
0656561866,20090784,36114551
0656911212,66416254,58720727
0658057588,39974803,41914097
0659167417,26101648,71792376
0659314975,88681540,92221411
0660281996,88285378,55975906
0660324660,11744491,59663741
0662620968,46597728,18348734
0662782666,11522216,23962863
0662922670,32092491,61941956
0664959989,39402264,70214700
0668595833,89689059,15944303
0670188557,30484027,38291062
0671541692,69344396,88482062
0672048035,68239576,50693024
0672940868,97098684,64177019
0673556727,15077298,27596004
0675393612,59933973,57121657
0675747325,48444386,74703933
0676252982,31680976,97913385
0676575072,33351056,24051672
0680805168,63265361,58182495
0681243538,65159654,53240505
0685031977,25807378,59663741
0687501822,15830962,72996601
0688753930,86297017,77017650
0688952682,11150945,36258926
0689593104,44427272,25318205
0690717008,77379844,81087182
0690864264,73878828,44310966
0691580049,95307629,97970258
0692272976,57941886,94060198
0693294957,61687835,23445508
0694147796,41245288,30312615
0694599549,55819086,15563919
0694775908,48591774,88160468
0696513617,49454023,77017650
0697683710,30227774,46231176
0697799824,43597919,77841390
0699710014,89720252,10819898
0700092633,34400277,11790056
0701994657,60819695,67434874
0703305565,89438779,42652193
0704550776,37267391,25787771
0705265714,67147649,39920664
0706285719,48271608,17284705
0708166946,53089607,52911248
0710275803,54377130,47414258
0710459009,66896515,48444386
0711207755,28063272,48940493
0713324104,86995846,75394177
0713917377,81923993,97913385
0715053205,12964138,15522788
0716310503,95309911,77026279
0716311623,11790056,97487639
0718332164,43330367,76546657
0719294363,85939269,52390463
0720057914,86053438,37789180
0721313957,41716822,31589468
0725850809,53376344,83187508
0727274244,66706067,14253152
0727371134,90851200,86816054
0727805967,62251465,86870860
0728496178,92910876,37945317
0728558548,91859090,24796881
0728952092,86864320,99000939
0731787625,59405362,91971494
0733705278,47781255,27585212
0734922205,27388260,77379844
0735565023,30758515,64610632
0736123474,39749381,24533829
0741827360,15468532,98221133
0744878462,97258853,57186194
0747651280,11928523,41879906
0747848750,37407392,88466448
0748536779,34264499,26087369
0751255831,55122249,71014167
0751918172,30196319,20878023
0752935623,99514298,26432558
0753953269,85724829,65721172
0754130983,56936624,78927989
0758580452,37561049,96224831
0760535698,60711202,14866733
0761684484,81561788,62362650
0762217790,66022888,81655495
0762303204,86816054,72809561
0763103500,66556141,27382109
0763636355,24178466,25510430
0764881809,33270307,76336076
0765503212,65926576,23295106
0766246248,84995019,63412767
0766380424,58305943,73878828
0766742091,70217229,32084810
0767873262,80808205,66521788
0768678234,30565855,38921478
0771206992,32888555,92001688
0772123462,36131723,16093178
0773196404,17483941,49536707
0773453288,69344396,55986027
0774296801,29074095,52835507
0774871903,17434670,28680375
0776204661,93446276,65220738
0777889129,50610780,78767161
0781477115,77387016,22027757
0783193661,52461586,86624158
0783709765,60222199,87504607
0784183805,98931016,32092491
0784603499,39744047,17085651
0786211288,26432558,43772330
0788444425,18133554,30396291
0788616978,12111805,94566140
0789930560,45543867,58703801
0791244091,16118153,84406205
0791372715,79325967,79656112
0791438716,51298007,21368735
0792774175,75954317,89318229
0793240557,62780588,32424424
0795909977,33240853,85490561
0797369163,31026801,38839019
0797422226,29358670,56760248
0799584541,38558525,73328955
0799585122,13277127,40631802
0800053834,83693383,32400822
0804154805,72809943,89608054
0805110119,58306431,76847816
0805846913,27596004,22063978
0807852236,86031592,84310867
0807993719,92001688,46741126
0809101742,11333185,91819341
0809410087,44378133,98940578
0811203441,11790056,94645169
0811301923,95356167,84682032
0811804321,40530538,53091928
0814386180,27010847,66914990
0817802452,27264533,80379245
0818387076,44075619,48569537
0819158666,43032836,27628187
0819928720,48976336,65988118
0820665991,11061291,20176338
0820703338,68423238,23310842
0822231956,77931114,12240007
0822703602,64533535,96719450
0823178870,88074391,29608056
0823474046,68973836,26863880
0825964326,92234913,72623919
0826374581,86218347,10847941
0826394388,71718483,32221652
0827688075,69468071,18348734
0828644632,71082437,70989002
0829155724,16312979,85140734
0830199128,54852109,21032760
0832516538,40550712,87261106
0832612650,92037264,84290934
0833759612,88489173,26893181
0835629937,85559926,74012560
0836117867,39427922,85490561
0836460081,69118170,53831793
0837890942,25628234,28247818
0840804113,43490748,44389169
0841226172,43499771,84418749
0842161767,63714888,52855120
0842668926,61419726,23310842
0844671304,29238925,12240007
0844980269,81336468,11346696
0845205242,35549277,60367416
0845406744,71014167,58305943
0846151650,32221652,98671410
0846395428,88160468,77342574
0847468550,88466448,46597215
0848400593,86031592,45822265
0855088567,11251776,29288598
0857416022,71332337,85846175
0858246023,73538236,67029298
0858330121,11110085,98882225
0862595207,21618665,95258436
0862980224,98119030,72120467
0866907963,65321237,27388260
0868142441,16124993,19154395
0869281070,76869375,22683382
0869690604,65926576,30312615
0869753398,47781255,10079965
0870457160,14183437,77207452
0870753614,59855808,92001688
0871453681,47582488,27334998
0873367545,38957380,42515631
0875097782,85310930,91834926
0877290229,92872571,37369245
0878293221,55022533,56094156
0878311971,20908067,40127778
0878480153,40082477,56843498
0879871237,58668564,31680976
0883264137,82263080,39590347
0884221946,66044567,79329254
0888669534,38395807,86637863
0890654816,53046005,95390412
0892906286,65199307,31150830
0893460931,41755476,50880352
0896752933,78133064,85559926
0896839524,53977562,35321469
0896873641,15529292,99015119
0897513215,87179572,55513887
0898177057,86297017,77207452
0899562175,79036903,57186194
0900992182,14505806,60417212
0902766058,49039474,49581833
0904111148,78905675,18305932
0904679926,90932350,50428641
0904842452,75747094,66332583
0905233727,53634705,62256127
0906846447,38969279,48930319
0907308961,47040996,37503622
0907812597,90203948,94060198
0908048920,97294152,99729369
0911621172,73762750,42752982
0911679448,82776251,58306431
0913423327,35762783,23231848
0913759406,46073044,53762957
0913997226,64901797,26979446
0915167263,37273974,92214557
0915250381,35827625,75216128
0916132757,81191580,35698347
0917182626,18899132,16124993
0917617347,37004975,88558016
0919891667,83191889,86031592
0920032168,87504607,53887772
0920309429,13997603,90480183
0920661572,55916056,90549616
0921255039,81994568,78362587
0921376995,84310867,60222199
0923772448,54300071,98459176
0924597038,41954037,25133996
0926102478,46100177,96291927
0927649284,79566165,77010964
0930496701,23962863,45111669
0930596544,58937028,89608054
0932533205,93039862,40872555
0933548877,54868017,97305293
0934898537,36696277,92872571
0938022679,59684752,38429514
0938410660,95009921,92195724
0941353125,87533652,62580854
0941529479,84969883,86169883
0944225365,70129567,47473145
0947872809,61724951,85839285
0948391979,16191280,61512912
0948751231,60459342,55009163
0949307815,79771974,11804173
0949767077,78767161,95452518
0950195847,56723864,18095448
0950490946,47473145,37599317
0952912198,21719977,91621026
0953139417,32221529,86228741
0954326857,22683382,84416510
0955091977,33906740,67466632
0955864224,62780588,11790056
0956547419,67938929,85939269
0956880142,10819898,11067879
0957426674,26506201,25439304
0960471030,87101816,29074095
0960991166,21475060,53977562
0961091371,43979238,31187024
0962836249,93932516,33348876
0963100696,91747441,93009261
0963672401,42838186,95390412
0964296101,22888798,53959112
0964722224,57063886,50231864
0965231933,95759022,75747094
0965391280,28738041,60819695
0966805933,53006272,33173974
0968700969,88834465,38606148
0968843786,29608056,68311266
0968984959,48940493,66504443
0969090927,64893719,62671957
0970743017,30110747,91885907
0971308187,64303157,89697097
0973180730,26632358,11346696
0973381515,36871984,39013360
0973893052,51266306,45706674
0974492825,33750944,49536707
0974884987,44228646,82776251
0975207741,44812075,80939694
0975421719,17264146,68786878
0975721542,48491614,33112628
0980434483,41773473,35293864
0981683754,35379604,75468090
0982375301,59265775,87276000
0983776504,88399132,84746166
0987576887,55341552,87101816
0990025845,74822001,33561341
0991512707,70185446,60711202
0992924294,24299977,44816910
0993887252,31759645,87261106
0997062304,61649729,88837750
1000047628,83573848,94171142
1000644022,95743658,40436811
1002921236,32476086,66504443
1006053603,49516533,40745965
1006065857,20263437,45706674
1006825894,81145048,49467252
1007131934,59591324,34275044
1008429503,27117946,75569387
1008463647,99937043,56453199
1010990578,26985042,23971753
1011211149,10521885,66521788
1011925613,26432558,75394177
1012261131,44242297,59855808
1013081080,14505806,29238925
1013772741,48271608,19789505
1015127312,35549277,71183710
1015437869,69008969,24859951
1017702039,23959928,46215382
1018198962,71594658,45790907
1019117125,43623061,10769769
1019649690,67862200,13965360
1020302496,85423742,43017336
1020515929,88106566,72925782
1021044571,49454023,72809943
1021542857,37297429,29920698
1021787450,18582171,22884864
1022307223,36110938,78167719
1022678728,39529729,83698413
1024089894,34400277,82807528
1025662229,10783139,60417212
1025925378,35445202,75004471
1026293901,68800062,39863459
1027572898,76720959,49540328
1028510748,70013367,51653868
1029949646,36596942,35827625
1030414211,36192947,11359678
1030564639,87556975,60860851
1034880659,16628269,65721172
1035277999,30372316,85482194
1036573117,43265708,24999129
1041850077,85562851,76474111
1043080961,56468624,28254911
1045370649,49039474,83003822
1048196526,39402264,12985543
1052949983,51325070,14421453
1054179336,61999896,93446276
1054269300,77917083,54377130
1055458751,15334737,94660017
1056122390,24125563,42311039
1058750992,14000447,11110085
1058766783,27108454,95307629
1059430320,75428657,52855120
1060176750,88399132,41741558
1060359715,82043720,57687949
1061036294,37678813,15665459
1061298736,42396753,54452317
1063648475,17939571,43499771
1063750245,16506904,40507682
1064182690,88033693,51198722
1064590926,33749113,62414886
1064991637,28247818,84107088
1066977682,84714323,10725127
1067220542,15163829,38921478
1068908041,40082950,87801896
1069425079,99496896,35549277
1070269328,54300071,32390015
1070340286,62276269,54958587
1072234025,77017650,10273387
1072333570,41981752,44140049
1074909682,97542348,77911836
1075282748,17434670,40039031
1075619327,31557275,24198488
1077660286,68928221,19876635
1078768072,11831265,33351056
1079745947,32221529,24462859
1080169369,11302888,68558850
1081115602,50893310,29958061
1081926341,64123632,82927034
1083772716,49031379,78667134
1084184494,25746852,71183710
1084650762,86737119,73039019
1085691616,53887772,76470405
1087039649,70554021,99553778
1087107326,54300071,89689059
1087663660,10586481,31525756
1089033877,75553043,49540328
1090471378,38316158,90932350
1091732299,39684993,70469258
1091776660,25033680,94729530
1093215755,90589761,52146995
1093357886,11368995,71135606
1095543628,69647833,46067647
1097057445,21293955,22374612
1097402770,21558805,27193470
1097933806,49516533,77418940
1098861329,28548067,91957838
1099718708,53010345,49310474
1101950447,52310499,18346988
1103574345,72558185,16334793
1104121921,85177718,39123048
1104490994,92145159,69447534
1105574539,74218001,81145048
1105860949,44662337,24669065
1108013295,53192110,89244577
1108377122,99709741,72995062
1109589484,75687743,40898013
1109863756,92319358,53831793
1111770662,91658755,81227009
1111831947,93707181,88834465
1112203060,47115177,33168725
1113656832,47115177,81445756
1113782870,30970897,92052516
1115878913,94525216,62412215
1118220110,43811112,45639009
1118814797,72008772,82920281
1119165822,37247834,25133996
1123071977,94814824,83668302
1123079714,33348876,51325070
1124091289,70571486,24250015
1124534164,84951477,71394875
1125024283,76146870,50132654
1126157848,98620342,87171530
1126283126,16118153,49536707
1128167018,26115121,93128216
1128526581,90336689,73878828
1130026051,43781476,35506101
1130561496,53380359,25678043
1131026020,11694020,97187999
1135782679,43979238,21314767
1139942352,80610910,13117442
1140067206,43338400,46790294
1141317664,31541158,92212099
1145514855,47654093,30657838
1147789584,61687835,35391237
1148257438,93009261,99514298
1148800204,64168292,26874415
1149319801,87010556,80811957
1150124512,26953669,24999129
1152015125,80939694,94044891
1152314572,95446510,49696722
1152449451,45015570,49216581
1157226523,10231977,21881168
1157380905,76318330,73642628
1157747094,77010964,32737909
1158790864,93306742,77931114
1159458502,79771974,26893181
1159998736,54377130,39504855
1160047219,26953669,82930132
1160194041,26432558,38487215
1163986445,29358670,72230395
1164633295,40091206,46346470
1168314240,51358248,88676459
1168567505,76953050,58586275
1169122353,61999896,74012560
1169371566,43490748,33240853
1169612520,73668192,39875057
1169853013,21816770,85562851
1170009646,98112233,35391237
1170434835,50837270,33967237
1170595855,52104303,76546657
1170754953,78129803,55353228
1174319666,86007729,22951653
1174751460,70049609,43499771
1176648268,96367914,22268314
1176817973,63845700,80291188
1176889915,33270307,24010877
1177044498,49310474,58258401
1178225062,75569387,97294152
1179445589,53754887,15100785
1179964047,85839285,21032760
1180233662,94935991,95213279
1180263936,75134291,62332278
1180631226,66152145,64228624
1183112726,80360244,76546657
1183348843,60930856,91944915
1185999841,33381880,78065026
1186615761,46012936,73668192
1189163233,81336468,12035637
1190474506,94814824,86266595
1191916510,60966485,44066457
1192362985,81145048,93932516
1197220852,89318229,84822607
1199514748,43858112,16676577
1200459393,64167315,82263080
1201298776,33259781,16584745
1202297439,32221529,85848442
1203064578,29017229,98353764
1205418229,67938929,65143384
1206752602,61884944,94200289
1207304905,21844169,17983851
1207500461,89720252,22403299
1209482010,47226769,35391237
1209842858,87807990,33749812
1210294885,32308270,77379844
1213683475,23920423,95356167
1218400951,85724829,24849103
1219012688,62780588,70049609
1219559865,70163139,54067346
1219609951,17469776,70954264
