id,Agent Name,Leader 1,Leader Name,Location,Month Start Date,Calls Offered,Calls Not Answered,Calls Answered,Total Duration,Sentiment,Transfers,Not Answered Percent < 5,Sentiment Score >= 0,Not Answered Rate,Agent Avg Duration,Met Sentiment Goal,Met Not Answered Rate
11,"Cranke, Zabrina",1,"Howroyd, Kylie",Margaree,1/10/2021,980.0,53.0,927.0,5880.0,-39.0,6.0,5.0,0.0,0.054,6.0,0.0,0.0
11,"Cranke, Zabrina",1,"Howroyd, Kylie",Margaree,1/11/2021,979.0,64.0,915.0,8811.0,-63.0,21.0,5.0,0.0,0.065,10.0,0.0,0.0
11,"Cranke, Zabrina",1,"Howroyd, Kylie",Margaree,1/12/2021,407.0,31.0,376.0,4884.0,30.0,2.0,5.0,0.0,0.076,13.0,1.0,0.0
12,"Matysiak, Berny",1,"Howroyd, Kylie",Margaree,1/1/2021,429.0,7.0,422.0,4719.0,40.0,,5.0,0.0,0.016,11.0,1.0,1.0
12,"Matysiak, Berny",1,"Howroyd, Kylie",Margaree,1/2/2021,819.0,54.0,765.0,9828.0,50.0,,5.0,0.0,0.066,13.0,1.0,0.0
12,"Matysiak, Berny",1,"Howroyd, Kylie",Margaree,1/3/2021,767.0,33.0,734.0,10738.0,52.0,,5.0,0.0,0.043,15.0,1.0,1.0
12,"Matysiak, Berny",1,"Howroyd, Kylie",Margaree,1/4/2021,958.0,1.0,957.0,7664.0,-20.0,,5.0,0.0,0.001,8.0,0.0,1.0
12,"Matysiak, Berny",1,"Howroyd, Kylie",Margaree,1/5/2021,789.0,87.0,702.0,10257.0,97.0,13.0,5.0,0.0,0.11,15.0,1.0,0.0
12,"Matysiak, Berny",1,"Howroyd, Kylie",Margaree,1/6/2021,844.0,71.0,773.0,14348.0,-49.0,11.0,5.0,0.0,0.084,19.0,0.0,0.0
12,"Matysiak, Berny",1,"Howroyd, Kylie",Margaree,1/7/2021,712.0,24.0,688.0,7120.0,-76.0,2.0,5.0,0.0,0.034,10.0,0.0,1.0
12,"Matysiak, Berny",1,"Howroyd, Kylie",Margaree,1/8/2021,578.0,54.0,524.0,6936.0,-34.0,18.0,5.0,0.0,0.093,13.0,0.0,0.0
12,"Matysiak, Berny",1,"Howroyd, Kylie",Margaree,1/9/2021,661.0,69.0,592.0,12559.0,97.0,18.0,5.0,0.0,0.104,21.0,1.0,0.0
12,"Matysiak, Berny",1,"Howroyd, Kylie",Margaree,1/10/2021,725.0,35.0,690.0,13775.0,23.0,8.0,5.0,0.0,0.048,20.0,1.0,1.0
12,"Matysiak, Berny",1,"Howroyd, Kylie",Margaree,1/11/2021,721.0,76.0,645.0,12257.0,-87.0,16.0,5.0,0.0,0.105,19.0,0.0,0.0
12,"Matysiak, Berny",1,"Howroyd, Kylie",Margaree,1/12/2021,787.0,1.0,786.0,2361.0,27.0,15.0,5.0,0.0,0.001,3.0,1.0,1.0
21,"Gaule, Petronille",2,"MacAne, Madelyn",Margaree,1/1/2021,768.0,5.0,763.0,11520.0,-62.0,,5.0,0.0,0.007,15.0,0.0,1.0
21,"Gaule, Petronille",2,"MacAne, Madelyn",Margaree,1/2/2021,709.0,12.0,697.0,3545.0,-100.0,,5.0,0.0,0.017,5.0,0.0,1.0
21,"Gaule, Petronille",2,"MacAne, Madelyn",Margaree,1/3/2021,702.0,1.0,701.0,5616.0,15.0,,5.0,0.0,0.001,8.0,1.0,1.0
21,"Gaule, Petronille",2,"MacAne, Madelyn",Margaree,1/4/2021,510.0,1.0,509.0,7650.0,-98.0,,5.0,0.0,0.002,15.0,0.0,1.0
21,"Gaule, Petronille",2,"MacAne, Madelyn",Margaree,1/5/2021,804.0,24.0,780.0,9648.0,-52.0,0.0,5.0,0.0,0.03,12.0,0.0,1.0
21,"Gaule, Petronille",2,"MacAne, Madelyn",Margaree,1/6/2021,855.0,32.0,823.0,7695.0,25.0,26.0,5.0,0.0,0.037,9.0,1.0,1.0
21,"Gaule, Petronille",2,"MacAne, Madelyn",Margaree,1/7/2021,718.0,79.0,639.0,6462.0,1.0,21.0,5.0,0.0,0.11,10.0,1.0,0.0
21,"Gaule, Petronille",2,"MacAne, Madelyn",Margaree,1/8/2021,825.0,15.0,810.0,9900.0,-22.0,18.0,5.0,0.0,0.018,12.0,0.0,1.0
21,"Gaule, Petronille",2,"MacAne, Madelyn",Margaree,1/9/2021,552.0,17.0,535.0,5520.0,72.0,5.0,5.0,0.0,0.031,10.0,1.0,1.0
21,"Gaule, Petronille",2,"MacAne, Madelyn",Margaree,1/10/2021,432.0,72.0,360.0,7776.0,-15.0,1.0,5.0,0.0,0.167,22.0,0.0,0.0
21,"Gaule, Petronille",2,"MacAne, Madelyn",Margaree,1/11/2021,667.0,37.0,630.0,10672.0,32.0,16.0,5.0,0.0,0.055,17.0,1.0,0.0
21,"Gaule, Petronille",2,"MacAne, Madelyn",Margaree,1/12/2021,701.0,56.0,645.0,3505.0,-85.0,17.0,5.0,0.0,0.08,5.0,0.0,0.0
22,"Wyrall, Grace",1,"Howroyd, Kylie",Margaree,1/1/2021,535.0,6.0,529.0,9095.0,72.0,,5.0,0.0,0.011,17.0,1.0,1.0
22,"Wyrall, Grace",1,"Howroyd, Kylie",Margaree,1/2/2021,679.0,29.0,650.0,11543.0,-39.0,,5.0,0.0,0.043,18.0,0.0,1.0
22,"Wyrall, Grace",1,"Howroyd, Kylie",Margaree,1/3/2021,416.0,2.0,414.0,5408.0,10.0,,5.0,0.0,0.005,13.0,1.0,1.0
22,"Wyrall, Grace",1,"Howroyd, Kylie",Margaree,1/4/2021,415.0,25.0,390.0,4980.0,76.0,,5.0,0.0,0.06,13.0,1.0,0.0
22,"Wyrall, Grace",1,"Howroyd, Kylie",Margaree,1/5/2021,508.0,21.0,487.0,2540.0,4.0,21.0,5.0,0.0,0.041,5.0,1.0,1.0
22,"Wyrall, Grace",1,"Howroyd, Kylie",Margaree,1/6/2021,540.0,52.0,488.0,11340.0,-30.0,26.0,5.0,0.0,0.096,23.0,0.0,0.0
22,"Wyrall, Grace",1,"Howroyd, Kylie",Margaree,1/7/2021,817.0,74.0,743.0,11438.0,-50.0,3.0,5.0,0.0,0.091,15.0,0.0,0.0
22,"Wyrall, Grace",1,"Howroyd, Kylie",Margaree,1/8/2021,786.0,2.0,784.0,12576.0,-31.0,4.0,5.0,0.0,0.003,16.0,0.0,1.0
22,"Wyrall, Grace",1,"Howroyd, Kylie",Margaree,1/9/2021,605.0,1.0,604.0,9680.0,51.0,4.0,5.0,0.0,0.002,16.0,1.0,1.0
22,"Wyrall, Grace",1,"Howroyd, Kylie",Margaree,1/10/2021,642.0,66.0,576.0,3210.0,-72.0,18.0,5.0,0.0,0.103,6.0,0.0,0.0
22,"Wyrall, Grace",1,"Howroyd, Kylie",Margaree,1/11/2021,530.0,42.0,488.0,6360.0,-15.0,1.0,5.0,0.0,0.079,13.0,0.0,0.0
22,"Wyrall, Grace",1,"Howroyd, Kylie",Margaree,1/12/2021,912.0,70.0,842.0,18240.0,92.0,13.0,5.0,0.0,0.077,22.0,1.0,0.0
25,"Yusupov, Chane",1,"Howroyd, Kylie",Margaree,1/1/2021,633.0,0.0,633.0,6330.0,-4.0,,5.0,0.0,0.0,10.0,0.0,1.0
25,"Yusupov, Chane",1,"Howroyd, Kylie",Margaree,1/2/2021,508.0,39.0,469.0,6604.0,36.0,,5.0,0.0,0.077,14.0,1.0,0.0
25,"Yusupov, Chane",1,"Howroyd, Kylie",Margaree,1/3/2021,885.0,0.0,885.0,14160.0,-39.0,,5.0,0.0,0.0,16.0,0.0,1.0
25,"Yusupov, Chane",1,"Howroyd, Kylie",Margaree,1/4/2021,894.0,81.0,813.0,8046.0,4.0,,5.0,0.0,0.091,10.0,1.0,0.0
25,"Yusupov, Chane",1,"Howroyd, Kylie",Margaree,1/5/2021,917.0,19.0,898.0,11004.0,-72.0,23.0,5.0,0.0,0.021,12.0,0.0,1.0
25,"Yusupov, Chane",1,"Howroyd, Kylie",Margaree,1/6/2021,655.0,65.0,590.0,7860.0,-27.0,26.0,5.0,0.0,0.099,13.0,0.0,0.0
25,"Yusupov, Chane",1,"Howroyd, Kylie",Margaree,1/7/2021,706.0,37.0,669.0,10590.0,16.0,2.0,5.0,0.0,0.052,16.0,1.0,0.0
25,"Yusupov, Chane",1,"Howroyd, Kylie",Margaree,1/8/2021,862.0,73.0,789.0,2586.0,18.0,9.0,5.0,0.0,0.085,3.0,1.0,0.0
25,"Yusupov, Chane",1,"Howroyd, Kylie",Margaree,1/9/2021,755.0,45.0,710.0,15100.0,57.0,16.0,5.0,0.0,0.06,21.0,1.0,0.0
25,"Yusupov, Chane",1,"Howroyd, Kylie",Margaree,1/10/2021,467.0,31.0,436.0,2802.0,14.0,9.0,5.0,0.0,0.066,6.0,1.0,0.0
25,"Yusupov, Chane",1,"Howroyd, Kylie",Margaree,1/11/2021,830.0,65.0,765.0,12450.0,90.0,3.0,5.0,0.0,0.078,16.0,1.0,0.0
25,"Yusupov, Chane",1,"Howroyd, Kylie",Margaree,1/12/2021,775.0,63.0,712.0,10075.0,-76.0,17.0,5.0,0.0,0.081,14.0,0.0,0.0
29,"Ludgate, Ric",2,"MacAne, Madelyn",Margaree,1/1/2021,486.0,20.0,466.0,4860.0,57.0,,5.0,0.0,0.041,10.0,1.0,1.0
29,"Ludgate, Ric",2,"MacAne, Madelyn",Margaree,1/2/2021,713.0,49.0,664.0,12121.0,-39.0,,5.0,0.0,0.069,18.0,0.0,0.0
29,"Ludgate, Ric",2,"MacAne, Madelyn",Margaree,1/3/2021,1001.0,6.0,995.0,3003.0,-64.0,,5.0,0.0,0.006,3.0,0.0,1.0
29,"Ludgate, Ric",2,"MacAne, Madelyn",Margaree,1/4/2021,866.0,60.0,806.0,10392.0,78.0,,5.0,0.0,0.069,13.0,1.0,0.0
29,"Ludgate, Ric",2,"MacAne, Madelyn",Margaree,1/5/2021,840.0,10.0,830.0,15120.0,-19.0,25.0,5.0,0.0,0.012,18.0,0.0,1.0
29,"Ludgate, Ric",2,"MacAne, Madelyn",Margaree,1/6/2021,735.0,25.0,710.0,4410.0,52.0,3.0,5.0,0.0,0.034,6.0,1.0,1.0
29,"Ludgate, Ric",2,"MacAne, Madelyn",Margaree,1/7/2021,986.0,81.0,905.0,11832.0,-86.0,0.0,5.0,0.0,0.082,13.0,0.0,0.0
29,"Ludgate, Ric",2,"MacAne, Madelyn",Margaree,1/8/2021,583.0,21.0,562.0,8162.0,-52.0,15.0,5.0,0.0,0.036,15.0,0.0,1.0
29,"Ludgate, Ric",2,"MacAne, Madelyn",Margaree,1/9/2021,865.0,87.0,778.0,13840.0,-87.0,18.0,5.0,0.0,0.101,18.0,0.0,0.0
29,"Ludgate, Ric",2,"MacAne, Madelyn",Margaree,1/10/2021,819.0,13.0,806.0,9009.0,-72.0,1.0,5.0,0.0,0.016,11.0,0.0,1.0
29,"Ludgate, Ric",2,"MacAne, Madelyn",Margaree,1/11/2021,714.0,5.0,709.0,4284.0,-60.0,15.0,5.0,0.0,0.007,6.0,0.0,1.0
29,"Ludgate, Ric",2,"MacAne, Madelyn",Margaree,1/12/2021,426.0,16.0,410.0,4686.0,53.0,24.0,5.0,0.0,0.038,11.0,1.0,1.0
31,"York, Elyse",3,"Befroy, Yorke",Margaree,1/1/2021,718.0,25.0,693.0,7180.0,41.0,,5.0,0.0,0.035,10.0,1.0,1.0
31,"York, Elyse",3,"Befroy, Yorke",Margaree,1/2/2021,521.0,29.0,492.0,2605.0,60.0,,5.0,0.0,0.056,5.0,1.0,0.0
31,"York, Elyse",3,"Befroy, Yorke",Margaree,1/3/2021,459.0,84.0,375.0,5967.0,-71.0,,5.0,0.0,0.183,16.0,0.0,0.0
31,"York, Elyse",3,"Befroy, Yorke",Margaree,1/4/2021,455.0,39.0,416.0,9555.0,-73.0,,5.0,0.0,0.086,23.0,0.0,0.0
31,"York, Elyse",3,"Befroy, Yorke",Margaree,1/5/2021,518.0,68.0,450.0,3108.0,-80.0,1.0,5.0,0.0,0.131,7.0,0.0,0.0
31,"York, Elyse",3,"Befroy, Yorke",Margaree,1/6/2021,898.0,46.0,852.0,8980.0,-81.0,16.0,5.0,0.0,0.051,11.0,0.0,0.0
31,"York, Elyse",3,"Befroy, Yorke",Margaree,1/7/2021,687.0,61.0,626.0,9618.0,61.0,7.0,5.0,0.0,0.089,15.0,1.0,0.0
31,"York, Elyse",3,"Befroy, Yorke",Margaree,1/8/2021,722.0,13.0,709.0,14440.0,57.0,17.0,5.0,0.0,0.018,20.0,1.0,1.0
31,"York, Elyse",3,"Befroy, Yorke",Margaree,1/9/2021,601.0,56.0,545.0,7212.0,-6.0,24.0,5.0,0.0,0.093,13.0,0.0,0.0
31,"York, Elyse",3,"Befroy, Yorke",Margaree,1/10/2021,492.0,51.0,441.0,8364.0,-84.0,19.0,5.0,0.0,0.104,19.0,0.0,0.0
31,"York, Elyse",3,"Befroy, Yorke",Margaree,1/11/2021,586.0,36.0,550.0,4102.0,-97.0,5.0,5.0,0.0,0.061,7.0,0.0,0.0
31,"York, Elyse",3,"Befroy, Yorke",Margaree,1/12/2021,745.0,15.0,730.0,14155.0,79.0,21.0,5.0,0.0,0.02,19.0,1.0,1.0
32,"Elstone, Clo",3,"Befroy, Yorke",Margaree,1/1/2021,660.0,18.0,642.0,7260.0,-70.0,,5.0,0.0,0.027,11.0,0.0,1.0
32,"Elstone, Clo",3,"Befroy, Yorke",Margaree,1/2/2021,757.0,7.0,750.0,11355.0,-24.0,,5.0,0.0,0.009,15.0,0.0,1.0
32,"Elstone, Clo",3,"Befroy, Yorke",Margaree,1/3/2021,705.0,29.0,676.0,11280.0,22.0,,5.0,0.0,0.041,17.0,1.0,1.0
32,"Elstone, Clo",3,"Befroy, Yorke",Margaree,1/4/2021,613.0,85.0,528.0,7356.0,23.0,,5.0,0.0,0.139,14.0,1.0,0.0
32,"Elstone, Clo",3,"Befroy, Yorke",Margaree,1/5/2021,665.0,19.0,646.0,13300.0,-9.0,25.0,5.0,0.0,0.029,21.0,0.0,1.0
32,"Elstone, Clo",3,"Befroy, Yorke",Margaree,1/6/2021,422.0,14.0,408.0,6330.0,62.0,15.0,5.0,0.0,0.033,16.0,1.0,1.0
32,"Elstone, Clo",3,"Befroy, Yorke",Margaree,1/7/2021,514.0,1.0,513.0,10794.0,96.0,21.0,5.0,0.0,0.002,21.0,1.0,1.0
32,"Elstone, Clo",3,"Befroy, Yorke",Margaree,1/8/2021,518.0,16.0,502.0,6216.0,32.0,4.0,5.0,0.0,0.031,12.0,1.0,1.0
32,"Elstone, Clo",3,"Befroy, Yorke",Margaree,1/9/2021,423.0,0.0,423.0,6345.0,20.0,2.0,5.0,0.0,0.0,15.0,1.0,1.0
32,"Elstone, Clo",3,"Befroy, Yorke",Margaree,1/10/2021,573.0,85.0,488.0,4584.0,-93.0,22.0,5.0,0.0,0.148,9.0,0.0,0.0
32,"Elstone, Clo",3,"Befroy, Yorke",Margaree,1/11/2021,886.0,12.0,874.0,3544.0,90.0,27.0,5.0,0.0,0.014,4.0,1.0,1.0
32,"Elstone, Clo",3,"Befroy, Yorke",Margaree,1/12/2021,773.0,13.0,760.0,2319.0,48.0,19.0,5.0,0.0,0.017,3.0,1.0,1.0
35,"McCarty, Ninette",3,"Befroy, Yorke",Margaree,1/1/2021,841.0,9.0,832.0,5046.0,99.0,,5.0,0.0,0.011,6.0,1.0,1.0
35,"McCarty, Ninette",3,"Befroy, Yorke",Margaree,1/2/2021,470.0,10.0,460.0,5640.0,-16.0,,5.0,0.0,0.021,12.0,0.0,1.0
35,"McCarty, Ninette",3,"Befroy, Yorke",Margaree,1/3/2021,692.0,11.0,681.0,2768.0,-90.0,,5.0,0.0,0.016,4.0,0.0,1.0
35,"McCarty, Ninette",3,"Befroy, Yorke",Margaree,1/4/2021,773.0,73.0,700.0,6957.0,-87.0,,5.0,0.0,0.094,10.0,0.0,0.0
35,"McCarty, Ninette",3,"Befroy, Yorke",Margaree,1/5/2021,832.0,25.0,807.0,6656.0,83.0,16.0,5.0,0.0,0.03,8.0,1.0,1.0
35,"McCarty, Ninette",3,"Befroy, Yorke",Margaree,1/6/2021,887.0,48.0,839.0,15966.0,74.0,24.0,5.0,0.0,0.054,19.0,1.0,0.0
35,"McCarty, Ninette",3,"Befroy, Yorke",Margaree,1/7/2021,719.0,71.0,648.0,14380.0,-98.0,16.0,5.0,0.0,0.099,22.0,0.0,0.0
35,"McCarty, Ninette",3,"Befroy, Yorke",Margaree,1/8/2021,800.0,82.0,718.0,16000.0,41.0,13.0,5.0,0.0,0.102,22.0,1.0,0.0
35,"McCarty, Ninette",3,"Befroy, Yorke",Margaree,1/9/2021,496.0,14.0,482.0,9920.0,-53.0,18.0,5.0,0.0,0.028,21.0,0.0,1.0
35,"McCarty, Ninette",3,"Befroy, Yorke",Margaree,1/10/2021,788.0,31.0,757.0,11820.0,93.0,0.0,5.0,0.0,0.039,16.0,1.0,1.0
35,"McCarty, Ninette",3,"Befroy, Yorke",Margaree,1/11/2021,417.0,59.0,358.0,5421.0,89.0,24.0,5.0,0.0,0.141,15.0,1.0,0.0
35,"McCarty, Ninette",3,"Befroy, Yorke",Margaree,1/12/2021,778.0,84.0,694.0,6224.0,91.0,0.0,5.0,0.0,0.108,9.0,1.0,0.0
36,"Janusik, Gregory",3,"Befroy, Yorke",Margaree,1/1/2021,591.0,3.0,588.0,5319.0,-30.0,,5.0,0.0,0.005,9.0,0.0,1.0
36,"Janusik, Gregory",3,"Befroy, Yorke",Margaree,1/2/2021,599.0,47.0,552.0,8386.0,63.0,,5.0,0.0,0.078,15.0,1.0,0.0
36,"Janusik, Gregory",3,"Befroy, Yorke",Margaree,1/3/2021,696.0,46.0,650.0,6960.0,-41.0,,5.0,0.0,0.066,11.0,0.0,0.0
36,"Janusik, Gregory",3,"Befroy, Yorke",Margaree,1/4/2021,561.0,41.0,520.0,4488.0,-91.0,,5.0,0.0,0.073,9.0,0.0,0.0
36,"Janusik, Gregory",3,"Befroy, Yorke",Margaree,1/5/2021,485.0,65.0,420.0,8730.0,-22.0,23.0,5.0,0.0,0.134,21.0,0.0,0.0
36,"Janusik, Gregory",3,"Befroy, Yorke",Margaree,1/6/2021,822.0,33.0,789.0,14796.0,8.0,15.0,5.0,0.0,0.04,19.0,1.0,1.0
36,"Janusik, Gregory",3,"Befroy, Yorke",Margaree,1/7/2021,733.0,1.0,732.0,2932.0,64.0,22.0,5.0,0.0,0.001,4.0,1.0,1.0
36,"Janusik, Gregory",3,"Befroy, Yorke",Margaree,1/8/2021,786.0,46.0,740.0,3144.0,-5.0,10.0,5.0,0.0,0.059,4.0,0.0,0.0
36,"Janusik, Gregory",3,"Befroy, Yorke",Margaree,1/9/2021,984.0,65.0,919.0,6888.0,31.0,18.0,5.0,0.0,0.066,7.0,1.0,0.0
36,"Janusik, Gregory",3,"Befroy, Yorke",Margaree,1/10/2021,654.0,38.0,616.0,2616.0,75.0,27.0,5.0,0.0,0.058,4.0,1.0,0.0
36,"Janusik, Gregory",3,"Befroy, Yorke",Margaree,1/11/2021,869.0,37.0,832.0,9559.0,-41.0,5.0,5.0,0.0,0.043,11.0,0.0,1.0
36,"Janusik, Gregory",3,"Befroy, Yorke",Margaree,1/12/2021,514.0,60.0,454.0,5654.0,100.0,17.0,5.0,0.0,0.117,12.0,1.0,0.0
42,"Mattusov, Petra",2,"MacAne, Madelyn",Margaree,1/1/2021,443.0,5.0,438.0,4873.0,-50.0,,5.0,0.0,0.011,11.0,0.0,1.0
